Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,9.38,-1.15 -10.88% 389.145M 300.771M 6.9B -- +363.44%,0.51,10.70
WBD,"Warner Bros. Discovery, Inc.",19.06,+2.89 +17.87% 201.26M 65.016M 47.188B 61.48 +90.46%,7.25,19.31
TSLA,"Tesla, Inc.",394.97,+26.16 +7.09% 121.557M 89.648M 1.274T 232.34 +60.15%,212.11,488.54
RGTI,"Rigetti Computing, Inc.",19.18,"+2.49 +14.92% 93.448M 40.921M 6.217B -- +1,856.62%",0.71,21.42
GRAB,Grab Holdings Limited,5.99,+0.46 +8.41% 90.896M 35.667M 24.439B 299.75 +59.37%,3.36,6.03
NVDA,NVIDIA Corporation,177.66,+0.49 +0.28% 82.396M 174.853M 4.326T 50.62 +48.76%,86.62,184.48
SNAP,Snap Inc.,7.26,-0.03 -0.34% 58.902M 52.268M 12.277B -- -23.42%,6.90,13.28
AAL,American Airlines Group Inc.,12.94,-0.01 -0.04% 57.854M 67.257M 8.541B 15.41 +21.14%,8.50,19.10
JOBY,"Joby Aviation, Inc.",14.00,+0.32 +2.34% 56.004M 33.397M 11.984B -- +151.93%,4.78,20.95
IONQ,"IonQ, Inc.",55.33,+8.28 +17.59% 54.026M 19.277M 16.469B -- +506.31%,7.40,56.07
RIVN,"Rivian Automotive, Inc.",13.51,-0.46 -3.29% 53.329M 38.406M 16.394B -- +3.48%,9.50,17.15
PFE,Pfizer Inc.,23.94,-0.92 -3.68% 51.908M 40.784M 136.14B 12.67 -15.07%,20.92,30.43
BMNR,"Bitmine Immersion Technologies, Inc.",52.87,+5.08 +10.63% 49.683M 38.767M 9.173B -- +516.65%,3.92,161.00
NIO,NIO Inc.,6.22,+0.15 +2.55% 46.692M 71.178M 13.627B -- +9.37%,3.02,7.71
QBTS,D-Wave Quantum Inc.,17.76,"+1.24 +7.52% 46.127M 40.849M 6.075B -- +1,535.64%",0.87,20.56
MARA,"MARA Holdings, Inc.",16.48,+0.77 +4.87% 45.084M 48.295M 6.103B 8.86 -2.54%,9.81,30.28
SKX,"Skechers U.S.A., Inc.",63.13,-0.07 -0.11% 41.046M 3.985M 9.487B 14.41 -6.20%,44.50,78.85
BBD,Banco Bradesco S.A.,3.1385,-0.0215 -0.68% 40.979M 33.987M 30.227B 9.23 +12.86%,1.84,3.24
ORCL,Oracle Corporation,295.35,-12.51 -4.06% 40.777M 16.542M 839.308B 68.53 +90.00%,118.86,345.72
DNN,Denison Mines Corp.,2.3900,-0.0400 -1.65% 40.442M 88.419M 2.144B -- +54.78%,1.08,2.50
PLTR,Palantir Technologies Inc.,170.41,+6.05 +3.68% 38.758M 71.345M 404.274B 568.04 +361.82%,34.89,190.00
ONDS,Ondas Holdings Inc.,6.50,+0.08 +1.25% 37.336M 33.873M 2.125B -- +706.53%,0.57,6.72
SOFI,"SoFi Technologies, Inc.",26.48,+0.52 +2.00% 37.226M 73.124M 31.708B 52.96 +235.40%,7.52,26.86
AAPL,Apple Inc.,233.50,+3.47 +1.51% 35.041M 54.85M 3.465T 35.49 +3.38%,169.21,260.10
INTC,Intel Corporation,24.17,-0.44 -1.81% 34.564M 98.64M 112.857B -- +25.18%,17.67,27.55
SOUN,"SoundHound AI, Inc.",14.45,-0.13 -0.92% 34.501M 52.455M 5.889B -- +200.62%,4.45,24.98
F,Ford Motor Company,11.73,-0.03 -0.21% 33.133M 69.017M 46.704B 15.04 +10.01%,8.44,11.99
AMD,"Advanced Micro Devices, Inc.",158.71,+3.04 +1.95% 32.113M 57.999M 257.553B 95.03 +2.21%,76.48,186.65
SMCI,"Super Micro Computer, Inc.",45.35,+1.40 +3.19% 28.886M 37.348M 26.95B 26.99 -3.86%,17.25,66.44
HOOD,"Robinhood Markets, Inc.",115.51,-2.24 -1.90% 25.983M 45.381M 102.651B 58.63 +433.53%,21.50,123.44
PSLV,Sprott Physical Silver Trust,14.34,+0.23 +1.67% 26.386M 26.295M 7.954B 6.29 +35.71%,9.60,14.35
PSKY,Paramount Skydance Corporation,18.51,+1.06 +6.04% 25.665M 16.53M 20.295B 617.17 +65.18%,9.95,18.65
CIFR,Cipher Mining Inc.,10.68,+0.71 +7.08% 24.93M 35.559M 4.199B -- +222.65%,1.86,10.92
CVE,Cenovus Energy Inc.,16.87,-0.03 -0.18% 24.69M 13.419M 30.362B 16.22 +4.32%,10.23,18.61
QS,QuantumScape Corporation,9.65,+0.80 +9.04% 24.46M 45.394M 5.462B -- +48.74%,3.40,15.03
AMZN,"Amazon.com, Inc.",227.83,-2.12 -0.92% 24.225M 42.058M 2.43T 34.78 +23.30%,161.38,242.52
