Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,5.96,+0.83,+16.18%,447.789M,263.305M,4.386B,--,+215.34%
NVDA,NVIDIA Corporation,171.66,+1.04,+0.61%,131.815M,173.258M,4.179T,49.05,+66.94%
AEO,"American Eagle Outfitters, Inc.",18.79,+5.17,+37.96%,105.171M,13.493M,3.256B,18.42,-0.48%
SOUN,"SoundHound AI, Inc.",13.29,+0.55,+4.32%,85.716M,47.935M,5.418B,--,+205.52%
RIVN,"Rivian Automotive, Inc.",13.70,-0.74,-5.12%,82.547M,36.174M,16.624B,--,+3.55%
AAL,American Airlines Group Inc.,12.86,-0.58,-4.32%,81.307M,64.367M,8.485B,15.31,+19.07%
NIO,NIO Inc.,6.13,-0.19,-3.01%,72.396M,65.067M,13.889B,--,+22.11%
SNAP,Snap Inc.,7.09,-0.16,-2.21%,66.986M,47.153M,11.981B,--,-17.75%
WBD,"Warner Bros. Discovery, Inc.",11.77,-0.15,-1.26%,66.211M,62.475M,29.14B,37.97,+63.02%
DNN,Denison Mines Corp.,2.2800,-0.0700,-2.98%,59.112M,97.536M,2.054B,--,+58.33%
TSLA,"Tesla, Inc.",338.53,+4.44,+1.33%,60.088M,94.022M,1.092T,200.31,+60.65%
AMZN,"Amazon.com, Inc.",235.68,+9.69,+4.29%,59.196M,41.737M,2.514T,35.98,+37.51%
HPE,Hewlett Packard Enterprise Company,23.16,+0.34,+1.49%,52.556M,18.796M,30.558B,27.25,+32.12%
MARA,"MARA Holdings, Inc.",15.11,-0.78,-4.91%,53.083M,47.527M,5.598B,8.12,+13.01%
INTC,Intel Corporation,24.61,+0.61,+2.54%,57.079M,103.365M,107.717B,--,+30.28%
PLTR,Palantir Technologies Inc.,156.14,+1.24,+0.80%,53.136M,72.793M,370.417B,520.47,+414.80%
SOFI,"SoFi Technologies, Inc.",25.38,+0.89,+3.63%,50.568M,73.871M,30.391B,50.76,+262.05%
NOK,Nokia Oyj,4.6000,+0.2200,+5.02%,45.508M,19.479M,24.744B,24.21,+8.49%
NU,Nu Holdings Ltd.,14.87,-0.03,-0.20%,43.632M,64.174M,71.857B,31.64,+8.54%
GOOGL,Alphabet Inc.,232.30,+1.64,+0.71%,49.168M,38.397M,2.811T,24.77,+53.92%
BMNR,"Bitmine Immersion Technologies, Inc.",42.19,-2.67,-5.95%,41.7M,35.74M,7.32B,--,+444.39%
AAPL,Apple Inc.,239.78,+1.31,+0.55%,46.158M,54.45M,3.558T,36.39,+8.59%
PFE,Pfizer Inc.,24.54,-0.25,-1.01%,41.655M,40.914M,139.523B,12.98,-14.08%
HIMS,"Hims & Hers Health, Inc.",48.11,+3.65,+8.21%,38.378M,36.219M,10.874B,60.90,+252.45%
RIOT,"Riot Platforms, Inc.",13.16,-0.29,-2.16%,38.162M,40.054M,4.864B,--,+106.27%
SBET,"SharpLink Gaming, Inc.",15.43,-1.39,-8.26%,38.177M,39.8M,2.994B,--,+91.92%
AGNC,AGNC Investment Corp.,10.20,+0.25,+2.51%,36.819M,20.334M,10.626B,34.00,-0.10%
BTG,B2Gold Corp.,4.0400,-0.0800,-1.94%,36.033M,38.551M,5.371B,--,+52.45%
HBAN,Huntington Bancshares Incorporated,17.88,+0.27,+1.53%,35.784M,31.663M,26.085B,13.34,+24.95%
JOBY,"Joby Aviation, Inc.",13.10,+0.06,+0.46%,32.874M,34.363M,11.213B,--,+174.63%
ITUB,Itaú Unibanco Holding S.A.,6.99,+0.05,+0.72%,32.197M,28.52M,70.444B,9.58,+16.32%
PSLV,Sprott Physical Silver Trust,13.74,-0.12,-0.87%,31.576M,26.373M,7.691B,6.08,+44.63%
KDP,Keurig Dr Pepper Inc.,29.25,+0.16,+0.55%,34.394M,13.003M,39.734B,25.88,-20.65%
F,Ford Motor Company,11.68,+0.06,+0.52%,30.023M,72.039M,46.485B,14.97,+10.40%
BAC,Bank of America Corporation,50.62,+0.56,+1.12%,34.453M,38.933M,374.94B,14.84,+30.60%
LUMN,"Lumen Technologies, Inc.",4.9700,+0.2500,+5.30%,29.464M,11.883M,5.1B,--,-14.90%
