Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
WBA,"Walgreens Boots Alliance, Inc.",11.98,0.00,0.00%,451.754M,16.121M,10.369B,--,+33.56%
OPEN,Opendoor Technologies Inc.,4.6899,+0.2399,+5.40%,78.974M,248.812M,3.452B,--,+129.38%
NVDA,NVIDIA Corporation,170.34,-3.78,-2.17%,56.487M,174.658M,4.147T,48.39,+61.28%
BABA,Alibaba Group Holding Limited,137.40,+2.40,+1.78%,14.335M,13.941M,341.358B,15.92,+64.09%
TSLA,"Tesla, Inc.",331.24,-2.62,-0.78%,15.643M,98.508M,1.068T,198.35,+58.53%
DNN,Denison Mines Corp.,2.2200,-0.1000,-4.31%,9.272M,102.647M,1.99B,--,+51.63%
ELAN,Elanco Animal Health Incorporated,18.05,-0.31,-1.66%,"881,451",6.889M,8.965B,20.51,+21.20%
AAL,American Airlines Group Inc.,13.26,-0.11,-0.81%,11.162M,62.465M,8.75B,15.79,+26.13%
INTC,Intel Corporation,24.00,-0.35,-1.44%,17.332M,104.324M,105.048B,--,+21.14%
SOUN,"SoundHound AI, Inc.",12.76,-0.27,-2.03%,13.415M,45.658M,5.2B,--,+185.53%
SNAP,Snap Inc.,7.09,-0.05,-0.64%,11.905M,44.273M,11.988B,--,-19.41%
NIO,NIO Inc.,6.25,-0.13,-2.04%,57.8M,63.058M,14.943B,--,+53.73%
CIFR,Cipher Mining Inc.,8.56,+0.92,+12.02%,21.413M,32.9M,3.365B,--,+138.75%
MARA,"MARA Holdings, Inc.",16.29,+0.31,+1.94%,10.782M,47.141M,6.035B,8.76,+4.72%
SOFI,"SoFi Technologies, Inc.",24.97,-0.58,-2.25%,21.01M,73.925M,29.894B,49.93,+239.18%
AFRM,"Affirm Holdings, Inc.",82.77,-5.68,-6.42%,3.701M,6.515M,26.955B,551.81,+112.70%
PSLV,Sprott Physical Silver Trust,13.70,+0.22,+1.63%,8.187M,26.668M,7.602B,6.01,+41.30%
F,Ford Motor Company,11.85,+0.08,+0.72%,9.675M,75.9M,47.181B,15.20,+7.19%
IQ,"iQIYI, Inc.",2.6742,+0.0242,+0.91%,7.631M,21.966M,2.575B,267.42,+26.79%
RIOT,"Riot Platforms, Inc.",14.06,+0.30,+2.18%,6.953M,40.084M,5.197B,--,+102.95%
RGTI,"Rigetti Computing, Inc.",15.54,-0.69,-4.25%,25.512M,44.583M,5.038B,--,"+1,853.07%"
