Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,3.9700,+1.7200,+76.44%,897.143M,107.673M,2.895B,--,-10.71%
LCID,"Lucid Group, Inc.",2.7701,-0.2699,-8.88%,146.605M,145.785M,8.45B,--,-15.32%
QS,QuantumScape Corporation,12.59,-2.06,-14.04%,96.903M,30.716M,7.034B,--,+84.15%
RIOT,"Riot Platforms, Inc.",14.69,+0.83,+5.99%,71.32M,37.236M,5.248B,--,+13.24%
NVDA,NVIDIA Corporation,172.34,-0.07,-0.04%,58.8M,202.237M,4.203T,55.59,+39.56%
RXRX,"Recursion Pharmaceuticals, Inc.",6.51,+0.67,+11.56%,54.906M,26.188M,2.825B,--,-28.26%
QBTS,D-Wave Quantum Inc.,19.47,+0.58,+3.07%,50.178M,68.584M,6.084B,--,"+1,770.30%"
IREN,IREN Limited,19.58,+1.64,+9.11%,46.737M,21.075M,4.735B,--,+54.92%
TSLA,"Tesla, Inc.",328.19,-1.46,-0.44%,45.018M,111.214M,1.057T,187.54,+31.07%
NIO,NIO Inc.,4.5750,+0.1850,+4.22%,37.049M,41.011M,10.139B,--,-6.40%
WBD,"Warner Bros. Discovery, Inc.",12.77,+0.02,+0.20%,36.642M,52.561M,31.606B,--,+49.12%
F,Ford Motor Company,11.39,+0.23,+2.02%,36.169M,96.437M,45.273B,9.11,-20.96%
STLA,Stellantis N.V.,9.41,+0.21,+2.28%,33.231M,17.345M,28.097B,4.40,-55.58%
VALE,Vale S.A.,10.21,+0.44,+4.54%,33.026M,36.393M,43.598B,7.40,-10.53%
CLF,Cleveland-Cliffs Inc.,10.86,+1.38,+14.56%,31.934M,31.842M,5.372B,--,-37.67%
NU,Nu Holdings Ltd.,12.99,-0.03,-0.23%,31.265M,65.745M,62.669B,29.52,+0.23%
JOBY,"Joby Aviation, Inc.",17.33,-0.45,-2.50%,31.06M,26.094M,14.587B,--,+174.81%
SOUN,"SoundHound AI, Inc.",12.15,-0.66,-5.15%,31.64M,36.409M,4.881B,--,+157.23%
AAPL,Apple Inc.,213.42,+2.24,+1.06%,29.883M,53.259M,3.188T,33.24,-5.71%
INTC,Intel Corporation,23.29,+0.19,+0.82%,28.333M,79.793M,101.591B,--,-30.78%
OSCR,"Oscar Health, Inc.",14.33,+0.91,+6.79%,27.955M,19.488M,3.65B,35.83,-12.52%
AAL,American Airlines Group Inc.,12.39,-0.12,-0.96%,26.89M,60.513M,8.171B,12.39,+17.03%
ACHR,Archer Aviation Inc.,12.54,-0.75,-5.63%,27.041M,38.169M,6.885B,--,+188.91%
VZ,Verizon Communications Inc.,42.88,+2.04,+4.98%,25.273M,17.515M,180.773B,10.21,+4.48%
RGTI,"Rigetti Computing, Inc.",16.64,-0.52,-3.06%,25.043M,53.137M,5.369B,--,"+1,534.29%"
APLD,Applied Digital Corporation,11.54,-0.39,-3.23%,24.14M,51.103M,2.598B,--,+124.67%
GOOGL,Alphabet Inc.,188.38,+3.32,+1.79%,23.582M,40.564M,2.291T,21.02,+1.87%
