Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
LCID,"Lucid Group, Inc.",3.0600,-0.0700,-2.24%,127.096M,150.793M,9.334B,--,-4.57%
NIO,NIO Inc.,4.9401,-0.0699,-1.39%,89.916M,42.75M,10.362B,--,+16.51%
NVDA,NVIDIA Corporation,168.87,+1.84,+1.10%,86.337M,199.403M,4.118T,54.30,+46.20%
MARA,"MARA Holdings, Inc.",17.48,-2.40,-12.10%,66.756M,46.384M,6.15B,--,-3.82%
WBD,"Warner Bros. Discovery, Inc.",13.26,+0.41,+3.19%,55.945M,53.429M,32.806B,--,+51.71%
F,Ford Motor Company,11.40,+0.22,+1.92%,49.202M,94.221M,45.353B,9.12,-18.14%
QS,QuantumScape Corporation,12.52,-1.28,-9.31%,48.804M,34.23M,6.995B,--,+84.99%
HIMS,"Hims & Hers Health, Inc.",56.02,+6.01,+12.02%,47.906M,46.957M,12.539B,82.38,+122.17%
RIOT,"Riot Platforms, Inc.",13.98,-0.29,-2.00%,46.352M,38.925M,4.996B,--,+26.06%
RKT,"Rocket Companies, Inc.",16.47,+0.47,+2.91%,45.532M,14.337M,34.753B,--,+9.07%
QBTS,D-Wave Quantum Inc.,18.87,+1.28,+7.27%,44.971M,69.716M,5.896B,--,"+1,694.90%"
TSLA,"Tesla, Inc.",329.35,-2.76,-0.83%,43.5M,109.275M,1.061T,187.13,+53.76%
AAL,American Airlines Group Inc.,12.69,+0.19,+1.48%,43.218M,59.541M,8.366B,12.69,+22.91%
STLA,Stellantis N.V.,10.26,+0.98,+10.63%,40.131M,17.748M,29.862B,--,-52.70%
VALE,Vale S.A.,10.39,+0.02,+0.19%,40.55M,37.493M,44.353B,7.53,-2.81%
INTC,Intel Corporation,23.43,+0.19,+0.84%,38.318M,78.722M,102.223B,--,-26.69%
T,AT&T Inc.,27.38,-0.05,-0.16%,36.391M,31.769M,197.12B,16.79,+43.11%
PSLV,Sprott Physical Silver Trust,13.25,-0.06,-0.42%,37.172M,29.975M,6.984B,4.36,+34.17%
NU,Nu Holdings Ltd.,12.95,+0.16,+1.29%,33.651M,66.11M,62.5B,29.44,+1.99%
RXRX,"Recursion Pharmaceuticals, Inc.",6.31,-0.23,-3.52%,30.002M,27.428M,2.736B,--,-16.26%
SOFI,"SoFi Technologies, Inc.",21.27,+0.29,+1.38%,27.999M,69.189M,23.511B,49.47,+195.49%
NOK,Nokia Oyj,4.5050,+0.0450,+1.01%,27.188M,18.49M,26.146B,17.33,+21.53%
OSCR,"Oscar Health, Inc.",15.07,+0.38,+2.55%,26.882M,21.519M,3.839B,37.69,-7.55%
CIFR,Cipher Mining Inc.,6.36,-0.58,-8.37%,26.645M,30.38M,2.361B,--,+21.33%
AMD,"Advanced Micro Devices, Inc.",158.11,+3.39,+2.19%,26.019M,46.866M,256.36B,114.57,+6.98%
PLTR,Palantir Technologies Inc.,151.38,+2.30,+1.55%,25.147M,85.556M,357.231B,688.07,+460.41%
KEY,KeyCorp,18.79,+0.08,+0.43%,25.041M,14.949M,20.902B,--,+18.49%
RIVN,"Rivian Automotive, Inc.",13.86,-0.26,-1.84%,24.919M,31.293M,16.603B,--,-13.21%
OKLO,Oklo Inc.,64.32,+3.00,+4.90%,24.716M,20.03M,9.48B,--,+607.27%
AAPL,Apple Inc.,213.83,-0.57,-0.27%,24.151M,53.125M,3.194T,33.36,-1.89%
GOOGL,Alphabet Inc.,189.66,-1.68,-0.88%,24.196M,41.094M,2.306T,21.19,+10.84%
HBAN,Huntington Bancshares Incorporated,16.80,+0.14,+0.87%,23.911M,27.365M,24.627B,12.54,+11.66%
ABVX,ABIVAX Société Anonyme,65.48,+55.48,+554.84%,22.952M,"345,608",4.355B,--,-15.61%
PFE,Pfizer Inc.,25.39,+0.25,+0.97%,23.028M,42.687M,144.323B,18.39,-16.14%
ACHR,Archer Aviation Inc.,10.93,-0.06,-0.59%,22.755M,39.284M,5.998B,--,+150.91%
HOOD,"Robinhood Markets, Inc.",101.02,-0.83,-0.82%,21.456M,45.007M,89.142B,57.73,+375.71%
RIG,Transocean Ltd.,3.0747,+0.1847,+6.39%,21.252M,40.082M,2.716B,--,-45.06%
ITUB,Itaú Unibanco Holding S.A.,6.43,+0.12,+1.98%,20.729M,30.12M,66.147B,9.19,+14.73%
BTG,B2Gold Corp.,3.5100,-0.0300,-0.85%,20.317M,47.121M,4.638B,--,+20.41%
BCS,Barclays PLC,19.34,+0.40,+2.11%,20.17M,15.011M,68.254B,9.62,+61.88%
JOBY,"Joby Aviation, Inc.",16.67,+0.06,+0.35%,19.623M,27.476M,14.026B,--,+168.77%
FI,"Fiserv, Inc.",138.69,-27.29,-16.44%,19.522M,5.394M,76.894B,24.59,+2.99%
ENPH,"Enphase Energy, Inc.",36.37,-6.13,-14.42%,19.13M,8.558M,4.772B,28.19,-63.65%
CLF,Cleveland-Cliffs Inc.,11.13,-0.19,-1.68%,18.994M,33.261M,5.506B,--,-24.23%
TXN,Texas Instruments Incorporated,189.57,-25.35,-11.80%,18.935M,6.596M,172.219B,35.84,+8.39%
IREN,IREN Limited,18.07,-0.52,-2.82%,18.93M,22.162M,4.369B,--,+82.17%
RGTI,"Rigetti Computing, Inc.",15.39,-0.04,-0.28%,18.627M,53.865M,4.966B,--,"+1,412.75%"
SOUN,"SoundHound AI, Inc.",11.62,+0.28,+2.44%,18.21M,37.142M,4.667B,--,+149.23%
ANSS,"ANSYS, Inc.",374.30,0.00,0.00%,16.995M,1.121M,32.907B,55.53,+20.53%
GRAB,Grab Holdings Limited,5.36,-0.11,-2.01%,16.564M,37.15M,22.105B,536.00,+62.80%
AGNC,AGNC Investment Corp.,9.51,+0.14,+1.49%,16.401M,25.938M,9.907B,26.42,-5.73%
BBD,Banco Bradesco S.A.,2.8850,+0.0850,+3.04%,16.046M,40.966M,28.467B,9.62,+26.13%
SMCI,"Super Micro Computer, Inc.",51.43,+1.57,+3.15%,16.046M,45.73M,30.694B,27.95,-29.93%
INFY,Infosys Limited,18.55,+0.29,+1.59%,15.602M,11.025M,76.893B,24.41,-16.47%
CNH,CNH Industrial N.V.,13.39,+0.33,+2.53%,15.275M,19.969M,16.73B,16.74,+32.19%
PONY,Pony AI Inc.,14.83,+0.84,+6.00%,14.625M,15.274M,5.269B,--,+16.58%
GM,General Motors Company,52.31,+3.42,+6.99%,14.602M,10.259M,50.288B,7.99,+5.16%
CSX,CSX Corporation,35.13,-0.10,-0.27%,14.351M,14.801M,66.003B,20.91,+6.11%
AMZN,"Amazon.com, Inc.",228.01,+0.54,+0.24%,14M,42.244M,2.421T,37.14,+25.79%
BAC,Bank of America Corporation,48.08,+0.31,+0.65%,13.742M,40.565M,357.556B,14.10,+13.23%
RF,Regions Financial Corporation,26.31,+0.11,+0.41%,14.068M,8.789M,23.519B,12.29,+18.50%
WEN,The Wendy's Company,11.27,+0.43,+3.92%,13.58M,6.134M,2.163B,11.98,-34.66%
FCX,Freeport-McMoRan Inc.,45.03,-0.77,-1.69%,13.567M,13.103M,64.665B,36.91,+3.67%
CNC,Centene Corporation,29.25,+1.36,+4.88%,13.385M,9.757M,14.555B,4.31,-57.82%
PCG,PG&E Corporation,13.71,+0.05,+0.37%,13.544M,23.33M,30.13B,12.58,-25.15%
SNAP,Snap Inc.,10.02,-0.33,-3.19%,13.131M,38.675M,16.857B,--,-23.78%
VZ,Verizon Communications Inc.,42.70,-0.26,-0.61%,12.881M,17.581M,180.034B,9.93,+8.29%
KGC,Kinross Gold Corporation,16.16,-0.24,-1.46%,12.794M,19.852M,19.825B,16.49,+85.31%
SLB,Schlumberger Limited,35.31,+0.97,+2.81%,12.691M,16.097M,52.678B,12.09,-28.48%
CCL,Carnival Corporation & plc,30.64,+0.75,+2.49%,12.544M,24.431M,41.537B,16.04,+64.32%
NEE,"NextEra Energy, Inc.",72.71,-4.83,-6.23%,12.536M,12.356M,149.683B,27.23,+2.82%
CLSK,"CleanSpark, Inc.",12.31,-0.53,-4.09%,12.352M,27.71M,3.46B,--,-22.51%
GOOG,Alphabet Inc.,190.81,-1.30,-0.68%,12.376M,27.504M,2.31T,21.32,+10.17%
HL,Hecla Mining Company,6.21,-0.10,-1.57%,12.362M,22.096M,3.929B,51.76,+7.31%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.66,+0.40,+3.26%,11.929M,22.232M,77.735B,9.45,-15.27%
BKR,Baker Hughes Company,44.04,+4.02,+10.06%,11.851M,7.568M,43.638B,14.39,+14.67%
EQT,EQT Corporation,52.15,-2.19,-4.03%,11.779M,7.857M,31.218B,27.45,+54.81%
