Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,164.80,-0.12,-0.07%,107.182M,211.8M,4.019T,53.16,+28.40%
NIO,NIO Inc.,4.1150,+0.2150,+5.51%,98.306M,36.03M,8.831B,--,-15.77%
MARA,"MARA Holdings, Inc.",19.22,+0.08,+0.41%,74.847M,45.172M,6.764B,--,-22.13%
NU,Nu Holdings Ltd.,13.12,+0.29,+2.26%,63.496M,61.229M,63.296B,29.82,-3.82%
TSLA,"Tesla, Inc.",315.73,+2.22,+0.71%,61.876M,112.275M,1.017T,179.39,+24.09%
PLTR,Palantir Technologies Inc.,148.32,+6.22,+4.38%,59.761M,90.537M,350.022B,644.87,+395.64%
LCID,"Lucid Group, Inc.",2.2650,-0.0250,-1.09%,59.657M,128.227M,6.909B,--,-36.57%
SOFI,"SoFi Technologies, Inc.",21.33,+0.13,+0.64%,54.306M,68.306M,23.583B,49.62,+189.22%
HBAN,Huntington Bancshares Incorporated,16.98,-0.41,-2.39%,52.943M,24.059M,24.729B,13.06,+26.66%
F,Ford Motor Company,11.86,+0.09,+0.72%,48.581M,99.849M,47.182B,9.49,-17.22%
RIOT,"Riot Platforms, Inc.",12.44,+0.02,+0.12%,45.874M,36.009M,4.443B,--,+8.19%
AAL,American Airlines Group Inc.,12.36,+0.14,+1.15%,45.979M,59.966M,8.152B,12.36,+14.96%
KVUE,Kenvue Inc.,21.86,+0.52,+2.44%,44.73M,19.049M,41.969B,39.04,+17.84%
WBD,"Warner Bros. Discovery, Inc.",12.02,+0.29,+2.47%,42.544M,47.466M,29.738B,--,+58.09%
HOOD,"Robinhood Markets, Inc.",99.22,+0.88,+0.89%,39.565M,43.515M,87.55B,56.69,+310.78%
SOUN,"SoundHound AI, Inc.",11.32,-0.25,-2.16%,37.575M,34.645M,4.548B,--,+105.51%
QS,QuantumScape Corporation,9.93,+0.70,+7.58%,37.34M,23.756M,5.55B,--,+7.08%
ABEV,Ambev S.A.,2.3400,-0.0100,-0.43%,37.102M,32.864M,36.78B,14.62,+9.81%
CLSK,"CleanSpark, Inc.",12.50,-0.15,-1.15%,36.843M,27.639M,3.513B,--,-30.87%
AMD,"Advanced Micro Devices, Inc.",146.46,+0.04,+0.03%,34.832M,45.148M,237.47B,106.13,-18.58%
IREN,IREN Limited,17.08,+0.85,+5.27%,34.205M,19.901M,4.132B,--,+35.31%
INTC,Intel Corporation,23.38,-0.06,-0.23%,32.189M,81.597M,101.962B,--,-32.01%
CIFR,Cipher Mining Inc.,5.97,+0.11,+1.79%,32.019M,27.362M,2.218B,--,-1.84%
PSLV,Sprott Physical Silver Trust,12.95,0.00,0.00%,28.049M,30.889M,6.823B,4.26,+23.22%
SNAP,Snap Inc.,9.52,+0.41,+4.56%,26.396M,37.752M,16.024B,--,-43.80%
HIMS,"Hims & Hers Health, Inc.",50.99,+3.10,+6.48%,26.039M,46.679M,11.414B,74.99,+109.68%
BMNR,"Bitmine Immersion Technologies, Inc.",42.19,+1.57,+3.86%,25.98M,12.148M,2.177B,--,+424.13%
KHC,The Kraft Heinz Company,27.68,+0.55,+2.01%,25.385M,13.102M,32.766B,12.64,-15.95%
OSCR,"Oscar Health, Inc.",14.77,+0.39,+2.75%,25.143M,16.541M,3.763B,36.94,-10.12%
MU,"Micron Technology, Inc.",119.50,-5.03,-4.04%,24.808M,21.296M,133.731B,21.53,-4.84%
AAPL,Apple Inc.,209.37,-1.79,-0.85%,24.689M,53.871M,3.127T,32.61,-9.91%
STLA,Stellantis N.V.,9.91,-0.16,-1.59%,23.838M,16.554M,30.029B,4.59,-50.22%
ACHR,Archer Aviation Inc.,10.60,+0.09,+0.88%,23.747M,35.001M,5.821B,--,+108.12%
AMZN,"Amazon.com, Inc.",225.37,+0.35,+0.16%,23.467M,43.791M,2.393T,36.71,+16.76%
GOOGL,Alphabet Inc.,181.55,+1.36,+0.75%,23.005M,40.402M,2.209T,20.26,-3.40%
RKLB,Rocket Lab Corporation,42.02,+2.99,+7.66%,22.992M,20.642M,19.389B,--,+582.34%
QBTS,D-Wave Quantum Inc.,15.70,+0.89,+6.04%,22.911M,66.513M,4.907B,--,"+1,013.53%"
RIG,Transocean Ltd.,2.7850,-0.0650,-2.28%,23.273M,40.686M,2.46B,--,-48.37%
BAC,Bank of America Corporation,46.97,+0.24,+0.50%,22.641M,41.103M,353.735B,14.02,+11.55%
BTG,B2Gold Corp.,3.5050,+0.0150,+0.43%,21.215M,51.345M,4.644B,--,+15.18%
BBD,Banco Bradesco S.A.,2.9150,+0.0150,+0.52%,21.038M,40.866M,28.571B,9.72,+25.00%
ERIC,Telefonaktiebolaget LM Ericsson (publ),7.86,-0.18,-2.30%,21.182M,22.885M,26.543B,157.10,+23.88%
RGTI,"Rigetti Computing, Inc.",12.77,+0.59,+4.89%,20.544M,48.586M,4.123B,--,+923.53%
VALE,Vale S.A.,9.89,-0.26,-2.51%,20.468M,35.143M,42.197B,7.16,-11.90%
NBIS,Nebius Group N.V.,51.37,+7.07,+15.95%,20.069M,12.028M,12.316B,--,+121.50%
GRAB,Grab Holdings Limited,5.0000,0.0000,0.00%,20.001M,34.83M,20.62B,500.00,+40.85%
AG,First Majestic Silver Corp.,9.21,-0.06,-0.61%,19.339M,24.511M,4.475B,--,+43.50%
CORZ,"Core Scientific, Inc.",13.40,+0.89,+7.07%,19.198M,16.953M,4.068B,--,+13.62%
PROK,ProKidney Corp.,3.2694,-1.2706,-27.99%,19.238M,11.828M,1.305B,--,+89.96%
RIVN,"Rivian Automotive, Inc.",12.72,-0.31,-2.38%,19.132M,29.596M,15.238B,--,-25.54%
ITUB,Itaú Unibanco Holding S.A.,6.28,-0.03,-0.40%,19.145M,29.609M,64.343B,8.96,+12.50%
SMCI,"Super Micro Computer, Inc.",50.17,+0.93,+1.89%,19.03M,45.94M,29.942B,27.27,-45.15%
JOBY,"Joby Aviation, Inc.",12.47,+0.43,+3.53%,19.065M,22.236M,10.489B,--,+73.24%
OKLO,Oklo Inc.,60.32,+4.24,+7.56%,18.843M,18.877M,8.89B,--,+543.12%
MP,MP Materials Corp.,48.47,+3.35,+7.44%,18.554M,11.38M,7.922B,--,+194.84%
PCG,PG&E Corporation,13.36,-0.06,-0.41%,17.884M,22.665M,29.372B,12.26,-24.05%
APLD,Applied Digital Corporation,9.51,+0.33,+3.59%,17.393M,52.982M,2.14B,--,+35.80%
HL,Hecla Mining Company,6.17,-0.15,-2.34%,17.264M,22.035M,3.904B,51.43,+4.98%
T,AT&T Inc.,27.23,+0.26,+0.96%,17.008M,32.472M,196.076B,16.71,+45.16%
PFE,Pfizer Inc.,25.44,-0.21,-0.82%,16.737M,42.934M,144.636B,18.43,-11.86%
RXRX,"Recursion Pharmaceuticals, Inc.",5.20,-0.08,-1.42%,16.011M,25.079M,2.257B,--,-35.61%
CLF,Cleveland-Cliffs Inc.,9.55,-0.32,-3.26%,15.603M,31.412M,4.723B,--,-39.11%
GGB,Gerdau S.A.,2.9550,-0.0250,-0.84%,15.541M,13.496M,5.786B,10.55,-12.09%
SMR,NuScale Power Corporation,41.47,+3.99,+10.66%,15.294M,12.249M,5.532B,--,+137.07%
GOOG,Alphabet Inc.,182.69,+1.38,+0.76%,14.727M,27.017M,2.209T,20.39,-3.66%
CNH,CNH Industrial N.V.,13.34,-0.12,-0.93%,14.589M,19.225M,16.661B,16.67,+31.45%
AGNC,AGNC Investment Corp.,9.32,-0.08,-0.85%,14.236M,27.358M,9.51B,25.89,-9.35%
QUBT,Quantum Computing Inc.,18.96,+1.53,+8.77%,13.969M,27.221M,2.994B,--,"+2,393.56%"
AUR,"Aurora Innovation, Inc.",5.70,+0.47,+8.89%,13.786M,23.462M,10.074B,--,+13.45%
MSTR,Strategy Incorporated,445.95,+11.37,+2.62%,13.622M,12.966M,125.294B,--,+169.71%
BCS,Barclays PLC,18.62,+0.23,+1.22%,13.43M,14.366M,66.822B,9.13,+56.73%
FAST,Fastenal Company,45.03,+1.76,+4.07%,13.088M,5.852M,51.66B,45.03,+27.58%
VRNA,Verona Pharma plc,104.74,-0.10,-0.09%,12.533M,2.786M,8.9B,--,+387.58%
KEY,KeyCorp,18.27,-0.06,-0.30%,12.119M,13.49M,20.028B,--,+18.26%
HAL,Halliburton Company,22.14,-0.94,-4.09%,11.825M,15.29M,19.03B,9.26,-34.49%
IONQ,"IonQ, Inc.",42.66,+0.85,+2.04%,11.79M,22.04M,12.111B,--,+367.15%
NOK,Nokia Oyj,4.9400,-0.0400,-0.80%,11.667M,17.154M,26.711B,19.00,+27.04%
FSM,Fortuna Mining Corp.,6.60,-0.31,-4.49%,11.309M,16.036M,2.033B,12.69,+31.12%
CCL,Carnival Corporation & plc,29.26,+0.60,+2.11%,11.165M,24.866M,39.68B,15.32,+56.44%
SAN,"Banco Santander, S.A.",8.52,+0.09,+1.01%,11.062M,6.122M,126.713B,8.96,+75.99%
WFC,Wells Fargo & Company,83.29,+0.74,+0.90%,10.780M,16.723M,271.057B,14.98,+42.99%
RUN,Sunrun Inc.,10.30,+0.19,+1.88%,10.601M,23.539M,2.353B,--,-35.44%
CDE,"Coeur Mining, Inc.",9.53,-0.06,-0.57%,10.561M,15.343M,6.1B,32.88,+46.19%
COIN,"Coinbase Global, Inc.",394.57,+7.51,+1.94%,10.159M,13.294M,100.442B,74.41,+59.38%
BABA,Alibaba Group Holding Limited,108.30,+1.58,+1.48%,9.840M,13.808M,259.291B,14.52,+36.80%
AES,The AES Corporation,12.57,-0.02,-0.16%,9.698M,18.107M,8.949B,6.83,-25.94%
CMCSA,Comcast Corporation,35.46,+0.47,+1.35%,9.710M,21.054M,132.41B,8.73,-10.14%
CNC,Centene Corporation,30.86,-0.58,-1.83%,9.674M,8.187M,15.359B,4.55,-52.36%
VZ,Verizon Communications Inc.,41.69,+0.07,+0.16%,9.577M,17.648M,175.753B,9.92,+2.03%
AMCR,Amcor plc,9.61,-0.05,-0.47%,9.501M,34.783M,22.031B,17.17,-1.83%
UBER,"Uber Technologies, Inc.",94.04,-1.35,-1.41%,9.372M,21.801M,196.675B,16.47,+31.95%
HLN,Haleon plc,9.93,-0.03,-0.35%,9.366M,15.892M,45.29B,23.08,+13.44%
INFY,Infosys Limited,18.00,-0.19,-1.04%,9.239M,11.286M,76.274B,23.68,-10.44%
AVTR,"Avantor, Inc.",13.35,-0.23,-1.73%,9.250M,12.643M,9.104B,12.85,-34.77%
ASTS,"AST SpaceMobile, Inc.",47.88,+2.29,+5.04%,9.177M,12.951M,16.199B,--,+238.13%
PYPL,"PayPal Holdings, Inc.",73.71,+2.35,+3.29%,9.092M,9.573M,71.671B,16.56,+18.01%
KGC,Kinross Gold Corporation,15.63,+0.08,+0.54%,9.076M,20.695M,19.219B,15.95,+70.50%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.59,-0.23,-1.77%,8.925M,23.435M,77.135B,9.40,-15.66%
NCLH,Norwegian Cruise Line Holdings Ltd.,23.23,+0.61,+2.70%,8.805M,15.263M,10.382B,13.20,+15.59%
KMI,"Kinder Morgan, Inc.",28.17,+0.33,+1.20%,8.735M,13.146M,62.627B,24.29,+38.03%
CMG,"Chipotle Mexican Grill, Inc.",54.62,-1.38,-2.47%,8.611M,12.909M,73.586B,48.33,-1.08%
SAND,Sandstorm Gold Ltd.,9.79,-0.07,-0.71%,8.529M,6.438M,2.875B,97.90,+72.68%
MRVL,"Marvell Technology, Inc.",72.71,+0.00,+0.01%,8.441M,20.554M,62.695B,--,-1.21%
SBSW,Sibanye Stillwater Limited,8.41,+0.15,+1.88%,8.416M,11.12M,5.955B,--,+75.37%
DAL,"Delta Air Lines, Inc.",58.00,+1.35,+2.38%,8.452M,10.872M,37.871B,8.43,+31.74%
SLB,Schlumberger Limited,36.36,-0.95,-2.55%,8.368M,14.501M,49.121B,12.33,-22.21%
NGD,New Gold Inc.,4.6350,-0.0650,-1.38%,8.153M,25.231M,3.668B,25.75,+100.00%
TSM,Taiwan Semiconductor Manufacturing Company Limited,229.10,-1.29,-0.56%,8.156M,12.608M,1.188T,26.89,+24.39%
C,Citigroup Inc.,87.23,+0.50,+0.58%,8.062M,13.037M,162.922B,13.78,+33.14%
CSCO,"Cisco Systems, Inc.",67.80,-0.15,-0.23%,8.132M,20.541M,268.469B,27.67,+43.35%
GAP,"The Gap, Inc.",21.67,-1.16,-5.10%,7.996M,10.088M,8.082B,9.42,-0.57%
AVGO,Broadcom Inc.,275.77,+1.39,+0.51%,7.926M,22.12M,1.297T,100.65,+60.06%
LRCX,Lam Research Corporation,99.93,-1.80,-1.77%,7.941M,10.525M,127.822B,27.84,-4.85%
FCX,Freeport-McMoRan Inc.,45.49,-0.87,-1.88%,7.909M,13.505M,65.333B,37.29,-8.05%
KO,The Coca-Cola Company,69.50,-0.38,-0.54%,7.721M,15.926M,299.125B,27.91,+10.19%
WMT,Walmart Inc.,95.56,+1.15,+1.22%,7.681M,17.375M,762.569B,40.84,+35.61%
DOW,Dow Inc.,28.35,-1.19,-4.04%,7.62M,10.698M,20.043B,70.89,-44.53%
EQX,Equinox Gold Corp.,6.30,+0.07,+1.20%,7.741M,14.446M,4.753B,8.88,+4.88%
CAG,"Conagra Brands, Inc.",19.42,+0.02,+0.13%,7.557M,7.802M,9.274B,8.09,-32.17%
OXY,Occidental Petroleum Corporation,45.12,-1.19,-2.58%,7.562M,11.354M,44.399B,18.27,-25.31%
TMC,TMC the metals company Inc.,6.68,+0.11,+1.60%,7.498M,12.66M,3.359B,--,+353.10%
VNET,"VNET Group, Inc.",8.01,+0.06,+0.75%,7.418M,6.224M,2.155B,--,+266.36%
USB,U.S. Bancorp,47.06,-0.08,-0.18%,7.429M,9.622M,73.313B,11.65,+11.31%
UNH,UnitedHealth Group Incorporated,300.52,-3.58,-1.18%,7.422M,18.098M,272.618B,12.57,-40.99%
PARA,Paramount Global,12.98,+0.23,+1.80%,7.35M,7.525M,9.176B,--,+10.10%
SHOP,Shopify Inc.,116.42,+4.31,+3.84%,7.259M,11.057M,151.339B,94.65,+74.60%
NKE,"NIKE, Inc.",72.25,-0.38,-0.52%,7.212M,17.767M,106.648B,33.45,+1.85%
XOM,Exxon Mobil Corporation,114.03,-1.40,-1.22%,7.183M,16.668M,491.407B,15.12,+0.19%
CVE,Cenovus Energy Inc.,14.44,-0.22,-1.53%,7.138M,12.425M,26.231B,13.00,-29.01%
ET,Energy Transfer LP,17.53,+0.07,+0.43%,7.119M,13.382M,60.174B,13.28,+6.53%
TEVA,Teva Pharmaceutical Industries Limited,16.40,0.00,0.00%,7.102M,11.491M,19.196B,--,-3.98%
CSX,CSX Corporation,34.10,-0.00,-0.01%,7.056M,14.913M,64.049B,20.29,-1.45%
LYFT,"Lyft, Inc.",15.09,+0.18,+1.17%,6.993M,16.479M,6.345B,100.57,+13.99%
O,Realty Income Corporation,58.66,+1.50,+2.62%,6.961M,5.286M,52.975B,53.33,+2.11%
CVX,Chevron Corporation,152.46,-2.85,-1.84%,6.921M,9.03M,264.096B,17.44,-1.73%
JNJ,Johnson & Johnson,156.43,-0.47,-0.30%,6.887M,7.943M,376.382B,17.40,+5.13%
MSFT,Microsoft Corporation,503.17,-0.15,-0.03%,6.879M,20.601M,3.74T,38.88,+10.87%
MFG,"Mizuho Financial Group, Inc.",5.50,0.00,0.00%,6.849M,3.395M,69.742B,11.46,+27.02%
RKT,"Rocket Companies, Inc.",13.95,+0.27,+1.99%,6.849M,12.872M,27.728B,--,-6.04%
ORCL,Oracle Corporation,229.19,-1.37,-0.59%,6.774M,12.554M,643.756B,52.93,+61.15%
HPE,Hewlett Packard Enterprise Company,20.70,-0.01,-0.07%,6.805M,19.15M,27.17B,19.91,-3.36%
EQT,EQT Corporation,57.93,+2.60,+4.70%,6.75M,7.606M,34.678B,94.97,+50.23%
NEE,"NextEra Energy, Inc.",75.35,+0.95,+1.28%,6.707M,12.813M,155.118B,28.22,+4.83%
MBLY,Mobileye Global Inc.,16.40,+0.29,+1.80%,6.642M,4.768M,13.223B,--,-40.22%
UPST,"Upstart Holdings, Inc.",73.94,-1.68,-2.22%,6.612M,6.241M,7.035B,--,+152.40%
UAA,"Under Armour, Inc.",7.01,+0.16,+2.26%,6.566M,12.619M,2.896B,--,+5.22%
U,Unity Software Inc.,29.56,+0.63,+2.18%,6.348M,12.108M,12.288B,--,+70.88%
BA,The Boeing Company,230.09,+3.25,+1.43%,6.313M,8.617M,173.489B,--,+26.65%
HPQ,HP Inc.,24.83,-0.59,-2.34%,6.33M,8.637M,23.317B,9.55,-31.92%
PG,The Procter & Gamble Company,154.35,-2.70,-1.72%,6.239M,8.378M,361.88B,24.50,-4.58%
META,"Meta Platforms, Inc.",722.60,+5.09,+0.71%,6.196M,13.599M,1.817T,28.20,+44.61%
NEM,Newmont Corporation,60.96,+0.83,+1.37%,6.156M,12.486M,67.843B,13.88,+26.99%
BSX,Boston Scientific Corporation,104.74,+1.54,+1.49%,6.147M,7.344M,154.958B,76.45,+32.27%
BB,BlackBerry Limited,4.0250,-0.0050,-0.12%,6.117M,14.841M,2.4B,201.25,+60.56%
UEC,Uranium Energy Corp.,6.70,+0.11,+1.59%,6.43M,12.717M,2.975B,--,-3.09%
CPRT,"Copart, Inc.",47.19,-0.27,-0.58%,6.077M,6.391M,45.626B,31.25,-13.27%
CX,"CEMEX, S.A.B. de C.V.",7.43,+0.04,+0.54%,6.02M,13.294M,10.78B,14.02,+9.64%
INFA,Informatica Inc.,24.23,-0.09,-0.37%,5.969M,4.807M,7.352B,--,-10.62%
JD,"JD.com, Inc.",30.83,-0.27,-0.87%,5.966M,11.475M,45.16B,7.50,+16.70%
BMY,Bristol-Myers Squibb Company,47.48,+0.62,+1.32%,5.924M,14.966M,96.626B,17.72,+16.71%
BPMC,Blueprint Medicines Corporation,129.34,+0.04,+0.03%,5.721M,3.197M,8.364B,--,+8.17%
ENVX,Enovix Corporation,14.61,+0.54,+3.84%,5.687M,5.491M,2.805B,--,-23.16%
PATH,UiPath Inc.,12.55,+0.19,+1.58%,5.625M,11.052M,6.712B,--,-0.96%
JPM,JPMorgan Chase & Co.,288.18,+1.33,+0.46%,5.578M,8.724M,800.892B,14.15,+36.57%
DKNG,DraftKings Inc.,43.20,+0.22,+0.51%,5.561M,10.029M,21.44B,--,+8.87%
WEN,The Wendy's Company,10.93,-0.10,-0.86%,5.568M,5.952M,2.098B,11.62,-35.89%
PTEN,"Patterson-UTI Energy, Inc.",6.34,-0.21,-3.21%,5.56M,13.347M,2.447B,--,-37.56%
RBLX,Roblox Corporation,111.27,+5.58,+5.28%,5.482M,8.293M,75.473B,--,+157.09%
ANET,Arista Networks Inc,108.26,-0.31,-0.28%,5.478M,10.1M,135.972B,45.68,+20.49%
MRK,"Merck & Co., Inc.",83.79,+0.43,+0.52%,5.397M,16.132M,210.399B,12.18,-34.94%
GME,GameStop Corp.,23.64,+0.31,+1.31%,5.388M,14.54M,10.573B,44.59,-13.59%
LUV,Southwest Airlines Co.,37.55,+0.42,+1.13%,5.283M,11.938M,21.398B,42.19,+33.99%
AA,Alcoa Corporation,29.62,-1.47,-4.71%,5.264M,6.34M,7.67B,7.92,-20.89%
HUT,Hut 8 Corp.,22.01,+0.18,+0.82%,5.255M,6.749M,2.536B,--,+9.15%
PEP,"PepsiCo, Inc.",135.65,+0.39,+0.29%,5.267M,9.349M,185.987B,19.95,-17.45%
IAG,IAMGOLD Corporation,7.05,+0.00,+0.07%,5.237M,15.902M,4.066B,4.83,+71.12%
AFRM,"Affirm Holdings, Inc.",64.27,-0.45,-0.70%,5.164M,6.908M,20.734B,--,+101.62%
KTOS,"Kratos Defense & Security Solutions, Inc.",52.35,+0.64,+1.24%,5.179M,3.121M,8.815B,402.69,+140.85%
NXE,NexGen Energy Ltd.,6.66,+0.05,+0.68%,5.145M,9.281M,3.805B,--,-7.67%
PBI,Pitney Bowes Inc.,12.04,+1.03,+9.36%,5.084M,2.186M,2.182B,21.12,+59.10%
PR,Permian Resources Corporation,13.97,-0.19,-1.34%,5.08M,11.148M,11.174B,8.52,-15.06%
BTDR,Bitdeer Technologies Group,13.38,+0.14,+1.06%,5.014M,5.105M,2.632B,--,+15.33%
SO,The Southern Company,92.90,+0.24,+0.26%,5.011M,5.064M,102.208B,22.28,+15.75%
APP,AppLovin Corporation,357.60,+22.50,+6.71%,5.023M,6.246M,120.809B,64.56,+281.10%
