Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
WBA,"Walgreens Boots Alliance, Inc.",11.98,0.00,0.00%,451.754M,16.94M,10.369B,--,+29.51%
NVDA,NVIDIA Corporation,179.11,-2.49,-1.37%,168.709M,177.79M,4.368T,57.59,+54.43%
OPEN,Opendoor Technologies Inc.,4.1650,+0.1450,+3.60%,146.144M,240.002M,3.065B,--,+91.43%
RGTI,"Rigetti Computing, Inc.",16.92,+1.53,+9.97%,43.236M,44.086M,5.486B,--,"+1,646.88%"
TSLA,"Tesla, Inc.",342.36,-7.24,-2.07%,39.154M,99.23M,1.104T,203.79,+69.48%
NIO,NIO Inc.,6.33,-0.01,-0.12%,34.216M,61.537M,14.867B,--,+60.91%
PLTR,Palantir Technologies Inc.,156.23,-0.49,-0.31%,32.687M,77.485M,370.631B,520.77,+405.55%
SOUN,"SoundHound AI, Inc.",12.56,+0.65,+5.49%,32.44M,43.944M,5.122B,--,+146.07%
LCID,"Lucid Group, Inc.",2.0450,-0.0350,-1.68%,31.943M,138.462M,6.283B,--,-47.47%
NU,Nu Holdings Ltd.,15.06,+0.42,+2.90%,31.755M,64.029M,72.799B,32.05,+2.88%
INTC,Intel Corporation,24.68,-0.17,-0.66%,30.104M,104.647M,108.046B,--,+23.45%
SOFI,"SoFi Technologies, Inc.",26.02,+1.07,+4.27%,29.695M,73.409M,31.164B,52.05,+210.83%
AAL,American Airlines Group Inc.,13.35,+0.22,+1.68%,28.197M,62.069M,8.809B,15.89,+26.37%
SNAP,Snap Inc.,7.05,+0.06,+0.86%,25.153M,42.54M,11.913B,--,-24.19%
F,Ford Motor Company,11.65,-0.26,-2.18%,24.948M,79.971M,46.365B,14.94,+7.20%
IQ,"iQIYI, Inc.",2.5353,+0.1753,+7.43%,24.778M,21.449M,2.441B,253.53,+5.36%
AMD,"Advanced Micro Devices, Inc.",167.49,+0.35,+0.21%,23.398M,56.516M,271.801B,100.29,+14.87%
SNOW,Snowflake Inc.,234.58,+34.19,+17.06%,22.698M,4.194M,78.269B,--,+75.57%
BMNR,"Bitmine Immersion Technologies, Inc.",46.26,+0.23,+0.50%,22.123M,34.923M,8.026B,--,+493.94%
WULF,TeraWulf Inc.,9.61,+0.48,+5.31%,21.69M,54.425M,3.771B,--,+117.38%
PSLV,Sprott Physical Silver Trust,13.23,+0.18,+1.41%,20.273M,27.066M,7.343B,5.80,+30.63%
PFE,Pfizer Inc.,24.53,-0.54,-2.15%,17.777M,40.423M,139.467B,12.98,-12.71%
DNB,"Dun & Bradstreet Holdings, Inc.",9.15,+0.04,+0.44%,17.827M,4.172M,4.083B,--,-23.43%
RIOT,"Riot Platforms, Inc.",14.12,+0.57,+4.24%,16.72M,39.864M,5.221B,--,+76.43%
ABEV,Ambev S.A.,2.2350,+0.0250,+1.13%,16.309M,29.852M,35.256B,13.15,-3.07%
ITUB,Itaú Unibanco Holding S.A.,7.14,+0.18,+2.58%,15.939M,28.759M,72.169B,9.65,+16.18%
MARA,"MARA Holdings, Inc.",16.27,+0.42,+2.68%,15.786M,46.29M,6.029B,8.75,-6.71%
BBD,Banco Bradesco S.A.,3.1100,+0.0900,+2.98%,15.381M,36.146M,30.543B,9.15,+8.24%
QBTS,D-Wave Quantum Inc.,16.02,+0.80,+5.22%,14.679M,46.927M,5.481B,--,"+1,423.00%"
WBD,"Warner Bros. Discovery, Inc.",12.12,-0.03,-0.25%,13.843M,61.013M,30.006B,39.10,+57.18%
GOOGL,Alphabet Inc.,211.68,+4.20,+2.02%,13.869M,37.062M,2.564T,22.57,+28.25%
HOOD,"Robinhood Markets, Inc.",104.02,+1.10,+1.07%,13.78M,44.853M,92.44B,52.80,+410.26%
RIVN,"Rivian Automotive, Inc.",13.17,-0.05,-0.38%,13.581M,33.915M,15.981B,--,-6.17%
APLD,Applied Digital Corporation,17.00,+0.30,+1.83%,13.359M,48.79M,4.456B,--,+337.17%
AMZN,"Amazon.com, Inc.",231.88,+2.76,+1.21%,13.381M,41.758M,2.473T,35.40,+33.12%
AAPL,Apple Inc.,231.69,+1.20,+0.52%,13.023M,54.652M,3.438T,35.16,+0.30%
PSTG,"Pure Storage, Inc.",79.42,+18.56,+30.50%,12.564M,2.522M,25.957B,209.00,+20.95%
AMCR,Amcor plc,8.52,+0.01,+0.18%,11.739M,25.896M,19.649B,26.64,-24.76%
BTG,B2Gold Corp.,4.0700,+0.0100,+0.25%,12.251M,40M,5.387B,--,+43.46%
SMCI,"Super Micro Computer, Inc.",44.36,-0.40,-0.89%,11.541M,37.833M,26.475B,26.40,-0.27%
IREN,IREN Limited,23.90,+1.55,+6.91%,11.626M,24.68M,5.781B,--,+162.38%
LUMN,"Lumen Technologies, Inc.",5.05,-0.22,-4.08%,11.375M,11.41M,5.187B,--,+1.93%
BAC,Bank of America Corporation,50.57,+0.19,+0.38%,11.169M,38.733M,374.569B,14.83,+25.42%
JOBY,"Joby Aviation, Inc.",14.47,+0.06,+0.38%,11.273M,34.168M,12.382B,--,+180.35%
HPE,Hewlett Packard Enterprise Company,23.25,+0.52,+2.27%,11.103M,18.253M,30.503B,22.35,+21.68%
