Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
PLUG,Plug Power Inc.,4.1300,+0.3299 +8.68% 399.06M 83.285M 4.81B -- +69.33%,0.69,4.58
OPEN,Opendoor Technologies Inc.,9.29,+1.18 +14.51% 281.632M 344.581M 6.892B -- +340.76%,0.51,10.87
AMD,"Advanced Micro Devices, Inc.",203.71,+39.04 +23.71% 244.192M 53.476M 340.748B 122.72 -3.68%,76.48,226.56
NVDA,NVIDIA Corporation,185.51,-2.11 -1.12% 150.634M 172.127M 4.547T 52.85 +46.90%,86.62,191.05
ACHR,Archer Aviation Inc.,13.63,+2.06 +17.81% 148.184M 35.903M 8.792B -- +263.84%,2.85,13.92
SNAP,Snap Inc.,8.51,-0.03 -0.35% 129.522M 85.655M 14.38B -- -18.51%,6.90,13.28
BBAI,"BigBear.ai Holdings, Inc.",7.70,+0.51 +7.10% 127.37M 94.049M 2.854B -- +366.88%,1.48,10.36
DNN,Denison Mines Corp.,2.8000,0.0000 0.00% 129.204M 73.968M 2.51B -- +47.37%,1.08,2.96
RGTI,"Rigetti Computing, Inc.",41.71,"+1.65 +4.12% 109.788M 56.833M 13.521B -- +5,003.18%",0.73,43.11
INTC,Intel Corporation,36.55,-0.28 -0.76% 108.908M 117.884M 176.095B -- +64.57%,17.67,38.68
QUBT,Quantum Computing Inc.,22.16,"-2.46 -9.99% 101.045M 24.302M 4.138B -- +3,319.44%",0.65,27.15
PSLV,Sprott Physical Silver Trust,16.36,+0.24 +1.46% 100.015M 35.481M 9.081B 6.99 +51.31%,9.60,16.42
AAL,American Airlines Group Inc.,11.83,+0.25 +2.16% 90.758M 76.232M 7.806B 13.92 +0.43%,8.50,19.10
F,Ford Motor Company,12.72,+0.05 +0.36% 86.042M 62.483M 49.703B 16.30 +20.78%,8.44,12.80
LAC,Lithium Americas Corp.,8.47,-0.57 -6.36% 87.359M 26.9M 2.046B -- +207.48%,2.31,9.46
SOFI,"SoFi Technologies, Inc.",26.36,+1.12 +4.44% 88.941M 69.874M 31.565B 52.72 +205.20%,8.16,30.30
ONDS,Ondas Holdings Inc.,10.66,"+0.75 +7.57% 81.493M 40.962M 3.485B -- +1,101.21%",0.57,11.63
TSLA,"Tesla, Inc.",453.25,+23.42 +5.45% 82.508M 90.305M 1.507T 266.62 +78.48%,212.11,488.54
QBTS,D-Wave Quantum Inc.,35.01,"+2.31 +7.06% 72.033M 46.712M 11.973B -- +3,306.25%",0.87,36.42
VZ,Verizon Communications Inc.,41.44,-2.22 -5.10% 69.83M 18.094M 174.746B 9.64 -0.39%,37.59,47.36
MARA,"MARA Holdings, Inc.",20.57,+1.75 +9.30% 71.14M 55.292M 7.62B 11.06 +17.70%,9.81,30.28
NIO,NIO Inc.,7.58,-0.12 -1.56% 59.724M 84.393M 18.619B -- +13.40%,3.02,8.02
PATH,UiPath Inc.,14.51,+1.61 +12.48% 58.747M 14.349M 7.705B 483.67 +4.96%,9.38,15.93
BMNR,"Bitmine Immersion Technologies, Inc.",63.10,+6.45 +11.38% 62.632M 47.385M 17.637B -- +630.97%,3.92,161.00
PFE,Pfizer Inc.,26.43,-0.94 -3.42% 57.162M 47.867M 150.298B 13.99 -6.27%,20.92,30.43
BTG,B2Gold Corp.,5.32,+0.24 +4.63% 58.267M 40.259M 7.032B -- +63.87%,2.20,5.40
BBD,Banco Bradesco S.A.,3.1850,+0.0150 +0.47% 54.585M 38.605M 31.688B 9.10 +16.12%,1.84,3.41
RIG,Transocean Ltd.,3.4250,+0.0550 +1.63% 53.53M 33.064M 3.771B -- -26.26%,1.97,4.74
SOUN,"SoundHound AI, Inc.",18.25,+0.40 +2.24% 50.915M 61.115M 7.44B -- +276.58%,4.56,24.98
VALE,Vale S.A.,11.29,+0.28 +2.54% 50.482M 35.463M 48.195B 9.25 -4.43%,8.06,11.68
T,AT&T Inc.,25.86,-1.20 -4.43% 51.122M 31.33M 184.909B 14.78 +24.24%,21.05,29.79
QS,QuantumScape Corporation,15.72,-0.20 -1.26% 48.731M 45.875M 8.898B -- +185.82%,3.40,16.68
GRAB,Grab Holdings Limited,6.39,+0.23 +3.73% 50.669M 43.979M 26.049B 319.50 +66.94%,3.36,6.62
RKT,"Rocket Companies, Inc.",16.93,-0.86 -4.86% 46.876M 27.562M 35.744B -- +1.66%,10.06,22.56
PLTR,Palantir Technologies Inc.,179.53,+6.46 +3.73% 50.905M 65.724M 425.907B 598.43 +345.02%,38.78,190.00
CIFR,Cipher Mining Inc.,15.34,+0.64 +4.35% 45.363M 38.539M 6.033B -- +265.67%,1.86,16.12
IREN,IREN Limited,57.75,+7.29 +14.45% 40.562M 31.372M 15.707B 148.08 +504.31%,5.13,58.28
FITB,Fifth Third Bancorp,43.79,-0.62 -1.40% 40.79M 4.662M 28.681B 13.64 +5.34%,32.25,49.07
HBAN,Huntington Bancshares Incorporated,16.71,-0.50 -2.91% 42.399M 30.83M 24.378B 12.47 +17.55%,11.92,18.45
RIOT,"Riot Platforms, Inc.",21.56,+2.12 +10.91% 39.936M 39.757M 7.969B -- +138.24%,6.19,22.08
SMCI,"Super Micro Computer, Inc.",54.62,+2.66 +5.12% 39.244M 33.136M 32.459B 32.51 +8.84%,17.25,66.44
