Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,165.12,+0.20,+0.12%,7.067M,211.8M,4.027T,53.26,+28.40%
NIO,NIO Inc.,4.1000,+0.1900,+4.85%,7.362M,36.03M,8.798B,--,-15.77%
SOFI,"SoFi Technologies, Inc.",21.25,+0.05,+0.24%,3.658M,68.306M,23.489B,49.42,+189.22%
LCID,"Lucid Group, Inc.",2.2850,-0.0050,-0.22%,2.417M,128.227M,6.97B,--,-36.57%
AAL,American Airlines Group Inc.,12.29,+0.07,+0.54%,"890,722",59.966M,8.103B,12.29,+14.96%
TSLA,"Tesla, Inc.",316.95,+3.44,+1.10%,3.744M,112.275M,1.021T,180.09,+24.09%
WBD,"Warner Bros. Discovery, Inc.",11.86,+0.14,+1.15%,"445,761",47.466M,29.355B,--,+58.09%
F,Ford Motor Company,11.77,+0.01,+0.13%,"285,598",99.849M,46.824B,9.42,-17.22%
NU,Nu Holdings Ltd.,12.90,+0.06,+0.47%,"272,551",61.229M,62.235B,29.32,-3.82%
HOOD,"Robinhood Markets, Inc.",100.87,+2.53,+2.57%,2.556M,43.515M,89.01B,57.64,+310.78%
OSCR,"Oscar Health, Inc.",14.38,-0.00,-0.00%,2.236M,16.541M,3.662B,35.95,-10.12%
QS,QuantumScape Corporation,9.23,+0.01,+0.12%,1.591M,23.756M,5.16B,--,+7.08%
MARA,"MARA Holdings, Inc.",19.88,+0.74,+3.87%,3.148M,45.172M,6.996B,--,-22.13%
KHC,The Kraft Heinz Company,27.38,+0.24,+0.88%,"730,123",13.102M,32.405B,12.50,-15.95%
PLTR,Palantir Technologies Inc.,142.44,+0.34,+0.24%,1.367M,90.537M,336.146B,619.30,+395.64%
AMZN,"Amazon.com, Inc.",225.43,+0.41,+0.18%,1.342M,43.791M,2.393T,36.71,+16.76%
AMD,"Advanced Micro Devices, Inc.",145.26,-1.16,-0.79%,1.649M,45.148M,235.525B,105.26,-18.58%
INTC,Intel Corporation,23.20,-0.23,-0.96%,1.158M,81.597M,101.22B,--,-32.01%
INKT,"MiNK Therapeutics, Inc.",40.10,-24.07,-37.51%,"470,214","802,650",159.825M,--,+462.89%
VALE,Vale S.A.,9.97,-0.15,-1.48%,"613,705",35.143M,42.56B,7.22,-11.90%
T,AT&T Inc.,27.10,+0.14,+0.50%,1.706M,32.472M,195.14B,16.63,+45.16%
ITUB,Itaú Unibanco Holding S.A.,6.26,-0.04,-0.70%,"206,478",29.609M,64.24B,8.95,+12.50%
AAPL,Apple Inc.,210.28,-0.88,-0.42%,1.346M,53.871M,3.141T,32.75,-9.91%
SOUN,"SoundHound AI, Inc.",11.19,-0.38,-3.28%,2.376M,34.645M,4.495B,--,+105.51%
BBD,Banco Bradesco S.A.,2.8950,0.0000,0.00%,"47,837",40.866M,28.375B,9.65,+25.00%
BTG,B2Gold Corp.,3.4900,-0.0050,-0.14%,"299,285",51.345M,4.625B,--,+15.18%
MP,MP Materials Corp.,46.20,+1.11,+2.47%,1.027M,11.38M,7.552B,--,+194.84%
ACHR,Archer Aviation Inc.,10.44,-0.07,-0.62%,1.307M,35.001M,5.732B,--,+108.12%
GRAB,Grab Holdings Limited,5.07,+0.07,+1.30%,"774,504",34.83M,20.888B,506.50,+40.85%
AG,First Majestic Silver Corp.,9.27,0.00,0.00%,1.356M,24.511M,4.503B,--,+43.50%
CIFR,Cipher Mining Inc.,6.03,+0.16,+2.73%,"827,713",27.362M,2.238B,--,-1.84%
PFE,Pfizer Inc.,25.58,-0.06,-0.23%,"905,439",42.934M,145.46B,18.54,-11.86%
GOOGL,Alphabet Inc.,181.50,+1.31,+0.73%,1.216M,40.402M,2.209T,20.26,-3.40%
PSLV,Sprott Physical Silver Trust,13.05,+0.11,+0.81%,"427,433",30.889M,6.876B,4.29,+23.22%
HL,Hecla Mining Company,6.41,+0.09,+1.42%,"919,247",22.035M,4.055B,53.42,+4.98%
CLSK,"CleanSpark, Inc.",12.97,+0.32,+2.53%,1.141M,27.639M,3.644B,--,-30.87%
BAC,Bank of America Corporation,46.71,0.00,0.00%,"559,425",41.103M,351.814B,13.94,+11.55%
RXRX,"Recursion Pharmaceuticals, Inc.",5.22,-0.06,-1.11%,1.037M,25.079M,2.264B,--,-35.61%
RIOT,"Riot Platforms, Inc.",12.80,+0.38,+3.06%,1.173M,36.009M,4.573B,--,+8.19%
JOBY,"Joby Aviation, Inc.",12.01,-0.01,-0.04%,1.148M,22.236M,10.106B,--,+73.24%
RGTI,"Rigetti Computing, Inc.",12.42,+0.24,+1.97%,1.444M,48.586M,4.009B,--,+923.53%
QBTS,D-Wave Quantum Inc.,15.01,+0.18,+1.19%,1.461M,66.513M,4.689B,--,"+1,013.53%"
RIG,Transocean Ltd.,2.7950,-0.0500,-1.76%,"573,759",40.686M,2.469B,--,-48.37%
CSX,CSX Corporation,33.97,-0.13,-0.38%,"102,267",14.913M,63.814B,20.22,-1.45%
STLA,Stellantis N.V.,9.99,-0.07,-0.71%,"276,478",16.554M,30.282B,4.63,-50.22%
ABEV,Ambev S.A.,2.3650,+0.0150,+0.64%,"108,393",32.864M,37.173B,14.78,+9.81%
KVUE,Kenvue Inc.,22.58,+1.23,+5.76%,2.703M,19.049M,43.361B,40.33,+17.84%
NOK,Nokia Oyj,4.9799,+0.0049,+0.10%,"760,248",17.154M,26.927B,19.15,+27.04%
SNAP,Snap Inc.,9.12,0.00,0.00%,"309,650",37.752M,15.343B,--,-43.80%
SMCI,"Super Micro Computer, Inc.",49.07,-0.17,-0.35%,"590,272",45.94M,29.286B,26.67,-45.15%
GOOG,Alphabet Inc.,182.33,+1.02,+0.56%,"486,975",27.017M,2.205T,20.35,-3.66%
IREN,IREN Limited,16.99,+0.76,+4.68%,1.291M,19.901M,4.109B,--,+35.31%
IONQ,"IonQ, Inc.",42.19,+0.35,+0.85%,1.082M,22.04M,11.978B,--,+367.15%
CNH,CNH Industrial N.V.,13.40,-0.05,-0.37%,"56,235",19.225M,16.749B,16.76,+31.45%
PYPL,"PayPal Holdings, Inc.",71.82,+0.46,+0.65%,"418,844",9.573M,69.852B,16.14,+18.01%
CLF,Cleveland-Cliffs Inc.,9.62,-0.24,-2.43%,"715,150",31.412M,4.761B,--,-39.11%
RIVN,"Rivian Automotive, Inc.",12.77,-0.26,-2.00%,1.514M,29.596M,15.298B,--,-25.54%
AES,The AES Corporation,12.63,+0.03,+0.28%,"244,321",18.107M,8.992B,6.86,-25.94%
HPE,Hewlett Packard Enterprise Company,20.61,-0.07,-0.34%,"151,647",19.15M,27.045B,19.82,-3.36%
CORZ,"Core Scientific, Inc.",12.80,+0.29,+2.32%,"909,610",16.953M,3.887B,--,+13.62%
MBLY,Mobileye Global Inc.,16.10,-0.01,-0.06%,"364,707",4.768M,12.981B,--,-40.22%
VZ,Verizon Communications Inc.,41.58,-0.04,-0.10%,1.184M,17.648M,175.312B,9.90,+2.03%
HAL,Halliburton Company,22.91,-0.17,-0.74%,"375,315",15.29M,19.696B,9.59,-34.49%
CAG,"Conagra Brands, Inc.",19.46,+0.08,+0.41%,"65,388",7.802M,9.291B,8.11,-32.17%
HBAN,Huntington Bancshares Incorporated,17.03,-0.36,-2.07%,"658,551",24.059M,24.809B,13.10,+26.66%
HIMS,"Hims & Hers Health, Inc.",47.55,-0.34,-0.71%,"784,246",46.679M,10.643B,69.93,+109.68%
PCG,PG&E Corporation,13.37,-0.05,-0.34%,"209,405",22.665M,29.383B,12.27,-24.05%
MSTR,Strategy Incorporated,445.35,+10.77,+2.48%,1.163M,12.966M,125.124B,--,+169.71%
GGB,Gerdau S.A.,3.0150,+0.0400,+1.34%,"93,179",13.496M,5.904B,10.77,-12.09%
ERIC,Telefonaktiebolaget LM Ericsson (publ),8.02,-0.02,-0.19%,"219,766",22.885M,27.117B,160.50,+23.88%
DAL,"Delta Air Lines, Inc.",56.88,+0.21,+0.37%,"216,032",10.872M,37.14B,8.27,+31.74%
PROK,ProKidney Corp.,4.7000,+0.1600,+3.52%,"850,354",11.828M,1.876B,--,+89.96%
FCX,Freeport-McMoRan Inc.,45.84,-0.49,-1.07%,"33,626",13.505M,65.835B,37.57,-8.05%
QUBT,Quantum Computing Inc.,17.71,+0.28,+1.58%,"768,272",27.221M,2.796B,--,"+2,393.56%"
CMCSA,Comcast Corporation,34.91,-0.08,-0.23%,"816,444",21.054M,130.343B,8.60,-10.14%
COIN,"Coinbase Global, Inc.",390.55,+3.49,+0.90%,"658,870",13.294M,99.474B,73.69,+59.38%
LEVI,Levi Strauss & Co.,22.30,+0.36,+1.66%,"196,272",2.51M,8.821B,21.23,+17.88%
INFY,Infosys Limited,17.98,-0.22,-1.21%,"449,611",11.286M,76.189B,23.65,-10.44%
MSFT,Microsoft Corporation,501.64,-1.68,-0.33%,"352,855",20.601M,3.728T,38.77,+10.87%
RKLB,Rocket Lab Corporation,38.81,-0.22,-0.56%,"622,956",20.642M,17.908B,--,+582.34%
MU,"Micron Technology, Inc.",120.15,-4.38,-3.52%,1.614M,21.296M,133.669B,21.52,-4.84%
FSM,Fortuna Mining Corp.,6.88,-0.03,-0.43%,140.786k,16.036M,2.122B,13.25,+31.12%
AGNC,AGNC Investment Corp.,9.39,-0.01,-0.11%,424.874k,27.358M,9.592B,26.11,-9.35%
RUN,Sunrun Inc.,10.27,+0.16,+1.53%,432.245k,23.539M,2.347B,--,-35.44%
CNC,Centene Corporation,31.46,+0.04,+0.14%,"162,821",8.187M,15.655B,4.64,-52.36%
UAA,"Under Armour, Inc.",6.82,-0.02,-0.29%,"69,264",12.619M,2.819B,--,+5.22%
OKLO,Oklo Inc.,55.41,-0.64,-1.14%,376.054k,18.877M,8.177B,--,+543.12%
CSCO,"Cisco Systems, Inc.",67.92,-0.03,-0.04%,278.479k,20.541M,268.963B,27.72,+43.35%
WMT,Walmart Inc.,94.56,+0.19,+0.21%,323.907k,17.375M,754.509B,40.40,+35.61%
CCL,Carnival Corporation & plc,28.73,+0.06,+0.21%,284.826k,24.866M,38.927B,15.03,+56.44%
KGC,Kinross Gold Corporation,15.55,+0.01,+0.03%,190.608k,20.695M,19.115B,15.87,+70.50%
AMCR,Amcor plc,9.65,0.00,0.00%,"913,552",34.783M,22.111B,17.23,-1.83%
KEY,KeyCorp,18.27,-0.05,-0.25%,80.577k,13.49M,20.025B,--,+18.26%
AVGO,Broadcom Inc.,274.48,+0.10,+0.04%,398.567k,22.12M,1.29T,100.09,+60.06%
NGD,New Gold Inc.,4.6850,-0.0050,-0.11%,"183,089",25.231M,3.708B,26.03,+100.00%
CDE,"Coeur Mining, Inc.",9.79,+0.21,+2.19%,1.622M,15.343M,6.263B,33.76,+46.19%
BMY,Bristol-Myers Squibb Company,47.01,+0.15,+0.33%,193.976k,14.966M,95.669B,17.54,+16.71%
EQX,Equinox Gold Corp.,6.29,+0.07,+1.04%,165.278k,14.446M,4.738B,8.85,+4.88%
ASTS,"AST SpaceMobile, Inc.",45.20,-0.38,-0.83%,328.933k,12.951M,15.353B,--,+238.13%
VNET,"VNET Group, Inc.",8.20,+0.25,+3.14%,374.416k,6.224M,2.195B,--,+266.36%
USB,U.S. Bancorp,47.08,-0.05,-0.10%,"153,743",9.622M,73.36B,11.65,+11.31%
GME,GameStop Corp.,23.57,+0.22,+0.94%,"463,938",14.54M,10.544B,44.47,-13.59%
SLB,Schlumberger Limited,37.03,-0.28,-0.74%,"191,987",14.501M,50.033B,12.55,-22.21%
ZETA,Zeta Global Holdings Corp.,13.89,-0.11,-0.82%,"335,594",6.423M,3.271B,--,-26.89%
KMI,"Kinder Morgan, Inc.",27.78,-0.06,-0.22%,"93,418",13.146M,61.749B,23.95,+38.03%
WU,The Western Union Company,8.38,+0.02,+0.30%,"103,395",7.515M,2.77B,3.12,-32.93%
CPB,The Campbell's Company,31.21,-0.03,-0.10%,"62,305",4.52M,9.305B,20.81,-31.49%
LI,Li Auto Inc.,28.44,+0.78,+2.82%,"223,402",4.031M,28.855B,26.83,+34.27%
NCLH,Norwegian Cruise Line Holdings Ltd.,22.59,-0.02,-0.09%,"306,998",15.263M,10.096B,12.84,+15.59%
VRNA,Verona Pharma plc,104.87,+0.04,+0.04%,"148,356",2.786M,8.912B,--,+387.58%
META,"Meta Platforms, Inc.",718.40,+0.89,+0.12%,"328,951",13.599M,1.806T,28.04,+44.61%
LYFT,"Lyft, Inc.",14.93,+0.02,+0.13%,"201,919",16.479M,6.28B,99.53,+13.99%
BABA,Alibaba Group Holding Limited,107.42,+0.71,+0.67%,"398,666",13.808M,257.184B,14.40,+36.80%
UEC,Uranium Energy Corp.,6.53,-0.06,-0.91%,"331,348",12.717M,2.899B,--,-3.09%
SMR,NuScale Power Corporation,37.59,+0.14,+0.37%,"948,142",12.249M,5.014B,--,+137.07%
