Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,165.59,+1.49,+0.91%,149.709M,212.985M,4.038T,53.42,+26.97%
NIO,NIO Inc.,3.8900,+0.2000,+5.42%,99.801M,34.405M,8.325B,--,-24.23%
SOFI,"SoFi Technologies, Inc.",21.56,+0.59,+2.79%,74.587M,67.553M,23.826B,50.13,+200.86%
AAL,American Airlines Group Inc.,12.32,-0.61,-4.75%,67.677M,59.608M,8.128B,12.32,+21.16%
LCID,"Lucid Group, Inc.",2.2937,-0.0363,-1.56%,66.016M,128.268M,6.996B,--,-45.18%
TSLA,"Tesla, Inc.",312.07,+2.20,+0.71%,58.41M,112.621M,1.005T,179.35,+24.83%
HOOD,"Robinhood Markets, Inc.",99.07,+0.37,+0.37%,50.698M,43.257M,87.421B,56.61,+343.00%
F,Ford Motor Company,11.86,-0.05,-0.45%,48.445M,101.926M,47.15B,9.49,-15.11%
QS,QuantumScape Corporation,9.52,+0.43,+4.73%,45.753M,22.962M,5.321B,--,+10.18%
WBD,"Warner Bros. Discovery, Inc.",11.67,+0.02,+0.13%,45.925M,46.927M,28.861B,--,+57.43%
MARA,"MARA Holdings, Inc.",19.32,+0.33,+1.72%,44.924M,44.847M,6.799B,--,-8.52%
OSCR,"Oscar Health, Inc.",14.53,-1.00,-6.44%,44.962M,15.636M,3.7B,36.33,-5.99%
NU,Nu Holdings Ltd.,12.93,-0.10,-0.73%,44.716M,61.005M,62.403B,29.40,-2.83%
INKT,"MiNK Therapeutics, Inc.",66.99,+59.26,+766.56%,41.633M,"7,585",266.979M,--,-30.98%
AMD,"Advanced Micro Devices, Inc.",146.85,+2.68,+1.86%,40.676M,44.913M,238.094B,107.19,-20.62%
PLTR,Palantir Technologies Inc.,142.76,+0.26,+0.18%,40.656M,91.715M,336.889B,620.67,+407.66%
AMZN,"Amazon.com, Inc.",226.05,+3.79,+1.71%,38.8M,43.749M,2.4T,36.88,+14.28%
KHC,The Kraft Heinz Company,26.85,+0.38,+1.44%,34.595M,12.366M,31.778B,12.26,-17.46%
VALE,Vale S.A.,10.13,+0.17,+1.71%,33.495M,34.954M,43.243B,7.34,-13.54%
MP,MP Materials Corp.,45.00,-0.23,-0.51%,31.949M,11.151M,7.356B,--,+189.56%
PSLV,Sprott Physical Silver Trust,12.94,+0.34,+2.70%,31.891M,30.83M,6.818B,4.26,+19.54%
INTC,Intel Corporation,23.65,-0.17,-0.73%,30.61M,82.473M,103.139B,--,-30.94%
ACHR,Archer Aviation Inc.,10.63,-0.15,-1.38%,30.201M,34.646M,5.837B,--,+113.47%
AG,First Majestic Silver Corp.,9.29,+0.65,+7.49%,28.143M,24.306M,4.501B,--,+31.11%
CLSK,"CleanSpark, Inc.",12.61,-0.29,-2.25%,28.059M,27.403M,3.543B,--,-18.61%
SOUN,"SoundHound AI, Inc.",11.70,-0.59,-4.80%,28.039M,34.306M,4.7B,--,+98.23%
ITUB,Itaú Unibanco Holding S.A.,6.30,-0.07,-1.02%,27.844M,29.349M,67.379B,8.76,+13.20%
CIFR,Cipher Mining Inc.,5.99,-0.24,-3.93%,27.749M,26.874M,2.225B,--,+33.33%
HL,Hecla Mining Company,6.31,+0.42,+7.13%,27.085M,21.825M,3.991B,52.58,-2.16%
BBD,Banco Bradesco S.A.,2.9100,-0.0100,-0.34%,26.671M,40.786M,29.419B,9.39,+24.79%
GRAB,Grab Holdings Limited,5.05,+0.13,+2.64%,26.646M,34.759M,20.826B,505.00,+36.29%
T,AT&T Inc.,27.02,-0.60,-2.15%,25.794M,32.211M,194.6B,16.58,+46.84%
RXRX,"Recursion Pharmaceuticals, Inc.",5.39,-0.33,-5.78%,25.81M,25.127M,2.335B,--,-31.64%
GOOGL,Alphabet Inc.,180.79,+3.17,+1.78%,24.912M,40.336M,2.2T,20.20,-4.03%
BTG,B2Gold Corp.,3.5250,+0.0550,+1.59%,25.779M,51.661M,4.658B,--,+14.14%
JOBY,"Joby Aviation, Inc.",12.26,-0.07,-0.61%,23.296M,21.937M,10.313B,--,+86.54%
STLA,Stellantis N.V.,10.11,-0.26,-2.51%,22.967M,16.86M,29.205B,4.68,-48.94%
RIOT,"Riot Platforms, Inc.",12.47,-0.12,-0.99%,22.586M,35.96M,4.453B,--,+28.40%
AAPL,Apple Inc.,211.34,-1.07,-0.50%,21.786M,54.897M,3.157T,32.97,-7.86%
RGTI,"Rigetti Computing, Inc.",12.32,-0.71,-5.45%,21.716M,48.465M,3.976B,--,"+1,106.48%"
ABEV,Ambev S.A.,2.3550,+0.0150,+0.64%,21.87M,32.776M,38.33B,13.85,+8.84%
CSX,CSX Corporation,34.01,+0.47,+1.39%,20.883M,14.743M,63.88B,20.24,-0.74%
QBTS,D-Wave Quantum Inc.,15.23,-0.78,-4.85%,20.303M,66.458M,4.76B,--,"+1,223.14%"
SMCI,"Super Micro Computer, Inc.",49.67,-0.69,-1.37%,19.567M,46.085M,29.644B,26.99,-44.66%
KVUE,Kenvue Inc.,21.36,+0.44,+2.13%,19.085M,18.891M,41.019B,38.15,+14.07%
RIG,Transocean Ltd.,2.8450,-0.0450,-1.56%,18.94M,40.873M,2.513B,--,-45.47%
GOOG,Alphabet Inc.,181.96,+3.26,+1.82%,18.134M,26.922M,2.201T,20.33,-4.33%
BAC,Bank of America Corporation,46.74,-0.24,-0.50%,18.159M,41.356M,352.002B,13.95,+12.94%
IREN,IREN Limited,16.52,-0.51,-2.97%,18.105M,19.691M,3.997B,--,+38.34%
NOK,Nokia Oyj,4.9850,-0.0750,-1.48%,18.015M,17.002M,27.181B,19.17,+26.82%
PFE,Pfizer Inc.,25.66,-0.12,-0.48%,17.928M,43.385M,145.858B,18.59,-10.86%
SNAP,Snap Inc.,9.14,-0.20,-2.19%,17.034M,37.77M,15.266B,--,-42.27%
IONQ,"IonQ, Inc.",42.94,-2.99,-6.51%,16.418M,21.972M,12.19B,--,+443.55%
CNH,CNH Industrial N.V.,13.47,-0.34,-2.43%,16.145M,19.005M,16.824B,16.83,+36.90%
PROK,ProKidney Corp.,4.6750,-0.5050,-9.75%,15.27M,11.541M,1.635B,--,+120.43%
CLF,Cleveland-Cliffs Inc.,9.81,+0.04,+0.41%,14.389M,31.32M,4.853B,--,-39.58%
RIVN,"Rivian Automotive, Inc.",13.14,-0.18,-1.38%,14.352M,29.69M,15.736B,--,-26.45%
COIN,"Coinbase Global, Inc.",387.27,-1.69,-0.43%,14.012M,13.121M,98.641B,72.66,+78.41%
MSTR,Strategy Incorporated,428.79,+7.05,+1.67%,13.762M,12.916M,120.472B,--,+201.94%
CORZ,"Core Scientific, Inc.",12.69,-0.49,-3.76%,13.577M,16.773M,3.852B,--,+30.50%
LEVI,Levi Strauss & Co.,21.92,+2.19,+11.10%,13.41M,2.288M,8.666B,20.88,+3.24%
AES,The AES Corporation,12.59,+0.18,+1.41%,13.263M,17.98M,8.96B,6.84,-34.30%
HBAN,Huntington Bancshares Incorporated,17.48,-0.08,-0.48%,13.178M,24.008M,25.458B,13.44,+29.69%
UAA,"Under Armour, Inc.",6.90,-0.18,-2.48%,13.046M,12.628M,2.857B,--,+3.06%
ERIC,Telefonaktiebolaget LM Ericsson (publ),8.03,-0.15,-1.77%,13.163M,23.292M,26.989B,160.70,+22.46%
FSM,Fortuna Mining Corp.,6.93,+0.28,+4.13%,12.775M,16.008M,2.132B,13.34,+24.95%
