Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,5.19,+0.10,+1.96%,225.333M,254.242M,3.82B,--,+165.10%
NVDA,NVIDIA Corporation,171.00,+0.26,+0.15%,90.822M,174.746M,4.163T,48.58,+60.79%
GOOGL,Alphabet Inc.,230.08,+18.73,+8.86%,68.188M,36.908M,2.786T,24.53,+35.09%
NIO,NIO Inc.,6.22,-0.36,-5.55%,61.194M,64.215M,13.889B,--,+55.19%
SNAP,Snap Inc.,7.28,-0.05,-0.61%,59.591M,45.511M,12.31B,--,-16.61%
TSLA,"Tesla, Inc.",341.66,+12.30,+3.73%,57.691M,97.845M,1.102T,203.37,+50.11%
AAL,American Airlines Group Inc.,13.48,+0.09,+0.63%,52.862M,63.236M,8.891B,16.04,+25.96%
GOOG,Alphabet Inc.,230.84,+18.85,+8.89%,46.055M,24.465M,2.787T,24.64,+34.33%
PSNYW,Polestar Automotive Holding UK PLC,0.4217,+0.1089,+34.80%,44.139M,2.281M,3.744B,--,+59.47%
RIVN,"Rivian Automotive, Inc.",14.93,+1.06,+7.62%,43.498M,34.573M,18.112B,--,+4.44%
PLTR,Palantir Technologies Inc.,156.97,-0.13,-0.08%,41.811M,74.551M,372.386B,523.23,+413.53%
SOUN,"SoundHound AI, Inc.",13.05,-0.37,-2.76%,37.626M,46.538M,5.32B,--,+198.89%
AAPL,Apple Inc.,237.51,+7.79,+3.39%,37.168M,54.2M,3.525T,36.04,+4.02%
DNN,Denison Mines Corp.,2.3200,+0.0400,+1.75%,37.29M,100.048M,2.08B,--,+49.02%
M,"Macy's, Inc.",15.84,+2.35,+17.38%,33.786M,7.214M,4.3B,8.00,-11.83%
MARA,"MARA Holdings, Inc.",15.89,-0.17,-1.06%,32.299M,47.242M,5.887B,8.54,+7.93%
SOFI,"SoFi Technologies, Inc.",24.88,-0.03,-0.14%,29.012M,74.276M,29.787B,49.75,+233.02%
BMNR,"Bitmine Immersion Technologies, Inc.",45.54,+3.05,+7.18%,28.532M,34.987M,7.901B,--,+448.26%
PSLV,Sprott Physical Silver Trust,13.94,+0.22,+1.57%,28.332M,26.904M,7.733B,6.11,+43.07%
RIOT,"Riot Platforms, Inc.",13.65,-0.44,-3.09%,27.881M,40.155M,5.047B,--,+105.69%
WBD,"Warner Bros. Discovery, Inc.",11.64,+0.02,+0.13%,27.133M,61.47M,28.806B,37.53,+58.74%
INTC,Intel Corporation,24.00,-0.21,-0.87%,27.022M,103.959M,105.048B,--,+24.60%
F,Ford Motor Company,11.63,-0.09,-0.74%,26.878M,74.87M,46.298B,14.91,+7.03%
BTG,B2Gold Corp.,4.1700,-0.1000,-2.34%,27.444M,39.215M,5.517B,--,+61.13%
CIFR,Cipher Mining Inc.,8.23,-0.09,-1.02%,26.387M,33.494M,3.239B,--,+179.66%
LYFT,"Lyft, Inc.",17.22,+0.42,+2.47%,25.95M,16.624M,6.997B,74.85,+48.15%
ABEV,Ambev S.A.,2.1214,-0.0686,-3.13%,25.105M,30.413M,34.179B,12.48,-5.60%
SMR,NuScale Power Corporation,42.17,+4.93,+13.24%,23.588M,13.294M,5.646B,--,+362.61%
JOBY,"Joby Aviation, Inc.",13.31,-0.07,-0.56%,23.575M,33.815M,11.389B,--,+174.18%
NU,Nu Holdings Ltd.,14.81,-0.05,-0.37%,22.418M,64.166M,71.543B,31.50,+4.35%
