Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
LCID,"Lucid Group, Inc.",2.0348,-0.0752,-3.56%,159.879M,127.93M,6.207B,--,-23.27%
NVDA,NVIDIA Corporation,154.79,-3.20,-2.03%,132.762M,248.597M,3.775T,49.93,+28.79%
TSLA,"Tesla, Inc.",304.02,-13.64,-4.29%,98.698M,121.867M,979.236B,173.73,+37.36%
F,Ford Motor Company,11.24,+0.39,+3.59%,94.182M,115.274M,44.696B,8.99,-15.70%
HOOD,"Robinhood Markets, Inc.",92.09,-1.54,-1.64%,89.379M,43.229M,81.263B,52.62,+316.87%
PLTR,Palantir Technologies Inc.,130.89,-5.43,-3.99%,63.002M,99.903M,308.878B,569.07,+427.76%
SOFI,"SoFi Technologies, Inc.",17.80,-0.41,-2.25%,60.074M,66.835M,19.675B,41.40,+182.33%
AAPL,Apple Inc.,207.54,+2.37,+1.16%,54.388M,63.376M,3.1T,32.33,-6.86%
NU,Nu Holdings Ltd.,13.64,-0.09,-0.62%,54.211M,61.906M,65.781B,30.99,+11.09%
WBD,"Warner Bros. Discovery, Inc.",10.91,-0.55,-4.78%,51.913M,47.095M,26.999B,--,+59.17%
INTC,Intel Corporation,22.92,+0.52,+2.30%,50.586M,91.961M,99.955B,--,-27.90%
SNAP,Snap Inc.,9.38,+0.69,+7.95%,46.994M,38.855M,15.678B,--,-46.56%
QBTS,D-Wave Quantum Inc.,15.12,+0.48,+3.30%,39.999M,65.697M,4.726B,--,"+1,218.92%"
ACHR,Archer Aviation Inc.,10.05,-0.81,-7.42%,38.479M,33.643M,5.515B,--,+191.67%
AMD,"Advanced Micro Devices, Inc.",137.63,-4.27,-3.01%,38.487M,47.517M,223.153B,99.73,-13.64%
CNH,CNH Industrial N.V.,13.32,+0.36,+2.82%,37.21M,17.928M,16.649B,16.66,+32.92%
AAL,American Airlines Group Inc.,11.52,+0.30,+2.63%,35.28M,62.489M,7.594B,11.52,+1.54%
BMNR,"Bitmine Immersion Technologies, Inc.",66.86,+32.96,+97.22%,35.081M,6.493M,405.386M,--,+337.42%
NIO,NIO Inc.,3.5200,+0.0900,+2.62%,33.492M,38.126M,8.046B,--,-24.28%
PFE,Pfizer Inc.,24.90,+0.66,+2.70%,32.52M,47.113M,141.537B,18.04,-12.90%
HBAN,Huntington Bancshares Incorporated,17.08,+0.32,+1.91%,31.805M,23.985M,24.882B,13.14,+26.87%
IREN,IREN Limited,15.23,+0.66,+4.50%,31.446M,17.438M,3.682B,--,+1.25%
RIOT,"Riot Platforms, Inc.",11.42,+0.12,+1.09%,30.331M,34.689M,4.081B,--,+16.26%
VALE,Vale S.A.,9.82,+0.11,+1.13%,30.172M,36.124M,41.919B,7.12,-12.84%
STLA,Stellantis N.V.,10.18,+0.15,+1.46%,28.681M,17.319M,30.215B,4.71,-48.98%
RXRX,"Recursion Pharmaceuticals, Inc.",5.28,+0.22,+4.25%,27.826M,25.339M,2.144B,--,-29.33%
SOUN,"SoundHound AI, Inc.",10.27,-0.45,-4.24%,27.65M,30.765M,4.128B,--,+172.34%
SMCI,"Super Micro Computer, Inc.",48.12,-0.89,-1.82%,26.99M,48.453M,28.719B,26.15,-41.46%
QS,QuantumScape Corporation,6.44,-0.28,-4.10%,25.629M,19.535M,3.602B,--,+39.13%
MARA,"MARA Holdings, Inc.",15.69,+0.01,+0.03%,24.81M,44.064M,5.52B,--,-29.11%
BBD,Banco Bradesco S.A.,3.1000,+0.0100,+0.32%,25.262M,42.465M,29.864B,10.00,+41.74%
JOBY,"Joby Aviation, Inc.",9.83,-0.72,-6.82%,24.074M,20.493M,8.272B,--,+112.70%
HIMS,"Hims & Hers Health, Inc.",48.38,-1.47,-2.95%,23.879M,45.836M,10.829B,71.15,+135.03%
RUN,Sunrun Inc.,9.04,+0.86,+10.50%,24.045M,22.08M,2.066B,--,-25.30%
AZEK,The AZEK Company Inc.,54.35,-0.51,-0.93%,26.82M,4.07M,7.818B,52.77,+30.55%
AMCR,Amcor plc,9.38,+0.19,+2.01%,23.264M,38.353M,21.481B,16.74,-4.07%
RIVN,"Rivian Automotive, Inc.",13.41,-0.33,-2.40%,22.29M,30.976M,15.373B,--,-7.72%
CLF,Cleveland-Cliffs Inc.,7.80,+0.20,+2.70%,21.667M,31.006M,3.861B,--,-51.38%
BAC,Bank of America Corporation,48.08,+0.76,+1.62%,21.556M,48.071M,362.17B,14.35,+15.61%
RIG,Transocean Ltd.,2.6500,+0.0600,+2.32%,21.105M,44.772M,2.341B,--,-49.90%
RKLB,Rocket Lab Corporation,35.17,-0.60,-1.67%,20.262M,20.571M,16.23B,--,+675.92%
CCL,Carnival Corporation & plc,28.60,+0.48,+1.72%,20.252M,26.455M,38.785B,14.98,+60.14%
AMZN,"Amazon.com, Inc.",220.59,+1.20,+0.55%,19.601M,50.482M,2.342T,35.93,+9.70%
GOOGL,Alphabet Inc.,175.41,-0.82,-0.46%,19.368M,42.651M,2.135T,19.60,-4.86%
RGTI,"Rigetti Computing, Inc.",11.48,-0.38,-3.19%,19.242M,48.525M,3.706B,--,"+1,149.74%"
CLSK,"CleanSpark, Inc.",11.16,+0.13,+1.16%,18.825M,26.832M,3.135B,--,-34.85%
ERIC,Telefonaktiebolaget LM Ericsson (publ),8.51,+0.03,+0.35%,17.581M,25.075M,28.571B,170.20,+36.77%
BTG,B2Gold Corp.,3.6850,+0.0750,+2.08%,17.33M,53.473M,4.869B,--,+33.70%
APLD,Applied Digital Corporation,10.20,+0.13,+1.29%,17.191M,52.496M,2.296B,--,+58.83%
AES,The AES Corporation,10.72,+0.19,+1.85%,16.795M,16.585M,7.628B,5.82,-39.99%
AGNC,AGNC Investment Corp.,9.32,+0.13,+1.41%,16.275M,32.287M,9.51B,25.89,-4.87%
PCG,PG&E Corporation,14.12,+0.18,+1.26%,15.402M,22.742M,31.021B,12.95,-18.38%
BCS,Barclays PLC,18.30,-0.30,-1.59%,15.434M,14.667M,64.758B,8.88,+70.71%
GRAB,Grab Holdings Limited,4.9000,-0.1300,-2.58%,15.304M,37.981M,20.208B,490.00,+43.71%
KHC,The Kraft Heinz Company,26.32,+0.50,+1.92%,15.257M,12.32M,31.145B,12.02,-19.31%
MU,"Micron Technology, Inc.",120.88,-2.37,-1.92%,15.198M,24.357M,135.28B,21.78,-7.04%
AVGO,Broadcom Inc.,267.64,-8.01,-2.91%,15.08M,26.778M,1.259T,98.04,+66.31%
GOOG,Alphabet Inc.,176.54,-0.85,-0.48%,14.773M,28.338M,2.135T,19.70,-4.94%
NKE,"NIKE, Inc.",72.87,+1.83,+2.58%,14.53M,21.159M,107.555B,33.74,-6.58%
QUBT,Quantum Computing Inc.,18.86,-0.31,-1.59%,14.433M,25.931M,2.923B,--,"+4,031.47%"
MLCO,Melco Resorts & Entertainment Limited,8.17,+0.94,+13.03%,14.379M,4.01M,3.36B,58.37,+3.43%
DOW,Dow Inc.,27.58,+1.10,+4.17%,14.081M,10.894M,19.499B,68.96,-49.76%
PR,Permian Resources Corporation,14.00,+0.38,+2.80%,13.853M,11.586M,11.2B,8.54,-16.54%
PSLV,Sprott Physical Silver Trust,12.31,+0.07,+0.61%,13.795M,37.436M,6.489B,4.05,+21.19%
IONQ,"IonQ, Inc.",41.51,-1.46,-3.40%,13.708M,22.127M,10.86B,--,+501.82%
VLY,Valley National Bancorp,9.19,+0.26,+2.86%,13.677M,10.078M,5.147B,13.31,+29.23%
ITUB,Itaú Unibanco Holding S.A.,6.78,-0.01,-0.07%,13.657M,30.674M,67.333B,9.56,+29.00%
T,AT&T Inc.,28.77,-0.17,-0.57%,13.283M,35.662M,207.201B,17.65,+53.77%
NEE,"NextEra Energy, Inc.",71.31,+1.89,+2.72%,13.146M,13.273M,146.801B,26.71,-1.49%
HPE,Hewlett Packard Enterprise Company,20.54,+0.09,+0.43%,13.167M,20.123M,26.95B,19.75,-3.17%
HL,Hecla Mining Company,6.02,+0.03,+0.52%,13.048M,22.461M,3.809B,50.18,+22.24%
BB,BlackBerry Limited,4.3850,-0.1950,-4.26%,12.981M,15.883M,2.607B,219.25,+86.94%
AUR,"Aurora Innovation, Inc.",5.14,-0.09,-1.81%,12.954M,23.573M,9.101B,--,+82.58%
BMY,Bristol-Myers Squibb Company,47.22,+0.93,+2.01%,12.062M,15.443M,96.096B,17.62,+14.44%
NOK,Nokia Oyj,5.21,+0.03,+0.58%,11.86M,18.245M,28.08B,20.04,+33.16%
HLN,Haleon plc,10.35,-0.02,-0.24%,11.841M,16.536M,46.529B,24.06,+24.49%
ABEV,Ambev S.A.,2.3950,-0.0150,-0.62%,11.666M,33.505M,37.402B,14.09,+16.99%
AG,First Majestic Silver Corp.,8.47,+0.19,+2.36%,11.526M,24.318M,4.102B,--,+41.37%
CMCSA,Comcast Corporation,36.19,+0.51,+1.41%,11.479M,23.256M,135.141B,8.92,-6.47%
UNH,UnitedHealth Group Incorporated,321.35,+9.38,+3.01%,11.063M,17.397M,291.508B,13.45,-37.39%
OSCR,"Oscar Health, Inc.",20.76,-0.68,-3.17%,10.873M,11.657M,5.285B,51.87,+29.23%
TEM,"Tempus AI, Inc.",60.04,-3.50,-5.50%,10.648M,13.127M,10.395B,--,+76.60%
NCLH,Norwegian Cruise Line Holdings Ltd.,20.95,+0.67,+3.33%,10.347M,16.14M,9.363B,11.91,+15.16%
WMB,"The Williams Companies, Inc.",59.24,-3.57,-5.68%,10.227M,8.137M,72.333B,31.85,+48.49%
LYG,Lloyds Banking Group plc,4.2200,-0.0300,-0.71%,10.193M,25.642M,63.205B,12.41,+52.88%
CMG,"Chipotle Mexican Grill, Inc.",58.10,+1.94,+3.46%,10.159M,13.457M,78.275B,51.41,-8.55%
LYFT,"Lyft, Inc.",16.26,+0.50,+3.20%,10.050M,17.193M,6.835B,108.33,+17.61%
NBIS,Nebius Group N.V.,51.36,-3.97,-7.17%,9.978M,12.371M,12.304B,--,+176.65%
ORCL,Oracle Corporation,220.49,+1.86,+0.85%,9.884M,12.246M,619.319B,50.69,+52.59%
VZ,Verizon Communications Inc.,43.57,+0.30,+0.69%,9.793M,19.89M,183.702B,10.37,+5.28%
KEY,KeyCorp,17.80,+0.38,+2.15%,9.766M,14.433M,19.502B,--,+20.72%
MSFT,Microsoft Corporation,493.33,-4.08,-0.82%,9.741M,23.303M,3.667T,38.15,+8.30%
NGD,New Gold Inc.,5.01,+0.06,+1.11%,9.85M,26.224M,3.961B,27.81,+151.27%
MRK,"Merck & Co., Inc.",81.53,+2.37,+3.00%,9.626M,16.701M,204.8B,11.85,-38.02%
KMI,"Kinder Morgan, Inc.",28.44,-0.95,-3.25%,9.340M,14.02M,63.227B,24.52,+49.09%
ET,Energy Transfer LP,17.89,-0.24,-1.35%,9.322M,15.946M,61.386B,13.55,+10.55%
AEG,Aegon Ltd.,7.23,-0.01,-0.14%,9.24M,12.721M,11.531B,16.81,+16.40%
CORZ,"Core Scientific, Inc.",17.16,+0.09,+0.55%,9.284M,14.906M,5.113B,--,+66.37%
MRNA,"Moderna, Inc.",28.61,+1.01,+3.68%,9.206M,10.856M,11.053B,--,-76.43%
SMR,NuScale Power Corporation,37.18,-2.38,-6.02%,9.201M,12.026M,4.962B,--,+261.94%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.56,+0.05,+0.36%,9.105M,26.262M,77.197B,9.37,-14.02%
OKLO,Oklo Inc.,52.81,-3.18,-5.68%,9.057M,18.975M,7.783B,--,+597.26%
MRVL,"Marvell Technology, Inc.",76.90,-0.50,-0.65%,8.953M,21.918M,66.303B,--,+8.10%
WFC,Wells Fargo & Company,81.08,+0.96,+1.20%,8.935M,18.765M,263.865B,14.58,+31.41%
MSTR,Strategy Incorporated,380.00,-24.23,-5.99%,8.935M,14.392M,106.15B,--,+206.19%
COIN,"Coinbase Global, Inc.",337.29,-13.20,-3.76%,8.599M,13.08M,85.911B,63.28,+54.05%
UBER,"Uber Technologies, Inc.",91.63,-1.67,-1.79%,8.598M,22.739M,191.614B,16.05,+32.02%
KO,The Coca-Cola Company,71.61,+0.86,+1.21%,8.583M,16.778M,308.207B,28.76,+12.03%
VTRS,Viatris Inc.,9.10,+0.16,+1.85%,8.515M,14.702M,10.675B,--,-14.38%
RKT,"Rocket Companies, Inc.",14.49,+0.31,+2.19%,8.506M,13.801M,28.796B,724.50,+6.46%
