Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,3.2100,+0.9600,+42.67%,1.827B,107.673M,2.341B,--,-10.71%
LCID,"Lucid Group, Inc.",2.8200,-0.2200,-7.24%,240.939M,145.785M,8.602B,--,-15.32%
QS,QuantumScape Corporation,12.52,-2.12,-14.48%,129.452M,30.716M,6.998B,--,+84.15%
RIOT,"Riot Platforms, Inc.",14.02,+0.16,+1.15%,126.722M,37.236M,5.009B,--,+13.24%
NVDA,NVIDIA Corporation,171.38,-1.03,-0.60%,118.679M,202.237M,4.18T,55.28,+39.56%
QBTS,D-Wave Quantum Inc.,18.39,-0.50,-2.65%,80.065M,68.584M,5.746B,--,"+1,770.30%"
RXRX,"Recursion Pharmaceuticals, Inc.",6.40,+0.56,+9.59%,74.503M,26.188M,2.775B,--,-28.26%
TSLA,"Tesla, Inc.",328.49,-1.16,-0.35%,73.624M,111.214M,1.058T,187.71,+31.07%
IREN,IREN Limited,18.15,+0.21,+1.17%,69.782M,21.075M,4.39B,--,+54.92%
VALE,Vale S.A.,10.13,+0.36,+3.68%,65.46M,36.393M,43.243B,7.34,-10.53%
