Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,4.2701,-0.4299,-9.14%,222.261M,236.216M,3.143B,--,+119.63%
NVDA,NVIDIA Corporation,182.02,+0.25,+0.14%,133.597M,178.922M,4.439T,58.53,+44.71%
PSNYW,Polestar Automotive Holding UK PLC,0.4580,+0.2980,+187.30%,121.663M,"85,219",6.341B,--,+30.59%
WBA,"Walgreens Boots Alliance, Inc.",11.95,+0.03,+0.29%,89.231M,9.903M,10.348B,--,+27.08%
INTC,Intel Corporation,24.89,+0.54,+2.20%,64.675M,103.936M,108.928B,--,+24.17%
NIO,NIO Inc.,6.43,-0.27,-3.99%,61.602M,60.534M,13.672B,--,+81.08%
PLTR,Palantir Technologies Inc.,158.32,-2.55,-1.59%,54.6M,77.384M,375.589B,510.71,+429.87%
TSLA,"Tesla, Inc.",351.59,-0.08,-0.02%,49.871M,99.642M,1.134T,208.04,+70.92%
BMNR,"Bitmine Immersion Technologies, Inc.",46.49,-3.46,-6.92%,46.321M,34.389M,8.066B,--,+544.52%
LCID,"Lucid Group, Inc.",2.0800,-0.0300,-1.42%,43.477M,138.488M,6.391B,--,-46.45%
SOFI,"SoFi Technologies, Inc.",25.16,-0.46,-1.79%,40.619M,73.441M,30.128B,50.32,+242.06%
AAL,American Airlines Group Inc.,13.14,-0.01,-0.11%,39.092M,62.209M,8.667B,15.64,+29.56%
SOUN,"SoundHound AI, Inc.",12.10,+0.07,+0.62%,36.941M,43.686M,4.931B,--,+147.84%
MARA,"MARA Holdings, Inc.",16.07,+0.23,+1.42%,35.624M,46.415M,5.951B,8.64,-7.53%
PSNY,Polestar Automotive Holding UK PLC,1.2900,+0.1800,+16.22%,33.246M,3.017M,2.734B,--,+17.46%
RGTI,"Rigetti Computing, Inc.",16.03,+0.73,+4.77%,32.604M,44.228M,5.196B,--,"+1,679.07%"
WBD,"Warner Bros. Discovery, Inc.",12.02,+0.22,+1.82%,30.49M,61.234M,29.746B,38.76,+48.06%
NU,Nu Holdings Ltd.,14.58,+0.34,+2.39%,29.409M,64.172M,70.455B,31.02,-0.42%
BAC,Bank of America Corporation,50.38,+0.13,+0.27%,28.993M,38.626M,373.199B,14.78,+25.78%
ITUB,Itaú Unibanco Holding S.A.,6.92,+0.12,+1.76%,27.913M,28.917M,71.087B,9.35,+10.98%
RIVN,"Rivian Automotive, Inc.",13.30,+0.09,+0.64%,27.85M,33.662M,16.133B,--,-4.48%
F,Ford Motor Company,11.94,+0.10,+0.89%,27.775M,80.955M,47.539B,15.31,+7.25%
KDP,Keurig Dr Pepper Inc.,29.52,+0.57,+1.97%,26.325M,11.212M,40.101B,26.12,-20.07%
ABEV,Ambev S.A.,2.1950,-0.0050,-0.23%,24.617M,29.573M,34.76B,12.91,-5.98%
HOOD,"Robinhood Markets, Inc.",105.61,-3.19,-2.93%,23.625M,44.569M,93.857B,53.61,+435.43%
AMD,"Advanced Micro Devices, Inc.",166.84,+0.22,+0.13%,22.411M,56.365M,270.754B,99.90,+13.84%
WULF,TeraWulf Inc.,9.31,+0.07,+0.74%,21.644M,54.499M,3.65B,--,+121.05%
RIOT,"Riot Platforms, Inc.",13.81,+0.12,+0.88%,21.34M,40.023M,5.104B,--,+79.19%
COTY,Coty Inc.,4.1550,+0.4650,+12.60%,20.961M,9.055M,3.624B,--,-61.08%
JOBY,"Joby Aviation, Inc.",14.53,-0.19,-1.32%,20.94M,35.288M,12.442B,--,+198.18%
SNAP,Snap Inc.,7.03,+0.01,+0.07%,20.633M,42.349M,11.871B,--,-23.53%
ACHR,Archer Aviation Inc.,9.19,-0.09,-0.92%,20.648M,37.734M,5.925B,--,+160.39%
QBTS,D-Wave Quantum Inc.,15.71,+0.26,+1.68%,20.572M,47.489M,5.373B,--,"+1,522.90%"
AAPL,Apple Inc.,230.31,+1.00,+0.44%,19.523M,54.876M,3.418T,35.00,+1.25%
PFE,Pfizer Inc.,25.05,+0.13,+0.51%,19.119M,40.501M,142.401B,13.25,-13.32%
T,AT&T Inc.,29.00,+0.44,+1.56%,17.964M,31.635M,207.397B,16.57,+44.10%
APLD,Applied Digital Corporation,16.62,+0.16,+0.94%,17.953M,48.793M,4.356B,--,+273.47%
HBAN,Huntington Bancshares Incorporated,17.79,+0.30,+1.69%,17.957M,31.168M,25.947B,13.27,+19.47%
BTG,B2Gold Corp.,4.0550,+0.0050,+0.12%,17.657M,40.142M,5.365B,--,+45.68%
DNB,"Dun & Bradstreet Holdings, Inc.",9.15,+0.04,+0.44%,17.827M,4.176M,4.083B,--,-23.37%
PSLV,Sprott Physical Silver Trust,13.06,+0.02,+0.15%,17.106M,27.053M,6.881B,4.30,+31.06%
NOK,Nokia Oyj,4.3300,+0.0400,+0.93%,16.683M,18.468M,23.292B,22.79,+2.39%
MDB,"MongoDB, Inc.",293.68,+79.34,+37.02%,16.425M,2.553M,23.998B,--,-8.93%
RKT,"Rocket Companies, Inc.",18.43,-0.51,-2.69%,16.094M,17.927M,38.9B,--,-3.17%
KEY,KeyCorp,19.37,+0.07,+0.38%,16.132M,22.736M,21.244B,--,+15.29%
TIGR,UP Fintech Holding Limited,11.55,-1.27,-9.91%,15.753M,5.901M,2.04B,25.67,+247.43%
ELAN,Elanco Animal Health Incorporated,18.44,+0.54,+3.02%,15.45M,5.58M,9.161B,20.95,+17.53%
SATS,EchoStar Corporation,58.69,+7.83,+15.38%,15.363M,4.286M,16.887B,--,+165.92%
MRNA,"Moderna, Inc.",24.82,+0.09,+0.34%,15.275M,9.452M,9.655B,--,-68.44%
CIFR,Cipher Mining Inc.,7.19,+0.07,+0.98%,15.192M,31.875M,2.828B,--,+101.70%
RIG,Transocean Ltd.,3.1501,+0.1101,+3.61%,14.91M,34.172M,2.971B,--,-35.59%
CCL,Carnival Corporation & plc,32.21,+0.34,+1.05%,14.746M,22.142M,43.666B,16.86,+91.64%
HIMS,"Hims & Hers Health, Inc.",44.69,-0.66,-1.45%,14.62M,38.523M,10.101B,56.57,+209.77%
