Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,156.91,+3.61,+2.35%,101.358M,248.473M,3.827T,50.62,+19.50%
INTC,Intel Corporation,22.08,-0.77,-3.35%,90.388M,92.295M,96.335B,--,-26.83%
LCID,"Lucid Group, Inc.",2.0600,+0.0300,+1.48%,83.075M,129.329M,6.268B,--,-31.19%
TSLA,"Tesla, Inc.",313.63,+12.92,+4.30%,82.476M,120.786M,1.01T,180.25,+22.05%
F,Ford Motor Company,11.68,+0.32,+2.86%,74.910M,115.327M,46.426B,9.34,-11.81%
HOOD,"Robinhood Markets, Inc.",99.74,+7.41,+8.02%,74.692M,44.515M,87.951B,56.95,+303.36%
CNC,Centene Corporation,34.24,-22.41,-39.55%,63.283M,5.217M,17.042B,5.05,-15.14%
VALE,Vale S.A.,10.28,+0.46,+4.68%,61.862M,36.537M,43.883B,7.45,-15.42%
MARA,"MARA Holdings, Inc.",17.47,+1.77,+11.24%,51.669M,44.062M,6.146B,--,-25.17%
OSCR,"Oscar Health, Inc.",17.34,-3.11,-15.23%,47.03M,11.932M,4.415B,43.34,+19.80%
AAPL,Apple Inc.,210.54,+2.72,+1.31%,40.901M,64.082M,3.145T,32.79,-6.20%
QBTS,D-Wave Quantum Inc.,15.31,+0.49,+3.34%,38.465M,65.91M,4.786B,--,"+1,247.27%"
SOFI,"SoFi Technologies, Inc.",18.13,+0.49,+2.79%,38.338M,67.46M,20.042B,42.17,+170.55%
RGTI,"Rigetti Computing, Inc.",12.35,+1.02,+9.00%,37.574M,48.265M,3.986B,--,"+1,080.21%"
SOUN,"SoundHound AI, Inc.",11.07,+0.59,+5.62%,35.778M,30.965M,4.447B,--,+166.67%
PLTR,Palantir Technologies Inc.,132.22,+1.54,+1.18%,35.656M,99.819M,312.027B,550.92,+405.53%
NU,Nu Holdings Ltd.,13.48,-0.16,-1.17%,33.585M,62.369M,65.033B,30.64,+9.73%
GRAB,Grab Holdings Limited,4.9550,+0.0250,+0.51%,29.952M,37.985M,20.434B,495.50,+39.27%
SNAP,Snap Inc.,9.48,+0.13,+1.39%,28.977M,39.509M,15.843B,--,-40.63%
RIOT,"Riot Platforms, Inc.",12.09,+0.81,+7.23%,28.756M,34.999M,4.318B,--,+17.76%
CLF,Cleveland-Cliffs Inc.,8.64,+0.52,+6.41%,27.877M,31.214M,4.274B,--,-49.09%
CLSK,"CleanSpark, Inc.",12.31,+1.23,+11.10%,26.303M,26.866M,3.458B,--,-31.39%
NKE,"NIKE, Inc.",76.05,+2.64,+3.60%,24.395M,21.427M,112.249B,35.21,-2.43%
BBD,Banco Bradesco S.A.,3.0450,+0.0089,+0.29%,23.93M,42.891M,29.793B,9.82,+37.95%
QUBT,Quantum Computing Inc.,19.50,+0.86,+4.64%,23.909M,26.041M,3.022B,--,"+3,591.09%"
AZEK,The AZEK Company Inc.,54.35,-0.51,-0.93%,26.82M,4.022M,7.818B,52.77,+33.67%
ACHR,Archer Aviation Inc.,9.96,+0.08,+0.81%,23.872M,34.234M,5.468B,--,+134.68%
AMD,"Advanced Micro Devices, Inc.",139.15,+3.04,+2.23%,23.511M,48.082M,225.617B,101.57,-16.96%
AAL,American Airlines Group Inc.,11.69,+0.16,+1.43%,22.586M,62.258M,7.706B,11.69,+3.60%
WBD,"Warner Bros. Discovery, Inc.",11.14,+0.20,+1.83%,22.114M,47.931M,27.561B,--,+51.31%
RIVN,"Rivian Automotive, Inc.",13.23,-0.24,-1.79%,21.907M,30.576M,15.166B,--,-8.05%
LYG,Lloyds Banking Group plc,4.0399,-0.1901,-4.49%,21.411M,25.497M,60.498B,11.88,+49.47%
PSLV,Sprott Physical Silver Trust,12.39,+0.15,+1.18%,20.327M,37.043M,6.526B,4.07,+18.15%
PFE,Pfizer Inc.,25.25,+0.21,+0.82%,20.295M,47.394M,143.532B,18.29,-9.60%
IREN,IREN Limited,14.92,-0.31,-2.04%,20.142M,17.88M,3.609B,--,+6.13%
