Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,164.03,+1.15,+0.71%,140.404M,215.41M,4T,53.09,+27.85%
AAL,American Airlines Group Inc.,13.03,+1.56,+13.55%,130.005M,58.013M,8.597B,13.03,+6.99%
NU,Nu Holdings Ltd.,13.15,-0.49,-3.63%,95.416M,60.088M,63.441B,29.89,+2.94%
TSLA,"Tesla, Inc.",308.98,+13.10,+4.43%,87.147M,113.033M,995.212B,176.56,+22.76%
MP,MP Materials Corp.,46.30,+16.27,+54.18%,79.260M,9.866M,7.575B,--,+101.81%
LCID,"Lucid Group, Inc.",2.3010,+0.0210,+0.92%,78.209M,129.336M,7.031B,--,-32.94%
SOFI,"SoFi Technologies, Inc.",21.04,+0.82,+4.08%,76.322M,66.829M,23.279B,48.98,+198.67%
VALE,Vale S.A.,10.01,+0.15,+1.47%,73.175M,34.201M,43.058B,7.25,-13.43%
PROK,ProKidney Corp.,5.18,+0.84,+19.22%,70.266M,10.319M,2.16B,--,+80.83%
SOUN,"SoundHound AI, Inc.",12.30,-0.60,-4.65%,57.801M,33.473M,4.941B,--,+140.22%
PLTR,Palantir Technologies Inc.,142.25,-0.88,-0.61%,55.101M,92.226M,335.704B,618.49,+417.84%
NIO,NIO Inc.,3.6400,+0.1600,+4.60%,54.618M,34.12M,8.2B,--,-25.64%
AMD,"Advanced Micro Devices, Inc.",143.47,+5.06,+3.66%,54.172M,44.861M,232.629B,104.73,-23.93%
