Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
INTC,Intel Corporation,20.76,+0.81,+4.09%,119.519M,83.942M,90.888B,--,+3.05%
BMNR,"Bitmine Immersion Technologies, Inc.",62.29,+10.86,+21.12%,117.365M,23.852M,6.996B,--,+563.61%
SOUN,"SoundHound AI, Inc.",15.69,+2.14,+15.76%,99.03M,41.457M,6.362B,--,+162.60%
LCID,"Lucid Group, Inc.",2.2050,+0.0750,+3.52%,93.127M,149.069M,6.775B,--,-26.55%
NVDA,NVIDIA Corporation,183.12,+0.38,+0.21%,89.601M,190.963M,4.466T,58.88,+67.58%
TSLA,"Tesla, Inc.",342.54,+12.87,+3.90%,73.841M,105.751M,1.105T,203.89,+66.92%
F,Ford Motor Company,11.11,-0.06,-0.49%,59.038M,85.871M,44.236B,14.25,+14.81%
AI,"C3.ai, Inc.",16.82,-5.31,-23.99%,52.986M,6.914M,2.26B,--,-10.04%
AMD,"Advanced Micro Devices, Inc.",173.97,+1.21,+0.70%,51.399M,54.189M,282.325B,103.55,+26.31%
SOFI,"SoFi Technologies, Inc.",22.75,+0.65,+2.94%,41.874M,71.557M,27.242B,45.50,+241.05%
WULF,TeraWulf Inc.,5.45,+0.42,+8.45%,40.262M,46.486M,2.125B,--,+40.90%
AAPL,Apple Inc.,227.62,-1.47,-0.64%,36.694M,56.098M,3.378T,34.59,+5.43%
PLTR,Palantir Technologies Inc.,185.31,-1.65,-0.88%,36.587M,76.011M,439.623B,617.71,+536.35%
QBTS,D-Wave Quantum Inc.,17.33,+0.43,+2.57%,31.856M,67.082M,5.929B,--,"+1,818.27%"
AAL,American Airlines Group Inc.,11.57,-0.05,-0.43%,31.717M,61.258M,7.634B,13.77,+20.92%
SNAP,Snap Inc.,7.28,-0.12,-1.69%,30.299M,38.553M,12.31B,--,-17.85%
IONQ,"IonQ, Inc.",44.71,+2.86,+6.83%,27.593M,23.463M,13.272B,--,+522.77%
NIO,NIO Inc.,4.9050,+0.0650,+1.34%,26.241M,48.395M,10.839B,--,+28.72%
RIVN,"Rivian Automotive, Inc.",11.97,+0.18,+1.48%,25.775M,32.895M,14.519B,--,-11.95%
TTD,"The Trade Desk, Inc.",54.37,+0.14,+0.26%,25.225M,11.877M,26.584B,65.51,-44.12%
HOOD,"Robinhood Markets, Inc.",116.42,+1.79,+1.56%,24.027M,44.16M,103.455B,59.09,+518.28%
BTG,B2Gold Corp.,3.5500,-0.0300,-0.84%,23.583M,43.879M,4.709B,--,+39.30%
MU,"Micron Technology, Inc.",122.28,+3.39,+2.85%,22.996M,22.245M,136.847B,22.03,+25.62%
MARA,"MARA Holdings, Inc.",15.73,+0.35,+2.24%,22.674M,46.788M,5.825B,8.45,+1.79%
PFE,Pfizer Inc.,24.58,+0.00,+0.02%,22.498M,42.463M,139.779B,13.01,-13.60%
NU,Nu Holdings Ltd.,12.00,-0.30,-2.44%,21.838M,63.654M,57.893B,27.27,-1.60%
SMCI,"Super Micro Computer, Inc.",46.24,+1.64,+3.68%,22.218M,46.119M,27.597B,27.52,-17.56%
WBD,"Warner Bros. Discovery, Inc.",10.77,-0.14,-1.28%,21.402M,59.83M,26.664B,34.74,+62.59%
CLSK,"CleanSpark, Inc.",9.87,-0.20,-1.99%,20.464M,26.699M,2.774B,11.48,-9.77%
ABEV,Ambev S.A.,2.2300,-0.0070,-0.31%,19.651M,29.918M,35.323B,13.12,0.00%
RKLB,Rocket Lab Corporation,45.85,+1.16,+2.60%,19.463M,23.153M,21.978B,--,+729.13%
ITUB,Itaú Unibanco Holding S.A.,6.84,-0.03,-0.36%,18.919M,30.67M,68.314B,9.36,+19.97%
MP,MP Materials Corp.,74.12,-0.19,-0.26%,18.437M,15.204M,13.125B,--,+567.15%
ACHR,Archer Aviation Inc.,9.57,-0.15,-1.59%,18.722M,40.646M,5.251B,--,+173.80%
AMZN,"Amazon.com, Inc.",221.43,-1.26,-0.57%,18.082M,43.752M,2.362T,33.70,+33.51%
PTON,"Peloton Interactive, Inc.",8.36,+0.50,+6.39%,17.539M,14.463M,3.41B,--,+171.28%
ZIM,ZIM Integrated Shipping Services Ltd.,17.33,+1.83,+11.77%,17.19M,5.974M,2.087B,0.89,-16.76%
HIMS,"Hims & Hers Health, Inc.",50.72,-1.22,-2.35%,17.205M,42.564M,11.464B,64.20,+225.23%
VALE,Vale S.A.,10.20,-0.02,-0.15%,17.5M,42.732M,43.563B,8.36,-0.58%
RGTI,"Rigetti Computing, Inc.",15.76,+0.32,+2.07%,16.918M,53.191M,5.087B,--,"+1,707.96%"
NBIS,Nebius Group N.V.,71.65,+2.87,+4.17%,16.985M,14.262M,17.103B,79.61,+243.90%
BAC,Bank of America Corporation,46.21,+0.20,+0.42%,16.599M,40.053M,342.238B,13.55,+20.54%
