Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,4.5400,-0.4700,-9.38%,745.277M,230.093M,3.341B,--,+90.76%
NIO,NIO Inc.,6.09,-0.25,-3.94%,155.537M,58.974M,15.144B,--,+52.25%
INTC,Intel Corporation,24.55,-0.25,-1.01%,152.804M,103.79M,107.455B,--,+22.32%
NVDA,NVIDIA Corporation,179.81,+1.82,+1.02%,160.595M,179.312M,4.385T,58.19,+40.15%
SOFI,"SoFi Technologies, Inc.",26.15,+1.13,+4.52%,89.636M,72.175M,31.313B,52.30,+236.55%
PLTR,Palantir Technologies Inc.,157.17,-1.57,-0.99%,85.453M,77.383M,372.861B,523.90,+409.63%
TSLA,"Tesla, Inc.",346.60,+6.59,+1.94%,86.052M,100.333M,1.118T,208.80,+65.67%
LCID,"Lucid Group, Inc.",2.0800,+0.0500,+2.46%,76.188M,138.71M,6.391B,--,-49.39%
AAL,American Airlines Group Inc.,13.00,-0.55,-4.06%,75.761M,62.34M,8.578B,15.48,+27.83%
MARA,"MARA Holdings, Inc.",15.40,-0.89,-5.46%,74.268M,46.659M,5.705B,8.28,-13.24%
CSX,CSX Corporation,32.81,-1.77,-5.12%,64.356M,19.326M,61.167B,20.13,-2.29%
BMNR,"Bitmine Immersion Technologies, Inc.",49.60,-3.89,-7.27%,52.209M,34.18M,8.605B,--,+540.00%
NU,Nu Holdings Ltd.,14.23,+0.29,+2.08%,51.391M,63.709M,68.764B,30.28,-3.20%
SOUN,"SoundHound AI, Inc.",12.11,-0.45,-3.58%,51.584M,43.841M,4.937B,--,+144.65%
RIOT,"Riot Platforms, Inc.",13.28,+0.06,+0.45%,49.777M,40.107M,4.909B,--,+68.10%
SNAP,Snap Inc.,7.00,-0.20,-2.78%,57.485M,41.914M,11.829B,--,-26.32%
RIVN,"Rivian Automotive, Inc.",13.11,+0.01,+0.08%,46.326M,33.406M,15.908B,--,-9.46%
KDP,Keurig Dr Pepper Inc.,31.10,-4.03,-11.48%,42.776M,10.394M,42.247B,27.52,-14.49%
WULF,TeraWulf Inc.,8.93,-0.23,-2.51%,39.228M,54.564M,3.502B,--,+98.00%
F,Ford Motor Company,11.82,+0.08,+0.68%,36.612M,81.596M,47.042B,15.15,+6.10%
AMD,"Advanced Micro Devices, Inc.",163.36,-4.40,-2.62%,35.941M,56.139M,265.107B,97.82,+8.54%
WBA,"Walgreens Boots Alliance, Inc.",11.97,-0.10,-0.83%,35.906M,8.636M,10.361B,--,+26.67%
WBD,"Warner Bros. Discovery, Inc.",12.04,-0.01,-0.08%,31.905M,60.818M,29.808B,38.84,+48.46%
PDD,PDD Holdings Inc.,128.21,+1.10,+0.87%,30.94M,8.232M,182.013B,13.91,+33.68%
IQ,"iQIYI, Inc.",2.4100,-0.0500,-2.03%,30.214M,21.507M,2.321B,241.00,+6.64%
IREN,IREN Limited,23.12,+1.69,+7.89%,30.349M,24.573M,5.592B,--,+194.15%
BAC,Bank of America Corporation,49.48,0.00,0.00%,29.302M,38.558M,366.496B,14.51,+24.73%
RKLB,Rocket Lab Corporation,47.22,+2.84,+6.40%,30.025M,23.072M,22.78B,--,+671.57%
PFE,Pfizer Inc.,25.14,-0.74,-2.86%,28.866M,40.377M,142.935B,13.30,-12.77%
GOOGL,Alphabet Inc.,208.49,+2.40,+1.16%,29.868M,37.4M,2.525T,22.23,+26.60%
KEY,KeyCorp,19.02,+0.04,+0.21%,26.872M,22.504M,20.856B,--,+14.10%
HOOD,"Robinhood Markets, Inc.",107.94,-1.38,-1.26%,29.181M,44.607M,95.924B,54.52,+405.34%
GRAB,Grab Holdings Limited,5.01,-0.12,-2.34%,25.686M,36.452M,20.424B,250.50,+54.63%
AAPL,Apple Inc.,227.16,-0.60,-0.26%,30.935M,54.904M,3.371T,34.47,-0.38%
CIFR,Cipher Mining Inc.,6.64,+0.26,+4.08%,25.837M,31.827M,2.611B,--,+77.54%
BTG,B2Gold Corp.,3.9500,-0.0300,-0.75%,25.046M,40.785M,5.261B,--,+39.58%
ITUB,Itaú Unibanco Holding S.A.,6.87,-0.01,-0.15%,24.134M,29.064M,69.713B,9.41,+13.30%
HBAN,Huntington Bancshares Incorporated,17.29,-0.07,-0.40%,23.337M,31.163M,25.225B,12.90,+18.51%
CVE,Cenovus Energy Inc.,16.70,+0.31,+1.89%,23.176M,12.838M,30.125B,16.06,-11.03%
APLD,Applied Digital Corporation,15.95,-0.10,-0.62%,23.471M,48.834M,4.179B,--,+237.21%
RF,Regions Financial Corporation,26.65,-0.11,-0.41%,21.616M,12.547M,23.78B,12.45,+17.09%
QBTS,D-Wave Quantum Inc.,15.02,-0.52,-3.35%,21.233M,48.924M,5.137B,--,"+1,415.64%"
RGTI,"Rigetti Computing, Inc.",14.47,-0.35,-2.36%,23.052M,44.83M,4.691B,--,"+1,490.11%"
BBD,Banco Bradesco S.A.,3.0000,+0.0200,+0.67%,21.005M,36.349M,29.274B,8.82,+6.76%
JOBY,"Joby Aviation, Inc.",14.30,-0.65,-4.35%,21.606M,34.875M,12.241B,--,+182.61%
T,AT&T Inc.,28.74,-0.03,-0.10%,19.318M,31.38M,205.502B,16.42,+46.26%
GOOG,Alphabet Inc.,209.16,+2.44,+1.18%,22.754M,24.798M,2.525T,22.32,+25.71%
AMZN,"Amazon.com, Inc.",227.94,-0.90,-0.39%,21.386M,42.014M,2.431T,34.75,+31.67%
MSFT,Microsoft Corporation,504.26,-2.97,-0.59%,21.552M,19.885M,3.748T,37.02,+21.85%
OSCR,"Oscar Health, Inc.",16.71,-0.09,-0.54%,18.601M,26.416M,4.321B,--,-5.27%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.22,+0.14,+1.13%,18.506M,22.955M,75.295B,5.71,-21.01%
PSLV,Sprott Physical Silver Trust,12.99,-0.15,-1.14%,18.166M,27.115M,6.845B,4.27,+27.10%
UUUU,Energy Fuels Inc.,10.93,+0.35,+3.31%,18.249M,13.271M,2.524B,--,+124.90%
DNB,"Dun & Bradstreet Holdings, Inc.",9.15,+0.04,+0.44%,17.827M,4.162M,4.083B,--,-23.88%
RIG,Transocean Ltd.,3.1000,+0.0600,+1.97%,17.791M,34.434M,2.924B,--,-37.12%
AMCR,Amcor plc,8.53,-0.18,-2.07%,17.721M,26.116M,19.66B,26.66,-23.57%
INFY,Infosys Limited,17.33,-0.01,-0.06%,17.187M,14.75M,72.723B,22.51,-23.99%
LYFT,"Lyft, Inc.",17.05,+0.04,+0.24%,17.132M,16.363M,6.93B,74.13,+46.73%
AGNC,AGNC Investment Corp.,9.82,-0.06,-0.61%,18.248M,21.507M,10.23B,32.73,-4.29%
UEC,Uranium Energy Corp.,10.40,-0.13,-1.23%,16.738M,14.246M,4.621B,--,+96.23%
HIMS,"Hims & Hers Health, Inc.",42.99,-1.58,-3.54%,16.738M,38.49M,9.717B,54.42,+189.69%
WMT,Walmart Inc.,96.07,-0.76,-0.78%,16.562M,16.408M,766.679B,36.25,+26.19%
UAA,"Under Armour, Inc.",5.07,-0.07,-1.36%,16.44M,12.246M,2.164B,23.05,-39.43%
CLSK,"CleanSpark, Inc.",9.45,-0.37,-3.77%,17.091M,24.608M,2.656B,10.99,-17.61%
SMCI,"Super Micro Computer, Inc.",44.07,+0.19,+0.43%,17.601M,38.507M,26.302B,26.23,-19.53%
COTY,Coty Inc.,3.8100,-0.1200,-3.05%,16.166M,8.984M,3.323B,--,-60.10%
PCG,PG&E Corporation,14.91,-0.28,-1.84%,16.108M,28.54M,32.77B,13.81,-21.11%
ACHR,Archer Aviation Inc.,9.37,-0.30,-3.10%,15.988M,37.895M,6.044B,--,+148.54%
VZ,Verizon Communications Inc.,44.23,-0.21,-0.47%,15.88M,17.701M,186.488B,10.29,+6.71%
YMM,Full Truck Alliance Co. Ltd.,12.84,+0.11,+0.86%,15.43M,9.754M,13.429B,22.93,+74.22%
NVO,Novo Nordisk A/S,56.34,-0.64,-1.12%,15.265M,15.389M,251.527B,14.52,-58.32%
VALE,Vale S.A.,10.17,+0.05,+0.49%,15.212M,42.188M,43.413B,8.34,-6.61%
AUR,"Aurora Innovation, Inc.",5.95,-0.07,-1.16%,14.719M,22.467M,10.98B,--,+41.00%
ABEV,Ambev S.A.,2.2000,-0.0300,-1.35%,14.266M,29.583M,34.819B,12.94,-7.17%
AG,First Majestic Silver Corp.,8.91,-0.09,-1.00%,14.132M,21.527M,4.366B,--,+53.89%
CRGY,Crescent Energy Company,9.54,-0.40,-4.02%,14.579M,3.325M,2.429B,--,-16.68%
RKT,"Rocket Companies, Inc.",18.73,-0.48,-2.50%,14.771M,17.785M,39.533B,--,-7.96%
HL,Hecla Mining Company,7.86,-0.03,-0.38%,13.199M,21.767M,5.266B,49.13,+25.96%
HPE,Hewlett Packard Enterprise Company,22.56,+0.11,+0.49%,12.977M,18.039M,29.604B,21.69,+18.12%
