Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,180.77,+1.35,+0.75%,150.074M,191.85M,4.409T,58.31,+70.93%
INTC,Intel Corporation,19.77,-0.64,-3.14%,130.111M,82.573M,86.533B,--,-0.39%
AMD,"Advanced Micro Devices, Inc.",172.40,+9.28,+5.69%,94.427M,52.914M,279.778B,103.86,+19.66%
AAPL,Apple Inc.,220.03,+6.76,+3.17%,88.216M,54.179M,3.265T,33.39,-0.03%
PLTR,Palantir Technologies Inc.,182.20,+2.66,+1.48%,77.004M,77.098M,432.24B,587.74,+513.18%
SNAP,Snap Inc.,7.54,-0.24,-3.08%,73.093M,37.608M,12.741B,--,-12.98%
HL,Hecla Mining Company,7.22,+1.11,+18.17%,67.654M,20.654M,4.567B,60.17,+21.96%
F,Ford Motor Company,11.28,+0.07,+0.62%,71.514M,86.892M,44.893B,14.46,+10.66%
BMNR,"Bitmine Immersion Technologies, Inc.",41.28,+2.81,+7.30%,64.776M,21.289M,4.636B,--,+396.39%
TSLA,"Tesla, Inc.",322.27,+2.36,+0.74%,65.363M,106.911M,1.039T,189.57,+60.89%
QBTS,D-Wave Quantum Inc.,17.17,-0.41,-2.33%,65.203M,71.6M,5.365B,--,"+2,097.50%"
LCID,"Lucid Group, Inc.",2.1700,-0.0150,-0.69%,57.604M,150.82M,6.667B,--,-30.63%
WBD,"Warner Bros. Discovery, Inc.",11.86,-0.95,-7.38%,56.052M,59.498M,29.342B,--,+82.19%
BBD,Banco Bradesco S.A.,2.8900,+0.0400,+1.40%,51.834M,41.763M,28.482B,8.50,+10.89%
SOFI,"SoFi Technologies, Inc.",22.08,+0.62,+2.89%,52.373M,71.614M,26.412B,44.16,+223.19%
RUN,Sunrun Inc.,12.00,+2.93,+32.30%,48.133M,24.012M,2.742B,--,-51.83%
AAL,American Airlines Group Inc.,11.73,-0.01,-0.09%,46.889M,61.704M,7.74B,13.96,+18.71%
FTNT,"Fortinet, Inc.",75.30,-21.28,-22.03%,47.239M,4.606M,57.636B,30.99,+40.62%
PTON,"Peloton Interactive, Inc.",7.11,+0.04,+0.57%,43.967M,14.238M,2.834B,--,+137.25%
NBIS,Nebius Group N.V.,65.31,+10.22,+18.55%,43.869M,13.5M,15.59B,--,+175.45%
HOOD,"Robinhood Markets, Inc.",111.23,+5.58,+5.28%,44.002M,44.275M,98.847B,56.46,+495.88%
JOBY,"Joby Aviation, Inc.",17.25,-1.68,-8.87%,41.443M,32.105M,14.516B,--,+264.04%
