Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
PROK,ProKidney Corp.,4.1800,+3.5735,+589.20%,309.199M,1.137M,12.487B,--,-75.72%
LCID,"Lucid Group, Inc.",2.3152,+0.2052,+9.70%,181.227M,128.196M,7.062B,--,-31.72%
SOUN,"SoundHound AI, Inc.",12.71,+1.33,+11.69%,106.643M,31.542M,5.106B,--,+174.88%
NVDA,NVIDIA Corporation,159.55,+1.31,+0.83%,102.095M,227.563M,3.891T,51.47,+20.44%
SOFI,"SoFi Technologies, Inc.",19.73,+0.49,+2.55%,96.829M,66.401M,21.809B,45.88,+201.57%
INTC,Intel Corporation,23.59,+1.59,+7.23%,90.2M,86.428M,102.9B,--,-36.40%
TSLA,"Tesla, Inc.",299.54,+5.60,+1.90%,76.034M,116.733M,964.794B,170.19,+12.05%
BAC,Bank of America Corporation,47.38,-1.28,-2.62%,65.397M,43.633M,356.898B,14.14,+17.48%
NU,Nu Holdings Ltd.,13.51,+0.15,+1.12%,65.111M,60.076M,65.178B,30.70,+1.60%
QS,QuantumScape Corporation,8.12,+1.11,+15.84%,63.442M,20.671M,4.539B,--,+32.26%
F,Ford Motor Company,11.69,+0.10,+0.91%,55.101M,106.991M,46.506B,9.36,-10.16%
WBD,"Warner Bros. Discovery, Inc.",11.26,+0.23,+2.13%,51.821M,46.966M,27.846B,--,+50.14%
HOOD,"Robinhood Markets, Inc.",91.57,-1.89,-2.02%,50.463M,44.122M,80.804B,52.33,+313.54%
PLTR,Palantir Technologies Inc.,139.19,+0.07,+0.05%,50.2M,95.282M,328.476B,579.96,+407.92%
AAL,American Airlines Group Inc.,11.56,-0.03,-0.22%,42.247M,59.671M,7.627B,11.56,+5.56%
RXRX,"Recursion Pharmaceuticals, Inc.",5.46,+0.53,+10.72%,41.008M,25.813M,2.219B,--,-33.74%
BTG,B2Gold Corp.,3.5300,-0.1500,-4.09%,39.931M,52.388M,4.677B,--,+31.90%
