Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
LCID,"Lucid Group, Inc.",2.0550,-0.0550,-2.61%,192.299M,127.93M,6.268B,--,-23.27%
NVDA,NVIDIA Corporation,153.13,-4.86,-3.08%,165.08M,248.597M,3.734T,49.40,+28.79%
TSLA,"Tesla, Inc.",301.08,-16.58,-5.22%,122.602M,121.867M,969.767B,172.05,+37.36%
F,Ford Motor Company,11.33,+0.48,+4.43%,114.966M,115.274M,45.055B,9.06,-15.70%
HOOD,"Robinhood Markets, Inc.",91.80,-1.83,-1.95%,109.781M,43.229M,81.007B,52.46,+316.87%
SOFI,"SoFi Technologies, Inc.",17.40,-0.81,-4.45%,78.466M,66.835M,19.233B,40.47,+182.33%
PLTR,Palantir Technologies Inc.,129.74,-6.58,-4.82%,77.882M,99.903M,306.186B,564.11,+427.76%
NU,Nu Holdings Ltd.,13.49,-0.23,-1.68%,71.029M,61.906M,65.081B,30.66,+11.09%
WBD,"Warner Bros. Discovery, Inc.",10.86,-0.60,-5.19%,67.067M,47.095M,26.881B,--,+59.17%
AAPL,Apple Inc.,207.71,+2.54,+1.24%,63.367M,63.376M,3.102T,32.35,-6.86%
INTC,Intel Corporation,22.88,+0.48,+2.14%,62.84M,91.961M,99.803B,--,-27.90%
SNAP,Snap Inc.,9.45,+0.76,+8.77%,58.4M,38.855M,15.795B,--,-46.56%
QBTS,D-Wave Quantum Inc.,14.59,-0.06,-0.38%,47.283M,65.697M,4.557B,--,"+1,218.92%"
CNH,CNH Industrial N.V.,13.43,+0.47,+3.59%,46.514M,17.928M,16.774B,16.78,+32.92%
ACHR,Archer Aviation Inc.,9.91,-0.94,-8.62%,44.888M,33.643M,5.443B,--,+191.67%
AMD,"Advanced Micro Devices, Inc.",136.31,-5.59,-3.94%,44.782M,47.517M,221.013B,98.78,-13.64%
AAL,American Airlines Group Inc.,11.49,+0.27,+2.45%,42.232M,62.489M,7.581B,11.49,+1.54%
RIOT,"Riot Platforms, Inc.",11.30,-0.01,-0.04%,41.818M,34.689M,4.035B,--,+16.26%
