Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
WBA,"Walgreens Boots Alliance, Inc.",11.98,0.00,0.00%,451.754M,16.801M,10.369B,--,+29.51%
NVDA,NVIDIA Corporation,180.17,-1.43,-0.79%,278.311M,176.45M,4.394T,51.33,+50.93%
OPEN,Opendoor Technologies Inc.,4.2700,+0.2500,+6.22%,215.317M,242.308M,3.143B,--,+98.60%
LCID,"Lucid Group, Inc.",2.0700,-0.0100,-0.48%,83.042M,135.631M,6.36B,--,-48.51%
RGTI,"Rigetti Computing, Inc.",16.58,+1.19,+7.73%,74.38M,44.53M,5.375B,--,"+1,710.04%"
NIO,NIO Inc.,6.51,+0.17,+2.68%,71.835M,62.358M,14.569B,--,+61.14%
AAL,American Airlines Group Inc.,13.25,+0.12,+0.91%,66.544M,62.158M,8.743B,15.77,+24.76%
SOFI,"SoFi Technologies, Inc.",26.04,+1.08,+4.33%,66.934M,73.699M,31.182B,52.08,+225.91%
TSLA,"Tesla, Inc.",345.98,-3.62,-1.04%,66.972M,98.913M,1.116T,203.52,+61.59%
SOUN,"SoundHound AI, Inc.",12.53,+0.62,+5.21%,63.753M,44.371M,5.108B,--,+156.24%
NU,Nu Holdings Ltd.,14.77,+0.13,+0.89%,59.231M,63.982M,71.374B,31.43,-1.34%
SNAP,Snap Inc.,7.10,+0.11,+1.57%,53.603M,43.088M,11.998B,--,-23.98%
INTC,Intel Corporation,24.93,+0.08,+0.32%,59.469M,104.549M,109.118B,--,+13.11%
PLTR,Palantir Technologies Inc.,158.12,+1.40,+0.89%,57.504M,77.49M,375.114B,527.07,+402.29%
CRWV,"CoreWeave, Inc.",102.79,+5.86,+6.05%,44.926M,21.514M,50.22B,--,+156.98%
F,Ford Motor Company,11.71,-0.20,-1.68%,43.797M,79.115M,46.604B,15.01,+4.65%
SNOW,Snowflake Inc.,241.00,+40.61,+20.27%,41.149M,4.806M,80.412B,--,+110.98%
WULF,TeraWulf Inc.,9.44,+0.31,+3.40%,40.28M,54.575M,3.702B,--,+116.51%
RIOT,"Riot Platforms, Inc.",13.80,+0.25,+1.85%,37.246M,39.961M,5.101B,--,+83.27%
BBD,Banco Bradesco S.A.,3.1100,+0.0900,+2.98%,37.065M,36.289M,29.659B,9.15,+11.87%
MARA,"MARA Holdings, Inc.",15.96,+0.11,+0.69%,38.08M,46.472M,5.913B,8.58,-4.43%
BMNR,"Bitmine Immersion Technologies, Inc.",45.57,-0.46,-1.00%,37.236M,34.977M,7.906B,--,+488.00%
PFE,Pfizer Inc.,24.60,-0.47,-1.87%,43.301M,40.711M,139.865B,13.02,-15.20%
AMD,"Advanced Micro Devices, Inc.",168.58,+1.45,+0.87%,35.53M,56.609M,273.578B,100.95,+13.48%
IQ,"iQIYI, Inc.",2.5100,+0.1500,+6.36%,34.43M,21.688M,2.417B,251.00,+16.74%
ABEV,Ambev S.A.,2.2300,+0.0200,+0.90%,30.672M,29.971M,34.862B,13.12,-1.76%
WBD,"Warner Bros. Discovery, Inc.",12.06,-0.09,-0.78%,30.634M,60.8M,29.845B,38.89,+53.83%
QBTS,D-Wave Quantum Inc.,15.92,+0.69,+4.53%,30.486M,46.388M,5.445B,--,"+1,476.24%"
APLD,Applied Digital Corporation,16.60,-0.10,-0.60%,31.027M,48.889M,4.35B,--,+354.79%
ITUB,Itaú Unibanco Holding S.A.,7.11,+0.15,+2.16%,29.888M,28.642M,70.351B,9.61,+19.95%
RIVN,"Rivian Automotive, Inc.",13.64,+0.42,+3.18%,30.954M,34.017M,16.551B,--,-3.47%
AAPL,Apple Inc.,232.56,+2.07,+0.90%,37.893M,54.441M,3.451T,35.34,+1.55%
INFY,Infosys Limited,17.00,-0.36,-2.07%,28.336M,15.214M,70.937B,22.08,-26.98%
VALE,Vale S.A.,10.25,0.00,0.00%,26.182M,41.892M,43.755B,8.40,-2.57%
PSLV,Sprott Physical Silver Trust,13.25,+0.20,+1.53%,25.284M,27.164M,7.352B,5.81,+34.93%
MRVL,"Marvell Technology, Inc.",77.23,+2.44,+3.26%,30.042M,19.371M,66.588B,--,+1.30%
AMZN,"Amazon.com, Inc.",231.60,+2.48,+1.08%,29.254M,41.743M,2.47T,35.36,+29.75%
IREN,IREN Limited,23.04,+0.69,+3.06%,26.842M,25.028M,5.573B,--,+191.28%
SBET,"SharpLink Gaming, Inc.",18.46,-0.81,-4.20%,25.113M,37.801M,3.117B,--,+126.23%
RIG,Transocean Ltd.,3.1000,-0.0700,-2.21%,24.222M,33.99M,2.924B,--,-34.60%
GOOGL,Alphabet Inc.,211.64,+4.16,+2.01%,32.121M,37.11M,2.564T,22.56,+29.54%
QUBT,Quantum Computing Inc.,16.10,+1.29,+8.71%,24.433M,24.162M,2.574B,--,"+2,388.41%"
JOBY,"Joby Aviation, Inc.",14.27,-0.14,-0.97%,23.521M,33.845M,12.215B,--,+185.40%
HOOD,"Robinhood Markets, Inc.",103.69,+0.77,+0.75%,25.951M,44.93M,92.147B,52.63,+415.36%
BAC,Bank of America Corporation,50.49,+0.11,+0.22%,23.128M,38.803M,373.977B,14.81,+23.90%
BTG,B2Gold Corp.,4.0400,-0.0200,-0.49%,23.499M,39.764M,5.345B,--,+44.29%
KEY,KeyCorp,19.35,-0.04,-0.21%,22.461M,22.882M,21.218B,--,+13.42%
HPE,Hewlett Packard Enterprise Company,23.16,+0.43,+1.89%,24.848M,18.402M,30.391B,22.27,+19.57%
LUMN,"Lumen Technologies, Inc.",5.02,-0.25,-4.74%,21.484M,11.678M,5.151B,--,-4.38%
CMCSA,Comcast Corporation,33.57,-0.24,-0.71%,21.383M,20.996M,123.947B,5.57,-15.16%
AMCR,Amcor plc,8.55,+0.04,+0.47%,21.096M,25.752M,19.707B,26.72,-25.26%
HBAN,Huntington Bancshares Incorporated,17.80,0.00,0.00%,20.291M,31.119M,25.969B,13.28,+18.90%
HPQ,HP Inc.,28.35,+1.24,+4.57%,20.135M,8.602M,26.499B,10.31,-21.64%
CX,"CEMEX, S.A.B. de C.V.",9.04,+0.11,+1.23%,20.101M,12.614M,13.116B,14.82,+47.47%
SMCI,"Super Micro Computer, Inc.",43.97,-0.79,-1.76%,21.914M,37.615M,26.242B,26.17,+0.46%
PSTG,"Pure Storage, Inc.",80.54,+19.68,+32.34%,20.353M,2.725M,26.323B,196.44,+57.03%
CIFR,Cipher Mining Inc.,7.02,+0.03,+0.43%,19.83M,31.899M,2.761B,--,+100.00%
RF,Regions Financial Corporation,27.33,-0.08,-0.29%,18.289M,13.16M,24.387B,12.77,+16.70%
AGNC,AGNC Investment Corp.,9.79,-0.01,-0.10%,18.235M,20.832M,10.199B,32.63,-4.11%
T,AT&T Inc.,28.94,-0.12,-0.41%,18.056M,31.528M,206.932B,16.54,+45.43%
KDP,Keurig Dr Pepper Inc.,29.29,-0.43,-1.45%,20.925M,11.908M,39.789B,25.92,-19.99%
GAP,"The Gap, Inc.",21.68,-0.62,-2.78%,22.348M,9.78M,8.088B,9.43,-3.34%
DNB,"Dun & Bradstreet Holdings, Inc.",9.15,+0.04,+0.44%,17.827M,4.192M,4.083B,--,-23.75%
AG,First Majestic Silver Corp.,8.96,-0.12,-1.32%,17.313M,21.206M,4.377B,--,+60.29%
BBWI,"Bath & Body Works, Inc.",29.36,-2.18,-6.91%,17.266M,5.44M,6.213B,8.79,-4.55%
JD,"JD.com, Inc.",30.39,-0.43,-1.40%,18.223M,9.67M,43.093B,8.51,+12.56%
HIMS,"Hims & Hers Health, Inc.",44.12,+0.11,+0.25%,17.72M,38.558M,9.972B,55.85,+199.52%
OKLO,Oklo Inc.,77.89,+4.69,+6.41%,17.253M,18.947M,11.497B,--,"+1,204.69%"
