Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
WBA,"Walgreens Boots Alliance, Inc.",11.98,+0.06,+0.50%,451.754M,16.94M,10.369B,--,+29.51%
OPEN,Opendoor Technologies Inc.,4.0200,-0.6800,-14.47%,291.884M,240.002M,2.959B,--,+91.43%
NVDA,NVIDIA Corporation,181.60,-0.17,-0.09%,181.181M,177.79M,4.429T,58.39,+54.43%
PSNYW,Polestar Automotive Holding UK PLC,0.4700,+0.3100,+193.75%,126.196M,2.087M,2.755B,--,+248.66%
NIO,NIO Inc.,6.34,-0.36,-5.37%,82.785M,61.537M,14.884B,--,+60.91%
INTC,Intel Corporation,24.85,+0.50,+2.05%,86.968M,104.647M,108.768B,--,+23.45%
PLTR,Palantir Technologies Inc.,156.72,-4.15,-2.58%,68.875M,77.485M,371.793B,522.40,+405.55%
BMNR,"Bitmine Immersion Technologies, Inc.",46.03,-3.92,-7.85%,64.66M,34.923M,7.986B,--,+493.94%
TSLA,"Tesla, Inc.",349.60,-2.07,-0.59%,63.613M,99.23M,1.128T,208.10,+69.48%
LCID,"Lucid Group, Inc.",2.0800,-0.0300,-1.42%,57.936M,138.462M,6.391B,--,-47.47%
AAL,American Airlines Group Inc.,13.13,-0.02,-0.15%,52.926M,62.069M,8.664B,15.63,+26.37%
SOUN,"SoundHound AI, Inc.",11.91,-0.11,-0.92%,49.506M,43.944M,4.856B,--,+146.07%
SOFI,"SoFi Technologies, Inc.",24.96,-0.66,-2.58%,51.753M,73.409M,29.888B,49.92,+210.83%
MARA,"MARA Holdings, Inc.",15.85,+0.01,+0.06%,49.359M,46.29M,5.872B,8.52,-6.71%
RGTI,"Rigetti Computing, Inc.",15.39,+0.09,+0.59%,43.679M,44.086M,4.989B,--,"+1,646.88%"
WBD,"Warner Bros. Discovery, Inc.",12.15,+0.35,+2.97%,44.453M,61.013M,30.081B,39.19,+57.18%
NU,Nu Holdings Ltd.,14.64,+0.40,+2.81%,41.611M,64.029M,70.746B,31.15,+2.88%
ITUB,Itaú Unibanco Holding S.A.,6.96,+0.16,+2.35%,38.425M,28.759M,70.351B,9.41,+16.18%
BAC,Bank of America Corporation,50.38,+0.13,+0.26%,37.609M,38.733M,373.162B,14.77,+25.42%
RIVN,"Rivian Automotive, Inc.",13.22,+0.01,+0.08%,38.206M,33.915M,16.042B,--,-6.17%
F,Ford Motor Company,11.91,+0.07,+0.59%,36.298M,79.971M,47.4B,15.27,+7.20%
PSNY,Polestar Automotive Holding UK PLC,1.3000,+0.1900,+17.12%,36.203M,3.556M,2.755B,--,+21.50%
KDP,Keurig Dr Pepper Inc.,29.72,+0.77,+2.66%,41.342M,11.755M,40.373B,26.30,-17.83%
ABEV,Ambev S.A.,2.2100,+0.0100,+0.45%,34.046M,29.852M,34.862B,13.00,-3.07%
AMD,"Advanced Micro Devices, Inc.",167.13,+0.51,+0.31%,33.837M,56.516M,271.225B,100.08,+14.87%
COTY,Coty Inc.,4.2000,+0.5100,+13.82%,31.944M,9.491M,3.664B,--,-54.59%
HOOD,"Robinhood Markets, Inc.",102.92,-5.88,-5.40%,34.95M,44.853M,91.462B,52.24,+410.26%
PFE,Pfizer Inc.,25.07,+0.15,+0.60%,30.625M,40.423M,142.537B,13.26,-12.71%
SNAP,Snap Inc.,6.99,-0.03,-0.43%,29.476M,42.54M,11.812B,--,-24.19%
WULF,TeraWulf Inc.,9.13,-0.11,-1.19%,29.024M,54.425M,3.58B,--,+117.38%
RIOT,"Riot Platforms, Inc.",13.55,-0.14,-1.02%,28.916M,39.864M,5.008B,--,+76.43%
RIG,Transocean Ltd.,3.1700,+0.1300,+4.28%,26.717M,34.12M,2.99B,--,-33.12%
JOBY,"Joby Aviation, Inc.",14.41,-0.32,-2.17%,26.387M,34.168M,12.335B,--,+180.35%
ACHR,Archer Aviation Inc.,9.15,-0.12,-1.29%,26.29M,37.595M,5.902B,--,+158.47%
QBTS,D-Wave Quantum Inc.,15.23,-0.22,-1.42%,26.753M,46.927M,5.209B,--,"+1,423.00%"
CSX,CSX Corporation,32.54,+0.13,+0.40%,25.262M,19.773M,60.664B,19.96,-4.12%
AAPL,Apple Inc.,230.49,+1.18,+0.51%,30.134M,54.652M,3.421T,34.98,+0.30%
T,AT&T Inc.,29.06,+0.50,+1.75%,24.805M,31.568M,207.79B,16.61,+47.06%
HBAN,Huntington Bancshares Incorporated,17.80,+0.31,+1.77%,26.113M,31.236M,25.969B,13.28,+20.35%
KEY,KeyCorp,19.39,+0.09,+0.47%,24.172M,22.773M,21.262B,--,+14.87%
APLD,Applied Digital Corporation,16.70,+0.23,+1.40%,24.443M,48.79M,4.376B,--,+337.17%
RKT,"Rocket Companies, Inc.",18.08,-0.86,-4.54%,23.513M,18.201M,38.161B,--,-6.42%
BTG,B2Gold Corp.,4.0600,+0.0100,+0.25%,22.366M,40M,5.374B,--,+43.46%
NOK,Nokia Oyj,4.3200,+0.0300,+0.70%,21.344M,18.649M,23.238B,22.74,-3.57%
ELAN,Elanco Animal Health Incorporated,18.49,+0.59,+3.30%,21.066M,5.807M,9.186B,21.01,+20.93%
CIFR,Cipher Mining Inc.,6.99,-0.13,-1.83%,20.898M,31.866M,2.749B,--,+94.71%
