Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,177.87,-1.40,-0.78%,216.885M,192.763M,4.338T,57.38,+64.15%
APLD,Applied Digital Corporation,13.14,+3.11,+31.01%,137.591M,49.574M,2.957B,--,+123.39%
NIO,NIO Inc.,4.8700,+0.3600,+7.98%,130.593M,44.018M,11.107B,--,+11.08%
SOFI,"SoFi Technologies, Inc.",22.58,+0.71,+3.25%,118.034M,70.142M,25.141B,45.16,+205.45%
F,Ford Motor Company,11.07,+0.20,+1.84%,92.634M,90.321M,44.02B,8.86,+1.68%
AAL,American Airlines Group Inc.,11.49,-0.02,-0.17%,84.606M,61.023M,7.581B,13.68,+13.51%
TSLA,"Tesla, Inc.",308.27,-10.77,-3.38%,84.232M,108.001M,994.309B,182.41,+47.12%
AMZN,"Amazon.com, Inc.",234.11,+3.92,+1.70%,95.98M,41.276M,2.485T,38.07,+25.06%
GRAB,Grab Holdings Limited,4.8900,-0.4000,-7.56%,78.305M,36.63M,20.166B,489.00,+63.27%
INTC,Intel Corporation,19.80,-0.54,-2.65%,85.516M,80.688M,86.665B,--,-29.98%
ABEV,Ambev S.A.,2.1800,-0.1200,-5.22%,70.649M,29.233M,34.873B,13.63,+12.20%
AMD,"Advanced Micro Devices, Inc.",176.31,-3.20,-1.78%,71.031M,49.993M,285.869B,129.64,+35.44%
LCID,"Lucid Group, Inc.",2.4600,-0.0400,-1.60%,64.297M,152.635M,7.558B,--,-23.55%
