Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,3.6100,-0.1700,-4.50%,286.59M,204.908M,2.657B,--,+94.34%
INTC,Intel Corporation,25.71,+2.05,+8.66%,241.464M,94.398M,112.533B,--,+12.72%
NVDA,NVIDIA Corporation,176.96,-5.04,-2.77%,129.044M,181.273M,4.316T,57.27,+43.03%
PLTR,Palantir Technologies Inc.,157.70,-16.33,-9.38%,98.741M,72.849M,374.118B,525.67,+438.46%
WULF,TeraWulf Inc.,8.81,-0.57,-6.10%,85.632M,53.597M,3.454B,--,+97.89%
NIO,NIO Inc.,5.08,+0.21,+4.31%,75.367M,51.019M,11.472B,--,+26.49%
TSLA,"Tesla, Inc.",329.35,-5.81,-1.73%,59.315M,102.373M,1.062T,196.04,+51.59%
SOFI,"SoFi Technologies, Inc.",23.31,-0.92,-3.82%,57.07M,70.299M,27.907B,46.61,+228.77%
VKTX,"Viking Therapeutics, Inc.",24.67,-17.42,-41.39%,56.053M,3.857M,2.774B,--,-36.36%
AMD,"Advanced Micro Devices, Inc.",167.63,-8.51,-4.83%,49.77M,55.271M,272.037B,100.38,+12.62%
NU,Nu Holdings Ltd.,13.21,-0.12,-0.90%,48.932M,64.041M,63.835B,28.11,-7.75%
LCID,"Lucid Group, Inc.",2.1299,-0.0501,-2.30%,46.936M,142.976M,6.544B,--,-32.72%
AAL,American Airlines Group Inc.,13.15,-0.02,-0.19%,44.742M,61.306M,8.673B,15.65,+27.99%
F,Ford Motor Company,11.52,+0.06,+0.52%,41.939M,83.959M,45.848B,14.77,+7.30%
BMNR,"Bitmine Immersion Technologies, Inc.",48.26,-6.61,-12.04%,40.126M,32.064M,8.374B,--,+608.00%
HOOD,"Robinhood Markets, Inc.",109.35,-5.67,-4.93%,38.309M,43.99M,97.172B,55.51,+480.03%
SOUN,"SoundHound AI, Inc.",13.40,-1.42,-9.62%,35.251M,42.801M,5.461B,--,+188.33%
RIVN,"Rivian Automotive, Inc.",12.10,-0.31,-2.51%,34.784M,32.535M,14.681B,--,-5.98%
SNAP,Snap Inc.,7.22,-0.12,-1.57%,29.695M,39.933M,12.209B,--,-22.49%
AUR,"Aurora Innovation, Inc.",5.98,-0.46,-7.14%,29.857M,22.122M,11.035B,--,+74.05%
RGTI,"Rigetti Computing, Inc.",15.12,-1.51,-9.07%,29.36M,50.272M,4.902B,--,"+1,889.23%"
MARA,"MARA Holdings, Inc.",15.15,-0.94,-5.87%,28.131M,46.726M,5.611B,8.14,-2.01%
QBTS,D-Wave Quantum Inc.,15.43,-1.13,-6.83%,25.313M,62.26M,5.277B,--,"+1,644.99%"
OSCR,"Oscar Health, Inc.",16.72,+0.07,+0.39%,24.787M,25.827M,4.322B,--,-3.53%
PCG,PG&E Corporation,15.53,+0.43,+2.88%,24.714M,27.615M,34.143B,14.38,-18.95%
ITUB,Itaú Unibanco Holding S.A.,6.66,-0.31,-4.45%,24.301M,29.707M,67.537B,9.00,+12.25%
TGNA,TEGNA Inc.,21.01,+0.83,+4.11%,23.677M,1.818M,3.38B,7.64,+47.19%
IQ,"iQIYI, Inc.",2.3050,-0.0250,-1.07%,22.884M,21.223M,2.22B,57.63,-23.86%
APLD,Applied Digital Corporation,15.33,-1.01,-6.18%,22.432M,50.101M,4.009B,--,+305.46%
PANW,"Palo Alto Networks, Inc.",181.76,+5.59,+3.17%,21.925M,7.379M,121.404B,113.60,-4.26%
RIOT,"Riot Platforms, Inc.",11.85,-0.47,-3.86%,21.779M,39.399M,4.378B,--,+53.23%
AAPL,Apple Inc.,230.22,-0.67,-0.29%,21.487M,56.452M,3.417T,34.99,+1.93%
IREN,IREN Limited,18.99,-1.72,-8.28%,20.86M,24.061M,4.593B,--,+154.67%
ACHR,Archer Aviation Inc.,9.38,-0.47,-4.81%,20.664M,38.578M,6.048B,--,+172.10%
BBD,Banco Bradesco S.A.,2.8750,-0.1450,-4.80%,20.576M,37.942M,27.737B,8.46,+4.50%
ABEV,Ambev S.A.,2.1650,-0.0250,-1.14%,20.54M,29.979M,34.291B,12.74,-7.59%
CSX,CSX Corporation,36.35,+0.35,+0.99%,20.059M,17.287M,67.757B,22.30,+7.18%
PSLV,Sprott Physical Silver Trust,12.65,-0.24,-1.86%,19.819M,27.558M,6.665B,4.16,+28.00%
GRAB,Grab Holdings Limited,5.08,-0.02,-0.39%,19.313M,36.831M,20.709B,254.01,+57.89%
NVO,Novo Nordisk A/S,54.21,+0.46,+0.85%,19.257M,14.8M,227.932B,13.86,-60.42%
SMCI,"Super Micro Computer, Inc.",43.90,-1.96,-4.26%,19.072M,39.861M,26.203B,26.13,-24.93%
WBD,"Warner Bros. Discovery, Inc.",11.55,-0.27,-2.33%,18.468M,60.979M,28.583B,37.24,+52.12%
RKLB,Rocket Lab Corporation,41.38,-3.60,-7.99%,18.238M,22.797M,19.96B,--,+576.24%
PFE,Pfizer Inc.,25.27,+0.20,+0.82%,18.205M,41.068M,143.702B,13.37,-13.25%
UNH,UnitedHealth Group Incorporated,302.50,-5.99,-1.94%,18.037M,17.62M,273.963B,13.09,-46.87%
BTG,B2Gold Corp.,3.7400,-0.1500,-3.86%,17.69M,42.746M,4.948B,--,+36.97%
JOBY,"Joby Aviation, Inc.",15.02,-1.04,-6.48%,17.635M,33.785M,12.857B,--,+218.02%
QS,QuantumScape Corporation,7.95,-0.85,-9.60%,17.389M,42.475M,4.503B,--,+50.68%
AMZN,"Amazon.com, Inc.",228.03,-3.46,-1.49%,17.268M,42.46M,2.432T,34.81,+29.41%
BAC,Bank of America Corporation,47.94,+0.02,+0.03%,16.716M,38.854M,355.052B,14.06,+23.86%
XPEV,XPeng Inc.,20.75,+0.85,+4.30%,16.137M,6.99M,19.921B,--,+193.94%
VALE,Vale S.A.,9.70,-0.11,-1.07%,15.658M,42.803M,41.606B,7.95,-5.49%
AMCR,Amcor plc,8.52,+0.04,+0.47%,15.121M,26.261M,19.637B,26.63,-21.41%
HIMS,"Hims & Hers Health, Inc.",42.76,-2.34,-5.19%,15.115M,39.544M,9.665B,54.13,+172.84%
RXRX,"Recursion Pharmaceuticals, Inc.",5.15,-0.37,-6.70%,15.073M,27.918M,2.236B,--,-22.91%
PBR,Petróleo Brasileiro S.A. - Petrobras,11.82,-0.30,-2.51%,15.044M,22.884M,73.303B,5.52,-19.15%
GOOGL,Alphabet Inc.,200.99,-2.51,-1.23%,14.723M,39.365M,2.435T,21.43,+21.73%
UBER,"Uber Technologies, Inc.",94.97,+0.99,+1.05%,13.8M,19.828M,198.052B,16.18,+28.20%
RUN,Sunrun Inc.,15.12,-0.38,-2.42%,13.639M,24.719M,3.49B,--,-18.81%
NOK,Nokia Oyj,4.2200,-0.0300,-0.71%,13.523M,18.676M,22.7B,22.21,+2.41%
IONQ,"IonQ, Inc.",37.08,-3.15,-7.82%,13.125M,23.803M,11.008B,--,+457.98%
HL,Hecla Mining Company,7.47,-0.28,-3.68%,13.064M,21.625M,5.001B,46.66,+28.95%
KEY,KeyCorp,18.08,-0.10,-0.58%,13.114M,21.33M,19.82B,--,+9.12%
MDT,Medtronic plc,89.56,-3.25,-3.50%,12.671M,7.901M,114.75B,24.81,+8.70%
HBAN,Huntington Bancshares Incorporated,16.61,-0.07,-0.44%,12.715M,31.213M,24.226B,12.39,+20.00%
RKT,"Rocket Companies, Inc.",18.28,+0.45,+2.55%,12.077M,17.164M,38.594B,--,-7.62%
XP,XP Inc.,16.19,-1.31,-7.48%,12.053M,5.765M,8.531B,10.12,-10.49%
MSFT,Microsoft Corporation,510.50,-6.60,-1.28%,12.011M,19.495M,3.795T,37.40,+21.73%
UEC,Uranium Energy Corp.,9.72,-0.89,-8.35%,12.189M,15.014M,4.317B,--,+111.16%
AVGO,Broadcom Inc.,294.77,-10.99,-3.59%,11.91M,20.441M,1.386T,107.19,+84.25%
KGC,Kinross Gold Corporation,18.75,-0.63,-3.25%,11.871M,19.657M,22.855B,15.12,+106.17%
ET,Energy Transfer LP,17.33,-0.01,-0.03%,11.473M,13.039M,59.506B,13.44,+7.97%
MSTR,Strategy Inc,336.70,-26.90,-7.40%,11.041M,11.719M,95.472B,23.63,+171.97%
AG,First Majestic Silver Corp.,8.45,-0.35,-3.92%,10.794M,22.048M,4.131B,--,+52.78%
CSCO,"Cisco Systems, Inc.",66.93,-0.01,-0.02%,10.605M,20.343M,265.063B,25.65,+33.26%
CMG,"Chipotle Mexican Grill, Inc.",43.08,-0.31,-0.70%,10.58M,15.967M,57.758B,38.12,-16.48%
CNC,Centene Corporation,29.22,+0.23,+0.78%,10.491M,14.292M,14.348B,7.09,-62.91%
FTNT,"Fortinet, Inc.",77.35,-3.41,-4.22%,10.265M,6.088M,59.271B,30.82,+6.87%
T,AT&T Inc.,28.97,+0.05,+0.16%,10.22M,31.438M,207.111B,16.55,+48.38%
NGD,New Gold Inc.,5.12,-0.08,-1.46%,9.881M,19.95M,4.065B,25.62,+95.49%
NBIS,Nebius Group N.V.,68.13,-4.41,-6.08%,9.869M,14.377M,16.255B,75.66,+262.70%
EQX,Equinox Gold Corp.,7.66,-0.31,-3.87%,9.836M,15.098M,5.832B,--,+40.07%
RF,Regions Financial Corporation,25.70,+0.01,+0.06%,9.802M,11.798M,22.937B,12.01,+17.63%
STR,Sitio Royalties Corp.,18.12,-0.18,-0.98%,15.913M,1.638M,2.735B,41.18,-17.64%
UAA,"Under Armour, Inc.",5.12,-0.05,-0.87%,9.657M,12.193M,2.175B,23.30,-38.38%
BE,Bloom Energy Corporation,42.91,-3.59,-7.72%,9.581M,8.08M,10.041B,390.09,+304.00%
CORZ,"Core Scientific, Inc.",14.35,-0.18,-1.24%,9.603M,19.135M,4.384B,--,+43.29%
TEM,"Tempus AI, Inc.",75.89,-2.56,-3.26%,9.471M,12.042M,13.189B,35.31,+33.62%
CLSK,"CleanSpark, Inc.",9.40,-0.44,-4.46%,9.405M,26.138M,2.643B,10.93,-15.61%
WMT,Walmart Inc.,101.28,+0.58,+0.57%,9.338M,15.376M,808.257B,43.28,+35.10%
AS,"Amer Sports, Inc.",35.71,-1.79,-4.77%,9.252M,4.279M,19.804B,96.51,+175.13%
