Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,5.13,+0.04,+0.79%,297.34M,254.242M,3.775B,--,+165.10%
NVDA,NVIDIA Corporation,170.62,-0.12,-0.07%,161.229M,174.746M,4.154T,48.47,+60.79%
GOOGL,Alphabet Inc.,230.66,+19.31,+9.14%,101.855M,36.908M,2.793T,24.59,+35.09%
SNAP,Snap Inc.,7.25,-0.08,-1.09%,90.904M,45.511M,12.251B,--,-16.61%
NIO,NIO Inc.,6.32,-0.26,-3.95%,86.084M,64.215M,14.123B,--,+55.19%
TSLA,"Tesla, Inc.",334.09,+4.73,+1.44%,88.17M,97.845M,1.078T,198.86,+50.11%
AAL,American Airlines Group Inc.,13.44,+0.05,+0.37%,82.382M,63.236M,8.868B,16.00,+25.96%
RIVN,"Rivian Automotive, Inc.",14.44,+0.57,+4.11%,76.503M,34.573M,17.522B,--,+4.44%
WBD,"Warner Bros. Discovery, Inc.",11.92,+0.30,+2.58%,74.144M,61.47M,29.511B,38.45,+58.74%
DNN,Denison Mines Corp.,2.3500,+0.0700,+3.07%,66.551M,100.048M,2.107B,--,+49.02%
GOOG,Alphabet Inc.,231.10,+19.11,+9.01%,70.466M,24.465M,2.79T,24.66,+34.33%
SOUN,"SoundHound AI, Inc.",12.74,-0.68,-5.07%,64.122M,46.538M,5.194B,--,+198.89%
PLTR,Palantir Technologies Inc.,154.90,-2.20,-1.40%,65.35M,74.551M,367.475B,516.33,+413.53%
ABEV,Ambev S.A.,2.1500,-0.0400,-1.83%,59.824M,30.413M,34.64B,12.65,-5.60%
AAPL,Apple Inc.,238.47,+8.75,+3.81%,65.994M,54.2M,3.539T,36.19,+4.02%
MARA,"MARA Holdings, Inc.",15.89,-0.17,-1.06%,56.368M,47.242M,5.887B,8.54,+7.93%
BTG,B2Gold Corp.,4.1200,-0.1500,-3.51%,52.574M,39.215M,5.451B,--,+61.13%
M,"Macy's, Inc.",16.28,+2.79,+20.68%,46.701M,7.214M,4.421B,8.22,-11.83%
LYFT,"Lyft, Inc.",16.92,+0.12,+0.71%,49.769M,16.624M,6.877B,73.57,+48.15%
PSNYW,Polestar Automotive Holding UK PLC,0.3333,+0.0205,+6.55%,45.545M,2.281M,2.959B,--,+59.47%
SOFI,"SoFi Technologies, Inc.",24.49,-0.42,-1.69%,47.945M,74.276M,29.326B,48.98,+233.02%
CIFR,Cipher Mining Inc.,8.11,-0.21,-2.52%,43.428M,33.494M,3.19B,--,+179.66%
F,Ford Motor Company,11.62,-0.10,-0.85%,47.591M,74.87M,46.246B,14.90,+7.03%
INTC,Intel Corporation,24.00,-0.21,-0.87%,47.083M,103.959M,105.048B,--,+24.60%
RIOT,"Riot Platforms, Inc.",13.45,-0.64,-4.54%,40.71M,40.155M,4.971B,--,+105.69%
BMNR,"Bitmine Immersion Technologies, Inc.",44.86,+2.37,+5.58%,40.037M,34.987M,7.783B,--,+448.26%
JOBY,"Joby Aviation, Inc.",13.04,-0.34,-2.54%,37.364M,33.815M,11.162B,--,+174.18%
PSLV,Sprott Physical Silver Trust,13.86,+0.14,+1.02%,35.874M,26.904M,7.691B,6.08,+43.07%
NU,Nu Holdings Ltd.,14.90,+0.04,+0.27%,34.232M,64.166M,72.002B,31.70,+4.35%
WULF,TeraWulf Inc.,8.98,-0.65,-6.75%,34.758M,54.925M,3.522B,--,+146.29%
KDP,Keurig Dr Pepper Inc.,29.09,+0.18,+0.62%,36.903M,12.195M,39.517B,25.74,-22.35%
RKLB,Rocket Lab Corporation,43.53,-5.78,-11.72%,32.899M,23.655M,20.999B,--,+677.76%
KO,The Coca-Cola Company,68.99,-0.07,-0.10%,31.519M,15.311M,296.91B,24.46,-4.82%
IREN,IREN Limited,28.21,-0.90,-3.09%,32.748M,26.925M,7.673B,72.33,+333.18%
SMR,NuScale Power Corporation,40.42,+3.18,+8.54%,31.235M,13.294M,5.412B,--,+362.61%
QBTS,D-Wave Quantum Inc.,15.30,-0.55,-3.47%,30.676M,44.801M,5.233B,--,"+1,606.14%"
MRVL,"Marvell Technology, Inc.",62.31,-2.29,-3.54%,33.39M,20.462M,53.717B,--,-8.85%
SBET,"SharpLink Gaming, Inc.",16.82,-0.16,-0.94%,29.673M,38.776M,3.008B,--,+111.19%
HIMS,"Hims & Hers Health, Inc.",44.46,+2.93,+7.06%,28.794M,36.573M,10.049B,56.28,+184.26%
HPE,Hewlett Packard Enterprise Company,22.82,+0.14,+0.62%,32.314M,18.355M,29.945B,21.94,+20.83%
AMD,"Advanced Micro Devices, Inc.",162.13,-0.19,-0.12%,29.475M,57.02M,263.111B,97.08,+15.23%
KEY,KeyCorp,18.95,-0.01,-0.05%,27.608M,23.352M,20.779B,--,+15.19%
BAC,Bank of America Corporation,50.06,-0.36,-0.71%,27.343M,38.764M,370.792B,14.68,+24.49%
PFE,Pfizer Inc.,24.79,-0.19,-0.76%,27.115M,40.672M,140.945B,13.12,-12.01%
NOK,Nokia Oyj,4.3800,+0.1500,+3.55%,26.339M,18.706M,23.79B,23.05,-3.42%
RGTI,"Rigetti Computing, Inc.",15.04,-0.48,-3.09%,26.974M,44.935M,4.875B,--,"+1,758.68%"
HL,Hecla Mining Company,8.98,+0.06,+0.67%,25.3M,22.116M,6.016B,56.12,+63.07%
AG,First Majestic Silver Corp.,9.47,-0.14,-1.46%,23.942M,20.987M,4.643B,--,+81.66%
ITUB,Itaú Unibanco Holding S.A.,6.94,-0.07,-1.00%,23.545M,28.481M,72.01B,9.38,+16.30%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.31,-0.10,-0.81%,23.745M,22.879M,76.617B,5.75,-17.32%
BBD,Banco Bradesco S.A.,3.0200,+0.0035,+0.12%,22.829M,34.463M,30.217B,8.88,+6.71%
HOOD,"Robinhood Markets, Inc.",100.82,-0.02,-0.02%,23.696M,44.91M,89.596B,51.18,+427.68%
T,AT&T Inc.,29.04,-0.04,-0.14%,22.774M,31.345M,207.647B,16.59,+41.37%
HBAN,Huntington Bancshares Incorporated,17.61,-0.07,-0.40%,24.893M,31.412M,25.691B,13.14,+20.03%
LCID,"Lucid Group, Inc.",16.78,-0.88,-4.95%,22.803M,13.332M,5.157B,--,-53.77%
GRAB,Grab Holdings Limited,4.9200,-0.0100,-0.20%,24.707M,36.702M,20.057B,246.00,+48.05%
RIG,Transocean Ltd.,2.9900,-0.0700,-2.29%,22.58M,33.213M,2.82B,--,-26.09%
AMZN,"Amazon.com, Inc.",225.99,+0.65,+0.29%,25.503M,41.627M,2.41T,34.45,+30.01%
IQ,"iQIYI, Inc.",2.7100,+0.0300,+1.12%,22.365M,22.121M,2.61B,271.00,+29.47%
KGC,Kinross Gold Corporation,21.82,+0.36,+1.68%,20.077M,18.61M,26.652B,17.60,+150.41%
PPBI,"Pacific Premier Bancorp, Inc.",24.49,0.00,0.00%,19.567M,1.317M,2.375B,17.13,-1.76%
CLSK,"CleanSpark, Inc.",9.44,-0.20,-2.07%,19.631M,23.979M,2.653B,10.98,+11.12%
VALE,Vale S.A.,10.21,+0.04,+0.39%,19.212M,41.6M,43.838B,8.37,+0.59%
SMCI,"Super Micro Computer, Inc.",40.10,-0.68,-1.67%,20.064M,37.645M,23.83B,23.87,-3.70%
CDE,"Coeur Mining, Inc.",13.97,+0.31,+2.27%,18.787M,12.896M,8.979B,34.92,+153.90%
INFY,Infosys Limited,16.64,-0.25,-1.48%,18.617M,15.435M,69.551B,21.61,-26.76%
RF,Regions Financial Corporation,26.94,+0.05,+0.19%,18.485M,13.554M,24.039B,12.59,+17.78%
OSCR,"Oscar Health, Inc.",17.68,+1.25,+7.61%,18.475M,26.836M,4.571B,--,-5.79%
KVUE,Kenvue Inc.,20.45,-0.33,-1.59%,18.445M,18.209M,39.245B,27.27,-7.69%
CRWV,"CoreWeave, Inc.",89.88,-3.46,-3.71%,18.627M,21.117M,43.913B,--,+133.35%
APLD,Applied Digital Corporation,14.38,-0.88,-5.77%,18.764M,43.755M,3.768B,--,+370.99%
RKT,"Rocket Companies, Inc.",17.88,+0.72,+4.20%,17.712M,18.665M,37.739B,--,-15.01%
AGNC,AGNC Investment Corp.,9.95,+0.19,+1.95%,19.114M,20.193M,10.365B,33.17,-4.03%
VZ,Verizon Communications Inc.,43.74,-0.06,-0.14%,17.413M,17.889M,184.422B,10.17,+5.59%
ACHR,Archer Aviation Inc.,8.39,-0.21,-2.44%,18.837M,37.74M,5.412B,--,+155.95%
B,Barrick Mining Corporation,27.12,+0.19,+0.71%,17.348M,14.043M,46.459B,17.06,+39.39%
BRKR,Bruker Corporation,29.35,-3.88,-11.68%,18.301M,2.947M,4.453B,56.44,-48.39%
AMCR,Amcor plc,8.35,-0.07,-0.83%,17.411M,25.31M,19.246B,26.09,-25.68%
AUR,"Aurora Innovation, Inc.",5.66,-0.14,-2.41%,17.667M,22.223M,10.445B,--,+38.42%
AVGO,Broadcom Inc.,302.39,+4.15,+1.39%,18.405M,20.359M,1.422T,110.36,+93.51%
KHC,The Kraft Heinz Company,26.93,+0.91,+3.50%,18.879M,15.335M,31.874B,--,-27.86%
FSM,Fortuna Mining Corp.,7.78,0.00,0.00%,15.912M,14M,2.391B,14.15,+83.49%
NCLH,Norwegian Cruise Line Holdings Ltd.,25.34,+0.62,+2.51%,15.477M,15.026M,11.452B,17.36,+42.97%
BABA,Alibaba Group Holding Limited,136.45,-2.10,-1.52%,15.523M,14.383M,325.297B,15.77,+68.00%
CPB,The Campbell's Company,33.73,+2.27,+7.22%,15.271M,5.947M,10.056B,22.49,-39.08%
DLTR,"Dollar Tree, Inc.",102.03,-9.32,-8.37%,15.724M,3.618M,21.293B,20.12,+75.19%
NGD,New Gold Inc.,6.16,+0.04,+0.65%,15.976M,17.841M,4.88B,30.80,+159.32%
EQX,Equinox Gold Corp.,9.11,-0.03,-0.33%,15.09M,15.292M,7.136B,--,+69.26%
QUBT,Quantum Computing Inc.,14.55,-0.50,-3.32%,15.253M,24.165M,2.326B,--,"+2,262.64%"
WMT,Walmart Inc.,99.44,+1.59,+1.62%,14.681M,16.352M,792.82B,37.52,+26.68%
CMCSA,Comcast Corporation,33.89,-0.24,-0.70%,17.244M,20.658M,125.129B,5.62,-11.74%
UEC,Uranium Energy Corp.,11.51,+0.53,+4.83%,13.586M,13.58M,5.114B,--,+129.23%
TOST,"Toast, Inc.",42.45,-1.34,-3.06%,13.88M,7.639M,24.748B,108.85,+81.55%
