Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,4.6000,+0.0600,+1.32%,344.784M,230.093M,3.385B,--,+90.76%
NIO,NIO Inc.,6.71,+0.62,+10.20%,112.631M,58.974M,16.689B,--,+52.25%
NVDA,NVIDIA Corporation,181.57,+1.74,+0.97%,88.97M,179.312M,4.428T,58.76,+40.15%
LCID,"Lucid Group, Inc.",2.1100,+0.0300,+1.44%,63.19M,138.71M,6.483B,--,-49.39%
PLTR,Palantir Technologies Inc.,160.18,+3.01,+1.92%,51.594M,77.383M,380.013B,533.95,+409.63%
SOUN,"SoundHound AI, Inc.",12.07,-0.03,-0.29%,45.32M,43.841M,4.923B,--,+144.65%
TSLA,"Tesla, Inc.",345.90,-0.70,-0.20%,44.802M,100.333M,1.116T,208.37,+65.67%
WBA,"Walgreens Boots Alliance, Inc.",11.97,-0.01,-0.04%,44.557M,8.636M,10.356B,--,+26.67%
SOFI,"SoFi Technologies, Inc.",26.08,-0.07,-0.29%,43.963M,72.175M,31.224B,52.15,+236.55%
INTC,Intel Corporation,24.18,-0.37,-1.51%,43.428M,103.79M,105.836B,--,+22.32%
AMD,"Advanced Micro Devices, Inc.",166.55,+3.19,+1.95%,38.871M,56.139M,270.284B,99.73,+8.54%
SATS,EchoStar Corporation,52.22,+22.34,+74.75%,38.47M,3.575M,15.023B,--,+52.68%
KDP,Keurig Dr Pepper Inc.,29.38,-1.73,-5.55%,38.43M,10.394M,39.904B,26.00,-14.49%
AAL,American Airlines Group Inc.,13.07,+0.07,+0.58%,37.323M,62.34M,8.627B,15.57,+27.83%
BMNR,"Bitmine Immersion Technologies, Inc.",49.58,-0.02,-0.04%,30.423M,34.18M,8.602B,--,+540.00%
MARA,"MARA Holdings, Inc.",15.78,+0.39,+2.50%,30.466M,46.659M,5.848B,8.49,-13.24%
UUUU,Energy Fuels Inc.,12.54,+1.61,+14.77%,30.136M,13.271M,2.896B,--,+124.90%
SNAP,Snap Inc.,7.01,+0.01,+0.14%,28.196M,41.914M,11.846B,--,-26.32%
F,Ford Motor Company,11.82,+0.00,+0.00%,27.531M,81.596M,47.042B,15.15,+6.10%
