Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,179.89,+0.47,+0.26%,119.834M,191.85M,4.387T,58.03,+70.93%
INTC,Intel Corporation,19.67,-0.74,-3.60%,106.204M,82.573M,86.117B,--,-0.39%
AMD,"Advanced Micro Devices, Inc.",171.79,+8.67,+5.32%,81.375M,52.914M,278.788B,103.49,+19.66%
AAPL,Apple Inc.,220.22,+6.94,+3.25%,67.66M,54.179M,3.268T,33.42,-0.03%
PLTR,Palantir Technologies Inc.,179.50,-0.04,-0.02%,63.699M,77.098M,425.836B,579.03,+513.18%
BMNR,"Bitmine Immersion Technologies, Inc.",40.64,+2.17,+5.64%,57.755M,21.289M,4.564B,--,+396.39%
QBTS,D-Wave Quantum Inc.,17.35,-0.23,-1.29%,56.026M,71.6M,5.422B,--,"+2,097.50%"
F,Ford Motor Company,11.19,-0.02,-0.22%,54.375M,86.892M,44.515B,14.34,+10.66%
SNAP,Snap Inc.,7.48,-0.30,-3.85%,54.066M,37.608M,12.64B,--,-12.98%
TSLA,"Tesla, Inc.",317.80,-2.11,-0.66%,52.672M,106.911M,1.025T,186.94,+60.89%
HL,Hecla Mining Company,7.24,+1.13,+18.49%,50.866M,20.654M,4.58B,60.33,+21.96%
LCID,"Lucid Group, Inc.",2.1657,-0.0193,-0.88%,47.841M,150.82M,6.654B,--,-30.63%
BBD,Banco Bradesco S.A.,2.8700,+0.0200,+0.70%,43.823M,41.763M,28.285B,8.44,+10.89%
SOFI,"SoFi Technologies, Inc.",21.91,+0.45,+2.07%,43.547M,71.614M,26.202B,43.81,+223.19%
WBD,"Warner Bros. Discovery, Inc.",11.94,-0.86,-6.72%,42.055M,59.498M,29.553B,--,+82.19%
RUN,Sunrun Inc.,11.93,+2.86,+31.48%,41.067M,24.012M,2.725B,--,-51.83%
NBIS,Nebius Group N.V.,65.15,+10.06,+18.26%,40.153M,13.5M,15.552B,--,+175.45%
FTNT,"Fortinet, Inc.",72.41,-24.17,-25.03%,38.154M,4.606M,55.422B,29.80,+40.62%
HOOD,"Robinhood Markets, Inc.",109.74,+4.09,+3.87%,37.859M,44.275M,97.523B,55.71,+495.88%
AAL,American Airlines Group Inc.,11.72,-0.02,-0.21%,37.637M,61.704M,7.73B,13.95,+18.71%
PTON,"Peloton Interactive, Inc.",7.12,+0.05,+0.77%,37.299M,14.238M,2.84B,--,+137.25%
JOBY,"Joby Aviation, Inc.",17.39,-1.54,-8.16%,36.853M,32.105M,14.63B,--,+264.04%
SMCI,"Super Micro Computer, Inc.",47.00,+0.21,+0.45%,35.782M,45.898M,28.05B,27.98,-8.24%
NVO,Novo Nordisk A/S,48.48,+3.10,+6.83%,35.257M,13.668M,213.227B,12.53,-64.59%
PFE,Pfizer Inc.,24.22,+0.29,+1.21%,32.888M,42.67M,137.704B,12.81,-16.79%
LYFT,"Lyft, Inc.",14.03,-0.01,-0.04%,31.405M,17.674M,5.901B,93.53,+38.93%
AMZN,"Amazon.com, Inc.",221.37,-0.93,-0.42%,29.733M,43.705M,2.361T,33.75,+34.08%
GRAB,Grab Holdings Limited,4.8981,+0.1281,+2.69%,29.509M,37.548M,19.965B,244.90,+47.68%
NU,Nu Holdings Ltd.,12.36,+0.14,+1.15%,27.931M,64.308M,59.63B,28.09,+2.78%
BTG,B2Gold Corp.,3.7950,+0.0350,+0.93%,26.402M,44.291M,5.026B,--,+36.23%
QS,QuantumScape Corporation,8.97,+0.69,+8.27%,26.162M,41.428M,5.074B,--,+44.25%
HIMS,"Hims & Hers Health, Inc.",50.63,-0.50,-0.98%,25.785M,43.98M,11.443B,64.09,+222.59%
ITUB,Itaú Unibanco Holding S.A.,6.80,+0.15,+2.19%,24.932M,31.101M,67.508B,9.31,+21.11%
APLD,Applied Digital Corporation,13.86,-0.93,-6.25%,24.271M,51.95M,3.626B,--,+257.25%
RIVN,"Rivian Automotive, Inc.",12.08,+0.44,+3.78%,24.164M,33.474M,14.658B,--,-20.92%
SOUN,"SoundHound AI, Inc.",10.56,-0.24,-2.18%,23.997M,38.522M,4.244B,--,+107.29%
T,AT&T Inc.,27.97,+0.48,+1.76%,23.306M,32.816M,200.029B,15.99,+41.70%
RGTI,"Rigetti Computing, Inc.",15.51,-0.48,-3.00%,22.86M,54.502M,5.006B,--,"+1,824.19%"
CDE,"Coeur Mining, Inc.",11.12,+1.23,+12.49%,22.483M,13.988M,7.117B,38.36,+83.83%
IONQ,"IonQ, Inc.",39.95,-1.28,-3.11%,22.34M,23.615M,11.636B,--,+479.89%
LLY,Eli Lilly and Company,639.43,-106.93,-14.33%,21.945M,3.688M,574.044B,51.90,-11.70%
NIO,NIO Inc.,4.6455,+0.0355,+0.77%,21.469M,48.213M,10.501B,--,+20.68%
KVUE,Kenvue Inc.,21.90,+0.45,+2.12%,20.72M,19.353M,42.036B,39.10,+0.89%
ACHR,Archer Aviation Inc.,9.76,-0.10,-0.96%,20.576M,40.341M,5.356B,--,+146.87%
UBER,"Uber Technologies, Inc.",91.19,+1.97,+2.21%,20.224M,20.858M,190.694B,15.53,+29.29%
MARA,"MARA Holdings, Inc.",15.76,-0.14,-0.85%,20.071M,48.14M,5.837B,8.47,-8.63%
OSCR,"Oscar Health, Inc.",14.66,+0.32,+2.27%,19.813M,24.557M,3.785B,--,-22.36%
BAC,Bank of America Corporation,45.12,-0.30,-0.66%,19.676M,40.074M,334.199B,13.23,+18.87%
CLSK,"CleanSpark, Inc.",10.60,-0.40,-3.64%,19.587M,27.075M,2.978B,--,-10.06%
RIOT,"Riot Platforms, Inc.",11.59,-0.07,-0.64%,19.149M,39.84M,4.282B,--,+40.65%
ABEV,Ambev S.A.,2.2760,+0.0160,+0.71%,19.027M,30.211M,35.488B,13.39,+0.44%
GOOGL,Alphabet Inc.,194.90,-1.19,-0.61%,18.815M,41.024M,2.362T,20.80,+21.02%
APP,AppLovin Corporation,434.35,+43.78,+11.21%,18.548M,5.767M,146.978B,78.26,+409.02%
DKNG,DraftKings Inc.,45.10,-0.26,-0.57%,18.503M,9.878M,22.382B,--,+48.53%
VALE,Vale S.A.,9.94,+0.09,+0.96%,17.731M,42.431M,42.453B,8.15,-3.15%
IREN,IREN Limited,18.24,-0.08,-0.44%,17.465M,23.938M,4.412B,--,+141.05%
CELH,"Celsius Holdings, Inc.",50.54,+7.80,+18.25%,17.29M,6.356M,13.037B,153.15,+7.96%
PSLV,Sprott Physical Silver Trust,12.90,+0.07,+0.58%,17.172M,29.337M,6.8B,4.25,+37.22%
HBAN,Huntington Bancshares Incorporated,15.93,-0.11,-0.68%,17.073M,30.881M,23.354B,11.89,+18.90%
AMCR,Amcor plc,9.61,+0.20,+2.13%,16.985M,25.368M,22.02B,17.16,-11.31%
STLA,Stellantis N.V.,9.19,+0.23,+2.51%,16.448M,20.152M,26.533B,--,-42.27%
ZETA,Zeta Global Holdings Corp.,18.98,-1.25,-6.20%,15.788M,8.243M,4.469B,--,-14.02%
APA,APA Corporation,19.38,+1.32,+7.33%,15.69M,7.376M,6.995B,6.95,-36.52%
CRBG,"Corebridge Financial, Inc.",33.22,-1.01,-2.97%,15.197M,3.022M,17.892B,--,+32.16%
