Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,6.42,+0.46,+7.71%,358.436M,263.305M,4.725B,--,+215.34%
NVDA,NVIDIA Corporation,166.95,-4.71,-2.74%,141.359M,173.258M,4.065T,47.70,+66.94%
TSLA,"Tesla, Inc.",347.58,+9.05,+2.67%,64.769M,94.022M,1.121T,205.67,+60.65%
PLTR,Palantir Technologies Inc.,152.73,-3.41,-2.18%,54.375M,72.793M,362.327B,509.10,+414.80%
AVGO,Broadcom Inc.,334.29,+28.19,+9.21%,52.3M,19.962M,1.572T,121.56,+123.43%
SNAP,Snap Inc.,7.24,+0.15,+2.05%,49.416M,47.153M,12.227B,--,-17.75%
AMD,"Advanced Micro Devices, Inc.",153.24,-8.55,-5.29%,47.774M,56.983M,248.676B,91.76,+20.42%
AAL,American Airlines Group Inc.,13.19,+0.33,+2.60%,39.627M,64.367M,8.706B,15.71,+19.07%
SOFI,"SoFi Technologies, Inc.",24.64,-0.74,-2.92%,39.092M,73.871M,29.505B,49.28,+262.05%
RIVN,"Rivian Automotive, Inc.",14.24,+0.54,+3.94%,37.865M,36.174M,17.279B,--,+3.55%
MARA,"MARA Holdings, Inc.",15.02,-0.09,-0.60%,37.897M,47.527M,5.564B,8.07,+13.01%
NIO,NIO Inc.,5.99,-0.14,-2.29%,34.893M,65.067M,13.571B,--,+22.11%
HOOD,"Robinhood Markets, Inc.",98.96,-3.95,-3.84%,34.37M,44.236M,87.943B,50.23,+443.35%
INTC,Intel Corporation,24.37,-0.24,-0.98%,30.858M,103.365M,106.667B,--,+30.28%
SOUN,"SoundHound AI, Inc.",13.51,+0.22,+1.63%,29.86M,47.935M,5.506B,--,+205.52%
WBD,"Warner Bros. Discovery, Inc.",11.95,+0.18,+1.53%,29.288M,62.475M,29.586B,38.55,+63.02%
BBD,Banco Bradesco S.A.,3.1850,+0.1150,+3.75%,28.758M,34.017M,30.679B,9.37,+9.25%
PSLV,Sprott Physical Silver Trust,13.90,+0.16,+1.20%,27.611M,26.373M,7.783B,6.15,+44.63%
AAPL,Apple Inc.,239.02,-0.76,-0.32%,27.449M,54.45M,3.547T,36.27,+8.59%
LULU,lululemon athletica inc.,167.82,-38.27,-18.57%,26.816M,3.905M,20.114B,11.42,-18.81%
BMNR,"Bitmine Immersion Technologies, Inc.",40.81,-1.38,-3.26%,26.423M,35.74M,7.081B,--,+444.39%
F,Ford Motor Company,11.72,+0.04,+0.34%,25.294M,72.039M,46.644B,15.03,+10.40%
ABEV,Ambev S.A.,2.2400,+0.0500,+2.28%,22.223M,31.076M,34.927B,13.18,-6.01%
DNN,Denison Mines Corp.,2.3000,+0.0200,+0.88%,23.787M,97.536M,2.072B,--,+58.33%
GOOGL,Alphabet Inc.,234.70,+2.40,+1.03%,21.633M,38.397M,2.84T,25.02,+53.92%
RKT,"Rocket Companies, Inc.",19.91,+0.76,+3.95%,21.456M,18.728M,42.018B,--,-0.83%
PATH,UiPath Inc.,11.31,+0.46,+4.24%,20.479M,11.088M,6.051B,--,-9.36%
LCID,"Lucid Group, Inc.",17.57,+1.41,+8.73%,20.444M,13.493M,5.399B,--,-54.73%
SBET,"SharpLink Gaming, Inc.",14.65,-0.78,-5.02%,20.519M,39.8M,2.844B,--,+91.92%
RIOT,"Riot Platforms, Inc.",13.04,-0.12,-0.91%,20.389M,40.054M,4.82B,--,+106.27%
NOK,Nokia Oyj,4.5817,-0.0183,-0.40%,20.443M,19.479M,24.645B,24.11,+8.49%
RGTI,"Rigetti Computing, Inc.",14.83,-0.29,-1.92%,20.19M,44.802M,4.807B,--,"+1,905.31%"
