Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,164.94,+0.02,+0.01%,76.603M,211.8M,4.022T,53.20,+28.40%
NIO,NIO Inc.,4.1400,+0.2400,+6.15%,56.521M,36.03M,8.884B,--,-15.77%
MARA,"MARA Holdings, Inc.",20.03,+0.89,+4.65%,46.685M,45.172M,7.049B,--,-22.13%
TSLA,"Tesla, Inc.",314.96,+1.45,+0.46%,39.785M,112.275M,1.014T,178.96,+24.09%
SOFI,"SoFi Technologies, Inc.",21.18,-0.02,-0.07%,37.165M,68.306M,23.417B,49.27,+189.22%
HBAN,Huntington Bancshares Incorporated,17.06,-0.33,-1.93%,34.822M,24.059M,24.846B,13.12,+26.66%
PLTR,Palantir Technologies Inc.,145.29,+3.19,+2.24%,34.552M,90.537M,342.871B,631.70,+395.64%
LCID,"Lucid Group, Inc.",2.2800,-0.0100,-0.44%,32.559M,128.227M,6.955B,--,-36.57%
KVUE,Kenvue Inc.,21.53,+0.19,+0.91%,30.584M,19.049M,41.345B,38.46,+17.84%
RIOT,"Riot Platforms, Inc.",12.36,-0.06,-0.48%,30.207M,36.009M,4.416B,--,+8.19%
NU,Nu Holdings Ltd.,12.94,+0.11,+0.82%,29.656M,61.229M,62.404B,29.40,-3.82%
F,Ford Motor Company,11.74,-0.04,-0.38%,27.263M,99.849M,46.666B,9.39,-17.22%
IREN,IREN Limited,17.31,+1.08,+6.65%,26.636M,19.901M,4.187B,--,+35.31%
CLSK,"CleanSpark, Inc.",12.63,-0.02,-0.14%,25.196M,27.639M,3.549B,--,-30.87%
AAL,American Airlines Group Inc.,12.25,+0.03,+0.25%,24.437M,59.966M,8.079B,12.25,+14.96%
SOUN,"SoundHound AI, Inc.",11.08,-0.49,-4.25%,24.278M,34.645M,4.451B,--,+105.51%
HOOD,"Robinhood Markets, Inc.",100.17,+1.83,+1.86%,25.176M,43.515M,88.392B,57.24,+310.78%
AMD,"Advanced Micro Devices, Inc.",145.84,-0.58,-0.39%,21.152M,45.148M,236.472B,105.68,-18.58%
INTC,Intel Corporation,23.14,-0.30,-1.26%,20.955M,81.597M,100.915B,--,-32.01%
WBD,"Warner Bros. Discovery, Inc.",11.97,+0.24,+2.09%,21.126M,47.466M,29.626B,--,+58.09%
CIFR,Cipher Mining Inc.,6.05,+0.18,+3.15%,19.627M,27.362M,2.248B,--,-1.84%
ABEV,Ambev S.A.,2.3550,+0.0050,+0.21%,18.852M,32.864M,37.015B,14.72,+9.81%
QS,QuantumScape Corporation,9.45,+0.23,+2.44%,18.686M,23.756M,5.285B,--,+7.08%
BMNR,"Bitmine Immersion Technologies, Inc.",47.82,+7.20,+17.73%,19.457M,12.148M,2.468B,--,+424.13%
HIMS,"Hims & Hers Health, Inc.",50.66,+2.77,+5.79%,16.662M,46.679M,11.339B,74.50,+109.68%
AAPL,Apple Inc.,208.90,-2.26,-1.07%,16.587M,53.871M,3.12T,32.54,-9.91%
OSCR,"Oscar Health, Inc.",14.96,+0.58,+4.00%,17.112M,16.541M,3.809B,37.39,-10.12%
ACHR,Archer Aviation Inc.,10.68,+0.16,+1.57%,16.408M,35.001M,5.861B,--,+108.12%
MU,"Micron Technology, Inc.",119.17,-5.36,-4.31%,16.403M,21.296M,133.364B,21.47,-4.84%
PSLV,Sprott Physical Silver Trust,12.93,-0.02,-0.16%,16.272M,30.889M,6.813B,4.25,+23.22%
AMZN,"Amazon.com, Inc.",225.68,+0.65,+0.29%,15.881M,43.791M,2.396T,36.75,+16.76%
GOOGL,Alphabet Inc.,180.78,+0.59,+0.33%,15.183M,40.402M,2.2T,20.18,-3.40%
RKLB,Rocket Lab Corporation,42.13,+3.10,+7.94%,14.811M,20.642M,19.44B,--,+582.34%
KHC,The Kraft Heinz Company,27.70,+0.57,+2.08%,14.589M,13.102M,32.79B,12.65,-15.95%
SNAP,Snap Inc.,9.34,+0.23,+2.52%,14.577M,37.752M,15.713B,--,-43.80%
NBIS,Nebius Group N.V.,49.46,+5.16,+11.66%,14.241M,12.028M,11.86B,--,+121.50%
AG,First Majestic Silver Corp.,9.37,+0.10,+1.08%,14.263M,24.511M,4.551B,--,+43.50%
STLA,Stellantis N.V.,9.90,-0.17,-1.74%,14.051M,16.554M,29.984B,4.58,-50.22%
VALE,Vale S.A.,9.92,-0.22,-2.22%,13.856M,35.143M,42.326B,7.19,-11.90%
QBTS,D-Wave Quantum Inc.,15.26,+0.45,+3.07%,13.007M,66.513M,4.77B,--,"+1,013.53%"
GRAB,Grab Holdings Limited,5.03,+0.03,+0.70%,12.729M,34.83M,20.764B,503.50,+40.85%
RIG,Transocean Ltd.,2.7653,-0.0847,-2.97%,12.724M,40.686M,2.442B,--,-48.37%
JOBY,"Joby Aviation, Inc.",12.43,+0.39,+3.20%,12.548M,22.236M,10.456B,--,+73.24%
RIVN,"Rivian Automotive, Inc.",12.70,-0.33,-2.53%,12.436M,29.596M,15.214B,--,-25.54%
BBD,Banco Bradesco S.A.,2.9025,+0.0025,+0.09%,12.425M,40.866M,28.449B,9.67,+25.00%
PROK,ProKidney Corp.,3.8300,-0.7100,-15.64%,12.341M,11.828M,1.528B,--,+89.96%
MP,MP Materials Corp.,47.51,+2.40,+5.31%,12.552M,11.38M,7.765B,--,+194.84%
RGTI,"Rigetti Computing, Inc.",12.53,+0.35,+2.91%,12.063M,48.586M,4.046B,--,+923.53%
CORZ,"Core Scientific, Inc.",13.29,+0.78,+6.24%,11.736M,16.953M,4.036B,--,+13.62%
BTG,B2Gold Corp.,3.5200,+0.0300,+0.86%,11.729M,51.345M,4.664B,--,+15.18%
BAC,Bank of America Corporation,46.81,+0.08,+0.17%,11.479M,41.103M,352.567B,13.97,+11.55%
ITUB,Itaú Unibanco Holding S.A.,6.30,-0.01,-0.08%,11.064M,29.609M,64.548B,8.99,+12.50%
ERIC,Telefonaktiebolaget LM Ericsson (publ),7.99,-0.05,-0.68%,10.369M,22.885M,26.982B,159.70,+23.88%
PFE,Pfizer Inc.,25.54,-0.11,-0.43%,10.473M,42.934M,145.204B,18.51,-11.86%
T,AT&T Inc.,27.24,+0.27,+1.00%,10.23M,32.472M,196.147B,16.71,+45.16%
GOOG,Alphabet Inc.,181.87,+0.56,+0.31%,10.04M,27.017M,2.199T,20.30,-3.66%
HL,Hecla Mining Company,6.27,-0.05,-0.81%,9.972M,22.035M,3.965B,52.24,+4.98%
MSTR,Strategy Incorporated,442.54,+7.96,+1.83%,9.726M,12.966M,124.335B,--,+169.71%
SMCI,"Super Micro Computer, Inc.",49.33,+0.09,+0.18%,9.692M,45.94M,29.441B,26.81,-45.15%
RXRX,"Recursion Pharmaceuticals, Inc.",5.34,+0.06,+1.14%,9.268M,25.079M,2.315B,--,-35.61%
SMR,NuScale Power Corporation,39.10,+1.62,+4.32%,9.247M,12.249M,5.215B,--,+137.07%
CNH,CNH Industrial N.V.,13.28,-0.18,-1.34%,9.106M,19.225M,16.592B,16.60,+31.45%
FAST,Fastenal Company,44.24,+0.97,+2.24%,9.033M,5.852M,50.754B,44.24,+27.58%
GGB,Gerdau S.A.,2.9750,-0.0050,-0.17%,8.548M,13.496M,5.826B,10.62,-12.09%
VRNA,Verona Pharma plc,104.80,-0.03,-0.03%,8.283M,2.786M,8.906B,--,+387.58%
CDE,"Coeur Mining, Inc.",9.64,+0.05,+0.49%,8.258M,15.343M,6.164B,33.23,+46.19%
CLF,Cleveland-Cliffs Inc.,9.53,-0.34,-3.39%,8.083M,31.412M,4.717B,--,-39.11%
QUBT,Quantum Computing Inc.,18.46,+1.03,+5.91%,7.798M,27.221M,2.915B,--,"+2,393.56%"
OKLO,Oklo Inc.,56.71,+0.63,+1.12%,7.712M,18.877M,8.358B,--,+543.12%
SAN,"Banco Santander, S.A.",8.52,+0.09,+1.11%,7.39M,6.122M,126.836B,8.97,+75.99%
AGNC,AGNC Investment Corp.,9.35,-0.05,-0.53%,7.508M,27.358M,9.541B,25.97,-9.35%
IONQ,"IonQ, Inc.",41.68,-0.13,-0.31%,7.225M,22.04M,11.832B,--,+367.15%
AUR,"Aurora Innovation, Inc.",5.58,+0.35,+6.78%,7.227M,23.462M,9.879B,--,+13.45%
NOK,Nokia Oyj,4.9950,+0.0150,+0.30%,7.118M,17.154M,27.009B,19.21,+27.04%
COIN,"Coinbase Global, Inc.",394.54,+7.48,+1.93%,7.015M,13.294M,100.492B,74.44,+59.38%
HAL,Halliburton Company,22.07,-1.01,-4.40%,6.938M,15.29M,18.97B,9.23,-34.49%
ASTS,"AST SpaceMobile, Inc.",47.07,+1.49,+3.27%,6.842M,12.951M,15.928B,--,+238.13%
RUN,Sunrun Inc.,10.22,+0.11,+1.09%,7.011M,23.539M,2.335B,--,-35.44%
SBSW,Sibanye Stillwater Limited,8.47,+0.20,+2.48%,6.777M,11.12M,5.99B,--,+75.37%
BABA,Alibaba Group Holding Limited,108.22,+1.50,+1.41%,6.652M,13.808M,259.099B,14.51,+36.80%
FSM,Fortuna Mining Corp.,6.75,-0.16,-2.32%,6.323M,16.036M,2.079B,12.98,+31.12%
KEY,KeyCorp,18.26,-0.07,-0.38%,6.339M,13.49M,20.017B,--,+18.26%
PYPL,"PayPal Holdings, Inc.",73.47,+2.11,+2.96%,6.266M,9.573M,71.452B,16.51,+18.01%
CCL,Carnival Corporation & plc,29.27,+0.61,+2.12%,6.276M,24.866M,39.68B,15.32,+56.44%
AMCR,Amcor plc,9.65,-0.01,-0.05%,6.079M,34.783M,22.123B,17.24,-1.83%
MRVL,"Marvell Technology, Inc.",72.38,-0.33,-0.45%,6.074M,20.554M,62.423B,--,-1.21%
VZ,Verizon Communications Inc.,41.72,+0.10,+0.24%,5.988M,17.648M,175.923B,9.93,+2.03%
CMCSA,Comcast Corporation,35.19,+0.20,+0.57%,5.621M,21.054M,131.389B,8.67,-10.14%
PCG,PG&E Corporation,13.37,-0.05,-0.37%,5.646M,22.665M,29.383B,12.27,-24.05%
TSM,Taiwan Semiconductor Manufacturing Company Limited,229.19,-1.21,-0.53%,5.606M,12.608M,1.189T,26.90,+24.39%
INFY,Infosys Limited,18.00,-0.19,-1.04%,5.599M,11.286M,76.295B,23.68,-10.44%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.60,-0.22,-1.75%,5.556M,23.435M,77.145B,9.40,-15.66%
UBER,"Uber Technologies, Inc.",94.11,-1.28,-1.34%,5.507M,21.801M,196.842B,16.49,+31.95%
VNET,"VNET Group, Inc.",7.99,+0.04,+0.44%,5.523M,6.224M,2.148B,--,+266.36%
BCS,Barclays PLC,18.63,+0.23,+1.26%,5.587M,14.366M,66.841B,9.13,+56.73%
MFG,"Mizuho Financial Group, Inc.",5.47,-0.03,-0.45%,5.463M,3.395M,69.425B,11.41,+27.02%
AVTR,"Avantor, Inc.",13.23,-0.35,-2.54%,5.779M,12.643M,9.019B,12.73,-34.77%
WFC,Wells Fargo & Company,83.13,+0.57,+0.70%,5.446M,16.723M,270.422B,14.95,+42.99%
CNC,Centene Corporation,30.83,-0.61,-1.94%,5.409M,8.187M,15.341B,4.55,-52.36%
HLN,Haleon plc,9.91,-0.03,-0.35%,5.382M,15.892M,45.245B,23.06,+13.44%
HLN,Haleon plc,9.91,-0.05,-0.50%,5.382M,15.892M,45.222B,23.05,+13.44%
SLB,Schlumberger Limited,36.28,-1.03,-2.75%,5.125M,14.501M,49.02B,12.30,-22.21%
CMG,"Chipotle Mexican Grill, Inc.",54.87,-1.13,-2.03%,5.137M,12.909M,73.923B,48.55,-1.08%
AES,The AES Corporation,12.51,-0.09,-0.68%,5.061M,18.107M,8.903B,6.80,-25.94%
AVGO,Broadcom Inc.,275.65,+1.27,+0.46%,5.03M,22.12M,1.297T,100.60,+60.06%
