Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,157.99,+0.24,+0.15%,193.926M,248.597M,3.853T,50.96,+28.79%
SOFI,"SoFi Technologies, Inc.",18.21,+1.03,+6.00%,147.525M,66.835M,20.129B,42.35,+182.33%
NU,Nu Holdings Ltd.,13.72,+0.47,+3.55%,117.113M,61.906M,66.191B,31.18,+11.09%
LCID,"Lucid Group, Inc.",2.1100,-0.0100,-0.47%,103.097M,127.93M,6.436B,--,-23.27%
HOOD,"Robinhood Markets, Inc.",93.63,+10.60,+12.77%,96.113M,43.229M,82.621B,53.50,+316.87%
F,Ford Motor Company,10.85,+0.05,+0.46%,88.41M,115.274M,43.146B,8.68,-15.70%
PLTR,Palantir Technologies Inc.,136.32,+5.58,+4.27%,96.877M,99.903M,321.703B,592.70,+427.76%
AAPL,Apple Inc.,205.17,+4.09,+2.03%,90.651M,63.376M,3.064T,31.96,-6.86%
JOBY,"Joby Aviation, Inc.",10.55,+1.11,+11.76%,67.091M,20.493M,8.878B,--,+112.70%
TSLA,"Tesla, Inc.",317.66,-6.13,-1.89%,73.794M,121.867M,1.023T,181.52,+37.36%
BBD,Banco Bradesco S.A.,3.0900,+0.0600,+1.98%,63.224M,42.465M,29.768B,9.97,+41.74%
INTC,Intel Corporation,22.40,-0.29,-1.28%,76.453M,91.961M,97.709B,--,-27.90%
SOUN,"SoundHound AI, Inc.",10.73,+0.90,+9.16%,63.668M,30.765M,4.311B,--,+172.34%
GOOGL,Alphabet Inc.,176.23,-2.30,-1.29%,63.009M,42.651M,2.145T,19.69,-4.86%
QS,QuantumScape Corporation,6.72,+0.10,+1.51%,49.866M,19.535M,3.756B,--,+39.13%
ABEV,Ambev S.A.,2.4100,+0.0500,+2.12%,48.241M,33.505M,37.636B,14.18,+16.99%
HPE,Hewlett Packard Enterprise Company,20.45,+2.04,+11.08%,57.871M,20.123M,26.835B,19.66,-3.17%
RIOT,"Riot Platforms, Inc.",11.30,+0.75,+7.11%,48.727M,34.689M,4.037B,--,+16.26%
ITUB,Itaú Unibanco Holding S.A.,6.79,+0.17,+2.57%,46.497M,30.674M,67.382B,9.56,+29.00%
SMCI,"Super Micro Computer, Inc.",49.01,+1.43,+3.01%,49.101M,48.453M,29.25B,26.64,-41.46%
RGTI,"Rigetti Computing, Inc.",11.86,+0.79,+7.14%,47.499M,48.525M,3.828B,--,"+1,149.74%"
VALE,Vale S.A.,9.71,-0.03,-0.31%,45.312M,36.124M,41.45B,7.04,-12.84%
BTG,B2Gold Corp.,3.6100,+0.0800,+2.27%,45.777M,53.473M,4.77B,--,+33.70%
MARA,"MARA Holdings, Inc.",15.68,+0.65,+4.32%,46.169M,44.064M,5.518B,--,-29.11%
AMZN,"Amazon.com, Inc.",219.39,-3.91,-1.75%,58.739M,50.482M,2.329T,35.73,+9.70%
ACHR,Archer Aviation Inc.,10.85,+0.38,+3.63%,43.136M,33.643M,5.957B,--,+191.67%
GRAB,Grab Holdings Limited,5.03,+0.11,+2.24%,53.01M,37.981M,20.744B,503.00,+43.71%
AMD,"Advanced Micro Devices, Inc.",141.90,-1.91,-1.33%,42.612M,47.517M,230.077B,102.83,-13.64%
WBD,"Warner Bros. Discovery, Inc.",11.46,+0.16,+1.42%,43.599M,47.095M,28.353B,--,+59.17%
GOOG,Alphabet Inc.,177.39,-0.88,-0.49%,43.732M,28.338M,2.145T,19.80,-4.94%
BAC,Bank of America Corporation,47.32,+0.20,+0.42%,35.807M,48.071M,356.409B,14.13,+15.61%
QBTS,D-Wave Quantum Inc.,14.64,+0.62,+4.42%,37.924M,65.697M,4.575B,--,"+1,218.92%"
HIMS,"Hims & Hers Health, Inc.",49.85,+0.44,+0.89%,34.434M,45.836M,11.158B,73.31,+135.03%
PFE,Pfizer Inc.,24.24,+0.05,+0.21%,33.411M,47.113M,137.813B,17.57,-12.90%
APLD,Applied Digital Corporation,10.07,-0.31,-2.99%,31.668M,52.496M,2.266B,--,+58.83%
AAL,American Airlines Group Inc.,11.22,-0.06,-0.53%,31.067M,62.489M,7.4B,11.22,+1.54%
NKE,"NIKE, Inc.",71.04,-1.00,-1.39%,31.041M,21.159M,104.854B,32.89,-6.58%
IREN,IREN Limited,14.57,+0.57,+4.07%,32.071M,17.438M,3.524B,--,+1.25%
T,AT&T Inc.,28.94,+0.86,+3.06%,30.986M,35.662M,208.389B,17.75,+53.77%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.51,+0.13,+1.05%,30.671M,26.262M,76.921B,9.34,-14.02%
BB,BlackBerry Limited,4.5800,+0.0400,+0.88%,30.62M,15.883M,2.723B,229.00,+86.94%
CLSK,"CleanSpark, Inc.",11.03,+0.36,+3.37%,30.856M,26.832M,3.099B,--,-34.85%
QUBT,Quantum Computing Inc.,19.17,+1.88,+10.87%,31.829M,25.931M,2.97B,--,"+4,031.47%"
CSCO,"Cisco Systems, Inc.",69.38,+0.73,+1.06%,29.738M,22.738M,274.745B,28.32,+46.74%
