Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
RGTI,"Rigetti Computing, Inc.",16.40,+3.68,+28.95%,171.336M,48.888M,5.294B,--,+987.18%
NVDA,NVIDIA Corporation,170.72,+0.02,+0.01%,128.152M,207.49M,4.163T,54.89,+44.67%
NU,Nu Holdings Ltd.,13.74,+0.20,+1.47%,87.984M,63.18M,66.284B,31.23,+2.42%
F,Ford Motor Company,11.30,-0.27,-2.33%,83.529M,97.648M,44.935B,9.04,-20.10%
WBD,"Warner Bros. Discovery, Inc.",12.61,+0.59,+4.86%,82.055M,48.604M,31.21B,--,+44.59%
TSLA,"Tesla, Inc.",322.37,+11.59,+3.73%,81.324M,111.667M,1.038T,185.27,+25.06%
QS,QuantumScape Corporation,11.15,+0.30,+2.78%,69.656M,25.776M,6.233B,--,+21.64%
JOBY,"Joby Aviation, Inc.",16.34,+2.39,+17.13%,69.709M,23.046M,13.75B,--,+97.59%
LCID,"Lucid Group, Inc.",2.2650,-0.0650,-2.79%,61.67M,128.47M,6.909B,--,-38.52%
NIO,NIO Inc.,4.1059,-0.1441,-3.39%,59.796M,38.148M,9.287B,--,-7.41%
AAL,American Airlines Group Inc.,12.30,+0.13,+1.07%,57.882M,59.639M,8.112B,12.30,+10.54%
ACHR,Archer Aviation Inc.,12.06,+0.80,+7.09%,50.69M,36.112M,6.62B,--,+122.09%
BAC,Bank of America Corporation,46.01,-0.15,-0.31%,50.14M,40.336M,346.504B,13.73,+4.93%
ABEV,Ambev S.A.,2.4200,+0.0700,+2.98%,49.932M,32.957M,38.277B,15.13,+7.80%
PLTR,Palantir Technologies Inc.,151.21,+2.63,+1.77%,49.36M,88.877M,356.842B,687.32,+426.51%
SOFI,"SoFi Technologies, Inc.",21.31,+0.35,+1.67%,49.134M,69.153M,23.555B,49.56,+167.35%
HOOD,"Robinhood Markets, Inc.",104.26,+4.72,+4.74%,46.749M,43.777M,92.001B,59.58,+311.66%
WULF,TeraWulf Inc.,5.23,+0.36,+7.38%,43.563M,46.033M,2.038B,--,-17.46%
INTC,Intel Corporation,22.53,-0.39,-1.68%,43.585M,80.946M,98.298B,--,-33.49%
QBTS,D-Wave Quantum Inc.,16.52,+0.37,+2.29%,42.612M,66.807M,5.162B,--,"+1,304.35%"
AMD,"Advanced Micro Devices, Inc.",158.41,+2.80,+1.80%,42.561M,45.945M,256.846B,115.63,-2.40%
MARA,"MARA Holdings, Inc.",19.66,+0.90,+4.80%,42.247M,46.35M,6.919B,--,-26.58%
CIFR,Cipher Mining Inc.,6.22,+0.26,+4.27%,38.816M,28.389M,2.311B,--,-11.95%
VALE,Vale S.A.,9.82,+0.13,+1.34%,38.582M,35.542M,42.959B,7.12,-13.56%
PSLV,Sprott Physical Silver Trust,12.77,+0.07,+0.59%,38.972M,30.864M,6.731B,4.20,+22.47%
BMNR,"Bitmine Immersion Technologies, Inc.",47.93,+7.97,+19.94%,38.974M,12.748M,2.474B,--,+415.61%
ERIC,Telefonaktiebolaget LM Ericsson (publ),7.36,+0.14,+2.01%,36.378M,23.206M,25.242B,13.64,+7.28%
SNAP,Snap Inc.,9.61,+0.14,+1.42%,36.149M,38.075M,16.176B,--,-34.93%
SOUN,"SoundHound AI, Inc.",11.72,+0.42,+3.72%,34.792M,35.256M,4.708B,--,+105.83%
ITUB,Itaú Unibanco Holding S.A.,6.34,+0.05,+0.72%,34.556M,29.676M,64.477B,9.05,+10.88%
HBAN,Huntington Bancshares Incorporated,16.67,+0.11,+0.66%,32.389M,25.589M,24.322B,12.82,+14.68%
MP,MP Materials Corp.,57.21,-1.01,-1.73%,31.978M,12.431M,9.352B,--,+285.31%
RIVN,"Rivian Automotive, Inc.",12.30,-0.34,-2.65%,31.733M,29.625M,14.729B,--,-26.53%
U,Unity Software Inc.,34.16,+4.47,+15.05%,31.276M,12.236M,14.2B,--,+64.12%
AAPL,Apple Inc.,210.29,+1.18,+0.56%,30.57M,53.372M,3.141T,32.76,-8.64%
BTG,B2Gold Corp.,3.4478,-0.0022,-0.06%,29.102M,50.13M,4.576B,--,+12.75%
STLA,Stellantis N.V.,9.44,-0.05,-0.47%,28.012M,16.994M,28.324B,4.39,-53.34%
AMZN,"Amazon.com, Inc.",223.26,-3.10,-1.37%,28.051M,43.376M,2.37T,36.42,+20.44%
BCS,Barclays PLC,18.71,+0.23,+1.25%,26.961M,14.422M,66.389B,9.26,+53.74%
GRAB,Grab Holdings Limited,5.10,+0.06,+1.19%,27.001M,35.031M,21.032B,510.00,+44.41%
