Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
INTC,Intel Corporation,20.63,+0.67,+3.38%,125.134M,83.942M,90.276B,--,+3.05%
BMNR,"Bitmine Immersion Technologies, Inc.",62.44,+11.01,+21.41%,123.817M,23.852M,7.02B,--,+563.61%
SOUN,"SoundHound AI, Inc.",15.65,+2.10,+15.54%,102.938M,41.457M,6.35B,--,+162.60%
LCID,"Lucid Group, Inc.",2.2200,+0.0900,+4.23%,97.485M,149.069M,6.821B,--,-26.55%
NVDA,NVIDIA Corporation,182.91,+0.18,+0.10%,95.069M,190.963M,4.461T,58.82,+67.58%
TSLA,"Tesla, Inc.",342.05,+12.38,+3.75%,78.708M,105.751M,1.103T,203.60,+66.92%
F,Ford Motor Company,11.12,-0.05,-0.41%,62.408M,85.871M,44.274B,14.26,+14.81%
AI,"C3.ai, Inc.",16.58,-5.55,-25.10%,55.315M,6.914M,2.227B,--,-10.04%
AMD,"Advanced Micro Devices, Inc.",173.84,+1.08,+0.63%,54.994M,54.189M,282.116B,103.48,+26.31%
SOFI,"SoFi Technologies, Inc.",22.58,+0.48,+2.19%,45.463M,71.557M,27.044B,45.17,+241.05%
WULF,TeraWulf Inc.,5.45,+0.41,+8.25%,42.278M,46.486M,2.121B,--,+40.90%
AAPL,Apple Inc.,228.06,-1.03,-0.45%,40.022M,56.098M,3.385T,34.66,+5.43%
PLTR,Palantir Technologies Inc.,184.67,-2.29,-1.22%,39.006M,76.011M,438.1B,615.57,+536.35%
AAL,American Airlines Group Inc.,11.59,-0.03,-0.25%,36.447M,61.258M,7.648B,13.80,+20.92%
QBTS,D-Wave Quantum Inc.,17.58,+0.68,+4.05%,33.74M,67.082M,6.014B,--,"+1,818.27%"
SNAP,Snap Inc.,7.26,-0.14,-1.96%,32.671M,38.553M,12.277B,--,-17.85%
IONQ,"IonQ, Inc.",44.96,+3.11,+7.43%,28.685M,23.463M,13.346B,--,+522.77%
RIVN,"Rivian Automotive, Inc.",11.97,+0.18,+1.53%,27.844M,32.895M,14.525B,--,-11.95%
TTD,"The Trade Desk, Inc.",53.74,-0.49,-0.89%,27.88M,11.877M,26.278B,64.75,-44.12%
NIO,NIO Inc.,4.8954,+0.0554,+1.14%,27.119M,48.395M,10.818B,--,+28.72%
HOOD,"Robinhood Markets, Inc.",116.01,+1.38,+1.20%,26.17M,44.16M,103.095B,58.89,+518.28%
BTG,B2Gold Corp.,3.5650,-0.0150,-0.42%,25.575M,43.879M,4.729B,--,+39.30%
PFE,Pfizer Inc.,24.66,+0.08,+0.31%,24.896M,42.463M,140.177B,13.04,-13.60%
NU,Nu Holdings Ltd.,11.95,-0.35,-2.80%,24.857M,63.654M,57.676B,27.17,-1.60%
MARA,"MARA Holdings, Inc.",15.74,+0.36,+2.33%,24.594M,46.788M,5.831B,8.46,+1.79%
MU,"Micron Technology, Inc.",122.34,+3.45,+2.90%,23.859M,22.245M,136.914B,22.04,+25.62%
SMCI,"Super Micro Computer, Inc.",46.12,+1.53,+3.42%,23.889M,46.119M,27.528B,27.46,-17.56%
WBD,"Warner Bros. Discovery, Inc.",10.79,-0.12,-1.10%,23.206M,59.83M,26.714B,34.81,+62.59%
CLSK,"CleanSpark, Inc.",9.89,-0.18,-1.79%,22.394M,26.699M,2.78B,11.50,-9.77%
ACHR,Archer Aviation Inc.,9.48,-0.24,-2.52%,22.094M,40.646M,5.202B,--,+173.80%
ABEV,Ambev S.A.,2.2350,-0.0020,-0.09%,21.074M,29.918M,35.402B,13.15,0.00%
RKLB,Rocket Lab Corporation,44.86,+0.17,+0.39%,20.778M,23.153M,21.506B,--,+729.13%
ITUB,Itaú Unibanco Holding S.A.,6.84,-0.02,-0.29%,20.152M,30.67M,68.364B,9.37,+19.97%
AMZN,"Amazon.com, Inc.",220.74,-1.95,-0.88%,20.54M,43.752M,2.354T,33.60,+33.51%
VALE,Vale S.A.,10.21,-0.01,-0.11%,19.64M,42.732M,43.58B,8.37,-0.58%
MP,MP Materials Corp.,73.39,-0.93,-1.24%,19.399M,15.204M,12.996B,--,+567.15%
HIMS,"Hims & Hers Health, Inc.",50.33,-1.61,-3.10%,18.716M,42.564M,11.376B,63.71,+225.23%
PTON,"Peloton Interactive, Inc.",8.45,+0.60,+7.58%,18.637M,14.463M,3.448B,--,+171.28%
RGTI,"Rigetti Computing, Inc.",15.84,+0.40,+2.56%,18.309M,53.191M,5.111B,--,"+1,707.96%"
NBIS,Nebius Group N.V.,70.48,+1.70,+2.47%,18.042M,14.262M,16.824B,78.31,+243.90%
ZIM,ZIM Integrated Shipping Services Ltd.,17.44,+1.94,+12.52%,17.789M,5.974M,2.101B,0.89,-16.76%
BAC,Bank of America Corporation,46.18,+0.17,+0.37%,17.846M,40.053M,342.053B,13.54,+20.54%
QS,QuantumScape Corporation,8.91,+0.15,+1.71%,17.371M,42.264M,5.043B,--,+61.33%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.11,-0.01,-0.04%,17.383M,23.098M,80.926B,9.04,-17.49%
JOBY,"Joby Aviation, Inc.",16.97,+0.33,+1.95%,16.591M,32.842M,14.522B,--,+232.14%
HL,Hecla Mining Company,7.57,-0.03,-0.43%,16.032M,21.486M,5.07B,47.30,+46.72%
GOOGL,Alphabet Inc.,200.97,-0.45,-0.22%,15.914M,40.629M,2.434T,21.40,+24.11%
BBD,Banco Bradesco S.A.,2.8950,-0.0050,-0.17%,15.959M,39.158M,28.395B,8.51,+8.21%
CSCO,"Cisco Systems, Inc.",70.68,-1.11,-1.54%,15.615M,20.246M,279.913B,28.85,+60.03%
UAA,"Under Armour, Inc.",5.16,-0.28,-5.06%,15.266M,12.018M,2.153B,--,-30.52%
RIOT,"Riot Platforms, Inc.",11.22,+0.14,+1.26%,14.902M,39.534M,4.147B,--,+45.60%
OSCR,"Oscar Health, Inc.",15.52,+0.06,+0.40%,14.722M,24.815M,4.013B,--,-14.02%
APLD,Applied Digital Corporation,14.18,-0.02,-0.14%,14.591M,51.857M,3.708B,--,+256.78%
RXRX,"Recursion Pharmaceuticals, Inc.",5.28,-0.08,-1.40%,14.274M,28.08M,2.294B,--,-11.11%
RIG,Transocean Ltd.,2.9300,-0.1700,-5.48%,14.269M,37.469M,2.763B,--,-40.50%
IREN,IREN Limited,18.08,-0.37,-1.98%,14.157M,23.91M,4.374B,--,+143.40%
ET,Energy Transfer LP,17.10,-0.18,-1.01%,13.913M,12.949M,58.716B,13.26,+11.13%
DOW,Dow Inc.,20.71,-0.51,-2.39%,13.902M,13.518M,14.682B,--,-59.36%
HBAN,Huntington Bancshares Incorporated,15.99,-0.10,-0.59%,12.838M,30.946M,23.447B,11.94,+20.25%
NVO,Novo Nordisk A/S,50.12,-0.97,-1.89%,12.566M,14.298M,210.375B,12.85,-60.67%
PCG,PG&E Corporation,15.16,+0.16,+1.10%,12.486M,26.479M,33.33B,14.04,-17.72%
KGC,Kinross Gold Corporation,19.19,+0.21,+1.11%,12.238M,19.825M,23.436B,15.48,+112.78%
CLF,Cleveland-Cliffs Inc.,9.73,+0.16,+1.73%,12.423M,33.485M,4.811B,--,-24.90%
AG,First Majestic Silver Corp.,8.72,+0.11,+1.28%,12.096M,22.341M,4.227B,--,+66.22%
PINS,"Pinterest, Inc.",34.56,-0.58,-1.64%,12.037M,10.501M,23.495B,12.52,+21.10%
CORZ,"Core Scientific, Inc.",14.77,+0.36,+2.46%,11.822M,17.866M,4.484B,--,+52.16%
NGD,New Gold Inc.,4.8600,-0.0200,-0.41%,11.755M,20.837M,3.848B,24.30,+109.44%
CMG,"Chipotle Mexican Grill, Inc.",41.62,+0.18,+0.42%,11.69M,15.278M,55.801B,36.83,-25.83%
COIN,"Coinbase Global, Inc.",323.78,+13.24,+4.26%,11.511M,15.444M,83.191B,31.22,+61.96%
CMCSA,Comcast Corporation,31.17,-0.50,-1.59%,11.487M,20.539M,115.076B,5.17,-17.80%
AGNC,AGNC Investment Corp.,9.34,-0.11,-1.22%,11.355M,24.012M,9.725B,31.12,-5.03%
LYFT,"Lyft, Inc.",13.53,+0.11,+0.86%,11.216M,16.686M,5.499B,58.83,+38.11%
AUR,"Aurora Innovation, Inc.",6.35,+0.19,+3.08%,11.025M,25.591M,11.718B,--,+75.00%
UA,"Under Armour, Inc.",4.9812,-0.2088,-4.02%,10.99M,3.225M,2.176B,--,-31.62%
VTRS,Viatris Inc.,9.97,+0.27,+2.73%,10.873M,11.992M,11.618B,--,-16.16%
UBER,"Uber Technologies, Inc.",90.98,+1.42,+1.59%,10.836M,21.042M,189.732B,15.50,+29.31%
GT,The Goodyear Tire & Rubber Company,8.34,-0.02,-0.30%,10.708M,6.687M,2.381B,5.91,+7.46%
GRAB,Grab Holdings Limited,4.8150,-0.0650,-1.33%,10.597M,37.89M,19.626B,240.75,+49.69%
SMR,NuScale Power Corporation,38.95,-0.40,-1.02%,10.444M,14.977M,5.215B,--,+326.33%
KEY,KeyCorp,17.37,-0.24,-1.39%,10.334M,20.291M,19.041B,--,+10.48%
AVTR,"Avantor, Inc.",12.14,+0.64,+5.57%,10.21M,12.975M,8.277B,12.02,-53.33%
TGNA,TEGNA Inc.,19.58,+4.27,+27.92%,10.093M,1.393M,3.143B,7.11,+13.66%
PSLV,Sprott Physical Silver Trust,12.81,-0.19,-1.42%,10.457M,28.562M,6.75B,4.21,+36.13%
TEM,"Tempus AI, Inc.",60.18,-0.69,-1.13%,9.877M,11.936M,10.406B,--,+57.37%
MSFT,Microsoft Corporation,523.30,+1.26,+0.24%,9.749M,19.588M,3.89T,38.39,+28.33%
EQX,Equinox Gold Corp.,6.59,+0.15,+2.37%,9.880M,14.346M,4.989B,9.29,+25.54%
INFY,Infosys Limited,15.94,-0.05,-0.28%,9.813M,13.041M,67.278B,20.71,-24.96%
CSX,CSX Corporation,35.04,-0.39,-1.09%,9.696M,16.87M,65.334B,21.50,+5.76%
OKLO,Oklo Inc.,72.69,-2.63,-3.49%,9.575M,22.035M,10.71B,--,+968.37%
FSM,Fortuna Mining Corp.,6.67,+0.08,+1.24%,9.288M,14.981M,2.049B,12.14,+50.11%
T,AT&T Inc.,28.10,+0.02,+0.07%,9.111M,32.81M,200.89B,16.05,+44.52%
CDE,"Coeur Mining, Inc.",11.71,+0.06,+0.49%,9.102M,13.739M,7.524B,29.27,+109.91%
RUN,Sunrun Inc.,11.88,+0.02,+0.21%,8.960M,24.262M,2.74B,--,-31.62%
FTNT,"Fortinet, Inc.",74.73,+0.34,+0.46%,8.812M,5.305M,57.255B,29.77,+5.73%
ALB,Albemarle Corporation,80.88,+5.40,+7.15%,8.772M,4.203M,9.513B,--,-0.68%
GOOG,Alphabet Inc.,201.58,-0.58,-0.29%,9.014M,27.171M,2.433T,21.49,+23.26%
AMCR,Amcor plc,9.62,-0.05,-0.47%,8.659M,25.327M,22.054B,17.19,-7.90%
IAG,IAMGOLD Corporation,7.51,+0.01,+0.20%,8.376M,15.274M,4.338B,5.15,+58.90%
UEC,Uranium Energy Corp.,9.57,-0.61,-6.04%,8.379M,14.575M,4.25B,--,+112.08%
CCL,Carnival Corporation & plc,28.50,+0.13,+0.48%,8.369M,23.626M,38.649B,14.92,+94.32%
INTC,Intel Corporation,20.62,+0.67,+3.38%,125.147M,83.942M,90.276B,--,+3.05%
LLY,Eli Lilly and Company,643.41,+17.76,+2.84%,8.336M,4.172M,576.789B,41.97,-29.26%
NCLH,Norwegian Cruise Line Holdings Ltd.,23.76,-0.24,-0.98%,8.187M,15.197M,10.74B,16.28,+56.45%
WIT,Wipro Limited,2.6600,0.0000,0.00%,8.022M,6.157M,28.689B,17.73,-7.64%
C,Citigroup Inc.,92.14,-0.60,-0.64%,7.982M,14.172M,169.611B,13.61,+60.32%
HPE,Hewlett Packard Enterprise Company,20.66,-0.15,-0.74%,7.966M,18.118M,27.104B,19.86,+21.06%
UNH,UnitedHealth Group Incorporated,253.48,+2.59,+1.03%,7.946M,20.681M,229.942B,10.97,-55.62%
ONON,On Holding AG,46.07,+0.41,+0.90%,7.91M,5.546M,15.025B,59.06,+15.45%
STLA,Stellantis N.V.,9.37,-0.06,-0.62%,7.655M,20.202M,27.072B,--,-37.92%
BCS,Barclays PLC,20.02,+0.08,+0.40%,7.631M,15.96M,70.5B,9.27,+77.56%
MRVL,"Marvell Technology, Inc.",77.99,+0.65,+0.84%,7.38M,20.577M,67.243B,--,+27.81%
WU,The Western Union Company,8.30,+0.26,+3.17%,7.324M,8.448M,2.679B,3.14,-30.03%
MSTR,Strategy Incorporated,404.13,+9.00,+2.28%,7.297M,11.907M,114.592B,28.34,+200.57%
RUM,Rumble Inc.,8.29,+0.41,+5.20%,7.276M,2.761M,2.807B,--,+37.04%
BABA,Alibaba Group Holding Limited,118.24,-2.12,-1.77%,7.266M,13.53M,281.921B,15.85,+48.76%
KVUE,Kenvue Inc.,21.10,-0.24,-1.12%,7.303M,19.377M,40.492B,28.13,+1.19%
XPEV,XPeng Inc.,21.18,+0.98,+4.88%,7.269M,6.818M,20.187B,--,+204.68%
KHC,The Kraft Heinz Company,27.23,-0.53,-1.93%,7.21M,15.063M,32.224B,--,-18.76%
WFC,Wells Fargo & Company,77.49,-0.36,-0.47%,7.126M,16.919M,248.219B,13.31,+49.54%
AEO,"American Eagle Outfitters, Inc.",12.74,+0.31,+2.45%,7.186M,11.412M,2.208B,13.01,-40.68%
WBA,"Walgreens Boots Alliance, Inc.",11.88,-0.06,-0.50%,7.008M,7.95M,10.283B,--,+17.06%
