Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,175.93,-6.62 -3.63% 208.321M 193.472M 4.276T 44.28 +33.33%,86.62,212.19
OPEN,Opendoor Technologies Inc.,7.64,-0.05 -0.59% 72.404M 231.893M 7.289B -- +249.55%,0.51,10.87
ONDS,Ondas Holdings Inc.,8.23,-0.49 -5.61% 70.16M 71.724M 3.066B -- +944.31%,0.57,11.70
NIO,NIO Inc.,5.64,-0.11 -2.00% 61.052M 72.708M 13.886B -- +33.41%,3.02,8.02
GOOGL,Alphabet Inc.,322.72,+4.14 +1.30% 59.589M 37.052M 3.909T 29.57 +88.38%,140.53,319.48
TSLA,"Tesla, Inc.",418.40,+0.62 +0.15% 50.232M 89.898M 1.392T 269.88 +23.52%,214.25,488.54
PLUG,Plug Power Inc.,1.93,-0.03 -1.28% 47.375M 124.624M 2.692B -- -5.31%,0.69,4.58
AMD,"Advanced Micro Devices, Inc.",199.95,-15.10 -7.02% 46.823M 58.7M 325.521B 106.70 +56.15%,76.48,267.08
BBAI,"BigBear.ai Holdings, Inc.",6.06,-0.21 -3.27% 44.896M 114.861M 2.648B -- +195.75%,2.02,10.36
AAL,American Airlines Group Inc.,13.55,+0.45 +3.44% 43.886M 69.609M 8.944B 13.45 -10.52%,8.50,19.10
BTG,B2Gold Corp.,4.32,+0.14 +3.48% 37.376M 49.349M 5.765B 24.71 +47.35%,2.20,5.94
GOOG,Alphabet Inc.,322.67,+4.20 +1.32% 33.667M 23.811M 3.895T 29.57 +86.65%,142.66,319.80
SOFI,"SoFi Technologies, Inc.",27.81,+0.41 +1.48% 33.378M 73.943M 33.53B 46.47 +76.89%,8.60,32.73
INTC,Intel Corporation,35.81,+0.01 +0.04% 32.801M 110.165M 170.79B 766.28 +48.81%,17.67,42.48
F,Ford Motor Company,13.22,+0.26 +1.97% 30.373M 91.47M 52.655B 10.97 +16.76%,8.44,13.97
DNN,Denison Mines Corp.,2.41,+0.09 +3.88% 28.92M 86.46M 2.162B -- +2.20%,1.08,3.42
BMNR,"Bitmine Immersion Technologies, Inc.",30.21,-0.89 -2.86% 26.762M 44.876M 8.602B 1.94 +301.29%,3.92,161.00
AAPL,Apple Inc.,278.56,+2.64 +0.96% 25.364M 51.61M 4.134T 36.39 +17.38%,169.21,277.32
CIFR,Cipher Mining Inc.,17.13,+0.42 +2.53% 25.058M 51.566M 6.769B -- +196.80%,1.86,25.52
IREN,IREN Limited,46.82,-1.67 -3.44% 24.921M 41.718M 13.272B 21.25 +407.22%,5.13,76.87
ACHR,Archer Aviation Inc.,7.32,-0.12 -1.55% 24.826M 56.895M 4.771B -- +3.05%,5.48,14.62
PSNYW,Polestar Automotive Holding UK PLC,0.23,+0.02 +7.31% 24.564M 2.674M 3.656B -- +4.76%,0.20,0.48
KSS,Kohl's Corporation,21.28,+5.55 +35.28% 24.55M 5.841M 2.385B 8.43 +3.35%,6.04,21.39
WULF,TeraWulf Inc.,13.60,+0.97 +7.71% 22.731M 42.668M 5.696B -- +92.24%,2.06,17.05
PLTR,Palantir Technologies Inc.,162.66,"+0.41 +0.25% 22.374M 57.457M 387.69B 1,434.69 +146.81%",63.40,207.52
RGTI,"Rigetti Computing, Inc.",25.38,"-1.19 -4.48% 21.881M 82.865M 8.376B -- +1,107.73%",2.10,58.15
RKT,"Rocket Companies, Inc.",19.52,+1.40 +7.75% 21.571M 39.688M 54.98B -- +28.88%,10.06,22.56
MARA,"MARA Holdings, Inc.",10.78,-0.43 -3.79% 21.439M 56.519M 4.079B 4.74 -55.11%,9.71,30.28
BABA,Alibaba Group Holding Limited,157.73,-3.00 -1.87% 21.024M 19.813M 376.343B 17.61 +88.69%,80.06,192.67
BBD,Banco Bradesco S.A.,3.53,+0.05 +1.29% 20.97M 47.749M 37.456B 9.33 +46.84%,1.84,3.77
AMZN,"Amazon.com, Inc.",229.12,+2.84 +1.26% 20.629M 48.019M 2.449T 31.19 +8.86%,161.38,258.60
AVGO,Broadcom Inc.,381.08,+3.12 +0.83% 20.512M 24.226M 1.8T 87.39 +129.43%,138.10,386.48
CRWV,"CoreWeave, Inc.",71.74,-1.86 -2.53% 20.038M 30.461M 35.749B -- +84.00%,33.52,187.00
RIG,Transocean Ltd.,4.05,+0.03 +0.72% 19.726M 47.288M 4.46B -- -6.07%,1.97,4.45
CLSK,"CleanSpark, Inc.",11.44,-0.04 -0.39% 19.607M 32.103M 3.057B 9.91 -11.90%,6.45,23.61
PFE,Pfizer Inc.,25.55,+0.33 +1.30% 19.563M 67.705M 145.261B 14.55 -2.13%,20.92,27.69
GRAB,Grab Holdings Limited,5.20,-0.05 -0.95% 19.486M 55.015M 21.252B 243.90 +1.94%,3.36,6.62
AGNC,AGNC Investment Corp.,10.32,+0.02 +0.24% 19.17M 21.295M 11.076B 14.61 +6.85%,7.85,10.63
NVO,Novo Nordisk A/S,47.07,+2.10 +4.67% 19.057M 16.042M 209.155B 13.06 -57.63%,43.08,112.52
NOK,Nokia Oyj,6.09,+0.00 +0.07% 18.685M 48.972M 33.797B 32.57 +45.69%,4.00,8.19
CCL,Carnival Corporation & plc,25.89,+1.13 +4.56% 18.655M 21.713M 35.104B 13.70 -2.29%,15.07,32.80
ORCL,Oracle Corporation,195.64,-4.64 -2.32% 18.243M 26.171M 557.729B 46.02 +5.21%,118.86,345.72
BAC,Bank of America Corporation,52.67,+0.74 +1.42% 18.235M 35.711M 526.031B 14.08 +8.75%,33.07,54.69
BTE,Baytex Energy Corp.,3.18,-0.06 -1.85% 17.251M 24.374M 2.447B 16.30 +14.49%,1.36,3.32
KVUE,Kenvue Inc.,16.88,+0.12 +0.72% 16.835M 40.493M 32.394B 22.25 -30.51%,14.02,25.17
NU,Nu Holdings Ltd.,16.25,+0.33 +2.10% 16.209M 41.927M 78.765B 30.80 +14.20%,9.01,16.55
RIVN,"Rivian Automotive, Inc.",15.40,+0.23 +1.55% 15.655M 50.421M 18.885B -- +31.34%,10.36,18.13
SNAP,Snap Inc.,7.68,+0.01 +0.07% 15.462M 92.556M 13.213B -- -33.79%,6.90,13.28
VALE,Vale S.A.,12.22,+0.12 +1.03% 15.058M 30.846M 52.268B 9.24 +22.12%,8.06,12.60
HBAN,Huntington Bancshares Incorporated,16.15,+0.24 +1.48% 14.927M 31.137M 25.306B 11.11 -12.29%,11.92,18.33
NFLX,"Netflix, Inc.",104.90,-2.07 -1.94% 14.707M 37.139M 444.491B 43.59 +22.59%,82.11,134.12
HOOD,"Robinhood Markets, Inc.",114.61,-0.36 -0.32% 14.279M 35.619M 103.052B 44.88 +215.68%,29.66,153.86
META,"Meta Platforms, Inc.",628.96,+15.91 +2.60% 14.22M 16.304M 1.585T 26.26 +6.89%,479.80,796.25
SMCI,"Super Micro Computer, Inc.",32.26,-1.06 -3.17% 14.154M 29.873M 19.26B 25.61 -3.22%,25.71,66.44
T,AT&T Inc.,25.83,+0.20 +0.80% 13.938M 48.039M 183.085B 8.42 +10.96%,21.38,29.79
SMR,NuScale Power Corporation,18.65,-1.29 -6.48% 13.814M 22.19M 5.274B -- -24.30%,11.08,57.42
QBTS,D-Wave Quantum Inc.,22.10,-1.01 -4.37% 13.704M 53.152M 7.738B -- +755.93%,2.50,46.75
APLD,Applied Digital Corporation,23.15,-0.64 -2.69% 13.257M 30.934M 6.475B -- +144.25%,3.31,40.20
STLA,Stellantis N.V.,10.55,+0.41 +4.10% 13.145M 16.558M 30.462B -- -19.67%,8.39,14.28
AMCR,Amcor plc,8.54,+0.07 +0.83% 12.953M 23.731M 19.713B 26.50 -18.48%,7.67,10.71
ITUB,Itaú Unibanco Holding S.A.,7.42,+0.04 +0.54% 12.924M 25.322M 79.538B 9.78 +35.53%,4.42,7.86
EOSE,"Eos Energy Enterprises, Inc.",13.23,+0.11 +0.88% 12.894M 23.441M 3.815B -- +389.55%,2.64,19.86
CMCSA,Comcast Corporation,26.71,+0.25 +0.94% 12.845M 28.652M 98.619B 4.55 -37.95%,25.75,43.45
MSFT,Microsoft Corporation,476.49,+2.49 +0.53% 12.659M 21.728M 3.542T 33.58 +10.75%,344.79,555.45
CMG,"Chipotle Mexican Grill, Inc.",33.21,+2.02 +6.46% 12.498M 22.76M 44.524B 28.01 -50.26%,29.75,66.74
SOUN,"SoundHound AI, Inc.",11.90,-0.05 -0.38% 12.395M 55.891M 5.001B -- +57.03%,6.52,24.98
PONY,Pony AI Inc.,13.52,+0.93 +7.35% 12.053M 7.032M 6.412B -- +4.92%,4.11,24.92
VZ,Verizon Communications Inc.,40.47,+0.26 +0.66% 12.021M 25.95M 170.66B 8.79 -9.38%,37.59,47.36
COMP,"Compass, Inc.",10.66,+0.06 +0.57% 11.779M 12.148M 5.981B -- +47.84%,5.10,10.71
RIOT,"Riot Platforms, Inc.",13.94,+0.06 +0.43% 11.501M 31.91M 5.183B 31.60 +24.26%,6.19,23.94
SNDK,Sandisk Corporation,222.23,-4.74 -2.09% 11.258M 9.487M 32.568B -- +530.44%,27.89,284.76
CLF,Cleveland-Cliffs Inc.,12.38,+0.44 +3.64% 11.177M 27.869M 7.05B -- -0.91%,5.63,16.70
ZIM,ZIM Integrated Shipping Services Ltd.,18.97,+1.80 +10.45% 10.983M 4.505M 2.284B 2.03 -18.63%,11.04,23.61
IPG,"The Interpublic Group of Companies, Inc.",25.22,-0.49 -1.93% 10.864M 6.254M 9.235B 17.49 -16.06%,22.51,33.05
NBIS,Nebius Group N.V.,89.68,-2.22 -2.42% 10.826M 21.151M 22.582B 169.07 +315.46%,18.31,141.10
MU,"Micron Technology, Inc.",224.59,+0.66 +0.29% 10.729M 26.221M 252.089B 27.32 +119.97%,61.54,260.58
ET,Energy Transfer LP,16.34,-0.15 -0.91% 10.728M 13.672M 56.102B 13.18 -14.11%,14.60,21.45
IONQ,"IonQ, Inc.",45.82,-0.94 -2.01% 10.389M 29.976M 16.233B -- +52.56%,17.88,84.64
MRK,"Merck & Co., Inc.",104.55,+4.15 +4.13% 10.374M 13.049M 261.143B 12.94 -1.20%,73.31,105.07
WBD,"Warner Bros. Discovery, Inc.",22.89,+0.03 +0.13% 10.318M 52.172M 56.721B 119.36 +126.11%,7.52,24.19
UBER,"Uber Technologies, Inc.",83.74,+0.05 +0.06% 10.172M 17.662M 174.706B 10.76 +16.95%,59.33,101.99
HBI,Hanesbrands Inc.,6.61,+0.05 +0.69% 10.168M 6.279M 2.335B 5.60 -25.79%,3.96,9.10
B,Barrick Mining Corporation,39.13,-0.42 -1.05% 10.103M 21.757M 66.889B 17.54 +125.17%,15.11,39.64
LEN,Lennar Corporation,129.50,+6.54 +5.32% 10.009M 4.92M 33.002B 12.12 -26.75%,98.42,171.74
QUBT,Quantum Computing Inc.,11.08,-0.41 -3.61% 9.892M 38.44M 2.486B -- +72.78%,4.37,27.15
DKNG,DraftKings Inc.,31.07,+1.63 +5.54% 9.723M 15.933M 15.483B -- -31.63%,26.23,53.61
ABEV,Ambev S.A.,2.5050,-0.02 -0.60% 9.123M 43.006M 39.829B 13.35 +15.07%,1.76,2.64
FLNC,"Fluence Energy, Inc.",16.30,+0.50 +3.16% 9.007M 7.47M 2.966B -- -16.84%,3.46,23.74
MSTR,Strategy Inc,172.84,-6.20 -3.46% 8.999M 13.015M 49.738B 6.24 -49.38%,166.01,457.22
RXRX,"Recursion Pharmaceuticals, Inc.",4.2950,-0.04 -0.81% 8.986M 42.38M 2.241B -- -26.49%,3.79,12.36
NCLH,Norwegian Cruise Line Holdings Ltd.,18.36,+0.61 +3.44% 8.880M 16.304M 8.354B 13.02 -34.69%,14.21,29.29
PCG,PG&E Corporation,15.90,-0.05 -0.34% 8.854M 24.572M 34.936B 13.19 -25.85%,12.97,21.72
