Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,5.72,+0.70,+14.06%,452.862M,221.382M,4.206B,--,+100.40%
NIO,NIO Inc.,6.18,-0.16,-2.44%,111.224M,57.392M,12.973B,--,+57.32%
INTC,Intel Corporation,25.02,+0.23,+0.91%,103.09M,102.903M,109.534B,--,+23.20%
NVDA,NVIDIA Corporation,181.41,+3.42,+1.92%,96.226M,179.575M,4.424T,58.52,+40.75%
SOFI,"SoFi Technologies, Inc.",26.27,+1.25,+5.02%,63.708M,71.883M,31.463B,52.55,+226.21%
PLTR,Palantir Technologies Inc.,158.01,-0.73,-0.46%,61.227M,77.23M,374.863B,526.71,+414.55%
LCID,"Lucid Group, Inc.",2.0650,+0.0350,+1.72%,48.754M,139.667M,6.345B,--,-52.35%
TSLA,"Tesla, Inc.",345.99,+5.98,+1.76%,47.993M,100.551M,1.116T,207.18,+59.47%
AAL,American Airlines Group Inc.,12.98,-0.57,-4.24%,41.59M,62.118M,8.561B,15.45,+32.71%
MARA,"MARA Holdings, Inc.",15.47,-0.82,-5.02%,40.732M,46.196M,5.732B,8.32,-12.23%
NU,Nu Holdings Ltd.,14.35,+0.41,+2.91%,33.529M,63.867M,69.32B,30.52,-4.72%
BMNR,"Bitmine Immersion Technologies, Inc.",52.81,-0.69,-1.28%,35.351M,33.814M,9.162B,--,+590.19%
RIOT,"Riot Platforms, Inc.",13.28,+0.06,+0.49%,33.495M,39.948M,4.91B,--,+58.13%
RIVN,"Rivian Automotive, Inc.",12.95,-0.15,-1.15%,27.218M,33.188M,15.714B,--,-8.84%
PDD,PDD Holdings Inc.,127.21,+0.10,+0.08%,26.22M,7.86M,180.594B,13.63,+27.11%
AMD,"Advanced Micro Devices, Inc.",163.90,-3.86,-2.30%,24.369M,56.462M,265.983B,97.56,+11.85%
SOUN,"SoundHound AI, Inc.",12.51,-0.05,-0.36%,23.17M,43.706M,5.102B,--,+151.20%
WULF,TeraWulf Inc.,8.90,-0.26,-2.84%,23.05M,54.8M,3.49B,--,+91.63%
RKLB,Rocket Lab Corporation,48.67,+4.28,+9.66%,22.221M,22.958M,23.477B,--,+558.46%
SNAP,Snap Inc.,7.09,-0.11,-1.46%,21.777M,41.654M,11.989B,--,-23.57%
IREN,IREN Limited,23.03,+1.60,+7.47%,18.949M,24.478M,5.57B,--,+163.59%
BAC,Bank of America Corporation,49.46,-0.02,-0.04%,18.226M,38.619M,366.348B,14.50,+23.95%
IQ,"iQIYI, Inc.",2.4750,+0.0150,+0.61%,18.334M,21.366M,2.383B,247.50,+6.26%
HOOD,"Robinhood Markets, Inc.",108.98,-0.34,-0.31%,17.767M,44.851M,96.85B,55.32,+421.56%
GOOGL,Alphabet Inc.,210.00,+3.91,+1.90%,17.655M,37.521M,2.543T,22.39,+24.03%
CSX,CSX Corporation,34.33,-0.25,-0.72%,17.458M,18.6M,64.001B,21.06,+2.70%
KDP,Keurig Dr Pepper Inc.,32.22,-2.91,-8.30%,17.603M,9.871M,43.769B,28.51,-2.74%
PFE,Pfizer Inc.,25.23,-0.65,-2.53%,16.069M,40.501M,143.422B,13.35,-10.51%
F,Ford Motor Company,11.76,+0.02,+0.17%,16.234M,82.186M,46.802B,15.08,+5.67%
WBD,"Warner Bros. Discovery, Inc.",11.97,-0.09,-0.71%,15.888M,61.282M,29.623B,38.60,+46.42%
RGTI,"Rigetti Computing, Inc.",14.49,-0.32,-2.19%,15.679M,45.178M,4.699B,--,"+1,466.60%"
AAPL,Apple Inc.,228.52,+0.76,+0.33%,15.455M,55.289M,3.391T,34.73,+0.26%
BTG,B2Gold Corp.,3.9700,-0.0100,-0.25%,16.447M,41.038M,5.252B,--,+38.68%
CIFR,Cipher Mining Inc.,6.57,+0.18,+2.90%,15.084M,31.911M,2.582B,--,+59.10%
PSLV,Sprott Physical Silver Trust,13.02,-0.12,-0.95%,14.814M,27.259M,6.858B,4.28,+28.70%
GRAB,Grab Holdings Limited,5.03,-0.11,-2.05%,14.723M,36.609M,20.485B,251.25,+58.33%
KEY,KeyCorp,18.97,-0.01,-0.08%,13.745M,22.433M,20.796B,--,+11.98%
APLD,Applied Digital Corporation,16.33,+0.28,+1.74%,13.461M,49.24M,4.271B,--,+226.22%
QBTS,D-Wave Quantum Inc.,15.26,-0.28,-1.83%,12.947M,49.368M,5.217B,--,"+1,454.00%"
HBAN,Huntington Bancshares Incorporated,17.27,-0.09,-0.49%,12.818M,31.289M,25.203B,12.89,+18.82%
RIG,Transocean Ltd.,3.1050,+0.0650,+2.14%,12.394M,34.68M,2.928B,--,-38.83%
OSCR,"Oscar Health, Inc.",17.01,+0.21,+1.27%,12.418M,26.538M,4.399B,--,-7.18%
ITUB,Itaú Unibanco Holding S.A.,6.88,0.00,0.00%,12.488M,29.143M,67.908B,9.42,+13.29%
JOBY,"Joby Aviation, Inc.",14.34,-0.61,-4.11%,12.221M,35.087M,12.271B,--,+186.95%
GOOG,Alphabet Inc.,210.64,+3.92,+1.90%,12.048M,24.83M,2.543T,22.43,+23.10%
AMZN,"Amazon.com, Inc.",228.32,-0.52,-0.23%,11.551M,42.326M,2.435T,34.75,+30.39%
NVO,Novo Nordisk A/S,56.67,-0.31,-0.54%,11.135M,15.376M,245.63B,14.57,-57.89%
UUUU,Energy Fuels Inc.,10.85,+0.27,+2.50%,10.915M,13.185M,2.502B,--,+117.25%
RF,Regions Financial Corporation,26.77,+0.01,+0.06%,10.807M,12.401M,23.892B,12.51,+17.42%
