Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,157.01,+3.71,+2.42%,70.332M,248.473M,3.829T,50.65,+19.50%
INTC,Intel Corporation,22.03,-0.82,-3.60%,65.184M,92.295M,96.086B,--,-26.83%
TSLA,"Tesla, Inc.",314.69,+13.98,+4.65%,63.945M,120.786M,1.014T,180.86,+22.05%
SOUN,"SoundHound AI, Inc.",10.98,+0.50,+4.72%,26.933M,30.965M,4.409B,--,+166.67%
LCID,"Lucid Group, Inc.",2.0450,+0.0150,+0.74%,59.742M,129.329M,6.238B,--,-31.19%
HOOD,"Robinhood Markets, Inc.",99.01,+6.68,+7.24%,53.251M,44.515M,87.373B,56.58,+303.36%
F,Ford Motor Company,11.56,+0.21,+1.85%,51.568M,115.327M,45.971B,9.25,-11.81%
CNC,Centene Corporation,34.74,-21.91,-38.68%,46.421M,5.217M,17.286B,5.12,-15.14%
VALE,Vale S.A.,10.22,+0.40,+4.02%,43.229M,36.537M,43.606B,7.40,-15.42%
OSCR,"Oscar Health, Inc.",17.52,-2.93,-14.35%,39.566M,11.932M,4.461B,43.79,+19.80%
AAPL,Apple Inc.,212.15,+4.33,+2.08%,31.191M,64.082M,3.169T,33.05,-6.20%
CLF,Cleveland-Cliffs Inc.,8.52,+0.40,+4.99%,17.717M,31.214M,4.217B,--,-49.09%
MARA,"MARA Holdings, Inc.",17.16,+1.46,+9.27%,29.219M,44.062M,6.037B,--,-25.17%
QBTS,D-Wave Quantum Inc.,15.12,+0.30,+2.02%,27.532M,65.91M,4.725B,--,"+1,247.27%"
PLTR,Palantir Technologies Inc.,132.09,+1.41,+1.08%,26.075M,99.819M,311.72B,550.37,+405.53%
RGTI,"Rigetti Computing, Inc.",12.19,+0.86,+7.55%,25.845M,48.265M,3.933B,--,"+1,080.21%"
AZEK,The AZEK Company Inc.,54.35,-0.51,-0.93%,26.82M,4.022M,7.818B,52.77,+33.67%
SOFI,"SoFi Technologies, Inc.",18.11,+0.47,+2.68%,24.032M,67.46M,20.022B,42.12,+170.55%
GRAB,Grab Holdings Limited,5.07,+0.14,+2.83%,21.105M,37.985M,20.907B,506.96,+39.27%
SNAP,Snap Inc.,9.55,+0.19,+2.09%,21.022M,39.509M,15.951B,--,-40.63%
NKE,"NIKE, Inc.",75.03,+1.62,+2.21%,18.852M,21.427M,110.744B,34.74,-2.43%
PSLV,Sprott Physical Silver Trust,12.40,+0.16,+1.29%,13.527M,37.043M,6.533B,4.08,+18.15%
NU,Nu Holdings Ltd.,13.60,-0.04,-0.29%,18.69M,62.369M,65.612B,30.91,+9.73%
CLSK,"CleanSpark, Inc.",12.23,+1.15,+10.33%,18.292M,26.866M,3.435B,--,-31.39%
RIVN,"Rivian Automotive, Inc.",13.18,-0.30,-2.19%,17.955M,30.576M,15.104B,--,-8.05%
RIOT,"Riot Platforms, Inc.",12.11,+0.84,+7.50%,17.978M,34.999M,4.328B,--,+17.76%
QUBT,Quantum Computing Inc.,18.92,+0.28,+1.48%,17.114M,26.041M,2.931B,--,"+3,591.09%"
CNH,CNH Industrial N.V.,13.57,+0.22,+1.61%,10.401M,18.601M,16.961B,16.97,+34.68%
AVGO,Broadcom Inc.,269.38,+4.64,+1.75%,6.137M,26.931M,1.267T,98.67,+53.10%
AMD,"Advanced Micro Devices, Inc.",138.85,+2.74,+2.01%,16.311M,48.082M,225.131B,101.35,-16.96%
LYG,Lloyds Banking Group plc,4.0444,-0.1856,-4.39%,16.155M,25.497M,60.565B,11.90,+49.47%
WBD,"Warner Bros. Discovery, Inc.",11.10,+0.16,+1.42%,15.524M,47.931M,27.45B,--,+51.31%
T,AT&T Inc.,28.44,-0.43,-1.51%,15.404M,35.407M,204.825B,17.45,+54.60%
BBD,Banco Bradesco S.A.,3.0250,-0.0111,-0.36%,15.059M,42.891M,29.598B,9.76,+37.95%
ACHR,Archer Aviation Inc.,9.95,+0.07,+0.76%,15.002M,34.234M,5.465B,--,+134.68%
