Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
LCID,"Lucid Group, Inc.",2.1650,+0.1150,+5.61%,146.195M,127.851M,6.604B,--,-30.03%
NVDA,NVIDIA Corporation,159.84,+2.59,+1.65%,97.848M,245.729M,3.898T,51.56,+24.97%
HOOD,"Robinhood Markets, Inc.",93.12,-4.86,-4.96%,42.067M,45.345M,82.171B,53.21,+332.01%
F,Ford Motor Company,11.85,+0.07,+0.64%,41.779M,113.721M,47.102B,9.48,-8.33%
TSLA,"Tesla, Inc.",316.73,+1.08,+0.34%,40.663M,120.515M,1.02T,182.03,+25.50%
INTC,Intel Corporation,22.59,+0.71,+3.24%,37.735M,90.576M,98.538B,--,-31.67%
IREN,IREN Limited,16.97,+1.31,+8.37%,35.054M,18.262M,4.104B,--,+4.19%
CIFR,Cipher Mining Inc.,6.18,+0.50,+8.80%,33.212M,24.024M,2.294B,--,+20.85%
SOFI,"SoFi Technologies, Inc.",18.49,+0.37,+2.04%,30.198M,67.357M,20.438B,43.00,+180.06%
PLTR,Palantir Technologies Inc.,134.82,+2.70,+2.04%,28.268M,99.261M,318.164B,612.82,+385.20%
MARA,"MARA Holdings, Inc.",17.77,-0.03,-0.17%,24.443M,44.974M,6.254B,--,-11.75%
BMNR,"Bitmine Immersion Technologies, Inc.",110.89,+52.39,+90.14%,24.403M,9.693M,672.329M,--,+654.84%
RUN,Sunrun Inc.,10.44,+1.45,+16.18%,24.395M,22.423M,2.387B,--,-26.37%
AZEK,The AZEK Company Inc.,54.35,-0.51,-0.93%,26.82M,4.004M,7.818B,52.77,+33.67%
NU,Nu Holdings Ltd.,13.64,+0.15,+1.07%,23.048M,62.187M,65.781B,30.99,+5.23%
CNC,Centene Corporation,33.71,-0.07,-0.22%,22.848M,6.612M,16.772B,4.97,-49.10%
AAPL,Apple Inc.,214.16,+1.72,+0.81%,21.786M,63.501M,3.199T,33.36,-6.14%
RGTI,"Rigetti Computing, Inc.",13.11,+0.03,+0.20%,21.607M,48.848M,4.23B,--,"+1,218.55%"
STLA,Stellantis N.V.,10.32,-0.01,-0.10%,20.851M,17.49M,29.812B,4.76,-47.19%
OSCR,"Oscar Health, Inc.",16.45,-0.17,-1.02%,20.656M,13.153M,4.189B,41.12,-0.95%
PSLV,Sprott Physical Silver Trust,12.52,+0.09,+0.76%,19.719M,36.352M,6.599B,4.12,+16.93%
QBTS,D-Wave Quantum Inc.,16.46,+0.48,+3.00%,19.66M,66.397M,5.143B,--,"+1,352.73%"
DDOG,"Datadog, Inc.",155.56,+20.55,+15.22%,19.669M,4.928M,53.723B,330.98,+0.33%
AMD,"Advanced Micro Devices, Inc.",138.48,-0.04,-0.03%,19.305M,47.899M,224.532B,101.08,-19.42%
AMZN,"Amazon.com, Inc.",223.11,+3.19,+1.45%,18.623M,49.187M,2.369T,36.34,+9.96%
BTG,B2Gold Corp.,3.6400,-0.0200,-0.55%,19.877M,52.955M,4.81B,--,+30.71%
RIOT,"Riot Platforms, Inc.",12.24,+0.05,+0.37%,18.472M,35.426M,4.375B,--,+26.56%
SOUN,"SoundHound AI, Inc.",11.24,-0.01,-0.12%,17.655M,31.555M,4.514B,--,+168.50%
AAL,American Airlines Group Inc.,11.76,+0.12,+1.07%,18.228M,61.678M,7.753B,11.76,+5.34%
PFE,Pfizer Inc.,25.43,+0.11,+0.45%,15.443M,47.122M,144.607B,18.43,-9.73%
SNAP,Snap Inc.,9.30,-0.08,-0.85%,15.42M,39.465M,15.542B,--,-42.74%
VALE,Vale S.A.,10.20,-0.07,-0.73%,15.725M,37.466M,43.563B,7.39,-11.84%
TMC,TMC the metals company Inc.,7.21,+0.83,+12.98%,15.085M,12.067M,3.627B,--,+319.74%
CLSK,"CleanSpark, Inc.",12.23,-0.25,-2.04%,14.922M,27.234M,3.435B,--,-22.24%
QS,QuantumScape Corporation,7.07,+0.26,+3.90%,14.433M,20.325M,3.949B,--,+34.65%
RIVN,"Rivian Automotive, Inc.",13.22,+0.35,+2.68%,14.251M,30.641M,15.831B,--,-12.98%
HBAN,Huntington Bancshares Incorporated,17.58,+0.18,+1.04%,13.602M,24.512M,25.611B,13.52,+35.51%
GOOGL,Alphabet Inc.,178.99,+0.35,+0.19%,13.401M,42.539M,2.178T,19.95,-6.27%
BCS,Barclays PLC,18.25,+0.37,+2.04%,13.056M,14.6M,65.392B,8.86,+57.26%
JOBY,"Joby Aviation, Inc.",10.60,+0.44,+4.38%,15.217M,21.08M,8.924B,--,+96.90%
WBD,"Warner Bros. Discovery, Inc.",11.22,+0.10,+0.85%,12.823M,47.861M,27.747B,--,+54.23%
