Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,5.15,+0.14,+2.79%,583.153M,221.382M,3.79B,--,+100.40%
NIO,NIO Inc.,6.14,-0.20,-3.23%,133.464M,57.392M,12.868B,--,+57.32%
INTC,Intel Corporation,24.61,-0.18,-0.75%,121.995M,102.903M,107.74B,--,+23.20%
NVDA,NVIDIA Corporation,181.32,+3.33,+1.87%,116.567M,179.575M,4.422T,58.49,+40.75%
SOFI,"SoFi Technologies, Inc.",26.24,+1.22,+4.86%,73.397M,71.883M,31.415B,52.47,+226.21%
PLTR,Palantir Technologies Inc.,158.22,-0.52,-0.33%,70.574M,77.23M,375.352B,527.40,+414.55%
TSLA,"Tesla, Inc.",346.47,+6.46,+1.90%,62.785M,100.551M,1.118T,207.47,+59.47%
LCID,"Lucid Group, Inc.",2.0850,+0.0550,+2.71%,61.122M,139.667M,6.406B,--,-52.35%
MARA,"MARA Holdings, Inc.",15.52,-0.77,-4.70%,55.063M,46.196M,5.751B,8.35,-12.23%
AAL,American Airlines Group Inc.,12.94,-0.61,-4.54%,54.442M,62.118M,8.535B,15.40,+32.71%
CSX,CSX Corporation,32.97,-1.62,-4.67%,44.623M,18.6M,61.456B,20.22,+2.70%
RIOT,"Riot Platforms, Inc.",13.27,+0.05,+0.42%,40.968M,39.948M,4.907B,--,+58.13%
NU,Nu Holdings Ltd.,14.31,+0.38,+2.69%,40.35M,63.867M,69.175B,30.46,-4.72%
BMNR,"Bitmine Immersion Technologies, Inc.",51.79,-1.70,-3.18%,40.69M,33.814M,8.985B,--,+590.19%
RIVN,"Rivian Automotive, Inc.",13.09,-0.01,-0.08%,34.566M,33.188M,15.884B,--,-8.84%
SOUN,"SoundHound AI, Inc.",12.41,-0.15,-1.22%,32.76M,43.706M,5.058B,--,+151.20%
SNAP,Snap Inc.,7.07,-0.12,-1.74%,30.389M,41.654M,11.956B,--,-23.57%
WULF,TeraWulf Inc.,8.91,-0.25,-2.73%,28.696M,54.8M,3.494B,--,+91.63%
AMD,"Advanced Micro Devices, Inc.",163.78,-3.98,-2.37%,28.555M,56.462M,265.791B,97.49,+11.85%
PDD,PDD Holdings Inc.,126.86,-0.25,-0.19%,27.732M,7.86M,180.104B,13.60,+27.11%
RKLB,Rocket Lab Corporation,48.03,+3.65,+8.22%,25.26M,22.958M,23.17B,--,+558.46%
IQ,"iQIYI, Inc.",2.4300,-0.0300,-1.22%,24.587M,21.366M,2.34B,243.00,+6.26%
F,Ford Motor Company,11.81,+0.07,+0.55%,24.3M,82.186M,46.982B,15.13,+5.67%
KDP,Keurig Dr Pepper Inc.,31.72,-3.42,-9.73%,23.319M,9.871M,43.083B,28.07,-2.74%
IREN,IREN Limited,23.07,+1.64,+7.63%,22.94M,24.478M,5.579B,--,+163.59%
HOOD,"Robinhood Markets, Inc.",108.63,-0.69,-0.63%,21.954M,44.851M,96.535B,55.14,+421.56%
BAC,Bank of America Corporation,49.44,-0.03,-0.07%,21.864M,38.619M,366.237B,14.50,+23.95%
WBD,"Warner Bros. Discovery, Inc.",12.02,-0.03,-0.21%,21.692M,61.282M,29.771B,38.79,+46.42%
GOOGL,Alphabet Inc.,209.22,+3.13,+1.52%,21.179M,37.521M,2.534T,22.30,+24.03%
BTG,B2Gold Corp.,3.9600,-0.0200,-0.50%,20.409M,41.038M,5.239B,--,+38.68%
PFE,Pfizer Inc.,25.25,-0.63,-2.45%,20.167M,40.501M,143.532B,13.36,-10.51%
AAPL,Apple Inc.,227.93,+0.18,+0.08%,19.274M,55.289M,3.383T,34.64,+0.26%
KEY,KeyCorp,18.97,-0.01,-0.08%,19.153M,22.433M,20.796B,--,+11.98%
CIFR,Cipher Mining Inc.,6.63,+0.25,+3.92%,19.046M,31.911M,2.607B,--,+59.10%
RGTI,"Rigetti Computing, Inc.",14.47,-0.35,-2.36%,17.866M,45.178M,4.691B,--,"+1,466.60%"
GRAB,Grab Holdings Limited,5.01,-0.12,-2.24%,17.696M,36.609M,20.444B,250.75,+58.33%
APLD,Applied Digital Corporation,16.34,+0.29,+1.81%,17.12M,49.24M,4.273B,--,+226.22%
HBAN,Huntington Bancshares Incorporated,17.26,-0.10,-0.55%,16.743M,31.289M,25.188B,12.88,+18.82%
ITUB,Itaú Unibanco Holding S.A.,6.90,+0.02,+0.29%,16.586M,29.143M,68.104B,9.45,+13.29%
PSLV,Sprott Physical Silver Trust,13.01,-0.13,-0.99%,15.884M,27.259M,6.855B,4.28,+28.70%
JOBY,"Joby Aviation, Inc.",14.40,-0.55,-3.68%,15.881M,35.087M,12.326B,--,+186.95%
QBTS,D-Wave Quantum Inc.,15.21,-0.33,-2.12%,15.517M,49.368M,5.202B,--,"+1,454.00%"
RF,Regions Financial Corporation,26.72,-0.04,-0.15%,14.741M,12.401M,23.842B,12.49,+17.42%
GOOG,Alphabet Inc.,209.86,+3.14,+1.52%,14.515M,24.83M,2.534T,22.35,+23.10%
OSCR,"Oscar Health, Inc.",16.73,-0.07,-0.44%,14.334M,26.538M,4.325B,--,-7.18%
WBA,"Walgreens Boots Alliance, Inc.",11.99,-0.07,-0.62%,14.617M,8.195M,10.382B,--,+16.28%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.27,+0.18,+1.51%,14.216M,23.012M,74.106B,5.73,-21.21%
CVE,Cenovus Energy Inc.,16.59,+0.20,+1.25%,14.18M,12.671M,29.867B,15.96,-14.99%
RIG,Transocean Ltd.,3.1050,+0.0650,+2.14%,13.948M,34.68M,2.928B,--,-38.83%
UUUU,Energy Fuels Inc.,10.97,+0.39,+3.69%,13.959M,13.185M,2.531B,--,+117.25%
AMZN,"Amazon.com, Inc.",228.35,-0.49,-0.21%,13.596M,42.326M,2.435T,34.76,+30.39%
NVO,Novo Nordisk A/S,56.51,-0.47,-0.82%,12.57M,15.376M,244.936B,14.53,-57.89%
BBD,Banco Bradesco S.A.,3.0100,+0.0300,+1.01%,12.631M,36.597M,28.627B,8.85,+4.56%
HIMS,"Hims & Hers Health, Inc.",43.52,-1.05,-2.36%,12.51M,38.824M,9.836B,55.09,+177.69%
