Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,179.62,+0.20,+0.11%,129.934M,191.85M,4.381T,57.94,+70.93%
INTC,Intel Corporation,19.74,-0.67,-3.28%,112.838M,82.573M,86.402B,--,-0.39%
AMD,"Advanced Micro Devices, Inc.",171.82,+8.70,+5.33%,85.552M,52.914M,278.836B,103.51,+19.66%
AAPL,Apple Inc.,219.75,+6.48,+3.04%,74.832M,54.179M,3.261T,33.35,-0.03%
PLTR,Palantir Technologies Inc.,180.93,+1.39,+0.77%,69.062M,77.098M,429.227B,583.65,+513.18%
SNAP,Snap Inc.,7.53,-0.25,-3.15%,62.935M,37.608M,12.733B,--,-12.98%
F,Ford Motor Company,11.24,+0.03,+0.25%,59.731M,86.892M,44.728B,14.41,+10.66%
BMNR,"Bitmine Immersion Technologies, Inc.",40.35,+1.88,+4.89%,60.798M,21.289M,4.532B,--,+396.39%
QBTS,D-Wave Quantum Inc.,17.17,-0.41,-2.33%,59.01M,71.6M,5.365B,--,"+2,097.50%"
TSLA,"Tesla, Inc.",319.56,-0.35,-0.11%,57.077M,106.911M,1.031T,187.98,+60.89%
HL,Hecla Mining Company,7.34,+1.22,+20.05%,56.376M,20.654M,4.64B,61.12,+21.96%
LCID,"Lucid Group, Inc.",2.1600,-0.0250,-1.14%,51.236M,150.82M,6.637B,--,-30.63%
SOFI,"SoFi Technologies, Inc.",21.91,+0.45,+2.10%,46.327M,71.614M,26.208B,43.82,+223.19%
BBD,Banco Bradesco S.A.,2.8750,+0.0250,+0.88%,46.043M,41.763M,28.335B,8.46,+10.89%
WBD,"Warner Bros. Discovery, Inc.",11.88,-0.93,-7.25%,46.081M,59.498M,29.385B,--,+82.19%
RUN,Sunrun Inc.,12.00,+2.93,+32.30%,43.171M,24.012M,2.742B,--,-51.83%
AAL,American Airlines Group Inc.,11.73,-0.01,-0.09%,41.948M,61.704M,7.74B,13.96,+18.71%
NBIS,Nebius Group N.V.,66.39,+11.30,+20.51%,41.57M,13.5M,15.848B,--,+175.45%
FTNT,"Fortinet, Inc.",74.10,-22.48,-23.28%,41.419M,4.606M,56.716B,30.49,+40.62%
HOOD,"Robinhood Markets, Inc.",109.81,+4.16,+3.94%,40.061M,44.275M,97.585B,55.74,+495.88%
JOBY,"Joby Aviation, Inc.",17.25,-1.68,-8.85%,39.313M,32.105M,14.52B,--,+264.04%
PTON,"Peloton Interactive, Inc.",7.01,-0.07,-0.92%,38.979M,14.238M,2.792B,--,+137.25%
SMCI,"Super Micro Computer, Inc.",47.01,+0.22,+0.46%,37.9M,45.898M,28.053B,27.98,-8.24%
PFE,Pfizer Inc.,24.26,+0.33,+1.40%,37.347M,42.67M,137.96B,12.84,-16.79%
NVO,Novo Nordisk A/S,48.85,+3.47,+7.65%,37.024M,13.668M,214.855B,12.62,-64.59%
LYFT,"Lyft, Inc.",14.15,+0.12,+0.86%,35.172M,17.674M,5.954B,94.37,+38.93%
GRAB,Grab Holdings Limited,4.9350,+0.1650,+3.46%,34.544M,37.548M,20.115B,246.75,+47.68%
AMZN,"Amazon.com, Inc.",221.60,-0.71,-0.32%,32.008M,43.705M,2.363T,33.78,+34.08%
NU,Nu Holdings Ltd.,12.38,+0.15,+1.27%,30.41M,64.308M,59.702B,28.12,+2.78%
SOUN,"SoundHound AI, Inc.",10.60,-0.20,-1.81%,30.273M,38.522M,4.26B,--,+107.29%
QS,QuantumScape Corporation,9.10,+0.82,+9.90%,29.87M,41.428M,5.151B,--,+44.25%
ITUB,Itaú Unibanco Holding S.A.,6.82,+0.16,+2.48%,29.524M,31.101M,67.701B,9.34,+21.11%
BTG,B2Gold Corp.,3.7951,+0.0351,+0.93%,28.705M,44.291M,5.026B,--,+36.23%
HIMS,"Hims & Hers Health, Inc.",51.01,-0.12,-0.23%,28.534M,43.98M,11.529B,64.57,+222.59%
RIVN,"Rivian Automotive, Inc.",12.09,+0.45,+3.87%,27.809M,33.474M,14.67B,--,-20.92%
T,AT&T Inc.,28.03,+0.55,+1.98%,26.23M,32.816M,200.461B,16.02,+41.70%
APLD,Applied Digital Corporation,14.15,-0.64,-4.29%,25.987M,51.95M,3.702B,--,+257.25%
CDE,"Coeur Mining, Inc.",11.27,+1.38,+14.00%,24.663M,13.988M,7.213B,38.88,+83.83%
RGTI,"Rigetti Computing, Inc.",15.56,-0.43,-2.72%,24.198M,54.502M,5.02B,--,"+1,824.19%"
