Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,179.02,-0.40,-0.22%,112.443M,191.85M,4.366T,57.75,+70.93%
INTC,Intel Corporation,19.65,-0.76,-3.72%,101.807M,82.573M,86.008B,--,-0.39%
AMD,"Advanced Micro Devices, Inc.",170.47,+7.35,+4.51%,78.016M,52.914M,276.646B,102.69,+19.66%
AAPL,Apple Inc.,219.47,+6.20,+2.91%,63.907M,54.179M,3.257T,33.30,-0.03%
PLTR,Palantir Technologies Inc.,178.86,-0.68,-0.38%,59.394M,77.098M,424.317B,576.97,+513.18%
BMNR,"Bitmine Immersion Technologies, Inc.",40.21,+1.74,+4.51%,56.212M,21.289M,4.515B,--,+396.39%
QBTS,D-Wave Quantum Inc.,16.99,-0.59,-3.38%,54.169M,71.6M,5.307B,--,"+2,097.50%"
F,Ford Motor Company,11.20,-0.01,-0.11%,51.358M,86.892M,44.563B,14.36,+10.66%
TSLA,"Tesla, Inc.",317.00,-2.91,-0.91%,49.378M,106.911M,1.022T,186.47,+60.89%
SNAP,Snap Inc.,7.51,-0.27,-3.45%,48.453M,37.608M,12.693B,--,-12.98%
HL,Hecla Mining Company,7.34,+1.22,+20.05%,47.332M,20.654M,4.64B,61.12,+21.96%
LCID,"Lucid Group, Inc.",2.1650,-0.0200,-0.92%,45.345M,150.82M,6.652B,--,-30.63%
SOFI,"SoFi Technologies, Inc.",21.95,+0.50,+2.31%,41.389M,71.614M,26.262B,43.91,+223.19%
BBD,Banco Bradesco S.A.,2.8650,+0.0150,+0.53%,40.989M,41.763M,28.236B,8.43,+10.89%
WBD,"Warner Bros. Discovery, Inc.",11.93,-0.88,-6.87%,40.151M,59.498M,29.503B,--,+82.19%
RUN,Sunrun Inc.,11.73,+2.66,+29.31%,39.493M,24.012M,2.68B,--,-51.83%
NBIS,Nebius Group N.V.,65.46,+10.37,+18.81%,38.776M,13.5M,15.626B,--,+175.45%
FTNT,"Fortinet, Inc.",71.66,-24.92,-25.80%,36.694M,4.606M,54.852B,29.49,+40.62%
HOOD,"Robinhood Markets, Inc.",108.89,+3.24,+3.07%,36.496M,44.275M,96.769B,55.27,+495.88%
PTON,"Peloton Interactive, Inc.",7.03,-0.05,-0.64%,35.718M,14.238M,2.8B,--,+137.25%
AAL,American Airlines Group Inc.,11.69,-0.05,-0.43%,35.162M,61.704M,7.713B,13.92,+18.71%
JOBY,"Joby Aviation, Inc.",17.06,-1.87,-9.90%,35.011M,32.105M,14.352B,--,+264.04%
NVO,Novo Nordisk A/S,48.72,+3.33,+7.35%,34.108M,13.668M,214.261B,12.59,-64.59%
SMCI,"Super Micro Computer, Inc.",46.79,-0.00,-0.00%,33.599M,45.898M,27.925B,27.85,-8.24%
PFE,Pfizer Inc.,24.29,+0.36,+1.48%,30.804M,42.67M,138.075B,12.85,-16.79%
LYFT,"Lyft, Inc.",13.93,-0.11,-0.78%,30.147M,17.674M,5.857B,92.83,+38.93%
AMZN,"Amazon.com, Inc.",221.11,-1.19,-0.54%,28.004M,43.705M,2.358T,33.71,+34.08%
GRAB,Grab Holdings Limited,4.8855,+0.1155,+2.42%,27.777M,37.548M,19.913B,244.28,+47.68%
NU,Nu Holdings Ltd.,12.34,+0.11,+0.94%,26.117M,64.308M,59.509B,28.03,+2.78%
BTG,B2Gold Corp.,3.7900,+0.0300,+0.80%,25.559M,44.291M,5.019B,--,+36.23%
QS,QuantumScape Corporation,8.90,+0.62,+7.55%,24.915M,41.428M,5.04B,--,+44.25%
HIMS,"Hims & Hers Health, Inc.",50.35,-0.78,-1.54%,24.241M,43.98M,11.379B,63.73,+222.59%
APLD,Applied Digital Corporation,13.71,-1.08,-7.33%,23.144M,51.95M,3.584B,--,+257.25%
SOUN,"SoundHound AI, Inc.",10.48,-0.32,-3.01%,22.522M,38.522M,4.208B,--,+107.29%
ITUB,Itaú Unibanco Holding S.A.,6.78,+0.13,+2.03%,22.246M,31.101M,67.403B,9.29,+21.11%
RGTI,"Rigetti Computing, Inc.",15.30,-0.69,-4.32%,21.575M,54.502M,4.938B,--,"+1,824.19%"
IONQ,"IonQ, Inc.",39.35,-1.88,-4.57%,21.503M,23.615M,11.461B,--,+479.89%
CDE,"Coeur Mining, Inc.",11.15,+1.26,+12.79%,21.54M,13.988M,7.136B,38.47,+83.83%
RIVN,"Rivian Automotive, Inc.",11.93,+0.28,+2.45%,21.263M,33.474M,14.47B,--,-20.92%
LLY,Eli Lilly and Company,640.81,-105.56,-14.14%,21.197M,3.688M,575.276B,52.01,-11.70%
