Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
LCID,"Lucid Group, Inc.",2.1600,+0.1100,+5.37%,200.074M,127.851M,6.589B,--,-30.03%
NVDA,NVIDIA Corporation,159.34,+2.09,+1.33%,142.314M,245.729M,3.886T,51.40,+24.97%
INTC,Intel Corporation,22.49,+0.61,+2.79%,60.704M,90.576M,98.101B,--,-31.67%
F,Ford Motor Company,11.81,+0.04,+0.34%,59.934M,113.721M,46.963B,9.45,-8.33%
TSLA,"Tesla, Inc.",315.35,-0.30,-0.10%,56.557M,120.515M,1.016T,181.24,+25.50%
HOOD,"Robinhood Markets, Inc.",94.40,-3.58,-3.65%,55.577M,45.345M,83.301B,53.94,+332.01%
WULF,TeraWulf Inc.,5.26,+0.22,+4.37%,53.09M,43.023M,2.049B,--,-9.68%
CIFR,Cipher Mining Inc.,6.05,+0.37,+6.51%,47.639M,24.024M,2.246B,--,+20.85%
SOFI,"SoFi Technologies, Inc.",18.57,+0.45,+2.48%,44.098M,67.357M,20.527B,43.19,+180.06%
IREN,IREN Limited,16.82,+1.16,+7.41%,42.478M,18.262M,4.068B,--,+4.19%
PLTR,Palantir Technologies Inc.,134.36,+2.24,+1.70%,41.361M,99.261M,317.077B,610.73,+385.20%
RGTI,"Rigetti Computing, Inc.",13.45,+0.37,+2.83%,34.467M,48.848M,4.341B,--,"+1,218.55%"
BMNR,"Bitmine Immersion Technologies, Inc.",135.00,+76.50,+130.77%,36.104M,9.693M,818.545M,--,+654.84%
AAPL,Apple Inc.,213.55,+1.11,+0.52%,34.697M,63.501M,3.19T,33.26,-6.14%
RUN,Sunrun Inc.,10.50,+1.51,+16.80%,33.499M,22.423M,2.399B,--,-26.37%
CNC,Centene Corporation,33.31,-0.47,-1.39%,32.984M,6.612M,16.575B,4.91,-49.10%
NU,Nu Holdings Ltd.,13.60,+0.11,+0.82%,32.596M,62.187M,65.612B,30.91,+5.23%
MARA,"MARA Holdings, Inc.",17.66,-0.14,-0.79%,31.917M,44.974M,6.215B,--,-11.75%
AAL,American Airlines Group Inc.,11.69,+0.06,+0.52%,30.238M,61.678M,7.71B,11.69,+5.34%
DDOG,"Datadog, Inc.",155.15,+20.14,+14.92%,29.807M,4.928M,53.582B,330.11,+0.33%
BTG,B2Gold Corp.,3.6600,0.0000,0.00%,32.565M,52.955M,4.836B,--,+30.71%
QBTS,D-Wave Quantum Inc.,16.79,+0.81,+5.07%,29.203M,66.397M,5.246B,--,"+1,352.73%"
AMZN,"Amazon.com, Inc.",223.41,+3.49,+1.59%,29.295M,49.187M,2.372T,36.39,+9.96%
OSCR,"Oscar Health, Inc.",16.47,-0.15,-0.90%,28.341M,13.153M,4.195B,41.17,-0.95%
AMD,"Advanced Micro Devices, Inc.",137.91,-0.61,-0.44%,28.332M,47.899M,223.607B,100.66,-19.42%
STLA,Stellantis N.V.,10.31,-0.02,-0.19%,28.072M,17.49M,29.783B,4.75,-47.19%
RIOT,"Riot Platforms, Inc.",12.17,-0.03,-0.25%,27.425M,35.426M,4.348B,--,+26.56%
PFE,Pfizer Inc.,25.38,+0.06,+0.24%,26.832M,47.122M,144.295B,18.39,-9.73%
PSLV,Sprott Physical Silver Trust,12.54,+0.11,+0.88%,25.116M,36.352M,6.607B,4.12,+16.93%
SOUN,"SoundHound AI, Inc.",11.09,-0.16,-1.42%,24.468M,31.555M,4.455B,--,+168.50%
CLF,Cleveland-Cliffs Inc.,8.82,+0.06,+0.68%,24.324M,31.452M,4.363B,--,-43.99%
WBD,"Warner Bros. Discovery, Inc.",11.22,+0.10,+0.90%,24.146M,47.861M,27.759B,--,+54.23%
AZEK,The AZEK Company Inc.,54.35,-0.51,-0.93%,26.82M,4.004M,7.818B,52.77,+33.67%
VALE,Vale S.A.,10.22,-0.06,-0.58%,23.585M,37.466M,43.627B,7.41,-11.84%
BBD,Banco Bradesco S.A.,3.1000,+0.0634,+2.09%,22.663M,42.697M,30.796B,10.00,+32.17%
HBAN,Huntington Bancshares Incorporated,17.54,+0.14,+0.80%,21.787M,24.512M,25.552B,13.49,+35.51%
SNAP,Snap Inc.,9.27,-0.11,-1.17%,21.667M,39.465M,15.492B,--,-42.74%
GOOGL,Alphabet Inc.,179.53,+0.89,+0.50%,21.563M,42.539M,2.185T,20.01,-6.27%
RIVN,"Rivian Automotive, Inc.",13.07,+0.20,+1.55%,21.199M,30.641M,15.657B,--,-12.98%
JOBY,"Joby Aviation, Inc.",10.55,+0.39,+3.84%,21.092M,21.08M,8.878B,--,+96.90%
BAC,Bank of America Corporation,48.93,+0.22,+0.45%,21.578M,47.297M,368.535B,14.61,+20.54%
CLSK,"CleanSpark, Inc.",12.25,-0.23,-1.84%,20.651M,27.234M,3.442B,--,-22.24%
AMCR,Amcor plc,9.63,-0.06,-0.62%,20.294M,38.206M,22.066B,17.20,+2.00%
CCL,Carnival Corporation & plc,29.96,+0.31,+1.05%,19.978M,26.49M,40.622B,15.69,+72.28%
QS,QuantumScape Corporation,7.02,+0.22,+3.24%,19.754M,20.325M,3.924B,--,+34.65%
GRAB,Grab Holdings Limited,4.8700,-0.0300,-0.61%,19.304M,38.37M,20.084B,487.00,+38.03%
TMC,TMC the metals company Inc.,7.11,+0.73,+11.44%,19.046M,12.067M,3.577B,--,+319.74%
ACHR,Archer Aviation Inc.,10.17,+0.19,+1.90%,18.85M,34.522M,5.583B,--,+126.82%
SMCI,"Super Micro Computer, Inc.",48.56,-0.18,-0.37%,18.284M,48.207M,28.981B,26.39,-42.43%
QUBT,Quantum Computing Inc.,21.13,+0.48,+2.32%,18.309M,26.524M,3.274B,--,"+3,307.59%"
APLD,Applied Digital Corporation,10.45,-0.11,-1.04%,17.693M,53.002M,2.352B,--,+52.16%
AGNC,AGNC Investment Corp.,9.39,-0.03,-0.32%,17.361M,32.034M,9.581B,26.08,-3.38%
HIMS,"Hims & Hers Health, Inc.",47.98,+0.52,+1.10%,17.218M,46.083M,10.739B,70.56,+128.39%
ITUB,Itaú Unibanco Holding S.A.,6.92,+0.11,+1.62%,16.913M,30.594M,70.654B,9.61,+24.23%
CNH,CNH Industrial N.V.,13.69,-0.07,-0.51%,16.912M,18.541M,17.105B,17.11,+42.59%
ORCL,Oracle Corporation,237.32,+7.34,+3.19%,16.785M,12.463M,666.592B,54.56,+58.79%
RXRX,"Recursion Pharmaceuticals, Inc.",5.27,+0.06,+1.15%,16.507M,25.785M,2.142B,--,-28.83%
PCG,PG&E Corporation,13.91,-0.08,-0.57%,15.891M,22.761M,30.57B,12.76,-18.80%
RIG,Transocean Ltd.,2.7700,-0.0300,-1.07%,15.765M,44.14M,2.447B,--,-45.10%
BCS,Barclays PLC,18.26,+0.38,+2.13%,15.535M,14.6M,65.446B,8.86,+57.26%
GGB,Gerdau S.A.,3.1300,+0.0800,+2.62%,15.347M,13.253M,5.876B,10.79,-7.01%
NIO,NIO Inc.,3.5100,+0.0300,+0.86%,15.243M,37.902M,7.735B,--,-24.68%
PL,Planet Labs PBC,6.85,+0.71,+11.56%,15.259M,7.779M,2.079B,--,+233.70%
T,AT&T Inc.,28.36,+0.05,+0.18%,15.211M,35.375M,204.213B,17.40,+50.83%
ADT,ADT Inc.,8.47,+0.20,+2.42%,15.209M,19.108M,7.085B,13.03,+12.36%
AG,First Majestic Silver Corp.,8.46,-0.05,-0.59%,15.114M,24.421M,4.1B,--,+32.97%
RKT,"Rocket Companies, Inc.",14.24,-0.33,-2.26%,14.768M,13.602M,28.299B,712.00,+4.59%
ERIC,Telefonaktiebolaget LM Ericsson (publ),8.54,0.00,0.00%,14.534M,24.854M,28.754B,170.80,+37.30%
TRIP,"Tripadvisor, Inc.",17.50,+2.51,+16.74%,14.339M,3.353M,2.067B,44.87,-14.83%
CSCO,"Cisco Systems, Inc.",69.37,+1.19,+1.75%,14.078M,22.409M,274.705B,28.31,+47.03%
U,Unity Software Inc.,26.13,+1.85,+7.62%,14.006M,11.501M,10.862B,--,+54.55%
AES,The AES Corporation,11.52,+0.39,+3.50%,13.821M,16.89M,8.201B,6.26,-37.15%
KEY,KeyCorp,18.46,+0.26,+1.43%,13.688M,14.498M,20.231B,--,+30.47%
MSFT,Microsoft Corporation,498.84,+7.75,+1.58%,13.918M,23.138M,3.708T,38.61,+5.03%
IONQ,"IonQ, Inc.",44.39,-0.36,-0.80%,13.265M,22.132M,11.614B,--,+503.91%
MU,"Micron Technology, Inc.",122.29,+0.55,+0.45%,13.15M,24.272M,136.858B,22.03,-7.49%
CORZ,"Core Scientific, Inc.",18.00,+0.44,+2.51%,13.162M,14.522M,5.361B,--,+70.65%
C,Citigroup Inc.,88.72,+1.96,+2.26%,12.964M,15.553M,165.705B,14.02,+35.50%
GOOG,Alphabet Inc.,180.55,+0.79,+0.44%,13.153M,28.331M,2.183T,20.17,-6.36%
BB,BlackBerry Limited,4.3500,+0.1200,+2.84%,12.746M,15.62M,2.586B,217.50,+69.20%
SMMT,Summit Therapeutics Inc.,24.55,+1.93,+8.53%,12.618M,5.065M,18.232B,--,+212.43%
PBR,Petróleo Brasileiro S.A. - Petrobras,13.06,+0.11,+0.85%,12.593M,26.335M,79.121B,9.75,-12.08%
HPE,Hewlett Packard Enterprise Company,21.34,+0.09,+0.42%,12.296M,20.075M,28.003B,20.52,+3.41%
KGC,Kinross Gold Corporation,15.86,+0.29,+1.86%,12.079M,21.861M,19.457B,16.18,+83.83%
VLY,Valley National Bancorp,9.66,+0.32,+3.43%,11.924M,10.343M,5.413B,14.00,+41.95%
JHX,James Hardie Industries plc,28.77,+0.42,+1.48%,11.898M,4.814M,12.544B,29.36,-12.01%
BABA,Alibaba Group Holding Limited,108.70,-2.01,-1.82%,11.734M,18.215M,261.226B,14.53,+48.56%
NKE,"NIKE, Inc.",76.39,0.00,0.00%,11.545M,20.859M,112.751B,35.37,+1.27%
WFC,Wells Fargo & Company,83.60,+1.24,+1.51%,11.228M,18.788M,272.049B,15.04,+38.14%
