Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,4.6222,+0.0822,+1.81%,302.157M,230.093M,3.402B,--,+90.76%
NIO,NIO Inc.,6.72,+0.62,+10.26%,105.591M,58.974M,16.699B,--,+52.25%
NVDA,NVIDIA Corporation,181.60,+1.77,+0.98%,81.541M,179.312M,4.429T,58.77,+40.15%
LCID,"Lucid Group, Inc.",2.1200,+0.0400,+1.92%,52.79M,138.71M,6.514B,--,-49.39%
PLTR,Palantir Technologies Inc.,161.35,+4.18,+2.66%,46.63M,77.383M,382.787B,537.85,+409.63%
TSLA,"Tesla, Inc.",346.37,-0.23,-0.07%,39.906M,100.333M,1.117T,208.66,+65.67%
SOFI,"SoFi Technologies, Inc.",26.22,+0.07,+0.25%,39.581M,72.175M,31.392B,52.43,+236.55%
WBA,"Walgreens Boots Alliance, Inc.",11.97,-0.01,-0.04%,38.684M,8.636M,10.356B,--,+26.67%
INTC,Intel Corporation,24.28,-0.26,-1.08%,38.48M,103.79M,106.295B,--,+22.32%
SATS,EchoStar Corporation,52.21,+22.33,+74.73%,36.404M,3.575M,15.022B,--,+52.68%
AMD,"Advanced Micro Devices, Inc.",166.29,+2.93,+1.80%,35.647M,56.139M,269.87B,99.58,+8.54%
SOUN,"SoundHound AI, Inc.",12.18,+0.07,+0.54%,33.605M,43.841M,4.964B,--,+144.65%
AAL,American Airlines Group Inc.,13.08,+0.08,+0.58%,31.048M,62.34M,8.628B,15.57,+27.83%
KDP,Keurig Dr Pepper Inc.,29.30,-1.80,-5.77%,30.487M,10.394M,39.808B,25.93,-14.49%
UUUU,Energy Fuels Inc.,12.55,+1.62,+14.82%,28.506M,13.271M,2.898B,--,+124.90%
BMNR,"Bitmine Immersion Technologies, Inc.",49.47,-0.13,-0.26%,27.279M,34.18M,8.583B,--,+540.00%
MARA,"MARA Holdings, Inc.",15.77,+0.38,+2.44%,26.062M,46.659M,5.844B,8.48,-13.24%
SNAP,Snap Inc.,7.01,+0.01,+0.21%,25.114M,41.914M,11.854B,--,-26.32%
RGTI,"Rigetti Computing, Inc.",15.23,+0.76,+5.25%,24.878M,44.83M,4.937B,--,"+1,490.11%"
NU,Nu Holdings Ltd.,14.21,-0.02,-0.17%,24.607M,63.709M,68.651B,30.23,-3.20%
JOBY,"Joby Aviation, Inc.",14.73,+0.43,+3.01%,24.091M,34.875M,12.609B,--,+182.61%
F,Ford Motor Company,11.84,+0.02,+0.13%,21.361M,81.596M,47.102B,15.17,+6.10%
RIVN,"Rivian Automotive, Inc.",12.94,-0.17,-1.33%,21.27M,33.406M,15.696B,--,-9.46%
RIOT,"Riot Platforms, Inc.",13.53,+0.26,+1.92%,19.77M,40.107M,5.003B,--,+68.10%
UP,Wheels Up Experience Inc.,2.9451,+0.5551,+23.23%,18.745M,2.144M,2.058B,--,+25.79%
BBD,Banco Bradesco S.A.,2.9650,-0.0350,-1.16%,18.886M,36.349M,28.932B,8.72,+6.76%
ITUB,Itaú Unibanco Holding S.A.,6.76,-0.11,-1.53%,18.054M,29.064M,68.648B,9.27,+13.30%
DNB,"Dun & Bradstreet Holdings, Inc.",9.15,+0.04,+0.44%,17.827M,4.162M,4.083B,--,-23.88%
OKLO,Oklo Inc.,74.49,+3.30,+4.64%,17.304M,19.697M,10.996B,--,+930.25%
RKLB,Rocket Lab Corporation,49.03,+1.81,+3.83%,17.287M,23.072M,23.653B,--,+671.57%
AAPL,Apple Inc.,227.54,+0.38,+0.17%,16.784M,54.904M,3.377T,34.53,-0.38%
WULF,TeraWulf Inc.,9.22,+0.28,+3.19%,16.243M,54.564M,3.614B,--,+98.00%
CSX,CSX Corporation,32.58,-0.23,-0.69%,15.351M,19.326M,60.748B,19.99,-2.29%
T,AT&T Inc.,28.28,-0.45,-1.58%,15.168M,31.38M,202.249B,16.16,+46.26%
WBD,"Warner Bros. Discovery, Inc.",11.91,-0.12,-1.04%,14.978M,60.818M,29.499B,38.44,+48.46%
HOOD,"Robinhood Markets, Inc.",107.56,-0.38,-0.35%,14.116M,44.607M,95.583B,54.32,+405.34%
BAC,Bank of America Corporation,49.88,+0.40,+0.82%,13.533M,38.558M,369.496B,14.63,+24.73%
HIMS,"Hims & Hers Health, Inc.",45.19,+2.20,+5.12%,13.686M,38.49M,10.214B,57.20,+189.69%
PFE,Pfizer Inc.,25.06,-0.08,-0.32%,13.399M,40.377M,142.48B,13.26,-12.77%
ACHR,Archer Aviation Inc.,9.24,-0.12,-1.33%,13.24M,37.895M,5.963B,--,+148.54%
BTG,B2Gold Corp.,4.0350,+0.0850,+2.15%,13.114M,40.785M,5.374B,--,+39.58%
CIFR,Cipher Mining Inc.,7.02,+0.38,+5.72%,12.535M,31.827M,2.761B,--,+77.54%
DJT,Trump Media & Technology Group Corp.,18.25,+1.03,+5.98%,12.455M,9.08M,5.056B,202.78,-17.96%
QBTS,D-Wave Quantum Inc.,15.36,+0.34,+2.26%,12.189M,48.924M,5.253B,--,"+1,415.64%"
APLD,Applied Digital Corporation,16.27,+0.32,+2.04%,12.095M,48.834M,4.265B,--,+237.21%
NOK,Nokia Oyj,4.2900,-0.0500,-1.15%,11.953M,18.447M,23.109B,22.58,+2.84%
IREN,IREN Limited,22.92,-0.20,-0.87%,11.692M,24.573M,5.544B,--,+194.15%
ABEV,Ambev S.A.,2.1900,-0.0100,-0.45%,11.518M,29.583M,34.66B,12.88,-7.17%
VALE,Vale S.A.,10.15,-0.02,-0.15%,11.159M,42.188M,43.349B,8.32,-6.61%
IQ,"iQIYI, Inc.",2.3300,-0.0800,-3.32%,11.098M,21.507M,2.244B,233.00,+6.64%
PSLV,Sprott Physical Silver Trust,13.00,+0.01,+0.06%,11.063M,27.115M,6.848B,4.28,+27.10%
KEY,KeyCorp,19.24,+0.22,+1.13%,11.06M,22.504M,21.092B,--,+14.10%
CVE,Cenovus Energy Inc.,16.82,+0.11,+0.69%,10.92M,12.838M,30.333B,16.17,-11.03%
GOOGL,Alphabet Inc.,207.19,-1.30,-0.62%,9.844M,37.4M,2.509T,22.09,+26.60%
HBAN,Huntington Bancshares Incorporated,17.48,+0.18,+1.07%,9.827M,31.163M,25.494B,13.04,+18.51%
STR,Sitio Royalties Corp.,18.12,-0.18,-0.98%,15.913M,1.719M,2.735B,41.18,-17.86%
SMR,NuScale Power Corporation,35.72,-0.18,-0.50%,9.479M,14.13M,4.783B,--,+313.12%
HL,Hecla Mining Company,7.98,+0.12,+1.53%,9.594M,21.767M,5.346B,49.88,+25.96%
QS,QuantumScape Corporation,8.39,+0.34,+4.19%,9.385M,42.284M,4.747B,--,+34.39%
RF,Regions Financial Corporation,27.00,+0.35,+1.30%,9.409M,12.547M,24.09B,12.62,+17.09%
GRAB,Grab Holdings Limited,4.9450,-0.0650,-1.30%,9.038M,36.452M,20.159B,247.25,+54.63%
PDD,PDD Holdings Inc.,124.09,-4.12,-3.21%,8.934M,8.232M,176.165B,13.46,+33.68%
AMZN,"Amazon.com, Inc.",228.07,+0.13,+0.06%,8.666M,42.014M,2.432T,34.77,+31.67%
NVO,Novo Nordisk A/S,55.01,-1.33,-2.36%,8.637M,15.389M,245.583B,14.18,-58.32%
U,Unity Software Inc.,40.28,+0.45,+1.13%,8.608M,15.096M,17.019B,--,+130.76%
XPEV,XPeng Inc.,24.43,+1.36,+5.92%,8.502M,7.288M,23.594B,--,+188.37%
FSM,Fortuna Mining Corp.,7.61,+0.12,+1.67%,8.392M,14.395M,2.34B,13.85,+56.69%
SMCI,"Super Micro Computer, Inc.",43.90,-0.17,-0.39%,8.204M,38.507M,26.2B,26.13,-19.53%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.02,-0.20,-1.60%,8.117M,22.955M,74.09B,5.62,-21.01%
AGNC,AGNC Investment Corp.,9.80,-0.02,-0.25%,7.868M,21.507M,10.204B,32.65,-4.29%
IBKR,"Interactive Brokers Group, Inc.",62.91,+0.15,+0.24%,7.828M,5.166M,106.932B,33.11,+97.48%
MP,MP Materials Corp.,71.81,-0.50,-0.69%,7.79M,16.251M,12.717B,--,+464.92%
GOOG,Alphabet Inc.,207.99,-1.18,-0.56%,7.746M,24.798M,2.511T,22.20,+25.71%
UEC,Uranium Energy Corp.,10.80,+0.40,+3.80%,7.779M,14.246M,4.797B,--,+96.23%
AUR,"Aurora Innovation, Inc.",5.89,-0.06,-1.01%,7.738M,22.467M,10.869B,--,+41.00%
AG,First Majestic Silver Corp.,9.10,+0.19,+2.13%,7.639M,21.527M,4.459B,--,+53.89%
KGC,Kinross Gold Corporation,20.19,+0.47,+2.38%,7.624M,19.137M,24.676B,16.28,+120.34%
IONQ,"IonQ, Inc.",40.60,+1.92,+4.96%,7.514M,21.434M,12.052B,--,+431.32%
LYFT,"Lyft, Inc.",16.84,-0.20,-1.20%,7.456M,16.363M,6.847B,73.24,+46.73%
LYG,Lloyds Banking Group plc,4.5450,-0.0150,-0.33%,7.312M,11.842M,67.705B,12.62,+45.22%
CMCSA,Comcast Corporation,33.67,-0.34,-1.01%,7.140M,21.047M,124.298B,5.58,-15.48%
RIG,Transocean Ltd.,3.0750,-0.0250,-0.81%,6.906M,34.434M,2.9B,--,-37.12%
CCL,Carnival Corporation & plc,31.72,+0.47,+1.52%,7.03M,22.304M,43.014B,16.61,+83.39%
CLSK,"CleanSpark, Inc.",9.57,+0.12,+1.27%,6.911M,24.608M,2.689B,11.12,-17.61%
INFY,Infosys Limited,17.25,-0.08,-0.49%,6.764M,14.75M,72.367B,22.40,-23.99%
AMCR,Amcor plc,8.47,-0.06,-0.76%,6.654M,26.116M,19.511B,26.45,-23.57%
CMG,"Chipotle Mexican Grill, Inc.",42.44,-0.31,-0.74%,6.416M,16.153M,56.894B,37.55,-23.85%
EQX,Equinox Gold Corp.,8.23,+0.15,+1.79%,6.423M,15.109M,6.28B,--,+40.77%
CX,"CEMEX, S.A.B. de C.V.",9.02,+0.15,+1.69%,6.311M,12.659M,13.086B,14.79,+47.83%
WMT,Walmart Inc.,95.51,-0.56,-0.58%,6.229M,16.408M,762.17B,36.04,+26.19%
AVGO,Broadcom Inc.,298.00,+3.77,+1.28%,6.220M,20.609M,1.402T,108.76,+82.31%
HLN,Haleon plc,9.61,-0.07,-0.67%,6.134M,12.605M,43.558B,21.37,-2.91%
ERIC,Telefonaktiebolaget LM Ericsson (publ),7.91,-0.01,-0.19%,6.102M,16.477M,26.166B,14.66,+6.73%
RUN,Sunrun Inc.,16.80,+0.42,+2.56%,6.163M,22.861M,3.872B,--,-21.33%
NGD,New Gold Inc.,5.70,+0.16,+2.98%,6.199M,19.088M,4.531B,28.50,+112.69%
BEKE,KE Holdings Inc.,19.12,+0.30,+1.59%,5.972M,7.473M,23.536B,36.08,+29.53%
NCLH,Norwegian Cruise Line Holdings Ltd.,24.64,-0.00,-0.02%,5.950M,14.922M,11.133B,16.87,+36.28%
VZ,Verizon Communications Inc.,43.94,-0.28,-0.64%,5.925M,17.701M,185.286B,10.22,+6.71%
CLF,Cleveland-Cliffs Inc.,10.53,+0.03,+0.33%,5.89M,32.002M,5.212B,--,-25.27%
MSFT,Microsoft Corporation,501.27,-2.99,-0.59%,5.622M,19.885M,3.726T,36.81,+21.85%
ASTS,"AST SpaceMobile, Inc.",51.88,+1.87,+3.74%,5.561M,13.06M,18.6B,--,+60.75%
CSCO,"Cisco Systems, Inc.",67.99,+0.85,+1.27%,5.44M,20.223M,269.24B,26.05,+32.40%
WU,The Western Union Company,8.60,+0.16,+1.84%,5.338M,8.99M,2.776B,3.26,-29.61%
ET,Energy Transfer LP,17.49,-0.03,-0.17%,5.261M,13.323M,60.038B,13.56,+10.12%
HUT,Hut 8 Corp.,26.10,+2.65,+11.30%,5.152M,5.712M,2.754B,18.25,+108.63%
IPG,"The Interpublic Group of Companies, Inc.",26.93,-0.20,-0.74%,5.048M,8.119M,9.864B,22.82,-16.50%
COIN,"Coinbase Global, Inc.",303.86,-2.14,-0.70%,5.017M,13.35M,78.073B,29.30,+54.31%
