Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,3.5446,+0.3246,+10.08%,173.265M,211.012M,2.609B,--,+59.41%
NIO,NIO Inc.,5.53,+0.46,+9.07%,126.684M,52.234M,12.286B,--,+27.07%
NVDA,NVIDIA Corporation,174.36,-1.04,-0.59%,103.257M,180.756M,4.252T,56.25,+41.75%
INTC,Intel Corporation,23.34,-0.20,-0.85%,75.733M,100.132M,102.159B,--,+17.11%
PLTR,Palantir Technologies Inc.,156.45,+0.44,+0.28%,74.89M,76.305M,371.153B,521.50,+388.75%
AAL,American Airlines Group Inc.,12.57,-0.23,-1.76%,50.943M,61.653M,8.297B,14.97,+26.23%
TSLA,"Tesla, Inc.",320.73,-3.17,-0.98%,43.981M,101.072M,1.035T,190.91,+53.75%
WULF,TeraWulf Inc.,9.05,-0.23,-2.53%,43.138M,54.473M,3.547B,--,+92.93%
SOFI,"SoFi Technologies, Inc.",23.12,+0.60,+2.68%,41.874M,71.011M,27.689B,46.25,+213.21%
F,Ford Motor Company,11.35,-0.14,-1.22%,41.225M,83.223M,45.171B,14.55,+5.22%
NU,Nu Holdings Ltd.,13.66,+0.05,+0.33%,41.155M,64.188M,66.034B,29.07,-4.15%
WMT,Walmart Inc.,97.38,-5.19,-5.06%,40.115M,15.445M,777.152B,41.62,+35.71%
LCID,"Lucid Group, Inc.",2.0850,-0.0050,-0.24%,37.581M,139.736M,6.406B,--,-45.71%
MARA,"MARA Holdings, Inc.",15.32,-0.13,-0.84%,37.635M,46.274M,5.675B,8.24,-8.36%
COTY,Coty Inc.,3.8150,-1.0450,-21.50%,34.731M,8.147M,3.328B,--,-51.50%
RIVN,"Rivian Automotive, Inc.",12.06,-0.01,-0.04%,32.016M,32.263M,14.64B,--,-5.78%
AMD,"Advanced Micro Devices, Inc.",163.52,-1.68,-1.01%,28.891M,56.108M,265.375B,97.92,+8.90%
HOOD,"Robinhood Markets, Inc.",106.32,+0.98,+0.93%,28.716M,44.547M,94.484B,53.97,+429.61%
BMNR,"Bitmine Immersion Technologies, Inc.",49.18,-2.88,-5.54%,29.487M,32.819M,8.533B,--,+571.74%
