Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
TSLA,"Tesla, Inc.",328.54,+12.48,+3.95%,79.933M,109.012M,1.06T,195.56,+36.17%
NVDA,NVIDIA Corporation,175.60,+2.10,+1.21%,76.907M,194.919M,4.282T,56.46,+55.48%
WBD,"Warner Bros. Discovery, Inc.",13.77,+0.28,+2.08%,65.284M,56.915M,34.068B,--,+60.21%
INTC,Intel Corporation,20.76,+0.06,+0.31%,58.215M,80.103M,90.888B,--,-32.86%
AMD,"Advanced Micro Devices, Inc.",173.30,+6.83,+4.10%,50.828M,47.697M,280.99B,126.50,+19.12%
PLTR,Palantir Technologies Inc.,156.21,-2.59,-1.63%,47.813M,82.716M,368.642B,710.05,+486.41%
SMCI,"Super Micro Computer, Inc.",58.85,+4.38,+8.05%,46.459M,45.177M,35.126B,31.99,-21.93%
AAL,American Airlines Group Inc.,11.44,-0.06,-0.57%,46.358M,60.62M,7.545B,13.61,+10.26%
LCID,"Lucid Group, Inc.",2.8150,-0.1050,-3.60%,41.845M,153.232M,8.586B,--,-15.61%
SOFI,"SoFi Technologies, Inc.",20.95,-0.25,-1.16%,38.852M,67.684M,23.163B,48.73,+189.22%
F,Ford Motor Company,11.28,-0.19,-1.61%,36.435M,93.226M,44.875B,9.03,+4.18%
QS,QuantumScape Corporation,11.20,-0.77,-6.43%,34.803M,37.031M,6.26B,--,+83.03%
RIOT,"Riot Platforms, Inc.",14.32,-0.22,-1.48%,34.023M,40.328M,5.118B,--,+36.78%
VALE,Vale S.A.,9.81,-0.19,-1.85%,33.722M,38.893M,42.912B,7.11,-8.09%
NIO,NIO Inc.,4.8470,-0.0730,-1.49%,32.732M,44.02M,10.753B,--,+12.07%
STLA,Stellantis N.V.,9.65,-0.48,-4.79%,31.535M,19.078M,27.862B,--,-40.38%
MARA,"MARA Holdings, Inc.",16.99,-0.26,-1.51%,27.879M,48.786M,5.979B,--,-15.65%
JOBY,"Joby Aviation, Inc.",17.17,-0.93,-5.11%,26.575M,28.56M,14.453B,--,+191.47%
PSLV,Sprott Physical Silver Trust,12.88,-0.06,-0.46%,25.917M,30.924M,6.787B,4.24,+35.36%
BBD,Banco Bradesco S.A.,2.7450,-0.0550,-1.96%,25.167M,41.099M,14.495B,9.15,+25.00%
BCS,Barclays PLC,19.35,-0.27,-1.35%,24.075M,15.436M,68.282B,9.49,+64.32%
RGTI,"Rigetti Computing, Inc.",15.39,-0.05,-0.32%,22.999M,53.766M,4.967B,--,"+1,399.03%"
GOOGL,Alphabet Inc.,192.15,-1.03,-0.53%,22.941M,41.778M,2.329T,20.46,+13.95%
CLF,Cleveland-Cliffs Inc.,11.16,-0.27,-2.40%,22.811M,33.963M,5.523B,--,-25.03%
