Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
TSLA,"Tesla, Inc.",303.08,-29.48,-8.86%,118.791M,109.152M,976.209B,172.20,+50.99%
AAL,American Airlines Group Inc.,11.62,-1.06,-8.32%,93.654M,59.622M,7.667B,11.62,+19.62%
NVDA,NVIDIA Corporation,173.56,+2.78,+1.63%,93.369M,198.308M,4.233T,55.81,+52.10%
WBD,"Warner Bros. Discovery, Inc.",13.56,+0.24,+1.84%,91.778M,54.624M,33.536B,--,+66.58%
LCID,"Lucid Group, Inc.",2.9500,-0.1300,-4.21%,72.127M,152.773M,8.998B,--,-10.98%
INTC,Intel Corporation,22.77,-0.72,-3.04%,70.739M,77.934M,99.345B,--,-24.47%
DNN,Denison Mines Corp.,2.2567,+0.0667,+3.04%,72.302M,113.433M,2.023B,--,+16.49%
CMG,"Chipotle Mexican Grill, Inc.",45.37,-7.41,-14.04%,58.951M,12.617M,61.13B,40.15,+3.86%
BBAI,"BigBear.ai Holdings, Inc.",7.97,+0.05,+0.57%,57.514M,133.099M,2.322B,--,+414.94%
GOOGL,Alphabet Inc.,193.72,+3.49,+1.83%,57.241M,41.295M,2.358T,20.65,+13.72%
QS,QuantumScape Corporation,12.61,-0.22,-1.68%,53.953M,35.273M,7.051B,--,+86.48%
NIO,NIO Inc.,4.8000,-0.1200,-2.44%,51.26M,43.622M,11.026B,--,+15.22%
MARA,"MARA Holdings, Inc.",17.46,-0.11,-0.65%,48.722M,48.175M,6.143B,--,-13.36%
DOW,Dow Inc.,24.82,-5.56,-18.29%,47.542M,10.778M,17.541B,62.04,-42.54%
RIOT,"Riot Platforms, Inc.",14.78,+0.44,+3.07%,45.543M,39.596M,5.28B,--,+33.64%
VALE,Vale S.A.,10.22,-0.18,-1.74%,42.026M,38.016M,43.624B,7.41,-2.80%
BMNR,"Bitmine Immersion Technologies, Inc.",43.61,+4.11,+10.41%,42.785M,16.159M,2.459B,--,+409.68%
F,Ford Motor Company,11.31,-0.07,-0.66%,39.631M,94.044M,44.955B,9.04,+1.97%
AMD,"Advanced Micro Devices, Inc.",162.37,+3.72,+2.34%,38.182M,46.992M,263.267B,119.39,+14.70%
QBTS,D-Wave Quantum Inc.,19.89,-0.41,-2.02%,36.77M,70.523M,6.215B,--,"+1,870.87%"
SOUN,"SoundHound AI, Inc.",12.10,-0.10,-0.82%,36.872M,37.191M,4.861B,--,+152.59%
WULF,TeraWulf Inc.,5.38,+0.18,+3.37%,36.251M,46.992M,2.094B,--,+14.79%
GOOG,Alphabet Inc.,194.78,+3.27,+1.71%,34.912M,27.553M,2.355T,20.77,+13.21%
SOFI,"SoFi Technologies, Inc.",21.52,-0.04,-0.18%,33.991M,68.988M,23.789B,50.05,+196.56%
AEO,"American Eagle Outfitters, Inc.",11.40,+0.59,+5.41%,33.144M,7.874M,1.976B,11.64,-48.99%
OKLO,Oklo Inc.,75.48,+8.51,+12.71%,32.589M,20.409M,11.124B,--,+696.31%
IREN,IREN Limited,18.67,-0.32,-1.66%,32.189M,22.509M,4.517B,--,+101.38%
LUV,Southwest Airlines Co.,33.22,-4.22,-11.27%,32.221M,11.657M,18.931B,37.33,+33.33%
AMZN,"Amazon.com, Inc.",231.98,+3.69,+1.62%,31.31M,41.99M,2.463T,37.78,+26.93%
BE,Bloom Energy Corporation,33.51,+6.62,+24.62%,31.231M,6.081M,7.782B,"1,675.54",+85.70%
CIFR,Cipher Mining Inc.,6.78,+0.10,+1.48%,31.348M,30.756M,2.516B,--,+21.23%
OSCR,"Oscar Health, Inc.",14.34,-1.53,-9.64%,30.462M,22.255M,3.652B,35.85,+3.59%
PLTR,Palantir Technologies Inc.,155.01,+0.39,+0.25%,29.953M,84.652M,365.798B,673.93,+480.66%
T,AT&T Inc.,27.88,+0.13,+0.48%,28.409M,32.13M,199.674B,15.93,+44.61%
AAPL,Apple Inc.,214.74,+0.59,+0.27%,27.863M,53.12M,3.207T,33.45,-1.54%
RIVN,"Rivian Automotive, Inc.",13.57,-0.45,-3.21%,26.841M,31.593M,16.256B,--,-13.72%
HBAN,Huntington Bancshares Incorporated,16.80,-0.02,-0.15%,27.223M,27.733M,24.62B,12.53,+11.69%
SMCI,"Super Micro Computer, Inc.",53.24,+1.54,+2.98%,26.627M,45.319M,31.774B,28.93,-25.68%
NU,Nu Holdings Ltd.,12.77,-0.19,-1.43%,26.421M,65.989M,61.632B,29.03,+4.77%
STLA,Stellantis N.V.,9.65,-0.69,-6.62%,24.995M,18.483M,27.891B,--,-42.84%
SNAP,Snap Inc.,9.80,-0.27,-2.73%,25.095M,38.587M,16.479B,--,-25.13%
RGTI,"Rigetti Computing, Inc.",16.12,-0.02,-0.12%,24.784M,53.951M,5.203B,--,"+1,451.92%"
PSLV,Sprott Physical Silver Trust,13.24,-0.07,-0.53%,27.571M,30.284M,6.976B,4.36,+39.52%
RIG,Transocean Ltd.,3.0400,-0.0500,-1.62%,24.509M,40.104M,2.685B,--,-46.91%
BAC,Bank of America Corporation,48.78,+0.65,+1.34%,24.372M,40.383M,362.798B,14.31,+15.50%
JOBY,"Joby Aviation, Inc.",17.48,-0.11,-0.65%,24.089M,27.842M,14.705B,--,+184.63%
CSX,CSX Corporation,35.08,+0.11,+0.31%,23.67M,15.105M,65.9B,21.52,+4.08%
BBD,Banco Bradesco S.A.,2.8350,-0.0450,-1.56%,24.02M,40.889M,27.593B,9.45,+30.32%
KEY,KeyCorp,18.70,-0.10,-0.51%,23.625M,15.531M,20.808B,--,+16.55%
CX,"CEMEX, S.A.B. de C.V.",8.24,+0.27,+3.39%,20.915M,12.957M,11.955B,15.55,+25.12%
CNC,Centene Corporation,27.14,-2.28,-7.75%,20.655M,10.107M,13.505B,4.00,-56.35%
ACHR,Archer Aviation Inc.,11.02,-0.34,-2.95%,20.063M,39.557M,6.053B,--,+158.18%
HIMS,"Hims & Hers Health, Inc.",57.10,-0.92,-1.59%,19.847M,48.068M,12.781B,83.97,+149.55%
RUN,Sunrun Inc.,10.44,-0.20,-1.84%,18.831M,23.892M,2.384B,--,-39.13%
HOOD,"Robinhood Markets, Inc.",102.52,+0.44,+0.43%,18.796M,44.856M,90.466B,58.58,+381.96%
AGNC,AGNC Investment Corp.,9.62,+0.03,+0.36%,18.737M,25.904M,10.026B,26.73,-2.84%
RKT,"Rocket Companies, Inc.",15.27,-0.94,-5.80%,17.704M,15.212M,32.23B,--,+6.50%
IBM,International Business Machines Corporation,260.71,-21.30,-7.55%,17.65M,3.767M,242.303B,42.05,+46.90%
BCS,Barclays PLC,19.52,+0.07,+0.33%,17.419M,15.167M,68.895B,9.67,+65.62%
NOK,Nokia Oyj,4.3450,-0.1750,-3.87%,17.436M,17.99M,23.418B,16.71,+18.02%
ANSS,"ANSYS, Inc.",374.30,0.00,0.00%,16.995M,1.131M,32.907B,55.53,+20.47%
