Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,4.9970,+1.3970,+38.81%,512.051M,212.451M,3.678B,--,+60.00%
NIO,NIO Inc.,6.45,+0.91,+16.34%,207.471M,54.086M,13.773B,--,+35.78%
INTC,Intel Corporation,25.07,+1.57,+6.69%,149.059M,100.807M,109.74B,--,+14.41%
NVDA,NVIDIA Corporation,177.91,+2.93,+1.67%,139.446M,179.997M,4.339T,57.39,+35.26%
LCID,"Lucid Group, Inc.",2.0290,-0.0610,-2.92%,125.913M,138.723M,6.234B,--,-50.24%
SOFI,"SoFi Technologies, Inc.",25.00,+1.67,+7.16%,87.057M,70.96M,29.936B,50.00,+210.24%
PLTR,Palantir Technologies Inc.,158.83,+2.65,+1.70%,86.633M,76.647M,376.799B,529.43,+391.44%
TSLA,"Tesla, Inc.",339.41,+19.30,+6.03%,75.478M,100.404M,1.095T,204.46,+45.29%
BMNR,"Bitmine Immersion Technologies, Inc.",53.72,+5.99,+12.55%,75.46M,32.901M,9.32B,--,+515.87%
WULF,TeraWulf Inc.,9.34,+0.15,+1.58%,63.567M,54.324M,3.661B,--,+86.41%
MARA,"MARA Holdings, Inc.",16.47,+0.95,+6.16%,63.725M,45.683M,6.1B,8.85,-17.01%
CSX,CSX Corporation,34.54,-1.33,-3.69%,54.22M,17.631M,64.402B,21.19,+6.47%
AAL,American Airlines Group Inc.,13.52,+0.95,+7.60%,51.472M,61.852M,8.924B,16.10,+20.98%
RIVN,"Rivian Automotive, Inc.",12.91,+0.80,+6.56%,50.881M,32.499M,15.671B,--,-13.18%
SNAP,Snap Inc.,7.18,+0.13,+1.91%,49.029M,40.942M,12.141B,--,-25.24%
F,Ford Motor Company,11.73,+0.40,+3.49%,48.278M,82.541M,46.664B,15.03,+0.53%
RIOT,"Riot Platforms, Inc.",13.19,+0.92,+7.54%,46.014M,39.478M,4.877B,--,+44.35%
SOUN,"SoundHound AI, Inc.",12.62,+0.39,+3.17%,42.696M,43.232M,5.144B,--,+143.14%
NU,Nu Holdings Ltd.,13.96,+0.29,+2.12%,41.614M,64.184M,67.46B,29.70,-5.20%
AMD,"Advanced Micro Devices, Inc.",167.18,+3.47,+2.12%,35.916M,56.25M,271.305B,100.11,+5.63%
WBD,"Warner Bros. Discovery, Inc.",11.94,+0.35,+3.02%,35.431M,60.837M,29.548B,38.50,+43.98%
BBD,Banco Bradesco S.A.,2.9800,+0.0900,+3.11%,35.278M,37.056M,29.183B,8.76,+0.35%
HOOD,"Robinhood Markets, Inc.",109.33,+3.03,+2.85%,35.027M,44.668M,97.155B,55.50,+403.31%
GOOGL,Alphabet Inc.,206.85,+7.10,+3.55%,32.96M,37.397M,2.507T,22.03,+20.61%
BTG,B2Gold Corp.,3.9800,+0.0800,+2.05%,31.585M,41.157M,5.274B,--,+35.89%
