Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
SOFI,"SoFi Technologies, Inc.",21.87,-0.53,-2.37%,180.676M,68.236M,24.174B,43.74,+197.08%
NVDA,NVIDIA Corporation,179.27,+3.76,+2.14%,166.546M,193.091M,4.372T,57.64,+49.98%
LCID,"Lucid Group, Inc.",2.5000,-0.0600,-2.34%,93.73M,153.302M,7.681B,--,-27.27%
TSLA,"Tesla, Inc.",319.04,-2.16,-0.67%,83.407M,108.396M,1.029T,191.04,+38.41%
F,Ford Motor Company,10.87,-0.21,-1.90%,75.991M,90.507M,43.225B,8.70,+2.40%
AAL,American Airlines Group Inc.,11.51,+0.09,+0.79%,72.94M,60.824M,7.595B,13.70,+7.33%
VALE,Vale S.A.,9.63,-0.26,-2.63%,69.224M,39.467M,41.176B,6.98,-8.85%
FCX,Freeport-McMoRan Inc.,39.14,-4.09,-9.46%,64.793M,13.427M,54.796B,29.65,-4.80%
NVO,Novo Nordisk A/S,50.03,-3.91,-7.25%,64.495M,11.15M,222.136B,13.52,-59.33%
BBD,Banco Bradesco S.A.,2.7700,-0.0100,-0.36%,61.605M,40.795M,27.167B,9.23,+25.23%
QS,QuantumScape Corporation,8.78,-0.50,-5.39%,60.588M,38.909M,4.97B,--,+43.65%
AMD,"Advanced Micro Devices, Inc.",179.51,+2.07,+1.17%,61.207M,49.76M,291.058B,131.03,+22.81%
MARA,"MARA Holdings, Inc.",16.55,-0.06,-0.36%,57.73M,48.954M,5.824B,--,-15.56%
INTC,Intel Corporation,20.34,-0.07,-0.34%,66.512M,80.907M,89.028B,--,-33.60%
HIMS,"Hims & Hers Health, Inc.",65.53,+5.26,+8.73%,55.084M,46.325M,14.668B,96.37,+183.76%
WBD,"Warner Bros. Discovery, Inc.",13.26,+0.14,+1.07%,52.293M,58.525M,32.806B,--,+51.68%
SMCI,"Super Micro Computer, Inc.",60.71,+2.08,+3.55%,52.429M,44.988M,36.233B,32.99,-16.44%
BTG,B2Gold Corp.,3.3200,-0.1100,-3.21%,44.727M,45.57M,4.413B,--,+14.33%
KEY,KeyCorp,18.16,-0.23,-1.25%,43.718M,17.269M,20.202B,--,+14.01%
PSLV,Sprott Physical Silver Trust,12.48,-0.45,-3.48%,43.397M,30.662M,6.576B,4.11,+30.47%
SBUX,Starbucks Corporation,92.76,-0.20,-0.22%,44.329M,9.513M,105.412B,40.16,+19.26%
ABEV,Ambev S.A.,2.3000,-0.0400,-1.71%,42.685M,29.012M,35.946B,14.38,+13.59%
MRVL,"Marvell Technology, Inc.",81.74,+5.40,+7.07%,45.168M,20.298M,70.476B,--,+13.97%
PTON,"Peloton Interactive, Inc.",7.34,+1.16,+18.77%,43.818M,13.45M,2.925B,--,+73.60%
PANW,"Palo Alto Networks, Inc.",183.03,-10.81,-5.58%,42.203M,4.935M,122.044B,105.19,+19.39%
NIO,NIO Inc.,4.5100,-0.2000,-4.25%,40.378M,44.072M,10.439B,--,+6.08%
NU,Nu Holdings Ltd.,12.62,-0.01,-0.08%,39.548M,65.246M,60.884B,28.68,+4.12%
GRAB,Grab Holdings Limited,5.29,-0.02,-0.38%,42.58M,36.512M,21.816B,529.00,+60.91%
HBAN,Huntington Bancshares Incorporated,16.58,-0.17,-1.01%,36.678M,29.207M,24.304B,12.37,+12.04%
PLTR,Palantir Technologies Inc.,158.61,+2.37,+1.52%,39.807M,81.359M,374.305B,689.61,+481.03%
RIVN,"Rivian Automotive, Inc.",13.03,-0.03,-0.23%,37.05M,32.035M,15.609B,--,-20.41%
PFE,Pfizer Inc.,23.81,-0.49,-2.02%,35.494M,40.946M,135.369B,17.25,-20.43%
QBTS,D-Wave Quantum Inc.,17.06,-0.61,-3.45%,35.251M,70.949M,5.331B,--,"+1,667.00%"
ITUB,Itaú Unibanco Holding S.A.,6.28,+0.03,+0.48%,33.306M,30.04M,63.467B,8.97,+14.20%
AMCR,Amcor plc,9.53,-0.13,-1.35%,32.889M,26.98M,21.836B,17.02,-8.26%
PARA,Paramount Global,13.30,+0.05,+0.38%,32.68M,8.32M,9.375B,--,+16.02%
BAC,Bank of America Corporation,47.96,+0.01,+0.02%,32.164M,39.881M,356.663B,14.06,+18.95%
SNAP,Snap Inc.,9.32,-0.01,-0.11%,31.744M,35.54M,15.68B,--,-29.95%
HOOD,"Robinhood Markets, Inc.",106.10,+2.78,+2.69%,37.49M,44.458M,93.625B,60.63,+402.28%
T,AT&T Inc.,27.50,+0.09,+0.33%,30.051M,32.451M,196.636B,15.71,+42.39%
AAPL,Apple Inc.,209.05,-2.22,-1.05%,43.534M,53.252M,3.122T,32.56,-4.87%
CMCSA,Comcast Corporation,32.50,-0.33,-1.01%,35.593M,19.899M,121.345B,8.00,-20.45%
VFC,V.F. Corporation,12.72,+0.32,+2.58%,28.492M,8.028M,4.958B,70.67,-26.89%
CMG,"Chipotle Mexican Grill, Inc.",43.76,-0.62,-1.40%,28.328M,14.286M,58.677B,38.73,-18.30%
PCG,PG&E Corporation,14.02,+0.03,+0.21%,27.366M,24.206M,30.811B,12.86,-23.34%
KGC,Kinross Gold Corporation,15.42,-0.59,-3.69%,27.163M,20.008M,18.976B,15.73,+76.71%
JOBY,"Joby Aviation, Inc.",16.82,-0.07,-0.41%,26.705M,29.25M,14.154B,--,+182.44%
GOOGL,Alphabet Inc.,196.53,+0.78,+0.40%,31.536M,42.068M,2.381T,20.95,+14.11%
CCL,Carnival Corporation & plc,30.14,+0.44,+1.48%,25.595M,24.058M,40.866B,15.78,+78.27%
RIG,Transocean Ltd.,2.9500,-0.0900,-2.96%,25.029M,39.348M,2.606B,--,-47.50%
TEVA,Teva Pharmaceutical Industries Limited,16.83,+0.29,+1.75%,24.986M,11.767M,19.355B,--,-5.11%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.93,+0.09,+0.70%,24.767M,22.399M,78.674B,9.65,-10.02%
AMZN,"Amazon.com, Inc.",230.19,-0.82,-0.35%,31.722M,41.419M,2.444T,37.49,+23.55%
PATH,UiPath Inc.,12.01,-0.07,-0.58%,23.092M,11.332M,6.426B,--,-0.74%
STLA,Stellantis N.V.,9.01,-0.58,-6.05%,22.781M,19.762M,26.396B,--,-42.54%
