Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,157.16,-0.59,-0.37%,38.679M,249.8M,3.833T,50.54,+26.91%
SOFI,"SoFi Technologies, Inc.",18.38,+1.19,+6.96%,32.183M,65.154M,20.311B,42.73,+167.19%
PLTR,Palantir Technologies Inc.,137.25,+6.51,+4.98%,28.201M,99.718M,323.902B,571.88,+405.18%
LCID,"Lucid Group, Inc.",2.1433,+0.0233,+1.10%,22.979M,127.438M,6.538B,--,-19.70%
JOBY,"Joby Aviation, Inc.",11.03,+1.59,+16.84%,22.519M,19.378M,9.282B,--,+93.84%
QS,QuantumScape Corporation,6.63,+0.01,+0.15%,17.554M,18.733M,3.706B,--,+35.93%
TSLA,"Tesla, Inc.",322.50,-1.29,-0.40%,17.713M,123.22M,1.039T,184.29,+54.21%
HPE,Hewlett Packard Enterprise Company,20.76,+2.35,+12.79%,16.32M,19.744M,27.248B,19.97,-13.00%
SOUN,"SoundHound AI, Inc.",10.64,+0.81,+8.19%,15.273M,29.932M,4.272B,--,+152.70%
HOOD,"Robinhood Markets, Inc.",88.50,+5.47,+6.59%,14.704M,42.274M,78.095B,50.57,+264.33%
NU,Nu Holdings Ltd.,13.65,+0.40,+3.02%,14.202M,61.205M,65.853B,31.02,+7.20%
ACHR,Archer Aviation Inc.,10.91,+0.44,+4.20%,13.579M,33.082M,5.99B,--,+206.14%
INTC,Intel Corporation,22.41,-0.28,-1.26%,13.375M,91.331M,97.731B,--,-26.43%
JNPR,"Juniper Networks, Inc.",39.90,+3.08,+8.38%,12.726M,2.503M,13.344B,38.00,+0.19%
AMD,"Advanced Micro Devices, Inc.",142.54,-1.27,-0.88%,12.7M,46.935M,231.114B,104.04,-8.80%
GOOGL,Alphabet Inc.,177.65,-0.88,-0.49%,12.691M,42.316M,2.154T,19.83,-2.44%
AMZN,"Amazon.com, Inc.",222.48,-0.82,-0.37%,12.509M,50.409M,2.362T,36.23,+13.24%
GRAB,Grab Holdings Limited,5.08,+0.16,+3.24%,12.529M,37.254M,20.947B,507.93,+39.38%
IONQ,"IonQ, Inc.",43.76,+3.51,+8.71%,11.747M,21.907M,11.431B,--,+488.45%
SMCI,"Super Micro Computer, Inc.",49.73,+2.15,+4.52%,10.84M,48.258M,29.674B,27.02,-41.43%
F,Ford Motor Company,10.72,-0.08,-0.74%,11.077M,116.429M,42.61B,8.57,-15.36%
CSCO,"Cisco Systems, Inc.",69.19,+0.54,+0.79%,9.832M,22.6M,274.032B,28.24,+44.47%
HIMS,"Hims & Hers Health, Inc.",49.44,+0.03,+0.07%,9.679M,45.573M,11.078B,72.78,+130.67%
QBTS,D-Wave Quantum Inc.,14.14,+0.12,+0.82%,9.76M,65.347M,4.413B,--,"+1,198.15%"
GOOG,Alphabet Inc.,178.27,0.00,0.00%,9.588M,28.038M,2.165T,19.88,-3.37%
BTG,B2Gold Corp.,3.5150,-0.0150,-0.42%,9.476M,53.061M,4.658B,--,+31.23%
ORCL,Oracle Corporation,221.46,+11.21,+5.33%,9.454M,11.938M,622.029B,51.14,+46.93%
RGTI,"Rigetti Computing, Inc.",11.48,+0.41,+3.70%,9.28M,48.03M,3.705B,--,"+1,008.11%"
IREN,IREN Limited,14.64,+0.64,+4.54%,8.893M,17.061M,3.54B,--,+10.94%
NIO,NIO Inc.,3.4363,-0.0237,-0.69%,8.882M,38.856M,7.573B,--,-22.07%
WBD,"Warner Bros. Discovery, Inc.",11.57,+0.27,+2.43%,8.456M,47.528M,28.637B,--,+59.15%
AAPL,Apple Inc.,201.26,+0.18,+0.09%,8.182M,62.515M,3.006T,31.40,-7.23%
RIOT,"Riot Platforms, Inc.",11.00,+0.45,+4.26%,7.856M,34.036M,3.93B,--,+6.03%
NKE,"NIKE, Inc.",71.06,-0.98,-1.36%,6.985M,20.814M,104.884B,32.90,-6.23%
SNAP,Snap Inc.,8.81,+0.09,+1.09%,6.954M,38.482M,14.731B,--,-45.57%
RKLB,Rocket Lab Corporation,35.58,+0.20,+0.57%,6.003M,20.413M,16.418B,--,+679.30%
CORZ,"Core Scientific, Inc.",16.86,+0.21,+1.26%,5.835M,15.04M,5.021B,--,+69.04%
BAC,Bank of America Corporation,47.37,+0.25,+0.52%,5.869M,47.522M,356.748B,14.14,+17.77%
MARA,"MARA Holdings, Inc.",15.27,+0.24,+1.63%,6.073M,43.713M,5.376B,--,-33.38%
T,AT&T Inc.,28.57,+0.49,+1.73%,5.762M,35.919M,205.689B,17.52,+47.95%
APLD,Applied Digital Corporation,10.23,-0.15,-1.40%,5.804M,51.838M,2.304B,--,+59.69%
AGNC,AGNC Investment Corp.,9.17,+0.01,+0.11%,5.245M,32.298M,9.357B,25.47,-2.11%
AES,The AES Corporation,10.10,-0.62,-5.83%,5.245M,16.231M,7.187B,5.49,-38.53%
CLSK,"CleanSpark, Inc.",10.82,+0.15,+1.41%,5.053M,26.725M,3.04B,--,-40.46%
