Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,4.2600,-0.4400,-9.35%,228.641M,236.216M,3.135B,--,+119.63%
NVDA,NVIDIA Corporation,181.70,-0.07,-0.04%,140.158M,178.922M,4.431T,58.43,+44.71%
PSNYW,Polestar Automotive Holding UK PLC,0.4551,+0.2951,+184.44%,122.69M,"85,219",6.301B,--,+30.59%
WBA,"Walgreens Boots Alliance, Inc.",11.98,+0.06,+0.55%,100.227M,9.903M,10.374B,--,+27.08%
INTC,Intel Corporation,24.83,+0.48,+1.99%,68.541M,103.936M,108.702B,--,+24.17%
NIO,NIO Inc.,6.37,-0.33,-4.92%,66.843M,60.534M,13.539B,--,+81.08%
PLTR,Palantir Technologies Inc.,157.07,-3.80,-2.36%,57.112M,77.384M,372.624B,506.68,+429.87%
TSLA,"Tesla, Inc.",350.88,-0.79,-0.22%,52.144M,99.642M,1.132T,207.62,+70.92%
BMNR,"Bitmine Immersion Technologies, Inc.",45.71,-4.24,-8.49%,50.875M,34.389M,7.931B,--,+544.52%
LCID,"Lucid Group, Inc.",2.0700,-0.0400,-1.90%,46.444M,138.488M,6.36B,--,-46.45%
SOFI,"SoFi Technologies, Inc.",25.15,-0.47,-1.83%,42.639M,73.441M,30.116B,50.30,+242.06%
AAL,American Airlines Group Inc.,13.15,+0.01,+0.04%,41.864M,62.209M,8.68B,15.66,+29.56%
SOUN,"SoundHound AI, Inc.",11.98,-0.04,-0.33%,40.288M,43.686M,4.884B,--,+147.84%
MARA,"MARA Holdings, Inc.",15.91,+0.07,+0.47%,38.988M,46.415M,5.896B,8.56,-7.53%
RGTI,"Rigetti Computing, Inc.",15.82,+0.52,+3.43%,34.556M,44.228M,5.13B,--,"+1,679.07%"
PSNY,Polestar Automotive Holding UK PLC,1.2950,+0.1850,+16.67%,33.674M,3.017M,2.744B,--,+17.46%
NU,Nu Holdings Ltd.,14.66,+0.42,+2.94%,32.442M,64.172M,70.833B,31.19,-0.42%
WBD,"Warner Bros. Discovery, Inc.",12.09,+0.28,+2.42%,32.414M,61.234M,29.92B,38.98,+48.06%
BAC,Bank of America Corporation,50.40,+0.15,+0.31%,31.384M,38.626M,373.347B,14.78,+25.78%
ITUB,Itaú Unibanco Holding S.A.,6.93,+0.13,+1.91%,29.76M,28.917M,71.19B,9.36,+10.98%
F,Ford Motor Company,11.97,+0.12,+1.06%,29.751M,80.955M,47.619B,15.34,+7.25%
RIVN,"Rivian Automotive, Inc.",13.28,+0.07,+0.57%,28.874M,33.662M,16.12B,--,-4.48%
KDP,Keurig Dr Pepper Inc.,29.56,+0.60,+2.09%,27.945M,11.212M,40.149B,26.15,-20.07%
ABEV,Ambev S.A.,2.2000,0.0000,0.00%,27.827M,29.573M,34.839B,12.94,-5.98%
HOOD,"Robinhood Markets, Inc.",104.49,-4.31,-3.96%,25.131M,44.569M,92.857B,53.04,+435.43%
AMD,"Advanced Micro Devices, Inc.",166.63,+0.01,+0.01%,23.285M,56.365M,270.411B,99.78,+13.84%
WULF,TeraWulf Inc.,9.14,-0.10,-1.08%,23.213M,54.499M,3.584B,--,+121.05%
ACHR,Archer Aviation Inc.,9.22,-0.06,-0.59%,22.989M,37.734M,5.944B,--,+160.39%
RIOT,"Riot Platforms, Inc.",13.70,+0.02,+0.11%,22.885M,40.023M,5.066B,--,+79.19%
COTY,Coty Inc.,4.1589,+0.4689,+12.71%,22.655M,9.055M,3.628B,--,-61.08%
JOBY,"Joby Aviation, Inc.",14.56,-0.17,-1.15%,22.199M,35.288M,12.463B,--,+198.18%
SNAP,Snap Inc.,7.01,-0.01,-0.07%,21.788M,42.349M,11.854B,--,-23.53%
QBTS,D-Wave Quantum Inc.,15.54,+0.09,+0.57%,21.512M,47.489M,5.314B,--,"+1,522.90%"
PFE,Pfizer Inc.,25.08,+0.16,+0.62%,20.439M,40.501M,142.565B,13.27,-13.32%
AAPL,Apple Inc.,230.05,+0.74,+0.32%,20.352M,54.876M,3.414T,34.96,+1.25%
HBAN,Huntington Bancshares Incorporated,17.82,+0.33,+1.86%,19.585M,31.168M,25.99B,13.29,+19.47%
T,AT&T Inc.,29.01,+0.45,+1.59%,19.11M,31.635M,207.469B,16.58,+44.10%
APLD,Applied Digital Corporation,16.52,+0.05,+0.30%,19.001M,48.793M,4.329B,--,+273.47%
BTG,B2Gold Corp.,4.0699,+0.0199,+0.49%,19.032M,40.142M,5.384B,--,+45.68%
DNB,"Dun & Bradstreet Holdings, Inc.",9.15,+0.04,+0.44%,17.827M,4.176M,4.083B,--,-23.37%
NOK,Nokia Oyj,4.3250,+0.0350,+0.82%,17.253M,18.468M,23.265B,22.76,+2.39%
MDB,"MongoDB, Inc.",292.82,+78.48,+36.61%,17.145M,2.553M,23.928B,--,-8.93%
KEY,KeyCorp,19.38,+0.08,+0.39%,17.163M,22.736M,21.245B,--,+15.29%
PSLV,Sprott Physical Silver Trust,13.06,+0.02,+0.15%,17.278M,27.053M,6.881B,5.73,+31.06%
