Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
TSLA,"Tesla, Inc.",292.17,-23.18,-7.35%,86.031M,117.418M,941.052B,168.88,+24.67%
NVDA,NVIDIA Corporation,158.13,-1.21,-0.76%,82.965M,233.17M,3.857T,50.85,+24.29%
CORZ,"Core Scientific, Inc.",15.00,-3.00,-16.66%,76.073M,14.223M,4.467B,--,+73.75%
LCID,"Lucid Group, Inc.",2.0700,-0.0900,-4.18%,74.426M,128.798M,6.314B,--,-31.65%
SOFI,"SoFi Technologies, Inc.",18.86,+0.29,+1.57%,46.92M,66.19M,20.849B,43.87,+192.44%
PLTR,Palantir Technologies Inc.,137.95,+3.59,+2.67%,40.908M,96.342M,325.55B,599.78,+385.05%
F,Ford Motor Company,11.55,-0.26,-2.24%,40.577M,109.082M,45.91B,9.24,-9.01%
IREN,IREN Limited,16.72,-0.10,-0.59%,39.545M,18.716M,4.044B,--,+14.97%
INTC,Intel Corporation,22.05,-0.44,-1.95%,37.411M,87.817M,96.19B,--,-33.83%
HOOD,"Robinhood Markets, Inc.",93.23,-1.17,-1.24%,32.772M,44.355M,82.269B,53.27,+327.34%
AAL,American Airlines Group Inc.,11.52,-0.17,-1.50%,31.739M,60.132M,7.594B,11.52,+6.95%
RGTI,"Rigetti Computing, Inc.",13.04,-0.41,-3.05%,28.76M,48.83M,4.209B,--,"+1,193.27%"
MARA,"MARA Holdings, Inc.",16.47,-1.19,-6.75%,25.88M,44.767M,5.795B,--,-9.44%
SAND,Sandstorm Gold Ltd.,10.28,+0.65,+6.72%,25.386M,5.318M,3.031B,102.77,+71.96%
SOUN,"SoundHound AI, Inc.",11.26,+0.16,+1.49%,25.25M,31.396M,4.522B,--,+164.05%
AAPL,Apple Inc.,210.13,-3.42,-1.60%,24.744M,60.37M,3.138T,32.68,-6.26%
RIG,Transocean Ltd.,2.6800,-0.0900,-3.25%,24.306M,42.716M,2.367B,--,-45.26%
IONQ,"IonQ, Inc.",43.95,-0.44,-1.00%,24.136M,21.791M,11.498B,--,+478.75%
AMD,"Advanced Micro Devices, Inc.",135.12,-2.79,-2.03%,23.932M,46.903M,219.075B,98.62,-22.82%
AZEK,The AZEK Company Inc.,54.35,-0.51,-0.93%,26.82M,3.92M,7.818B,52.77,+32.53%
QBTS,D-Wave Quantum Inc.,16.28,-0.51,-3.04%,23.758M,66.751M,5.087B,--,"+1,254.03%"
CCL,Carnival Corporation & plc,29.23,-0.73,-2.45%,22.887M,25.912M,39.626B,15.30,+70.62%
NU,Nu Holdings Ltd.,13.31,-0.29,-2.13%,22.682M,60.738M,64.213B,30.25,+5.92%
BTG,B2Gold Corp.,3.6500,-0.0100,-0.27%,22.552M,52.883M,4.844B,--,+32.13%
