Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
RGTI,"Rigetti Computing, Inc.",16.50,+3.78,+29.70%,151.704M,48.888M,5.325B,--,+987.18%
NVDA,NVIDIA Corporation,170.81,+0.11,+0.06%,112.21M,207.49M,4.166T,54.92,+44.67%
NU,Nu Holdings Ltd.,13.69,+0.15,+1.07%,71.418M,63.18M,66.022B,31.10,+2.42%
F,Ford Motor Company,11.24,-0.32,-2.81%,71.281M,97.648M,44.716B,9.00,-20.10%
TSLA,"Tesla, Inc.",319.98,+9.20,+2.96%,69.462M,111.667M,1.031T,183.90,+25.06%
WBD,"Warner Bros. Discovery, Inc.",12.55,+0.52,+4.28%,67.393M,48.604M,31.037B,--,+44.59%
JOBY,"Joby Aviation, Inc.",16.16,+2.21,+15.85%,63.056M,23.046M,13.599B,--,+97.59%
QS,QuantumScape Corporation,10.91,+0.06,+0.55%,59.71M,25.776M,6.098B,--,+21.64%
NIO,NIO Inc.,4.0650,-0.1850,-4.35%,53.65M,38.148M,9.195B,--,-7.41%
LCID,"Lucid Group, Inc.",2.2600,-0.0700,-3.00%,51.873M,128.47M,6.894B,--,-38.52%
AAL,American Airlines Group Inc.,12.07,-0.10,-0.82%,46.97M,59.639M,7.96B,12.07,+10.54%
BAC,Bank of America Corporation,45.58,-0.57,-1.22%,42.584M,40.336M,343.341B,13.61,+4.93%
SOFI,"SoFi Technologies, Inc.",21.33,+0.37,+1.76%,41.509M,69.153M,23.577B,49.60,+167.35%
HOOD,"Robinhood Markets, Inc.",103.36,+3.82,+3.84%,40.698M,43.777M,91.207B,59.06,+311.66%
ACHR,Archer Aviation Inc.,11.66,+0.40,+3.55%,40.323M,36.112M,6.401B,--,+122.09%
PLTR,Palantir Technologies Inc.,149.38,+0.79,+0.54%,39.795M,88.877M,352.512B,678.98,+426.51%
WULF,TeraWulf Inc.,5.24,+0.37,+7.49%,38.81M,46.033M,2.039B,--,-17.46%
INTC,Intel Corporation,22.54,-0.38,-1.66%,37.982M,80.946M,98.315B,--,-33.49%
ABEV,Ambev S.A.,2.4157,+0.0657,+2.80%,36.611M,32.957M,38.209B,15.10,+7.80%
MARA,"MARA Holdings, Inc.",19.73,+0.97,+5.14%,36.583M,46.35M,6.942B,--,-26.58%
QBTS,D-Wave Quantum Inc.,16.56,+0.41,+2.53%,36.335M,66.807M,5.174B,--,"+1,304.35%"
PSLV,Sprott Physical Silver Trust,12.79,+0.09,+0.71%,34.93M,30.864M,6.739B,4.21,+22.47%
ERIC,Telefonaktiebolaget LM Ericsson (publ),7.34,+0.12,+1.73%,32.9M,23.206M,25.174B,13.60,+7.28%
SNAP,Snap Inc.,9.51,+0.03,+0.32%,32.22M,38.075M,15.999B,--,-34.93%
CIFR,Cipher Mining Inc.,6.19,+0.22,+3.76%,32.39M,28.389M,2.3B,--,-11.95%
BMNR,"Bitmine Immersion Technologies, Inc.",48.33,+8.37,+20.94%,31.778M,12.748M,2.494B,--,+415.61%
AMD,"Advanced Micro Devices, Inc.",155.77,+0.16,+0.10%,31.69M,45.945M,252.566B,113.70,-2.40%
VALE,Vale S.A.,9.81,+0.12,+1.23%,31.604M,35.542M,42.911B,7.11,-13.56%
MP,MP Materials Corp.,58.07,-0.15,-0.26%,28.695M,12.431M,9.492B,--,+285.31%
SOUN,"SoundHound AI, Inc.",11.34,+0.04,+0.35%,28.013M,35.256M,4.555B,--,+105.83%
AAPL,Apple Inc.,210.34,+1.23,+0.59%,27.328M,53.372M,3.142T,32.76,-8.64%
U,Unity Software Inc.,33.51,+3.82,+12.87%,27.272M,12.236M,13.93B,--,+64.12%
STLA,Stellantis N.V.,9.41,-0.07,-0.79%,26.513M,16.994M,28.234B,4.38,-53.34%
RIVN,"Rivian Automotive, Inc.",12.28,-0.35,-2.77%,26.494M,29.625M,14.711B,--,-26.53%
HBAN,Huntington Bancshares Incorporated,16.58,+0.02,+0.09%,26.052M,25.589M,24.183B,12.75,+14.68%
BTG,B2Gold Corp.,3.4547,+0.0047,+0.14%,26.005M,50.13M,4.585B,--,+12.75%
BCS,Barclays PLC,18.67,+0.19,+1.06%,24.914M,14.422M,66.261B,9.25,+53.74%
ITUB,Itaú Unibanco Holding S.A.,6.35,+0.06,+0.95%,24.011M,29.676M,64.628B,9.07,+10.88%
