Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,165.05,+0.13,+0.08%,83.632M,211.8M,4.025T,53.24,+28.40%
NIO,NIO Inc.,4.1303,+0.2303,+5.91%,65.147M,36.03M,8.863B,--,-15.77%
MARA,"MARA Holdings, Inc.",19.52,+0.38,+1.99%,53.647M,45.172M,6.87B,--,-22.13%
TSLA,"Tesla, Inc.",315.05,+1.54,+0.49%,43.597M,112.275M,1.015T,179.01,+24.09%
HBAN,Huntington Bancshares Incorporated,17.03,-0.36,-2.07%,41.862M,24.059M,24.809B,13.10,+26.66%
PLTR,Palantir Technologies Inc.,147.28,+5.18,+3.65%,41.927M,90.537M,347.568B,640.35,+395.64%
SOFI,"SoFi Technologies, Inc.",21.30,+0.10,+0.47%,41.755M,68.306M,23.545B,49.54,+189.22%
NU,Nu Holdings Ltd.,12.99,+0.16,+1.29%,37.022M,61.229M,62.693B,29.53,-3.82%
LCID,"Lucid Group, Inc.",2.2850,-0.0050,-0.22%,35.606M,128.227M,6.97B,--,-36.57%
KVUE,Kenvue Inc.,21.55,+0.20,+0.96%,33.186M,19.049M,41.364B,38.47,+17.84%
RIOT,"Riot Platforms, Inc.",12.32,-0.10,-0.76%,33.132M,36.009M,4.403B,--,+8.19%
F,Ford Motor Company,11.73,-0.05,-0.47%,30.59M,99.849M,46.625B,9.38,-17.22%
AAL,American Airlines Group Inc.,12.28,+0.06,+0.49%,30.862M,59.966M,8.099B,12.28,+14.96%
HOOD,"Robinhood Markets, Inc.",99.95,+1.61,+1.64%,28.642M,43.515M,88.198B,57.11,+310.78%
IREN,IREN Limited,17.05,+0.82,+5.02%,28.739M,19.901M,4.123B,--,+35.31%
CLSK,"CleanSpark, Inc.",12.44,-0.20,-1.62%,28.423M,27.639M,3.496B,--,-30.87%
SOUN,"SoundHound AI, Inc.",11.05,-0.52,-4.50%,27.086M,34.645M,4.439B,--,+105.51%
WBD,"Warner Bros. Discovery, Inc.",12.02,+0.29,+2.43%,26.577M,47.466M,29.727B,--,+58.09%
AMD,"Advanced Micro Devices, Inc.",146.73,+0.31,+0.21%,24.009M,45.148M,237.908B,106.33,-18.58%
INTC,Intel Corporation,23.14,-0.29,-1.24%,22.924M,81.597M,100.938B,--,-32.01%
QS,QuantumScape Corporation,9.60,+0.37,+4.00%,22.21M,23.756M,5.366B,--,+7.08%
CIFR,Cipher Mining Inc.,5.96,+0.09,+1.45%,21.54M,27.362M,2.211B,--,-1.84%
ABEV,Ambev S.A.,2.3501,+0.0001,+0.00%,21.413M,32.864M,36.938B,14.69,+9.81%
BMNR,"Bitmine Immersion Technologies, Inc.",44.75,+4.13,+10.18%,20.8M,12.148M,2.31B,--,+424.13%
STLA,Stellantis N.V.,9.84,-0.23,-2.33%,18.656M,16.554M,29.802B,4.55,-50.22%
OSCR,"Oscar Health, Inc.",14.89,+0.51,+3.53%,18.646M,16.541M,3.792B,37.22,-10.12%
HIMS,"Hims & Hers Health, Inc.",50.25,+2.36,+4.93%,18.613M,46.679M,11.248B,73.90,+109.68%
ACHR,Archer Aviation Inc.,10.57,+0.06,+0.57%,18.474M,35.001M,5.803B,--,+108.12%
AAPL,Apple Inc.,208.93,-2.23,-1.06%,18.373M,53.871M,3.121T,32.54,-9.91%
MU,"Micron Technology, Inc.",119.46,-5.07,-4.07%,17.9M,21.296M,133.691B,21.52,-4.84%
PSLV,Sprott Physical Silver Trust,12.92,-0.03,-0.20%,19.153M,30.889M,6.809B,4.25,+23.22%
AMZN,"Amazon.com, Inc.",225.89,+0.87,+0.39%,17.045M,43.791M,2.398T,36.79,+16.76%
KHC,The Kraft Heinz Company,27.60,+0.46,+1.71%,16.66M,13.102M,32.671B,12.60,-15.95%
RKLB,Rocket Lab Corporation,41.85,+2.82,+7.23%,16.669M,20.642M,19.311B,--,+582.34%
GOOGL,Alphabet Inc.,180.80,+0.61,+0.34%,16.391M,40.402M,2.2T,20.18,-3.40%
SNAP,Snap Inc.,9.36,+0.25,+2.74%,16.375M,37.752M,15.747B,--,-43.80%
AG,First Majestic Silver Corp.,9.28,+0.01,+0.11%,15.707M,24.511M,4.507B,--,+43.50%
VALE,Vale S.A.,9.91,-0.23,-2.22%,15.676M,35.143M,42.325B,7.18,-11.90%
NBIS,Nebius Group N.V.,49.81,+5.51,+12.44%,15.262M,12.028M,11.943B,--,+121.50%
RIG,Transocean Ltd.,2.7704,-0.0796,-2.79%,14.685M,40.686M,2.447B,--,-48.37%
