Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
PROK,ProKidney Corp.,4.6700,+0.9400,+25.20%,191.124M,6.78M,2.271B,--,+49.20%
NVDA,NVIDIA Corporation,162.85,+2.85,+1.78%,116.389M,219.648M,3.972T,52.54,+18.60%
LCID,"Lucid Group, Inc.",2.3056,+0.0056,+0.24%,80.705M,129.106M,7.033B,--,-26.98%
VRNA,Verona Pharma plc,104.79,+17.93,+20.65%,55.184M,1.29M,8.905B,--,+384.44%
SOUN,"SoundHound AI, Inc.",12.90,+0.19,+1.53%,49.084M,32.746M,5.184B,--,+150.69%
TSLA,"Tesla, Inc.",294.67,-3.14,-1.05%,48.745M,114.799M,949.088B,167.42,+13.12%
AAL,American Airlines Group Inc.,11.43,-0.15,-1.34%,46.500M,58.298M,7.535B,11.42,+3.86%
AES,The AES Corporation,13.04,+1.97,+17.80%,42.663M,16.715M,9.287B,7.09,-38.23%
PLTR,Palantir Technologies Inc.,140.41,+0.70,+0.50%,41.224M,93.16M,331.355B,638.23,+391.59%
SOFI,"SoFi Technologies, Inc.",19.95,-0.00,-0.00%,40.002M,66.689M,22.051B,46.39,+203.65%
F,Ford Motor Company,11.89,+0.20,+1.76%,38.529M,104.899M,47.261B,9.51,-11.31%
QS,QuantumScape Corporation,8.34,+0.16,+1.96%,38.241M,21.579M,4.661B,--,+51.20%
INTC,Intel Corporation,23.33,-0.26,-1.09%,34.961M,84.682M,101.778B,--,-32.35%
NU,Nu Holdings Ltd.,13.77,+0.18,+1.30%,31.013M,59.912M,66.419B,31.29,+2.88%
WBD,"Warner Bros. Discovery, Inc.",11.62,+0.22,+1.88%,30.35M,46.944M,28.761B,--,+55.87%
QBTS,D-Wave Quantum Inc.,16.22,+0.23,+1.41%,29.886M,66.438M,5.067B,--,"+1,210.66%"
HOOD,"Robinhood Markets, Inc.",93.07,+1.80,+1.97%,28.926M,43.647M,82.123B,53.18,+308.92%
GRAB,Grab Holdings Limited,5.04,+0.24,+5.00%,28.329M,35.112M,20.785B,504.00,+34.08%
HIMS,"Hims & Hers Health, Inc.",50.32,+1.36,+2.78%,28.256M,46.175M,11.263B,74.00,+142.26%
CORZ,"Core Scientific, Inc.",13.75,-0.27,-1.89%,28.196M,15.932M,4.177B,--,+43.50%
CIFR,Cipher Mining Inc.,6.23,+0.20,+3.32%,27.692M,25.653M,2.313B,--,+36.12%
AG,First Majestic Silver Corp.,8.40,+0.41,+5.07%,26.188M,24.268M,4.079B,--,+22.55%
RXRX,"Recursion Pharmaceuticals, Inc.",5.66,+0.30,+5.59%,26.089M,25.975M,2.301B,--,-25.86%
AMD,"Advanced Micro Devices, Inc.",138.51,+0.69,+0.50%,25.07M,45.331M,224.58B,101.85,-25.08%
CNH,CNH Industrial N.V.,13.71,+0.01,+0.07%,25.045M,18.501M,17.129B,17.14,+43.01%
