Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
LCID,"Lucid Group, Inc.",2.1100,-0.0500,-2.31%,136.905M,128.798M,6.436B,--,-31.65%
NVDA,NVIDIA Corporation,158.24,-1.10,-0.69%,138.832M,233.17M,3.859T,50.88,+24.29%
TSLA,"Tesla, Inc.",293.94,-21.41,-6.79%,130.123M,117.418M,946.769B,169.91,+24.67%
CORZ,"Core Scientific, Inc.",14.83,-3.17,-17.61%,105.013M,14.223M,4.417B,--,+73.75%
SOFI,"SoFi Technologies, Inc.",19.24,+0.67,+3.61%,79.583M,66.19M,21.267B,44.74,+192.44%
F,Ford Motor Company,11.59,-0.22,-1.86%,73.413M,109.082M,46.088B,9.27,-9.01%
PLTR,Palantir Technologies Inc.,139.12,+4.76,+3.54%,70.281M,96.342M,328.311B,604.87,+385.05%
INTC,Intel Corporation,22.00,-0.49,-2.18%,80.499M,87.817M,95.964B,--,-33.83%
CIFR,Cipher Mining Inc.,5.79,-0.26,-4.30%,55.939M,24.506M,2.149B,--,+30.95%
IREN,IREN Limited,16.95,+0.13,+0.77%,50.796M,18.716M,4.1B,--,+14.97%
AAPL,Apple Inc.,209.95,-3.60,-1.69%,49.905M,60.37M,3.136T,32.65,-6.26%
HOOD,"Robinhood Markets, Inc.",93.46,-0.94,-1.00%,49.232M,44.355M,82.471B,53.41,+327.34%
AAL,American Airlines Group Inc.,11.59,-0.10,-0.86%,52.968M,60.132M,7.644B,11.59,+6.95%
RGTI,"Rigetti Computing, Inc.",13.75,+0.30,+2.23%,49.405M,48.83M,4.438B,--,"+1,193.27%"
SAND,Sandstorm Gold Ltd.,10.24,+0.61,+6.33%,42.72M,5.318M,3.02B,102.40,+71.96%
CCL,Carnival Corporation & plc,29.31,-0.65,-2.17%,42.198M,25.912M,39.741B,15.35,+70.62%
RIG,Transocean Ltd.,2.7100,-0.0600,-2.17%,41.245M,42.716M,2.394B,--,-45.26%
SOUN,"SoundHound AI, Inc.",11.38,+0.29,+2.61%,41.23M,31.396M,4.572B,--,+164.05%
MARA,"MARA Holdings, Inc.",16.75,-0.91,-5.15%,42.247M,44.767M,5.895B,--,-9.44%
VALE,Vale S.A.,9.94,-0.28,-2.74%,35.569M,35.99M,42.432B,7.20,-10.98%
QBTS,D-Wave Quantum Inc.,16.76,-0.03,-0.18%,35.561M,66.751M,5.237B,--,"+1,254.03%"
NU,Nu Holdings Ltd.,13.36,-0.24,-1.76%,38.629M,60.738M,64.454B,30.36,+5.92%
BTG,B2Gold Corp.,3.6800,+0.0200,+0.55%,35.937M,52.883M,4.884B,--,+32.13%
RKLB,Rocket Lab Corporation,38.88,+3.22,+9.03%,34.858M,20.43M,17.94B,--,+617.51%
GOOGL,Alphabet Inc.,176.79,-2.74,-1.53%,34.053M,41.292M,2.151T,19.73,-5.03%
IONQ,"IonQ, Inc.",45.20,+0.81,+1.82%,33.682M,21.791M,11.826B,--,+478.75%
WBD,"Warner Bros. Discovery, Inc.",11.02,-0.20,-1.78%,37.624M,47.129M,27.264B,--,+57.81%
AMD,"Advanced Micro Devices, Inc.",134.80,-3.11,-2.26%,36.651M,46.903M,218.565B,98.39,-22.82%
RIVN,"Rivian Automotive, Inc.",12.75,-0.32,-2.45%,34.214M,30.258M,15.274B,--,-15.62%
CLSK,"CleanSpark, Inc.",11.33,-0.92,-7.51%,32.191M,27.152M,3.183B,--,-20.56%
STLA,Stellantis N.V.,9.80,-0.51,-4.95%,31.149M,17.168M,28.341B,4.52,-47.07%
NIO,NIO Inc.,3.4100,-0.1000,-2.85%,31.131M,36.269M,7.395B,--,-21.30%
U,Unity Software Inc.,27.86,+1.73,+6.62%,31.398M,11.401M,11.581B,--,+61.80%
OSCR,"Oscar Health, Inc.",16.81,+0.34,+2.06%,31.018M,13.665M,4.281B,42.02,+2.11%
AMZN,"Amazon.com, Inc.",223.47,+0.06,+0.03%,36.345M,46.626M,2.372T,36.40,+12.10%
GRAB,Grab Holdings Limited,4.9700,+0.1000,+2.05%,32.323M,36.287M,20.496B,497.00,+37.18%
APLD,Applied Digital Corporation,9.66,-0.79,-7.56%,30.956M,53.112M,2.174B,--,+46.36%
SMCI,"Super Micro Computer, Inc.",47.11,-1.45,-2.99%,31.735M,47.198M,28.116B,25.60,-46.00%
PFE,Pfizer Inc.,25.24,-0.14,-0.55%,29.815M,45.591M,143.499B,18.29,-9.13%
HBAN,Huntington Bancshares Incorporated,17.54,0.00,0.00%,33.276M,24.189M,25.552B,13.49,+35.03%
ACHR,Archer Aviation Inc.,10.02,-0.15,-1.47%,29.559M,34.299M,5.501B,--,+127.01%
BAC,Bank of America Corporation,48.66,-0.27,-0.55%,28.789M,44.361M,366.501B,14.53,+20.46%
AMCR,Amcor plc,9.68,+0.05,+0.52%,28.241M,37.268M,22.18B,17.29,0.00%
ABEV,Ambev S.A.,2.3900,-0.0800,-3.24%,27.385M,32.655M,37.517B,14.06,+19.90%
CLF,Cleveland-Cliffs Inc.,8.49,-0.33,-3.74%,27.036M,31.162M,4.2B,--,-42.99%
RUN,Sunrun Inc.,11.11,+0.61,+5.81%,27.78M,22.805M,2.538B,--,-17.00%
RIOT,"Riot Platforms, Inc.",11.55,-0.62,-5.09%,26.418M,35.696M,4.126B,--,+29.47%
UBER,"Uber Technologies, Inc.",96.68,+3.05,+3.26%,26.287M,22.001M,202.174B,16.93,+31.41%
HIMS,"Hims & Hers Health, Inc.",48.42,+0.44,+0.92%,25.801M,46.239M,10.838B,71.21,+133.93%
BBD,Banco Bradesco S.A.,3.0400,-0.0600,-1.94%,25.301M,41.794M,29.77B,9.81,+35.37%
NOK,Nokia Oyj,5.13,-0.06,-1.16%,24.296M,17.502M,27.649B,19.73,+33.42%
AZEK,The AZEK Company Inc.,54.35,-0.51,-0.93%,26.82M,3.92M,7.818B,52.77,+32.53%
ENVX,Enovix Corporation,13.03,+1.64,+14.40%,23.754M,5.024M,2.502B,--,-31.59%
AG,First Majestic Silver Corp.,8.69,+0.23,+2.72%,23.044M,24.357M,4.242B,--,+29.36%
WNS,WNS (Holdings) Limited,74.70,+9.32,+14.26%,22.592M,"746,838",3.258B,20.13,+21.25%
CSCO,"Cisco Systems, Inc.",68.93,-0.44,-0.63%,22.518M,21.587M,272.963B,28.13,+50.61%
SNAP,Snap Inc.,9.19,-0.08,-0.86%,22.208M,38.76M,15.358B,--,-43.82%
ITUB,Itaú Unibanco Holding S.A.,6.84,-0.08,-1.16%,21.774M,30.3M,69.963B,9.50,+27.29%
QUBT,Quantum Computing Inc.,19.88,-1.25,-5.92%,21.667M,26.874M,3.139B,--,"+3,646.45%"
MRVL,"Marvell Technology, Inc.",71.55,-3.63,-4.83%,21.37M,21.614M,61.69B,--,+0.36%
HPE,Hewlett Packard Enterprise Company,20.91,-0.43,-2.01%,21.098M,19.476M,27.439B,20.11,+2.15%
CNC,Centene Corporation,33.05,-0.26,-0.78%,20.706M,7.029M,16.446B,4.87,-49.68%
HL,Hecla Mining Company,6.16,+0.09,+1.48%,19.83M,22.337M,3.897B,51.33,+16.28%
RKT,"Rocket Companies, Inc.",13.51,-0.73,-5.13%,19.639M,13.074M,26.848B,675.50,+7.31%
AGNC,AGNC Investment Corp.,9.36,-0.03,-0.32%,20.676M,31.037M,9.551B,26.00,-3.00%
BMNR,"Bitmine Immersion Technologies, Inc.",107.48,-27.52,-20.39%,18.777M,11.09M,651.684M,--,"+1,641.94%"
KEY,KeyCorp,18.29,-0.17,-0.92%,18.525M,13.963M,20.045B,--,+31.58%
GOOG,Alphabet Inc.,177.56,-2.99,-1.66%,20.861M,27.565M,2.148T,19.82,-5.21%
JOBY,"Joby Aviation, Inc.",10.66,+0.11,+1.04%,18.427M,21.227M,8.97B,--,+102.50%
VZ,Verizon Communications Inc.,42.80,-0.75,-1.72%,18.335M,18.788M,180.456B,10.19,+4.86%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.83,-0.23,-1.76%,17.864M,25.145M,78.972B,9.57,-13.68%
T,AT&T Inc.,28.41,+0.05,+0.18%,17.697M,34.046M,204.573B,17.43,+50.77%
PCG,PG&E Corporation,13.64,-0.27,-1.94%,17.588M,22.533M,29.976B,12.51,-19.03%
NGD,New Gold Inc.,5.04,+0.05,+1.00%,17.149M,25.926M,3.988B,28.00,+127.85%
MU,"Micron Technology, Inc.",119.92,-2.26,-1.85%,19.107M,23.216M,134.206B,21.61,-6.43%
BCS,Barclays PLC,18.19,-0.07,-0.38%,16.514M,14.419M,64.349B,8.83,+59.06%
QS,QuantumScape Corporation,7.01,-0.01,-0.14%,16.5M,20.579M,3.918B,--,+38.46%
PTON,"Peloton Interactive, Inc.",6.43,-0.21,-3.16%,16.96M,14.011M,2.563B,--,+84.96%
AUR,"Aurora Innovation, Inc.",5.11,-0.19,-3.58%,15.669M,23.684M,9.039B,--,+77.85%
DDOG,"Datadog, Inc.",152.41,-2.74,-1.77%,16.032M,5.239M,52.635B,324.28,+17.18%
CNH,CNH Industrial N.V.,13.47,-0.22,-1.61%,15.135M,18.47M,16.83B,16.84,+41.57%
WFC,Wells Fargo & Company,82.34,-1.26,-1.51%,15.205M,18.082M,267.949B,14.81,+41.67%
CMCSA,Comcast Corporation,35.44,-0.55,-1.53%,14.954M,22.444M,132.322B,8.73,-3.59%
NKE,"NIKE, Inc.",76.53,+0.14,+0.18%,17.267M,19.522M,112.958B,35.43,+4.57%
BABA,Alibaba Group Holding Limited,106.27,-2.43,-2.24%,14.447M,16.741M,253.557B,14.21,+47.89%
USB,U.S. Bancorp,47.78,-0.15,-0.31%,14.351M,10.235M,74.443B,11.83,+21.46%
GGB,Gerdau S.A.,3.0700,-0.0600,-1.92%,14.314M,13.186M,5.861B,10.59,-3.40%
SAN,"Banco Santander, S.A.",8.53,-0.02,-0.23%,14.292M,6.275M,126.809B,8.98,+80.00%
FSM,Fortuna Mining Corp.,6.78,+0.17,+2.57%,14.169M,16.113M,2.081B,13.04,+31.41%
CMG,"Chipotle Mexican Grill, Inc.",55.46,-1.61,-2.82%,14.023M,13.435M,74.725B,49.08,-4.10%
ERIC,Telefonaktiebolaget LM Ericsson (publ),8.55,+0.01,+0.12%,14.312M,24.383M,28.558B,171.00,+33.44%
HLN,Haleon plc,10.15,-0.10,-0.98%,13.825M,16.58M,45.594B,23.60,+20.73%
AVTR,"Avantor, Inc.",13.51,-0.37,-2.67%,13.685M,12.875M,9.206B,12.99,-33.72%
ORCL,Oracle Corporation,232.26,-5.06,-2.13%,16.051M,12.404M,652.379B,53.52,+63.64%
TSM,Taiwan Semiconductor Manufacturing Company Limited,229.17,-5.63,-2.40%,13.503M,14.003M,1.189T,26.90,+25.81%
KGC,Kinross Gold Corporation,16.05,+0.19,+1.20%,13.208M,21.324M,19.698B,16.38,+84.85%
