Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
WBA,"Walgreens Boots Alliance, Inc.",11.98,0.00,0.00%,451.754M,16.94M,10.369B,--,+29.51%
NVDA,NVIDIA Corporation,180.01,-1.59,-0.88%,238.371M,177.79M,4.39T,57.88,+54.43%
OPEN,Opendoor Technologies Inc.,4.2174,+0.1974,+4.91%,199.74M,240.002M,3.104B,--,+91.43%
LCID,"Lucid Group, Inc.",2.0750,-0.0050,-0.24%,71.471M,138.462M,6.375B,--,-47.47%
RGTI,"Rigetti Computing, Inc.",16.71,+1.32,+8.55%,68.346M,44.086M,5.415B,--,"+1,646.88%"
AAL,American Airlines Group Inc.,13.27,+0.14,+1.03%,59.355M,62.069M,8.753B,15.79,+26.37%
NIO,NIO Inc.,6.45,+0.11,+1.73%,58.66M,61.537M,15.142B,--,+60.91%
TSLA,"Tesla, Inc.",346.55,-3.05,-0.87%,58.576M,99.23M,1.118T,206.28,+69.48%
SOFI,"SoFi Technologies, Inc.",26.00,+1.04,+4.17%,57.308M,73.409M,31.134B,52.00,+210.83%
SOUN,"SoundHound AI, Inc.",12.53,+0.62,+5.25%,57.137M,43.944M,5.11B,--,+146.07%
NU,Nu Holdings Ltd.,14.83,+0.19,+1.30%,48.506M,64.029M,71.663B,31.55,+2.88%
INTC,Intel Corporation,24.92,+0.07,+0.30%,47.987M,104.647M,109.096B,--,+23.45%
SNAP,Snap Inc.,7.11,+0.12,+1.65%,47.176M,42.54M,12.006B,--,-24.19%
PLTR,Palantir Technologies Inc.,157.47,+0.75,+0.48%,47.189M,77.485M,373.572B,524.90,+405.55%
CRWV,"CoreWeave, Inc.",102.85,+5.92,+6.11%,41.729M,21.399M,50.25B,--,+142.32%
F,Ford Motor Company,11.72,-0.19,-1.64%,39.676M,79.971M,46.624B,15.02,+7.20%
SNOW,Snowflake Inc.,242.01,+41.62,+20.77%,37.938M,4.194M,80.747B,--,+75.57%
WULF,TeraWulf Inc.,9.43,+0.30,+3.23%,36.244M,54.425M,3.696B,--,+117.38%
BMNR,"Bitmine Immersion Technologies, Inc.",45.37,-0.66,-1.43%,33.428M,34.923M,7.872B,--,+493.94%
BBD,Banco Bradesco S.A.,3.1200,+0.1000,+3.31%,33.262M,36.146M,30.641B,9.18,+8.24%
MARA,"MARA Holdings, Inc.",15.93,+0.08,+0.48%,33.043M,46.29M,5.9B,8.56,-6.71%
RIOT,"Riot Platforms, Inc.",13.90,+0.35,+2.55%,32.721M,39.864M,5.136B,--,+76.43%
AMD,"Advanced Micro Devices, Inc.",168.68,+1.55,+0.93%,30.925M,56.516M,273.741B,101.01,+14.87%
PFE,Pfizer Inc.,24.65,-0.42,-1.70%,30.563M,40.423M,140.12B,13.04,-12.71%
IQ,"iQIYI, Inc.",2.5000,+0.1400,+5.93%,29.192M,21.449M,2.407B,250.00,+5.36%
APLD,Applied Digital Corporation,16.57,-0.14,-0.81%,27.504M,48.79M,4.341B,--,+337.17%
QBTS,D-Wave Quantum Inc.,16.01,+0.78,+5.15%,27.439M,46.927M,5.477B,--,"+1,423.00%"
RIVN,"Rivian Automotive, Inc.",13.56,+0.34,+2.53%,25.377M,33.915M,16.448B,--,-6.17%
ITUB,Itaú Unibanco Holding S.A.,7.12,+0.16,+2.37%,25.205M,28.759M,72.019B,9.63,+16.18%
ABEV,Ambev S.A.,2.2450,+0.0350,+1.59%,25.171M,29.852M,35.414B,13.21,-3.07%
PSLV,Sprott Physical Silver Trust,13.26,+0.21,+1.61%,24.627M,27.066M,7.358B,5.82,+30.63%
AAPL,Apple Inc.,232.90,+2.40,+1.04%,23.882M,54.652M,3.456T,35.34,+0.30%
WBD,"Warner Bros. Discovery, Inc.",12.09,-0.06,-0.53%,22.101M,61.013M,29.92B,38.98,+57.18%
SBET,"SharpLink Gaming, Inc.",18.36,-0.91,-4.72%,21.88M,37.715M,3.1B,--,+147.05%
IREN,IREN Limited,23.36,+1.01,+4.50%,21.841M,24.68M,5.65B,--,+162.38%
AMZN,"Amazon.com, Inc.",231.62,+2.51,+1.09%,21.712M,41.758M,2.47T,35.36,+33.12%
JOBY,"Joby Aviation, Inc.",14.29,-0.12,-0.83%,21.626M,34.168M,12.232B,--,+180.35%
VALE,Vale S.A.,10.27,+0.02,+0.24%,21.491M,41.898M,43.862B,8.42,-2.84%
