Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,3.5880,+0.3680,+11.43%,176.408M,211.012M,2.641B,--,+59.41%
NIO,NIO Inc.,5.53,+0.46,+9.07%,130.491M,52.234M,12.286B,--,+27.07%
NVDA,NVIDIA Corporation,174.95,-0.45,-0.26%,107.326M,180.756M,4.267T,56.44,+41.75%
INTC,Intel Corporation,23.40,-0.14,-0.61%,79.781M,100.132M,102.402B,--,+17.11%
PLTR,Palantir Technologies Inc.,157.71,+1.70,+1.09%,78.573M,76.305M,374.142B,525.70,+388.75%
AAL,American Airlines Group Inc.,12.62,-0.18,-1.42%,53.707M,61.653M,8.326B,15.02,+26.23%
TSLA,"Tesla, Inc.",322.09,-1.81,-0.56%,46.218M,101.072M,1.039T,191.72,+53.75%
WULF,TeraWulf Inc.,9.17,-0.11,-1.21%,44.767M,54.473M,3.595B,--,+92.93%
F,Ford Motor Company,11.37,-0.12,-1.04%,44.108M,83.223M,45.251B,14.58,+5.22%
SOFI,"SoFi Technologies, Inc.",23.24,+0.72,+3.17%,43.315M,71.011M,27.823B,46.47,+213.21%
NU,Nu Holdings Ltd.,13.66,+0.05,+0.33%,42.692M,64.188M,66.034B,29.07,-4.15%
WMT,Walmart Inc.,97.63,-4.94,-4.82%,41.371M,15.445M,779.128B,41.72,+35.71%
LCID,"Lucid Group, Inc.",2.0950,+0.0050,+0.24%,40.214M,139.736M,6.437B,--,-45.71%
MARA,"MARA Holdings, Inc.",15.46,+0.01,+0.04%,40.214M,46.274M,5.726B,8.31,-8.36%
COTY,Coty Inc.,3.8350,-1.0250,-21.09%,36.281M,8.147M,3.345B,--,-51.50%
RIVN,"Rivian Automotive, Inc.",12.11,+0.05,+0.37%,34.8M,32.263M,14.701B,--,-5.78%
SNAP,Snap Inc.,7.09,-0.07,-1.05%,30.172M,40.653M,11.972B,--,-22.59%
HOOD,"Robinhood Markets, Inc.",107.28,+1.94,+1.85%,29.997M,44.547M,95.341B,54.46,+429.61%
AMD,"Advanced Micro Devices, Inc.",164.01,-1.19,-0.72%,29.822M,56.108M,266.162B,98.21,+8.90%
BMNR,"Bitmine Immersion Technologies, Inc.",49.76,-2.30,-4.42%,30.916M,32.819M,8.633B,--,+571.74%
BBD,Banco Bradesco S.A.,2.8900,+0.0100,+0.35%,28.823M,37.719M,28.616B,8.50,+2.86%
RIOT,"Riot Platforms, Inc.",12.38,-0.15,-1.16%,28.457M,39.583M,4.574B,--,+55.53%
XPEV,XPeng Inc.,22.84,+2.47,+12.15%,28.134M,6.838M,20.648B,--,+194.79%
WBD,"Warner Bros. Discovery, Inc.",11.57,+0.03,+0.29%,28.346M,60.679M,28.653B,37.33,+53.87%
SOUN,"SoundHound AI, Inc.",12.26,-0.18,-1.49%,27.684M,43.159M,4.996B,--,+152.33%
PCG,PG&E Corporation,14.68,-0.68,-4.46%,26.619M,28.209M,32.253B,13.59,-17.60%
PFE,Pfizer Inc.,25.80,+0.42,+1.64%,24.439M,40.539M,146.663B,13.65,-11.81%
AMZN,"Amazon.com, Inc.",221.81,-2.00,-0.89%,22.781M,42.372M,2.366T,33.81,+27.07%
HIMS,"Hims & Hers Health, Inc.",44.02,+0.64,+1.48%,22.418M,39.093M,9.949B,55.72,+163.55%
JHX,James Hardie Industries plc,19.52,+0.89,+4.75%,22.328M,7.363M,11.305B,25.36,-44.85%
YMM,Full Truck Alliance Co. Ltd.,12.13,+1.12,+10.17%,22.218M,9.033M,12.687B,24.26,+44.87%
KEY,KeyCorp,18.18,-0.04,-0.21%,22.028M,21.754M,19.937B,--,+10.96%
BTG,B2Gold Corp.,3.8950,+0.0850,+2.23%,20.142M,41.649M,5.169B,--,+35.59%
AAPL,Apple Inc.,224.83,-1.18,-0.52%,19.987M,56.128M,3.337T,34.07,+0.66%
BAC,Bank of America Corporation,48.26,-0.08,-0.18%,19.91M,38.46M,357.496B,14.15,+23.22%
QBTS,D-Wave Quantum Inc.,14.92,-0.14,-0.92%,19.526M,54.791M,5.103B,--,"+1,307.48%"
JOBY,"Joby Aviation, Inc.",14.65,-0.07,-0.44%,19.227M,34.439M,12.544B,--,+195.58%
IQ,"iQIYI, Inc.",2.3700,+0.0700,+3.05%,18.845M,21.321M,2.282B,59.25,-11.54%
T,AT&T Inc.,29.48,+0.19,+0.67%,18.152M,31.423M,210.758B,16.84,+50.08%
AMCR,Amcor plc,8.65,+0.08,+0.88%,17.673M,26.311M,19.926B,27.02,-21.59%
CIFR,Cipher Mining Inc.,5.96,+0.01,+0.10%,17.201M,31.795M,2.342B,--,+56.99%
APLD,Applied Digital Corporation,15.85,+0.12,+0.80%,17.114M,49.769M,4.144B,--,+284.35%
ITUB,Itaú Unibanco Holding S.A.,6.64,+0.01,+0.23%,16.851M,29.782M,71.249B,9.10,+10.84%
INFY,Infosys Limited,17.04,+0.03,+0.18%,15.785M,14.138M,71.35B,22.13,-23.86%
IREN,IREN Limited,19.81,+0.05,+0.23%,14.522M,24.332M,4.79B,--,+143.95%
HBAN,Huntington Bancshares Incorporated,16.69,-0.10,-0.62%,14.204M,31.367M,24.357B,12.46,+18.14%
ACHR,Archer Aviation Inc.,9.42,+0.19,+2.06%,14.244M,38.336M,6.076B,--,+150.82%
KGC,Kinross Gold Corporation,19.52,+0.48,+2.49%,13.974M,19.351M,23.825B,15.75,+111.06%
CORZ,"Core Scientific, Inc.",13.66,-0.41,-2.95%,13.954M,19.29M,4.173B,--,+42.51%
RGTI,"Rigetti Computing, Inc.",14.40,-0.36,-2.41%,13.885M,48.736M,4.67B,--,"+1,527.34%"
TEVA,Teva Pharmaceutical Industries Limited,18.67,+1.06,+6.05%,13.363M,11.363M,21.449B,--,-4.24%
TEM,"Tempus AI, Inc.",77.83,+4.56,+6.22%,13.354M,11.911M,13.522B,36.20,+13.56%
PBR,Petróleo Brasileiro S.A. - Petrobras,11.97,+0.05,+0.38%,13.261M,23.03M,74.713B,5.59,-18.52%
PSLV,Sprott Physical Silver Trust,12.92,+0.08,+0.64%,13.704M,27.402M,6.809B,4.25,+29.70%
CLSK,"CleanSpark, Inc.",9.36,-0.13,-1.37%,13.011M,25.465M,2.631B,10.88,-20.05%
SMCI,"Super Micro Computer, Inc.",42.08,-0.53,-1.23%,12.802M,39.273M,25.117B,25.05,-29.55%
AGNC,AGNC Investment Corp.,9.66,-0.05,-0.54%,12.777M,22.285M,10.06B,32.19,-3.86%
AUR,"Aurora Innovation, Inc.",5.86,+0.09,+1.65%,12.454M,22.608M,10.823B,--,+58.95%
HPE,Hewlett Packard Enterprise Company,21.86,+0.82,+3.92%,12.011M,17.803M,28.692B,21.02,+12.09%
GOOGL,Alphabet Inc.,200.12,+0.80,+0.40%,11.823M,38.286M,2.425T,21.31,+21.68%
NOK,Nokia Oyj,4.2401,+0.0001,+0.00%,11.783M,18.522M,22.808B,22.32,+3.16%
RIG,Transocean Ltd.,2.8450,+0.0450,+1.61%,11.756M,35.004M,2.683B,--,-40.80%
RUN,Sunrun Inc.,14.73,-0.74,-4.75%,11.624M,24.852M,3.4B,--,-22.49%
DAY,Dayforce Inc,68.96,+1.56,+2.31%,11.583M,2.118M,11.012B,229.85,+22.35%
MSFT,Microsoft Corporation,505.97,+1.08,+0.21%,11.349M,19.729M,3.761T,37.07,+21.70%
VALE,Vale S.A.,9.78,+0.06,+0.67%,11.288M,42.925M,42.067B,8.02,-6.81%
UAA,"Under Armour, Inc.",5.03,-0.11,-2.05%,10.934M,12.299M,2.135B,22.84,-38.19%
ET,Energy Transfer LP,17.51,+0.18,+1.07%,10.903M,13.157M,60.123B,13.58,+8.65%
RKT,"Rocket Companies, Inc.",17.53,-0.23,-1.32%,10.937M,17.371M,36.991B,--,-10.03%
GRAB,Grab Holdings Limited,5.03,-0.01,-0.10%,10.599M,36.793M,20.485B,251.25,+57.19%
CLF,Cleveland-Cliffs Inc.,10.12,-0.10,-0.93%,10.613M,32.874M,5.009B,--,-20.59%
PDD,PDD Holdings Inc.,123.12,+5.12,+4.34%,10.503M,7.544M,174.787B,13.21,-19.83%
ABEV,Ambev S.A.,2.1850,-0.0050,-0.23%,10.41M,30.043M,34.525B,12.85,-6.01%
OKLO,Oklo Inc.,67.10,+0.53,+0.80%,10.372M,21.247M,9.905B,--,+883.31%
NGD,New Gold Inc.,5.43,+0.17,+3.16%,10.341M,19.598M,4.311B,27.13,+100.00%
RF,Regions Financial Corporation,25.82,-0.04,-0.15%,10.237M,12.095M,23.039B,12.07,+16.70%
NVO,Novo Nordisk A/S,55.49,+1.19,+2.19%,10.14M,15.1M,244.746B,14.26,-60.33%
UNH,UnitedHealth Group Incorporated,304.65,+4.81,+1.60%,10.111M,16.847M,275.914B,13.19,-48.19%
HL,Hecla Mining Company,7.68,+0.09,+1.12%,9.93M,21.742M,5.149B,48.03,+26.46%
AEG,Aegon Ltd.,8.01,+0.55,+7.31%,9.773M,7.64M,12.653B,18.62,+23.92%
STR,Sitio Royalties Corp.,18.12,-0.18,-0.98%,15.913M,1.677M,2.735B,41.18,-17.18%
MRK,"Merck & Co., Inc.",86.44,+1.78,+2.10%,9.401M,14.135M,215.896B,13.32,-27.36%
NCLH,Norwegian Cruise Line Holdings Ltd.,23.45,-0.40,-1.66%,9.302M,14.759M,10.6B,16.07,+46.86%
AG,First Majestic Silver Corp.,8.70,+0.18,+2.05%,9.058M,21.834M,4.257B,--,+50.18%
LYFT,"Lyft, Inc.",15.81,+0.24,+1.56%,8.985M,16.13M,6.428B,68.76,+35.75%
RKLB,Rocket Lab Corporation,41.76,+1.07,+2.63%,8.898M,22.945M,20.138B,--,+494.88%
OSCR,"Oscar Health, Inc.",15.45,+0.18,+1.18%,8.784M,26.3M,3.993B,--,-8.73%
TGT,Target Corporation,97.03,-1.67,-1.69%,8.739M,6.393M,44.083B,11.31,-37.07%
AVGO,Broadcom Inc.,288.99,-2.18,-0.75%,8.663M,20.672M,1.359T,105.45,+79.36%
IAG,IAMGOLD Corporation,8.48,+0.30,+3.67%,8.643M,15.332M,4.868B,5.92,+58.22%
FSM,Fortuna Mining Corp.,7.34,+0.24,+3.46%,8.417M,14.551M,2.252B,13.34,+47.71%
PR,Permian Resources Corporation,13.20,-0.11,-0.79%,8.400M,11.233M,10.57B,8.46,-6.07%
CPNG,"Coupang, Inc.",28.25,-0.59,-2.03%,8.428M,10.23M,51.511B,141.27,+25.45%
CVE,Cenovus Energy Inc.,15.22,+0.24,+1.57%,8.249M,12.631M,27.418B,14.63,-20.02%
EQX,Equinox Gold Corp.,7.89,+0.14,+1.87%,8.215M,15.287M,6.003B,--,+33.62%
MU,"Micron Technology, Inc.",116.19,-1.02,-0.87%,8.224M,22.036M,130.026B,20.90,+12.42%
IONQ,"IonQ, Inc.",37.19,+0.40,+1.09%,7.942M,23.739M,11.04B,--,+403.28%
SMR,NuScale Power Corporation,33.80,+0.01,+0.03%,7.882M,14.841M,4.524B,--,+320.80%
GOOG,Alphabet Inc.,201.00,+0.81,+0.40%,7.877M,25.354M,2.425T,21.41,+20.97%
MP,MP Materials Corp.,68.57,+0.40,+0.59%,7.779M,16.107M,12.163B,--,+446.23%
CSCO,"Cisco Systems, Inc.",67.11,0.00,0.00%,7.578M,20.393M,265.756B,25.71,+33.63%
CMG,"Chipotle Mexican Grill, Inc.",43.03,-0.03,-0.08%,7.513M,16.157M,57.705B,38.08,-19.42%
CNC,Centene Corporation,29.06,-0.34,-1.17%,7.46M,14.707M,14.27B,7.05,-62.42%
FTNT,"Fortinet, Inc.",77.93,-1.68,-2.11%,7.441M,6.393M,59.715B,31.05,+6.87%
UBER,"Uber Technologies, Inc.",94.12,+0.39,+0.42%,7.429M,19.675M,196.279B,16.03,+27.85%
VKTX,"Viking Therapeutics, Inc.",25.65,-0.05,-0.18%,7.406M,5.202M,2.884B,--,-60.08%
CMCSA,Comcast Corporation,33.49,+0.20,+0.60%,7.377M,20.899M,123.652B,5.55,-15.53%
QS,QuantumScape Corporation,7.98,+0.07,+0.89%,7.349M,42.678M,4.517B,--,+35.91%
BE,Bloom Energy Corporation,45.00,+0.49,+1.10%,7.18M,8.409M,10.53B,409.09,+296.00%
U,Unity Software Inc.,36.54,+0.70,+1.95%,7.133M,15.007M,15.439B,--,+112.45%
KMI,"Kinder Morgan, Inc.",26.85,+0.28,+1.07%,7.123M,14.725M,59.674B,22.01,+26.52%
