Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,3.6099,+0.3899,+12.13%,187.462M,211.012M,2.653B,--,+59.41%
NIO,NIO Inc.,5.55,+0.47,+9.37%,133.121M,52.234M,12.32B,--,+27.07%
NVDA,NVIDIA Corporation,174.73,-0.67,-0.38%,112.127M,180.756M,4.261T,56.36,+41.75%
PLTR,Palantir Technologies Inc.,157.33,+1.32,+0.85%,83.372M,76.305M,373.24B,524.43,+388.75%
INTC,Intel Corporation,23.38,-0.17,-0.70%,82.233M,100.132M,102.312B,--,+17.11%
AAL,American Airlines Group Inc.,12.55,-0.25,-1.95%,56.549M,61.653M,8.281B,14.94,+26.23%
TSLA,"Tesla, Inc.",321.94,-1.96,-0.61%,48.408M,101.072M,1.038T,191.63,+53.75%
WULF,TeraWulf Inc.,9.12,-0.16,-1.72%,47.294M,54.473M,3.576B,--,+92.93%
SOFI,"SoFi Technologies, Inc.",23.32,+0.80,+3.53%,45.829M,71.011M,27.919B,46.63,+213.21%
F,Ford Motor Company,11.35,-0.14,-1.26%,45.773M,83.223M,45.152B,14.54,+5.22%
NU,Nu Holdings Ltd.,13.62,+0.01,+0.04%,45.292M,64.188M,65.841B,28.99,-4.15%
WMT,Walmart Inc.,97.67,-4.90,-4.78%,43.099M,15.445M,779.448B,41.74,+35.71%
MARA,"MARA Holdings, Inc.",15.41,-0.03,-0.23%,42.955M,46.274M,5.711B,8.29,-8.36%
LCID,"Lucid Group, Inc.",2.0950,+0.0050,+0.24%,42.188M,139.736M,6.437B,--,-45.71%
COTY,Coty Inc.,3.8254,-1.0346,-21.29%,38.004M,8.147M,3.337B,--,-51.50%
RIVN,"Rivian Automotive, Inc.",12.09,+0.02,+0.21%,36.8M,32.263M,14.676B,--,-5.78%
SNAP,Snap Inc.,7.05,-0.11,-1.47%,32.235M,40.653M,11.922B,--,-22.59%
HOOD,"Robinhood Markets, Inc.",106.66,+1.32,+1.25%,31.49M,44.547M,94.786B,54.14,+429.61%
WBD,"Warner Bros. Discovery, Inc.",11.56,+0.02,+0.13%,31.362M,60.679M,28.608B,37.27,+53.87%
BMNR,"Bitmine Immersion Technologies, Inc.",49.10,-2.96,-5.68%,32.455M,32.819M,8.519B,--,+571.74%
AMD,"Advanced Micro Devices, Inc.",163.87,-1.33,-0.81%,31.048M,56.108M,265.935B,98.13,+8.90%
RIOT,"Riot Platforms, Inc.",12.32,-0.20,-1.56%,29.959M,39.583M,4.556B,--,+55.53%
BBD,Banco Bradesco S.A.,2.8850,+0.0050,+0.17%,29.317M,37.719M,28.566B,8.49,+2.86%
