Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,8.23,+1.15 +16.24% 289.151M 332.458M 6.108B -- +254.50%,0.51,10.87
PLUG,Plug Power Inc.,2.4000,-0.1300 -5.14% 168.496M 74.251M 2.795B -- +29.74%,0.69,3.32
INTC,Intel Corporation,31.22,+1.88 +6.41% 154.251M 106.04M 145.806B -- +24.64%,17.67,32.38
RGTI,"Rigetti Computing, Inc.",31.64,"+0.20 +0.64% 140.095M 47.591M 10.257B -- +4,151.35%",0.71,34.40
NVDA,NVIDIA Corporation,176.97,-1.46 -0.82% 141.668M 176.301M 4.309T 50.28 +44.47%,86.62,184.55
SNAP,Snap Inc.,8.23,-0.19 -2.32% 138.044M 68.481M 13.899B -- -20.49%,6.90,13.28
BBAI,"BigBear.ai Holdings, Inc.",7.58,-0.41 -5.13% 126.776M 116.142M 2.81B -- +415.48%,1.36,10.36
DNN,Denison Mines Corp.,2.7400,-0.0800 -2.84% 113.951M 72.723M 2.463B -- +50.00%,1.08,2.95
AAL,American Airlines Group Inc.,11.94,-0.25 -2.05% 89.647M 70.878M 7.878B 14.21 +10.82%,8.50,19.10
TSLA,"Tesla, Inc.",442.79,+16.94 +3.98% 90.312M 89.757M 1.472T 266.74 +65.69%,212.11,488.54
FCX,Freeport-McMoRan Inc.,37.67,-7.69 -16.95% 84.17M 14.8M 54.086B 28.54 -6.11%,27.66,52.61
MARA,"MARA Holdings, Inc.",17.64,-0.07 -0.40% 70.647M 52.436M 6.535B 9.48 +9.73%,9.81,30.28
NIO,NIO Inc.,7.12,+0.19 +2.74% 69.847M 79.039M 17.514B -- +22.65%,3.02,7.71
QURE,uniQure N.V.,47.50,+33.84 +247.73% 68.8M 1.148M 2.606B -- +183.40%,4.45,51.21
IREN,IREN Limited,47.14,+5.37 +12.86% 64.345M 30.224M 12.821B 120.87 +378.47%,5.13,49.30
QBTS,D-Wave Quantum Inc.,27.71,"+0.19 +0.69% 64.359M 44.341M 9.477B -- +2,790.76%",0.87,29.17
SOUN,"SoundHound AI, Inc.",17.78,-0.27 -1.50% 62.684M 58.666M 7.249B -- +269.12%,4.45,24.98
RIOT,"Riot Platforms, Inc.",17.99,+0.92 +5.39% 58.686M 40.156M 6.65B -- +129.44%,6.19,20.13
F,Ford Motor Company,11.62,-0.11 -0.94% 55.454M 65.462M 46.246B 14.90 +12.57%,8.44,11.99
PSLV,Sprott Physical Silver Trust,14.68,-0.06 -0.42% 53.079M 27.326M 8.145B 6.44 +38.40%,9.60,14.98
