Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,5.44,+0.30,+5.95%,201.944M,257.583M,3.996B,--,+157.79%
AEO,"American Eagle Outfitters, Inc.",18.00,+4.38,+32.16%,61.208M,11.902M,3.119B,18.37,-29.25%
NVDA,NVIDIA Corporation,170.49,-0.13,-0.08%,61.278M,174.68M,4.151T,48.57,+59.15%
NIO,NIO Inc.,6.05,-0.27,-4.27%,41.531M,64.486M,14.196B,--,+30.31%
RIVN,"Rivian Automotive, Inc.",13.41,-1.03,-7.13%,31.131M,35.403M,16.272B,--,+5.09%
TSLA,"Tesla, Inc.",334.95,+0.86,+0.26%,29.334M,97.681M,1.08T,200.57,+45.15%
SNAP,Snap Inc.,7.09,-0.16,-2.14%,28.415M,46.578M,11.989B,--,-18.26%
AMZN,"Amazon.com, Inc.",233.09,+7.10,+3.14%,28.266M,41.611M,2.486T,35.59,+27.04%
SOUN,"SoundHound AI, Inc.",13.10,+0.36,+2.79%,27.659M,47.096M,5.339B,--,+184.38%
HPE,Hewlett Packard Enterprise Company,24.00,+1.18,+5.17%,26.691M,18.169M,31.493B,23.08,+29.37%
AAL,American Airlines Group Inc.,13.48,+0.05,+0.33%,28.994M,63.871M,8.898B,16.05,+24.44%
WBD,"Warner Bros. Discovery, Inc.",11.60,-0.32,-2.68%,26.182M,62.122M,28.719B,37.42,+60.65%
NOK,Nokia Oyj,4.5566,+0.1766,+4.03%,25.011M,18.951M,24.51B,23.98,+1.15%
PLTR,Palantir Technologies Inc.,154.52,-0.38,-0.25%,24.586M,74.047M,366.575B,532.83,+413.59%
SBET,"SharpLink Gaming, Inc.",15.05,-1.77,-10.53%,23.914M,39.212M,2.692B,--,+92.01%
INTC,Intel Corporation,24.22,+0.22,+0.92%,22.351M,103.583M,106.011B,--,+23.71%
GOOGL,Alphabet Inc.,227.60,-3.06,-1.33%,20.922M,38.138M,2.755T,24.24,+46.69%
BMNR,"Bitmine Immersion Technologies, Inc.",40.47,-4.39,-9.77%,22.747M,35.074M,7.022B,--,+478.84%
PPBI,"Pacific Premier Bancorp, Inc.",24.49,0.00,0.00%,19.567M,1.329M,2.375B,17.13,-0.41%
FIG,"Figma, Inc.",56.33,-11.80,-17.32%,19.022M,14.351M,27.59B,--,-41.01%
HIMS,"Hims & Hers Health, Inc.",46.65,+2.19,+4.93%,18.862M,36.09M,10.544B,59.05,+208.11%
PSLV,Sprott Physical Silver Trust,13.70,-0.16,-1.15%,18.646M,27.091M,7.602B,6.01,+41.86%
AAPL,Apple Inc.,236.96,-1.51,-0.63%,18.048M,54.571M,3.517T,36.01,+7.24%
LUMN,"Lumen Technologies, Inc.",5.11,+0.39,+8.16%,17.469M,11.555M,5.238B,--,-14.18%
SOFI,"SoFi Technologies, Inc.",24.51,+0.02,+0.08%,17.478M,74.179M,29.349B,49.02,+237.33%
