Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
TSLA,"Tesla, Inc.",306.86,-25.70,-7.73%,136.163M,109.152M,988.811B,174.43,+50.99%
WBD,"Warner Bros. Discovery, Inc.",13.56,+0.24,+1.84%,111.635M,54.624M,33.487B,--,+66.58%
NVDA,NVIDIA Corporation,173.54,+2.76,+1.62%,105.813M,198.308M,4.232T,55.80,+52.10%
AAL,American Airlines Group Inc.,11.52,-1.16,-9.11%,105.716M,59.622M,7.601B,11.52,+19.62%
LCID,"Lucid Group, Inc.",2.9967,-0.0833,-2.71%,85.020M,152.773M,9.136B,--,-10.98%
INTC,Intel Corporation,22.72,-0.77,-3.28%,84.654M,77.934M,99.083B,--,-24.47%
DNN,Denison Mines Corp.,2.2650,+0.0750,+3.42%,86.883M,113.433M,2.03B,--,+16.49%
CMG,"Chipotle Mexican Grill, Inc.",45.56,-7.22,-13.68%,67.812M,12.617M,61.406B,40.33,+3.86%
GOOGL,Alphabet Inc.,192.78,+2.55,+1.34%,64.246M,41.295M,2.346T,20.55,+13.72%
QS,QuantumScape Corporation,12.68,-0.15,-1.17%,58.942M,35.273M,7.087B,--,+86.48%
NIO,NIO Inc.,4.8439,-0.0761,-1.55%,56.462M,43.622M,11.127B,--,+15.22%
DOW,Dow Inc.,24.44,-5.93,-19.51%,55.761M,10.778M,17.279B,61.11,-42.54%
MARA,"MARA Holdings, Inc.",17.42,-0.15,-0.88%,54.541M,48.175M,6.129B,--,-13.36%
RIOT,"Riot Platforms, Inc.",14.82,+0.48,+3.35%,54.461M,39.596M,5.295B,--,+33.64%
VALE,Vale S.A.,10.23,-0.17,-1.68%,50.211M,38.016M,43.648B,7.41,-2.80%
F,Ford Motor Company,11.28,-0.10,-0.88%,50.095M,94.044M,44.856B,9.02,+1.97%
BMNR,"Bitmine Immersion Technologies, Inc.",43.02,+3.52,+8.91%,47.398M,16.159M,2.426B,--,+409.68%
QBTS,D-Wave Quantum Inc.,20.06,-0.24,-1.18%,44.805M,70.523M,6.268B,--,"+1,870.87%"
WULF,TeraWulf Inc.,5.39,+0.19,+3.56%,43.605M,46.992M,2.098B,--,+14.79%
SOUN,"SoundHound AI, Inc.",12.02,-0.18,-1.47%,42.795M,37.191M,4.829B,--,+152.59%
AMD,"Advanced Micro Devices, Inc.",162.16,+3.51,+2.21%,42.321M,46.992M,262.921B,119.23,+14.70%
SOFI,"SoFi Technologies, Inc.",21.49,-0.07,-0.32%,39.878M,68.988M,23.754B,49.98,+196.56%
GOOG,Alphabet Inc.,193.77,+2.26,+1.18%,39.021M,27.553M,2.343T,20.66,+13.21%
OSCR,"Oscar Health, Inc.",14.27,-1.60,-10.11%,37.552M,22.255M,3.633B,35.66,+3.59%
LUV,Southwest Airlines Co.,32.97,-4.47,-11.95%,37.183M,11.657M,18.786B,37.04,+33.33%
AEO,"American Eagle Outfitters, Inc.",11.25,+0.43,+3.97%,37.189M,7.874M,1.949B,11.48,-48.99%
OKLO,Oklo Inc.,76.56,+9.59,+14.33%,37.124M,20.409M,11.284B,--,+696.31%
CIFR,Cipher Mining Inc.,6.78,+0.10,+1.42%,37.005M,30.756M,2.515B,--,+21.23%
IREN,IREN Limited,18.48,-0.51,-2.70%,36.891M,22.509M,4.469B,--,+101.38%
BE,Bloom Energy Corporation,32.72,+5.83,+21.68%,34.717M,6.081M,7.599B,"1,636.00",+85.70%
HBAN,Huntington Bancshares Incorporated,16.69,-0.13,-0.77%,34.481M,27.733M,24.466B,12.46,+11.69%
AMZN,"Amazon.com, Inc.",232.14,+3.85,+1.69%,34.334M,41.99M,2.464T,37.81,+26.93%
PLTR,Palantir Technologies Inc.,154.99,+0.37,+0.24%,34.158M,84.652M,365.762B,673.87,+480.66%
RIVN,"Rivian Automotive, Inc.",13.69,-0.33,-2.32%,33.136M,31.593M,16.406B,--,-13.72%
NU,Nu Holdings Ltd.,12.78,-0.18,-1.36%,32.98M,65.989M,61.673B,29.05,+4.77%
T,AT&T Inc.,27.82,+0.07,+0.25%,33.222M,32.13M,199.219B,15.90,+44.61%
RGTI,"Rigetti Computing, Inc.",16.15,+0.01,+0.06%,31.888M,53.951M,5.212B,--,"+1,451.92%"
AAPL,Apple Inc.,214.65,+0.50,+0.23%,31.915M,53.12M,3.206T,33.43,-1.54%
SNAP,Snap Inc.,9.75,-0.32,-3.16%,31.535M,38.587M,16.406B,--,-25.13%
PSLV,Sprott Physical Silver Trust,13.26,-0.05,-0.38%,31.436M,30.284M,6.987B,4.36,+39.52%
KEY,KeyCorp,18.57,-0.23,-1.25%,31.42M,15.531M,20.653B,--,+16.55%
SMCI,"Super Micro Computer, Inc.",52.65,+0.95,+1.84%,30.883M,45.319M,31.422B,28.61,-25.68%
CNC,Centene Corporation,27.06,-2.36,-8.02%,30.762M,10.107M,13.465B,3.99,-56.35%
BAC,Bank of America Corporation,48.59,+0.45,+0.93%,29.453M,40.383M,361.341B,14.25,+15.50%
JOBY,"Joby Aviation, Inc.",17.47,-0.12,-0.71%,29.071M,27.842M,14.697B,--,+184.63%
CSX,CSX Corporation,35.06,+0.08,+0.24%,27.362M,15.105M,65.853B,21.51,+4.08%
STLA,Stellantis N.V.,9.61,-0.73,-7.06%,26.958M,18.483M,27.761B,--,-42.84%
