Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,178.51,-1.49,-0.83%,113.6M,193.026M,4.353T,57.58,+72.66%
PLTR,Palantir Technologies Inc.,171.88,+11.22,+6.98%,107.675M,78.406M,405.621B,781.27,+504.21%
HIMS,"Hims & Hers Health, Inc.",55.69,-7.65,-12.08%,85.144M,45.439M,12.466B,81.90,+275.30%
PFE,Pfizer Inc.,24.69,+1.16,+4.95%,77.201M,41.532M,140.4B,17.89,-19.75%
INTC,Intel Corporation,20.30,+0.80,+4.08%,74.224M,81.756M,88.831B,--,-1.66%
LCID,"Lucid Group, Inc.",2.4300,+0.0200,+0.83%,51.25M,151.401M,7.466B,--,-22.01%
AMD,"Advanced Micro Devices, Inc.",176.44,-0.34,-0.19%,49.834M,51.6M,286.079B,129.74,+35.80%
AAL,American Airlines Group Inc.,11.55,+0.27,+2.44%,49.479M,61.301M,7.618B,13.74,+21.05%
QBTS,D-Wave Quantum Inc.,18.34,+1.16,+6.78%,46.996M,70.662M,5.732B,--,"+1,874.71%"
TSLA,"Tesla, Inc.",309.42,+0.15,+0.05%,43.466M,107.104M,998.003B,185.28,+54.14%
NIO,NIO Inc.,4.4980,-0.1020,-2.22%,42.697M,47.425M,10.687B,--,+22.02%
QS,QuantumScape Corporation,8.49,+0.19,+2.28%,42.046M,40.321M,4.805B,--,+41.40%
F,Ford Motor Company,11.03,+0.09,+0.78%,41.626M,88.993M,43.918B,14.15,+11.96%
SOFI,"SoFi Technologies, Inc.",21.45,-0.35,-1.63%,37.619M,71.71M,25.664B,42.91,+239.19%
JOBY,"Joby Aviation, Inc.",19.15,-1.24,-6.10%,36.858M,31.131M,16.112B,--,+296.69%
RIVN,"Rivian Automotive, Inc.",12.27,-0.14,-1.15%,35.557M,32.792M,14.695B,--,-16.15%
RGTI,"Rigetti Computing, Inc.",16.26,+0.50,+3.17%,34.772M,54.004M,5.248B,--,"+1,762.88%"
AMZN,"Amazon.com, Inc.",214.41,+2.76,+1.30%,34.705M,43.17M,2.287T,32.68,+30.70%
WBD,"Warner Bros. Discovery, Inc.",12.66,-0.14,-1.09%,32.619M,59.395M,31.322B,--,+69.09%
ITUB,Itaú Unibanco Holding S.A.,6.50,+0.07,+1.07%,32.281M,30.444M,64.28B,9.15,+18.87%
