Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,8.75,+0.52 +6.32% 190.713M 336.356M 6.494B -- +293.78%,0.51,10.87
INTC,Intel Corporation,33.21,+1.99 +6.38% 125.893M 107.596M 155.107B -- +30.52%,17.67,33.70
RIG,Transocean Ltd.,3.1450,-0.4950 -13.62% 118.108M 28.088M 2.966B -- -12.71%,1.97,4.74
NVDA,NVIDIA Corporation,178.50,+1.53 +0.86% 68.878M 174.312M 4.346T 51.00 +42.67%,86.62,184.55
CIFR,Cipher Mining Inc.,13.23,-0.91 -6.44% 66.545M 37.266M 5.203B -- +241.55%,1.86,15.54
PLUG,Plug Power Inc.,2.3300,-0.0700 -2.92% 65.031M 76.164M 2.714B -- +16.50%,0.69,3.32
RGTI,"Rigetti Computing, Inc.",31.50,"-0.14 -0.44% 58.635M 49.38M 10.211B -- +3,966.84%",0.73,34.40
NIO,NIO Inc.,7.55,+0.43 +6.11% 52.216M 79.914M 18.646B -- +23.18%,3.02,7.71
BBAI,"BigBear.ai Holdings, Inc.",7.26,-0.34 -4.41% 48.287M 114.172M 2.689B -- +383.44%,1.36,10.36
SNAP,Snap Inc.,8.21,-0.01 -0.12% 46.243M 70.032M 13.874B -- -22.16%,6.90,13.28
TSLA,"Tesla, Inc.",427.40,-15.39 -3.48% 42.025M 89.329M 1.421T 254.40 +74.18%,212.11,488.54
DNN,Denison Mines Corp.,2.8250,+0.0750 +2.73% 35.593M 72.309M 2.535B -- +47.85%,1.08,2.95
PSLV,Sprott Physical Silver Trust,14.99,+0.31 +2.14% 32.889M 27.832M 8.32B 6.58 +36.43%,9.60,15.00
IREN,IREN Limited,48.65,+1.51 +3.20% 32.239M 30.847M 13.232B 124.74 +416.32%,5.13,49.39
PLTR,Palantir Technologies Inc.,182.80,+3.24 +1.81% 32.297M 69.524M 433.676B 589.69 +383.99%,36.05,190.00
QBTS,D-Wave Quantum Inc.,26.45,"-1.27 -4.56% 32.125M 44.904M 9.048B -- +2,728.57%",0.87,29.18
ONDS,Ondas Holdings Inc.,7.59,+0.24 +3.30% 31.727M 37.091M 2.482B -- +950.00%,0.57,8.12
FCX,Freeport-McMoRan Inc.,35.71,-1.96 -5.22% 30.076M 16.134M 51.264B 27.05 -27.43%,27.66,52.61
OKLO,Oklo Inc.,121.63,"-9.54 -7.27% 27.595M 18.255M 17.954B -- +1,428.79%",7.90,144.49
AAL,American Airlines Group Inc.,11.65,-0.28 -2.39% 27.248M 71.65M 7.69B 13.88 +1.27%,8.50,19.10
