Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,5.88,+0.75,+14.71%,371.475M,257.583M,4.331B,--,+157.79%
NVDA,NVIDIA Corporation,170.64,+0.02,+0.01%,96.403M,174.68M,4.155T,48.62,+59.15%
AEO,"American Eagle Outfitters, Inc.",18.37,+4.75,+34.88%,88.561M,11.902M,3.183B,18.75,-29.25%
SOUN,"SoundHound AI, Inc.",13.31,+0.57,+4.51%,69.896M,47.096M,5.428B,--,+184.38%
RIVN,"Rivian Automotive, Inc.",13.71,-0.73,-5.02%,62.525M,35.403M,16.642B,--,+5.09%
AAL,American Airlines Group Inc.,12.93,-0.51,-3.83%,62.098M,63.871M,8.528B,15.39,+24.44%
NIO,NIO Inc.,6.15,-0.17,-2.69%,56.706M,64.486M,14.431B,--,+30.31%
SNAP,Snap Inc.,7.11,-0.14,-1.93%,55.973M,46.578M,12.015B,--,-18.26%
WBD,"Warner Bros. Discovery, Inc.",11.77,-0.15,-1.26%,53.707M,62.122M,29.14B,37.97,+60.65%
DNN,Denison Mines Corp.,2.3100,-0.0400,-1.70%,49.269M,98.849M,2.071B,--,+57.72%
TSLA,"Tesla, Inc.",335.96,+1.88,+0.56%,45.921M,97.681M,1.084T,201.18,+45.15%
AMZN,"Amazon.com, Inc.",234.88,+8.89,+3.93%,44.303M,41.611M,2.505T,35.86,+27.04%
PLTR,Palantir Technologies Inc.,155.20,+0.30,+0.19%,41.783M,74.047M,368.181B,535.16,+413.59%
HPE,Hewlett Packard Enterprise Company,23.42,+0.60,+2.65%,41.046M,18.169M,30.739B,22.52,+29.37%
MARA,"MARA Holdings, Inc.",15.23,-0.66,-4.12%,40.004M,47.337M,5.644B,8.19,+14.81%
SOFI,"SoFi Technologies, Inc.",25.36,+0.88,+3.57%,39.151M,74.179M,30.373B,50.73,+237.33%
INTC,Intel Corporation,24.50,+0.50,+2.07%,37.983M,103.583M,107.226B,--,+23.71%
NOK,Nokia Oyj,4.5700,+0.1900,+4.33%,36.327M,18.951M,24.582B,24.05,+1.15%
SBET,"SharpLink Gaming, Inc.",15.31,-1.51,-8.98%,33.677M,39.212M,2.738B,--,+92.01%
BMNR,"Bitmine Immersion Technologies, Inc.",41.21,-3.65,-8.14%,34.469M,35.074M,7.15B,--,+478.84%
HIMS,"Hims & Hers Health, Inc.",47.68,+3.22,+7.24%,32.504M,36.09M,10.776B,60.35,+208.11%
GOOGL,Alphabet Inc.,230.42,-0.24,-0.10%,31.472M,38.138M,2.789T,24.54,+46.69%
NU,Nu Holdings Ltd.,14.95,+0.05,+0.31%,31.398M,64.262M,72.227B,31.80,+3.91%
RIOT,"Riot Platforms, Inc.",13.32,-0.12,-0.93%,30.246M,40.185M,4.925B,--,+101.05%
AAPL,Apple Inc.,238.08,-0.39,-0.16%,29.67M,54.571M,3.533T,36.18,+7.24%
PFE,Pfizer Inc.,24.54,-0.25,-1.01%,29.54M,40.776M,139.523B,12.98,-13.05%
PSLV,Sprott Physical Silver Trust,13.72,-0.14,-0.99%,29.162M,27.091M,7.615B,6.02,+41.86%
BTG,B2Gold Corp.,4.0592,-0.0608,-1.48%,29.487M,39.159M,5.389B,--,+53.16%
ITUB,Itaú Unibanco Holding S.A.,7.02,+0.08,+1.15%,27.692M,28.409M,72.333B,9.62,+13.26%
AGNC,AGNC Investment Corp.,10.22,+0.27,+2.66%,27.462M,20.139M,10.641B,34.05,-2.93%
HBAN,Huntington Bancshares Incorporated,17.84,+0.23,+1.31%,26.439M,31.504M,26.027B,13.31,+20.20%
JOBY,"Joby Aviation, Inc.",12.91,-0.12,-0.96%,26.088M,34.157M,11.055B,--,+169.98%
FIG,"Figma, Inc.",55.18,-12.95,-19.01%,25.182M,14.351M,27.026B,--,-41.01%
AMD,"Advanced Micro Devices, Inc.",161.05,-1.08,-0.67%,24.193M,57.015M,261.358B,96.44,+16.27%
RGTI,"Rigetti Computing, Inc.",15.11,+0.07,+0.50%,24.1M,44.899M,4.9B,--,"+1,780.00%"
LUMN,"Lumen Technologies, Inc.",5.05,+0.33,+6.89%,24.018M,11.555M,5.177B,--,-14.18%
F,Ford Motor Company,11.65,+0.03,+0.30%,23.759M,73.652M,46.385B,14.94,+7.89%
CRM,"Salesforce, Inc.",243.85,-12.60,-4.91%,23.356M,7.689M,233.12B,35.49,+4.20%
HOOD,"Robinhood Markets, Inc.",104.27,+3.45,+3.42%,23.336M,44.786M,92.662B,52.93,+412.56%
AI,"C3.ai, Inc.",15.95,-0.73,-4.35%,22.934M,7.859M,2.194B,--,-21.02%
BBD,Banco Bradesco S.A.,3.0900,+0.0700,+2.33%,22.601M,34.321M,30.406B,9.09,+5.59%
WULF,TeraWulf Inc.,8.86,-0.11,-1.28%,22.618M,54.551M,3.476B,--,+113.30%
GRAB,Grab Holdings Limited,5.04,+0.12,+2.44%,22.233M,36.727M,20.546B,252.00,+47.31%
IREN,IREN Limited,26.34,-1.86,-6.61%,21.864M,27.237M,7.165B,67.55,+316.69%
QBTS,D-Wave Quantum Inc.,15.15,-0.15,-1.01%,21.751M,44.41M,5.18B,--,"+1,559.44%"
BAC,Bank of America Corporation,50.62,+0.56,+1.13%,21.567M,38.821M,374.977B,14.85,+24.71%
KDP,Keurig Dr Pepper Inc.,29.18,+0.09,+0.33%,21.514M,12.611M,39.646B,25.83,-21.31%
ABEV,Ambev S.A.,2.2000,+0.0500,+2.34%,20.387M,31.039M,35.655B,12.94,-7.33%
BABA,Alibaba Group Holding Limited,131.08,-5.37,-3.94%,20.216M,14.359M,314.68B,15.15,+65.53%
GOOG,Alphabet Inc.,231.01,-0.10,-0.04%,20.182M,25.315M,2.791T,24.63,+45.71%
CIFR,Cipher Mining Inc.,7.55,-0.55,-6.84%,20.073M,33.663M,2.971B,--,+180.62%
PPBI,"Pacific Premier Bancorp, Inc.",24.49,0.00,0.00%,19.567M,1.329M,2.375B,17.13,-0.41%
LCID,"Lucid Group, Inc.",15.77,-1.01,-6.02%,19.384M,13.509M,4.847B,--,-53.76%
RIG,Transocean Ltd.,3.0700,+0.0800,+2.68%,19.361M,32.845M,2.895B,--,-28.30%
MRVL,"Marvell Technology, Inc.",64.46,+2.15,+3.46%,19.294M,20.58M,55.575B,--,-10.85%
T,AT&T Inc.,29.57,+0.53,+1.83%,18.707M,31.238M,211.437B,16.90,+40.63%
M,"Macy's, Inc.",16.88,+0.59,+3.65%,18.399M,7.901M,4.516B,9.59,+9.48%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.44,+0.13,+1.07%,17.85M,22.901M,78.501B,5.81,-17.99%
OSCR,"Oscar Health, Inc.",18.75,+1.07,+6.02%,17.45M,27.013M,4.847B,--,+1.61%
KEY,KeyCorp,19.18,+0.23,+1.21%,17.372M,23.638M,21.031B,--,+16.69%
RKT,"Rocket Companies, Inc.",18.78,+0.90,+5.04%,17.349M,18.7M,39.639B,--,-9.61%
PATH,UiPath Inc.,10.88,-0.01,-0.05%,16.958M,10.678M,5.819B,--,-14.60%
AG,First Majestic Silver Corp.,9.13,-0.34,-3.62%,16.701M,20.798M,4.467B,--,+94.46%
CNC,Centene Corporation,28.55,-1.51,-5.04%,16.5M,15.461M,14.019B,6.93,-58.63%
SMCI,"Super Micro Computer, Inc.",40.31,+0.21,+0.52%,16.337M,37.472M,23.955B,23.99,-3.28%
CMCSA,Comcast Corporation,33.83,-0.06,-0.19%,15.118M,20.637M,124.889B,5.61,-14.85%
SMR,NuScale Power Corporation,36.97,-3.45,-8.53%,15.067M,13.592M,4.95B,--,+444.01%
AMCR,Amcor plc,8.30,-0.06,-0.66%,14.931M,25.251M,19.119B,25.92,-25.58%
HL,Hecla Mining Company,8.85,-0.13,-1.50%,14.956M,22.15M,5.926B,55.28,+58.10%
AVGO,Broadcom Inc.,306.60,+4.20,+1.39%,14.22M,20.149M,1.442T,111.49,+97.87%
CDE,"Coeur Mining, Inc.",14.16,+0.19,+1.40%,13.695M,12.959M,9.104B,35.41,+154.46%
RKLB,Rocket Lab Corporation,43.18,-0.35,-0.80%,13.498M,24.003M,20.831B,--,+615.95%
VALE,Vale S.A.,10.27,+0.06,+0.54%,13.373M,41.437M,43.819B,8.41,-0.29%
CRWV,"CoreWeave, Inc.",88.46,-1.42,-1.58%,13.349M,20.528M,43.219B,--,+124.70%
LYFT,"Lyft, Inc.",16.88,-0.04,-0.24%,13.168M,17.279M,6.861B,73.39,+50.40%
