Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
LCID,"Lucid Group, Inc.",2.0895,-0.0705,-3.26%,113.674M,128.798M,6.374B,--,-31.65%
TSLA,"Tesla, Inc.",291.96,-23.39,-7.42%,99.587M,117.418M,940.391B,168.76,+24.67%
NVDA,NVIDIA Corporation,157.96,-1.38,-0.86%,98.713M,233.17M,3.852T,50.79,+24.29%
CORZ,"Core Scientific, Inc.",14.65,-3.35,-18.61%,85.057M,14.223M,4.363B,--,+73.75%
SOFI,"SoFi Technologies, Inc.",18.96,+0.39,+2.10%,56.559M,66.19M,20.958B,44.09,+192.44%
PLTR,Palantir Technologies Inc.,138.14,+3.78,+2.81%,52.012M,96.342M,325.998B,600.61,+385.05%
F,Ford Motor Company,11.54,-0.27,-2.31%,49.24M,109.082M,45.88B,9.23,-9.01%
INTC,Intel Corporation,21.98,-0.51,-2.27%,49.019M,87.817M,95.875B,--,-33.83%
IREN,IREN Limited,16.75,-0.07,-0.45%,43.29M,18.716M,4.05B,--,+14.97%
HOOD,"Robinhood Markets, Inc.",93.37,-1.03,-1.09%,38.265M,44.355M,82.392B,53.35,+327.34%
AAL,American Airlines Group Inc.,11.50,-0.19,-1.64%,37.379M,60.132M,7.583B,11.50,+6.95%
RGTI,"Rigetti Computing, Inc.",13.39,-0.06,-0.45%,36.423M,48.83M,4.322B,--,"+1,193.27%"
SOUN,"SoundHound AI, Inc.",11.35,+0.26,+2.39%,33.359M,31.396M,4.562B,--,+164.05%
SAND,Sandstorm Gold Ltd.,10.30,+0.66,+6.91%,32.036M,5.318M,3.036B,102.95,+71.96%
RIG,Transocean Ltd.,2.6494,-0.1206,-4.35%,31.228M,42.716M,2.34B,--,-45.26%
AAPL,Apple Inc.,209.85,-3.70,-1.73%,30.979M,60.37M,3.134T,32.64,-6.26%
MARA,"MARA Holdings, Inc.",16.45,-1.21,-6.85%,30.702M,44.767M,5.789B,--,-9.44%
CCL,Carnival Corporation & plc,29.08,-0.88,-2.92%,30.02M,25.912M,39.436B,15.23,+70.62%
BTG,B2Gold Corp.,3.6499,-0.0101,-0.28%,30.216M,52.883M,4.844B,--,+32.13%
NU,Nu Holdings Ltd.,13.27,-0.33,-2.43%,28.775M,60.738M,64.02B,30.16,+5.92%
QBTS,D-Wave Quantum Inc.,16.41,-0.38,-2.26%,27.459M,66.751M,5.128B,--,"+1,254.03%"
IONQ,"IonQ, Inc.",44.57,+0.18,+0.41%,27.29M,21.791M,11.661B,--,+478.75%
AMD,"Advanced Micro Devices, Inc.",134.52,-3.39,-2.46%,26.933M,46.903M,218.112B,98.19,-22.82%
RKLB,Rocket Lab Corporation,38.01,+2.35,+6.59%,26.293M,20.43M,17.538B,--,+617.51%
GRAB,Grab Holdings Limited,4.9750,+0.1050,+2.15%,25.603M,36.287M,20.517B,497.50,+37.18%
AMZN,"Amazon.com, Inc.",222.90,-0.51,-0.23%,24.681M,46.626M,2.366T,36.30,+12.10%
